scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_tuning_type,method_tuning_seed_count,method_tuning_validation_seed_count,method_tuning_artifact,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,ranking_rule,capacity_success_rate_mean,served_load_rate_mean,capacity_satisfaction_ratio_mean,demand_satisfaction_ratio_mean,coalition_success_rate_mean,under_capacity_kg_mean,over_capacity_kg_mean,capacity_waste_ratio_mean,mean_capacity_margin_kg_mean,nominal_payload_assigned_kg_mean,effective_capacity_assigned_kg_mean,incomplete_capacity_kg_mean,incomplete_capacity_ratio_mean,served_capacity_alignment_mean,robots_underassigned_mean,robots_overassigned_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_oracle_mean,capacity_oracle_satisfaction_ratio_mean,capacity_oracle_success_rate_mean,effective_feasibility_ratio_mean,capacity_gap_vs_capacity_oracle_mean,signed_capacity_delta_vs_capacity_oracle_mean,priority_regret_mean,communication_messages_mean,communication_coverage_ratio_mean,runtime_ms_mean,captured_reward_mean,oracle_reward_mean
ALL_SCENARIOS,1,primal_dual_capacity,Primal-dual capacity,model_based,decentralized,proposed,primal_dual_effective_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_capacity_prices,0,0,5,0,0,0,0,tune_model_based,8,6,outputs\tuning\SP2\model_based\v1\best_params.yaml,False,False,,supervised_or_static,2,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.5,0.5,0.9858520448064582,0.9858520448064582,0.5,2.5384299119526155,5.5124436912957435,0.029511400799763738,1.487006889671564,236.74084728376167,180.52964924216437,35.570961851497955,0.196834349819169,0.7969545950809049,0.0,0.5,30.303029203477834,15.672356959315005,191.97446815870626,215.48279155394954,215.48279155394954,0.0,0.0,0.0,0.9858520448064582,0.5,0.9858520448064582,0.0,0.0,0.0,10.0,1.0,0.41750003583729267,4.393118430084472,4.393118430084472
ALL_SCENARIOS,2,capacity_oracle_reference,Pure capacity oracle reference,model_based_oracle,centralized,reference,exact_capacity_coverage_replay,centralized_capacity_ceiling_reference,none,centralized_exact_capacity_ceiling_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,,0,0,,False,False,,supervised_or_static,2,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.5,0.5,0.9858520448064582,0.9858520448064582,0.5,2.5384299119526155,5.5124436912957435,0.029511400799763738,1.487006889671564,236.74084728376167,180.52964924216437,35.570961851497955,0.196834349819169,0.7969545950809049,0.0,0.5,30.303029203477834,15.672356959315005,191.97446815870626,215.48279155394954,215.48279155394954,0.0,0.0,0.0,0.9858520448064582,0.5,0.9858520448064582,0.0,0.0,0.0,10.0,1.0,3.020100004505366,4.393118430084472,4.393118430084472
ALL_SCENARIOS,3,centralized_capacity_milp,Centralized capacity oracle,model_based_oracle,centralized,reference,exact_effective_capacity_milp,centralized_oracle_reference,none,centralized_binary_milp_effective_capacity,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,2,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.5,0.5,0.9858520448064582,0.9858520448064582,0.5,2.5384299119526155,5.5124436912957435,0.029511400799763738,1.487006889671564,236.74084728376167,180.52964924216437,35.570961851497955,0.196834349819169,0.7969545950809049,0.0,0.5,30.303029203477834,15.672356959315005,191.97446815870626,215.48279155394954,215.48279155394954,0.0,0.0,0.0,0.9858520448064582,0.5,0.9858520448064582,0.0,0.0,0.0,10.0,1.0,5.156849976629019,4.393118430084472,4.393118430084472
ALL_SCENARIOS,4,logit_capacity_repair,Logit capacity local repair,model_based,decentralized,proposed,logit_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_capacity_plus_local_repair,softmax_capacity_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,,0,0,,False,False,,supervised_or_static,2,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.5,0.5,0.9858520448064582,0.9858520448064582,0.5,2.5384299119526155,5.5124436912957435,0.029511400799763738,1.487006889671564,236.74084728376167,180.52964924216437,35.570961851497955,0.196834349819169,0.7969545950809049,0.0,0.5,30.303029203477834,15.672356959315005,191.97446815870626,215.48279155394954,215.48279155394954,0.0,0.0,0.0,0.9858520448064582,0.5,0.9858520448064582,0.0,0.0,0.0,10.0,1.0,6.817050045356154,4.393118430084472,4.393118430084472
ALL_SCENARIOS,5,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_reference_replay,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,2,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.5,0.5,0.9858520448064582,0.9858520448064582,0.5,2.5384299119526155,5.5124436912957435,0.029511400799763738,1.487006889671564,236.74084728376167,180.52964924216437,35.570961851497955,0.196834349819169,0.7969545950809049,0.0,0.5,30.303029203477834,15.672356959315005,191.97446815870626,215.48279155394954,215.48279155394954,0.0,0.0,0.0,0.9858520448064582,0.5,0.9858520448064582,0.0,0.0,0.0,10.0,1.0,9.563150000758469,4.393118430084472,4.393118430084472
ALL_SCENARIOS,6,smith_capacity,Smith-QR capacity,model_based,decentralized,proposed,smith_qr_effective_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_capacity_rule,local_effective_capacity_scores,0,0,4,0,0,0,0,tune_model_based,8,6,outputs\tuning\SP2\model_based\v1\best_params.yaml,False,False,,supervised_or_static,2,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.5,0.5,0.9854454054808157,0.9854454054808157,0.5,2.6125402682565024,4.487559433372539,0.024321621348331397,0.9375095825580182,236.74084728376167,179.43065462793726,35.496851495194065,0.19762429865893566,0.7972815304031791,0.0,0.5,31.04622313184199,13.176416582020508,196.4432776371812,215.30455519625863,215.48279155394954,-0.17823635769089208,0.0,0.0008341803385052164,0.9858520448064582,0.5,0.9858520448064582,0.0004148392954140974,-0.0004066393256424994,0.0,10.0,1.0,0.21129997912794352,4.393118430084472,4.393118430084472
ALL_SCENARIOS,7,pid_capacity_repair,PID capacity local repair,model_based,decentralized_local,proposed,pid_completion_error_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_pid_capacity_error_plus_local_repair,local_integral_deficit_error_plus_small_repair_neighborhood,0,0,7,0,0,0,0,,0,0,,False,False,,supervised_or_static,2,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.5,0.5,0.9854454054808157,0.9854454054808157,0.5,2.6125402682565024,4.487559433372539,0.024321621348331397,0.9375095825580182,236.74084728376167,179.43065462793726,35.496851495194065,0.19762429865893566,0.7972815304031791,0.0,0.5,31.04622313184199,13.176416582020508,196.4432776371812,215.30455519625863,215.48279155394954,-0.17823635769089208,0.0,0.0008341803385052164,0.9858520448064582,0.5,0.9858520448064582,0.0004148392954140974,-0.0004066393256424994,0.0,10.0,1.0,6.694099924061447,4.393118430084472,4.393118430084472
ALL_SCENARIOS,8,smith_capacity_marginal_repair,Smith-QR marginal capacity local repair,model_based,decentralized,proposed,smith_qr_marginal_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_smith_qr_marginal_plus_local_repair,local_effective_capacity_marginal_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,,0,0,,False,False,,supervised_or_static,2,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.5,0.5,0.9808946218703716,0.9808946218703716,0.5,3.4419243773783315,4.569141546028405,0.02493346970525969,0.5636085843250367,236.74084728376167,178.68285263147132,34.66746738607224,0.19395880317551548,0.8009777163707625,0.0,0.5,31.485394377466548,15.672356959315005,201.0595316758954,213.30849312085036,215.48279155394954,-2.1742984330991533,0.0,0.010176133682441699,0.9858520448064582,0.5,0.9858520448064582,0.005057390439614947,-0.004957422936086586,0.0,10.0,1.0,7.0875000092200935,4.393118430084472,4.393118430084472
ALL_SCENARIOS,9,replicator_capacity_marginal_repair,Replicator marginal capacity local repair,model_based,decentralized,proposed,replicator_marginal_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_marginal_capacity_plus_local_repair,local_effective_capacity_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,,0,0,,False,False,,supervised_or_static,2,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.5,0.5,0.9808946218703716,0.9808946218703716,0.5,3.4419243773783315,4.569141546028405,0.02493346970525969,0.5636085843250367,236.74084728376167,178.68285263147132,34.66746738607224,0.19395880317551548,0.8009777163707625,0.0,0.5,31.485394377466548,15.672356959315005,201.0595316758954,213.30849312085036,215.48279155394954,-2.1742984330991533,0.0,0.010176133682441699,0.9858520448064582,0.5,0.9858520448064582,0.005057390439614947,-0.004957422936086586,0.0,10.0,1.0,7.516500074416399,4.393118430084472,4.393118430084472
ALL_SCENARIOS,10,cbba_capacity,CBBA capacity auction,sota,decentralized,baseline,cbba_payload_capacity_proxy,sota_decentralized_baseline,none,distributed_payload_auction_proxy,auction_bids_capacity_deficit,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,2,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.5,0.5,0.9584864276591638,0.9584864276591638,0.5,7.272680949044828,7.614083296320089,0.04283266943734354,0.1707011736376307,236.74084728376167,177.8970378100965,30.83671081440574,0.17186114966351843,0.8204710404930751,0.0,0.5,32.11405782517981,13.180464212613213,205.1703536370762,201.84624315053196,215.48279155394954,-13.63654840341755,0.0,0.062768677298249,0.9858520448064582,0.5,0.9858520448064582,0.027605736234684992,-0.027365617147294352,0.0,10.0,1.0,0.3262499812990427,4.393118430084472,4.393118430084472
