demand_satisfaction_ratio_mean,entropy,episodes_seen,loss,policy_loss,reward_mean,update,value_loss
0.9368555923243422,0.7955328822135925,32,169.3802490234375,-0.03770044445991516,18.030512310725026,0,338.8438720703125
0.8840119949494949,0.866828203201294,64,174.54672241210938,-0.028341472148895264,18.48798526330765,1,349.1587829589844
0.9092735389610389,0.7657160758972168,96,155.57847595214844,-0.014871522784233093,17.255275669963943,2,311.1943664550781
0.902935606060606,0.7706092596054077,128,157.48553466796875,-0.010813921689987183,17.48427122490805,3,315.00042724609375
0.9027394480519481,0.7839767932891846,160,188.0231475830078,-0.016211804002523422,19.42495277118241,4,376.0865478515625
0.9175031565656565,0.752214789390564,192,159.76303100585938,-0.01523357629776001,18.240823564242227,5,319.56402587890625
0.9119633838383838,0.8085757493972778,224,152.6787109375,-0.020372135564684868,17.68774682547063,6,305.40625
0.933983898046398,0.7462069392204285,256,162.41964721679688,5.543231964111328e-06,18.45976724320196,7,324.8467712402344
0.905762987012987,0.8379966616630554,288,158.031005859375,-0.005759952589869499,18.496104110744504,8,316.0819091796875
0.9424445346320347,0.7348702549934387,320,144.77545166015625,-0.012402407824993134,17.618497399447627,9,289.58306884765625
0.9020934794372295,0.813264787197113,352,154.41844177246094,-0.0031957775354385376,18.29542099366185,10,308.85137939453125
0.8760446151071151,0.7520686984062195,384,138.62872314453125,-0.01528313010931015,17.501010728057352,11,277.2955322265625
0.8903650169275169,0.8391262292861938,416,150.66807556152344,-0.031435877084732056,18.4613978570946,12,301.40740966796875
0.8936970147907648,0.8645140528678894,448,165.2021484375,-0.04979868605732918,19.385270255329296,13,330.5125427246094
0.9137152777777777,0.7330681681632996,480,151.276123046875,-0.02831641025841236,18.22700228450584,14,302.6162109375
0.9418269230769231,0.8201417922973633,512,146.8141632080078,-0.02463536709547043,18.33819869755667,15,293.6858215332031
