world_key,method,iteration,potential,continuous_deficit,normalized_deficit,continuous_distance,fixed_point_residual,positive_correlation,consensus_residual,simplex_violation,objective,primal,dual,complementarity,stationarity,consensus,kkt
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,0,-6.01514375711597,28.41182306530861,0.8334466920331336,695.1106392223975,0.14135636563552353,9.15101652825487,1.8148566093455742,1.1102230246251565e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,100,-3.843539618648944,21.842770223971133,0.6160889677092936,694.220813754902,0.13989500387327972,9.005568772728237,0.0053691100160454435,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,200,-2.38416662074677,16.5115526413526,0.46757731899145816,691.3378061993461,0.11766437420693418,5.639356339611254,0.004737502744355062,4.440892098500626e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,300,-1.5229160569025673,12.369518407990924,0.35578946318157323,688.7260418827275,0.0885823607142607,3.152888227849215,0.003775514652578198,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,400,-1.0503825794785289,9.291876561993707,0.2711743541750484,686.7691390923908,0.06412537964630237,1.7107214931877093,0.0028513165292155316,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,500,-0.7931720840598256,7.038835245366144,0.20765487955013184,685.283160000572,0.046422170531326204,0.9389033610797216,0.002122422204297067,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,600,-0.6511726492361171,5.425205008713436,0.16500671758161178,684.054927854602,0.03255495501187734,0.4827331672528288,0.001593499150485565,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,700,-0.5803204149635303,4.412993512888469,0.14248897816314765,682.8204453789258,0.02285175969674532,0.2717901518190916,0.0012505102764322083,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,800,-0.5364224172139745,3.602682551971486,0.11745997667035968,681.6764880678502,0.017815777274367978,0.1748579397171275,0.0009945021407725089,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,900,-0.5078503581274674,2.9599350113320186,0.09693324525251346,680.5918829603233,0.01422001015779719,0.11523966962519601,0.0008026443650201378,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,1000,-0.4888326621129381,2.4457735154132596,0.0803526101448544,679.5334364595428,0.011519691097362153,0.07756290334745178,0.0006578080062888563,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,1100,-0.4759121056553102,2.0308584200772417,0.06690587752709287,678.4858696446815,0.00944992550195103,0.05326135464487387,0.0005474126991039757,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,1200,-0.46695619585607295,1.6934809576388243,0.05593650985071419,677.4414881156313,0.007845207824466344,0.037318545419738766,0.0004625393047830629,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,1300,-0.46061900097335906,1.4173962480959394,0.046938666906082616,676.3961032544585,0.006593201105268776,0.026709729468878837,0.00039684130111862243,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,1400,-0.4560343537996971,1.1902674379460185,0.039522773589283244,675.3474043621252,0.005614296838173503,0.019565760451358556,0.0003457364620638228,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,1500,-0.4526355422403844,1.0025909385273284,0.03338613711652061,674.2941774927588,0.00485022440520375,0.014706771428075869,0.0003058558044225517,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,1600,-0.4500465333990173,0.8469507271584336,0.028291106771307417,673.2358736441848,0.00425698362934716,0.01137414787909441,0.00027467545257299904,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,1700,-0.44801482336018184,0.7174935346735554,0.024049226158717518,672.1723507561495,0.0038002607869596647,0.009072306973066862,0.00025027165611489006,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,1800,-0.4463691342380774,0.6095533515926954,0.02050969788517687,671.1037134524798,0.0034524640111103875,0.007473032433659897,0.00023115741174039876,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,1900,-0.44499228582387534,0.5193783250758797,0.017550895508002373,670.0302115432879,0.0031908947276337936,0.006356377999666934,0.00021617239720385769,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,2000,-0.4438035256839757,0.4439290057011682,0.015074037324008804,668.9521751556583,0.0029967044259134315,0.005573455752012655,0.0002044070333900634,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,2100,-0.44274686282135206,0.3807271204166467,0.012998410455744569,667.869973201304,0.0028543263385577004,0.005022603332165898,0.0001951479895292101,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,2200,-0.44178327379556853,0.32774068496958453,0.01125772090397159,666.7839869327216,0.0027511195006167818,0.004633888727185852,0.00018783718481066625,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,2300,-0.44088544242535127,0.28329564065187185,0.009797272069189789,665.6945933556925,0.002677051929315629,0.004358901477740011,0.0001820396487139639,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,2400,-0.4400341779579835,0.2460071225754774,0.008571760625183611,664.6021551238813,0.0026243520151536213,0.004163948024369402,0.00017741769201772654,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,2500,-0.4392159574608193,0.21472544922146408,0.007543538042470543,663.5070147100214,0.0025871308798639924,0.004025469609936094,0.00017370999076590074,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,2600,-0.4384212284595008,0.1884932871906635,0.00668122739553989,662.4094913959752,0.0025610085357543563,0.003926929220939224,0.00017071472538594484,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,2700,-0.43764323000130645,0.16651139666038084,0.005958614186053812,661.3098801094213,0.002542775255334963,0.0038566801392681477,0.00016827613294006016,2.220446049250313e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,2800,-0.43687716981896807,0.14811103553234783,0.0053537506388281475,660.2084514541476,0.0025301057431183506,0.0038064967329270397,0.00016627391327893516,4.440892098500626e-16,,,,,,,
E3:uniform:p0.85:cv0.65:r0,fii_replicator_R,2900,-0.4361196476417479,0.13273158148430841,0.004848227858647247,659.1054524932529,0.0025213301958904167,0.003770555810684918,0.00016461497878866347,2.220446049250313e-16,,,,,,,
