campaign_id,experiment,world_key,world_id,world_seed,scenario,N,K,capacity_cv,pressure,graph_regime,method,method_family,algorithm_status,terminal_phase,raw_certificate,distance_cost,capacity_deficit,robot_conflict,excess_capacity,assigned_robots,max_coalition_size,unserved_loads,rounds,messages,bytes,runtime_ms,commits,quota_commits,geometry_commits,rejected_stale,rejected_conflict,max_parallel_commits,potential_monotone,unilateral_local_minimum,pair_local_minimum,feasible,messages_per_agent,bytes_per_agent,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified,optimality_gap,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected,source_campaign_id,evidence_origin,arbitration_messages,transaction_messages,transaction_aborts,mis_iterations,triple_local_minimum,family,method_label,atomic_endpoint,assignment,continuous_converged,continuous_potential,continuous_deficit,closure_operations,closure_robots_changed,kkt_residual,closure_augmentations,closure_max_chain,closure_nodes_explored,closure_failure_reason,closure_runtime_ms,continuous_stop_reason,continuous_iterations,continuous_distance,fixed_point_residual,consensus_residual,minimum_positive_correlation,information_mode,primal_residual,dual_residual,complementarity_residual,stationarity_residual
SP1_N4_CROSS_FAMILY_v3,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.7:cv0.0:r0,clustered-p0.7-r0,2740995697,clustered,16,5,0.0,0.7,medium,capacity_cbba_rb,N3_REFERENCE,QUIESCENT_OBSERVED,,CAPACITY_DEFICIT,472.8563750581856,0.0938146769347501,0.0,9.093814676934748,13.0,3.0,1.0,27.0,966,141962,27.3254000057932,,,,,,,,,,False,60.375,8872.625,OPTIMAL,489.06019242857474,489.0601924285747,0.0,0.0021685999818146,True,True,,52.0,6.5,2.0,4.0,1.0,1.063393709803754,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,,BASELINE,CBBA-RB,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.7:cv0.0:r0,clustered-p0.7-r0,2740995697,clustered,16,5,0.0,0.7,medium,weighted_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,501.5835214985868,0.0,0.0,13.999999999999996,14.0,3.0,0.0,241.0,7478,313764,142.04840001184493,,,,,,,,,,True,467.375,19610.25,OPTIMAL,489.06019242857474,489.0601924285747,0.0,0.0021685999818146,True,True,0.025606927866739,52.0,6.5,2.0,4.0,1.0,1.063393709803754,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,,BASELINE,GRAPE,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.7:cv0.0:r0,clustered-p0.7-r0,2740995697,clustered,16,5,0.0,0.7,medium,weighted_pair_grape,N3_REFERENCE,CONVERGED,,FEASIBLE,489.06019242857457,0.0,0.0,13.999999999999996,14.0,3.0,0.0,289.0,8415,353118,235.63880001893267,,,,,,,,,,True,525.9375,22069.875,OPTIMAL,489.06019242857474,489.0601924285747,0.0,0.0021685999818146,True,True,-3.486897098199815e-16,52.0,6.5,2.0,4.0,1.0,1.063393709803754,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,,BASELINE,Pair-GRAPE,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.7:cv0.0:r0,clustered-p0.7-r0,2740995697,clustered,16,5,0.0,0.7,medium,geo_qpg_c3,N4_ATOMIC,LOCAL_MINIMUM,G,FEASIBLE,499.1504178413865,0.0,0.0,13.999999999999996,14.0,3.0,0.0,778.0,3534,198440,244.54089999198916,37.0,14.0,23.0,0.0,0.0,1.0,True,True,True,True,220.875,12402.5,OPTIMAL,489.06019242857474,489.0601924285747,0.0,0.0021685999818146,True,True,0.0206318681606567,,,,,,,,,v2_execution,0.0,0.0,0.0,0.0,1.0,F-I,Geo-QPG C3,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.7:cv0.0:r0,clustered-p0.7-r0,2740995697,clustered,16,5,0.0,0.7,medium,geo_qpg_d,N4_ATOMIC,LOCAL_MINIMUM,G,FEASIBLE,489.06019242857457,0.0,0.0,13.999999999999996,14.0,3.0,0.0,15.0,1621,67740,117.45980000705458,16.0,14.0,2.0,0.0,58.0,5.0,True,True,True,True,101.3125,4233.75,OPTIMAL,489.06019242857474,489.0601924285747,0.0,0.0021685999818146,True,True,-3.486897098199815e-16,,,,,,,,,v2_execution,616.0,57.0,0.0,11.0,0.0,F-I,Geo-QPG DMIS+TX,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.7:cv0.0:r0,clustered-p0.7-r0,2740995697,clustered,16,5,0.0,0.7,medium,geo_qpg_p,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,500.15722933186913,0.0,0.0,13.999999999999996,14.0,3.0,0.0,393.0,1590,76508,212.997099995846,35.0,14.0,21.0,0.0,0.0,1.0,True,True,True,True,99.375,4781.75,OPTIMAL,489.06019242857474,489.0601924285747,0.0,0.0021685999818146,True,True,0.0226905339569526,52.0,6.5,2.0,4.0,1.0,1.063393709803754,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,,F-I,Geo-QPG 2BR,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.7:cv0.0:r0,clustered-p0.7-r0,2740995697,clustered,16,5,0.0,0.7,medium,geo_qpg_u,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,663.2118757461865,0.0,0.0,13.999999999999996,14.0,3.0,0.0,30.0,252,8484,9.684199991170315,14.0,14.0,0.0,0.0,0.0,1.0,True,True,False,True,15.75,530.25,OPTIMAL,489.06019242857474,489.0601924285747,0.0,0.0021685999818146,True,True,0.3560945789777112,52.0,6.5,2.0,4.0,1.0,1.063393709803754,True,SP1_N4_ATOMIC_GEO_QPG_v1,frozen_v1,,,,,,F-I,Geo-QPG BR,True,not_persisted_in_v2,,,,0,0,,,,,,,,,,,,,,,,,
SP1_N4_CROSS_FAMILY_v3,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.7:cv0.0:r0,clustered-p0.7-r0,2740995697,clustered,16,5,0.0,0.7,medium,fii_bnn_R,,,,,506.4080669185279,0.0,,13.999999999999996,,,,,312000,12480000,1090.1234000048134,,,,,,,True,,,True,,780000.0,OPTIMAL,489.06019242857474,,0.0,0.0021685999818146,True,True,0.03547185961672137,,,,,,,,,,,,,,,F-II,BNN + R,True,3;2;-1;3;0;4;3;2;1;2;1;4;-1;0;4;1,0.0,-0.43641460730986487,0.057983955250414,2,12,,2.0,8.0,5005.0,none,505.7542000140529,max_iterations,3000.0,569.7847474579825,0.0067519882380672755,0.0004276353637956218,0.010109013969089715,dynamic_average_consensus,,,,
SP1_N4_CROSS_FAMILY_v3,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.7:cv0.0:r0,clustered-p0.7-r0,2740995697,clustered,16,5,0.0,0.7,medium,fii_logit_R,,,,,519.8337390951727,0.0,,13.999999999999996,,,,,159224,6368960,794.876599975396,,,,,,,True,,,True,,398060.0,OPTIMAL,489.06019242857474,,0.0,0.0021685999818146,True,True,0.06292384279690144,,,,,,,,,,,,,,,F-II,Logit + R,True,3;2;-1;3;0;0;3;1;1;2;1;4;-1;4;4;2,1.0,-0.4819768887343854,0.023221534604262573,2,14,,2.0,8.0,5007.0,none,447.3913999972865,fixed_point_and_consensus,1531.0,629.4164408665506,0.0009993590027988425,0.00010634662245154738,0.001653356142683647,dynamic_average_consensus,,,,
SP1_N4_CROSS_FAMILY_v3,E7_CROSS_FAMILY_STATIC,E3:clustered:p0.7:cv0.0:r0,clustered-p0.7-r0,2740995697,clustered,16,5,0.0,0.7,medium,fii_replicator_R,,,,,504.8937221304992,0.0,,13.999999999999996,,,,,312000,12480000,1038.7496999755967,,,,,,,True,,,True,,780000.0,OPTIMAL,489.06019242857474,,0.0,0.0021685999818146,True,True,0.03237542115889323,,,,,,,,,,,,,,,F-II,Replicator + R,True,3;2;-1;3;0;0;3;2;1;2;1;4;-1;4;4;1,0.0,-0.48382796798715716,0.024334449160022587,2,13,,2.0,8.0,5006.0,none,543.4937999816611,max_iterations,3000.0,631.8293066001654,0.003088448425297674,0.00025140952198932136,0.004919577264462759,dynamic_average_consensus,,,,
