experiment,world_id,world_seed,replicate,N,K,M,slot_to_robot_ratio,matrix_elements,matrix_bytes,expected_matrix_bytes,matrix_ms,solver_ms,post_ms,total_ms,mission_feasible
scaling,7c650d77a11b1493a84a,551927425,2,512,171,512,1.0,262144,2097152,2097152,6.7465,11.3029,0.8461,28.0453,True
scaling,65a930775ff6c5c23ec8,22891535,3,512,171,512,1.0,262144,2097152,2097152,7.6742,16.1808,1.3783,32.0586,True
scaling,bc55f476a9e8e8ee0917,1393261340,4,512,171,512,1.0,262144,2097152,2097152,6.6372,8.6607,0.911,25.0695,True
scaling,f975e0cea4c75449aa7a,1516503285,5,512,171,512,1.0,262144,2097152,2097152,7.3938,15.5586,0.8794,31.0679,True
scaling,fa553ffc14eddd0dc025,150138499,6,512,171,512,1.0,262144,2097152,2097152,7.7436,10.503,1.1449,27.4793,True
scaling,a1f6f1331791a53ea043,455078681,7,512,171,512,1.0,262144,2097152,2097152,7.8072,8.373,1.0515,24.549,True
scaling,4fbc725481954f8258fd,1276587235,8,512,171,512,1.0,262144,2097152,2097152,7.0871,14.522,0.974,32.0105,True
scaling,21e25274c7abb60fcc84,367926678,9,512,171,512,1.0,262144,2097152,2097152,7.1995,10.8872,1.0441,26.6407,True
scaling,837e9d689bc79f920f0c,3963240938,10,512,171,512,1.0,262144,2097152,2097152,6.5979,14.6097,1.0821,31.6726,True
scaling,c190c1ee9b3d5656feb2,1678238719,11,512,171,512,1.0,262144,2097152,2097152,7.0185,10.5395,0.99,26.5742,True
scaling,8c0894cf6c3c9257c36f,3059084837,12,512,171,512,1.0,262144,2097152,2097152,8.0539,19.4246,1.4681,39.3386,True
scaling,c3a6a47b1c55f729121f,3607599695,13,512,171,512,1.0,262144,2097152,2097152,8.4152,13.0296,0.9841,31.0012,True
scaling,a533bebbc35cc64f0079,1547735204,14,512,171,512,1.0,262144,2097152,2097152,7.7395,16.5656,1.643,40.1923,True
scaling,8ffbb2761dd05da8a6fa,1115469838,15,512,171,512,1.0,262144,2097152,2097152,7.1149,8.0509,1.0343,24.9615,True
scaling,6ba13ac42f4b601107b4,790581524,16,512,171,512,1.0,262144,2097152,2097152,10.2186,9.4465,1.2159,31.9477,True
scaling,acfd8d963464b4dd47fb,2835726778,17,512,171,512,1.0,262144,2097152,2097152,7.3294,15.4616,0.9316,32.0539,True
scaling,d468c5a980109e00d98c,1366822034,18,512,171,512,1.0,262144,2097152,2097152,7.1263,16.5397,1.5154,34.5105,True
scaling,b52b2f3d7743742145ba,3113199828,19,512,171,512,1.0,262144,2097152,2097152,8.5235,9.9881,1.2288,31.7889,True
scaling,7174c19836cdcef5f7a4,3688967012,20,512,171,512,1.0,262144,2097152,2097152,7.8691,12.8215,1.6106,29.6773,True
scaling,e788184eeb92b6b051da,433767352,21,512,171,512,1.0,262144,2097152,2097152,7.7667,8.8333,1.0409,25.3196,True
scaling,f69f999ed58ce4761657,1143843400,22,512,171,512,1.0,262144,2097152,2097152,6.9552,9.3002,1.078,25.4634,True
scaling,50e231c024142ca3c84f,2444323978,23,512,171,512,1.0,262144,2097152,2097152,7.3807,9.5902,1.0086,31.041,True
scaling,1d370dd75c9a918f4f7c,3671012501,24,512,171,512,1.0,262144,2097152,2097152,7.3973,10.898,1.0691,27.3254,True
scaling,d4e305002c21f205028f,4237232137,25,512,171,512,1.0,262144,2097152,2097152,7.465,10.31,1.0802,32.2479,True
scaling,be2f96019ff76bbf7196,1272962485,26,512,171,512,1.0,262144,2097152,2097152,6.7674,9.5079,1.0271,25.3285,True
scaling,d4b6f2840875d83bb630,1374267906,27,512,171,512,1.0,262144,2097152,2097152,7.6673,11.5833,0.9167,27.8565,True
scaling,7ff4704e5c748b79e1ab,2086782035,28,512,171,512,1.0,262144,2097152,2097152,7.4352,9.2346,1.0576,25.2651,True
scaling,1fb120e0e55c78b0c8f1,1403835594,29,512,171,512,1.0,262144,2097152,2097152,7.0762,13.4336,0.9254,29.4444,True
scaling,e9ab02099641e04e41ea,2604821806,0,1024,85,256,0.25,262144,2097152,2097152,8.0376,2.8516,0.5945,24.3281,True
scaling,be98b28f0a49515a7059,2483098676,1,1024,85,256,0.25,262144,2097152,2097152,7.6479,3.01,0.5904,25.9787,True
scaling,2a1d0e2c21170213e5ff,2436429417,2,1024,85,256,0.25,262144,2097152,2097152,6.3416,3.2653,0.8687,23.9801,True
scaling,b376283ace31b6f3df28,2400362277,3,1024,85,256,0.25,262144,2097152,2097152,6.0275,2.9596,0.5136,22.6841,True
scaling,8fceae12cfa712cdbabb,677006446,4,1024,85,256,0.25,262144,2097152,2097152,7.582,2.716,0.575,24.8472,True
scaling,b658240c1aa66ff21d54,3192417248,5,1024,85,256,0.25,262144,2097152,2097152,8.5495,3.6824,0.6121,27.7148,True
scaling,970fabbcdd7d75218e67,3040703582,6,1024,85,256,0.25,262144,2097152,2097152,7.3282,3.6434,0.6029,26.5153,True
scaling,fa4996b89ddd51baaa12,2364176186,7,1024,85,256,0.25,262144,2097152,2097152,6.3217,2.8162,0.5212,24.0604,True
scaling,49d9621cb627ce2c11ac,833679104,8,1024,85,256,0.25,262144,2097152,2097152,8.1551,3.1658,0.593,25.6362,True
scaling,eb8ac5cbbbedfac42d28,4153283473,9,1024,85,256,0.25,262144,2097152,2097152,7.4841,2.7953,0.5288,25.3905,True
scaling,97e6be5fe7c1d694446d,1190014638,10,1024,85,256,0.25,262144,2097152,2097152,8.3402,2.9878,0.5667,26.8014,True
scaling,8b3e2e405bab926a7642,1021760962,11,1024,85,256,0.25,262144,2097152,2097152,6.1289,2.8551,0.7811,25.2203,True
scaling,5ddd006e86547cab53bd,2047450869,12,1024,85,256,0.25,262144,2097152,2097152,7.6062,2.8691,0.5535,22.659,True
scaling,b2db982740583f77a16a,4049486709,13,1024,85,256,0.25,262144,2097152,2097152,7.4886,3.0322,0.5735,25.4967,True
scaling,964037361d4ea5f807f7,3608234691,14,1024,85,256,0.25,262144,2097152,2097152,7.5311,4.0029,0.5964,26.5795,True
scaling,360984b61ea80c7f7e6f,2239731809,15,1024,85,256,0.25,262144,2097152,2097152,9.7187,3.4012,0.5985,33.5139,True
scaling,02c216557a0b05e4281e,275145846,16,1024,85,256,0.25,262144,2097152,2097152,7.3685,3.1771,0.5981,25.7186,True
scaling,65a4a76ad569319ce90c,2774870606,17,1024,85,256,0.25,262144,2097152,2097152,6.7908,2.9703,0.8479,24.7987,True
scaling,646d9258df862b3ef507,3290541949,18,1024,85,256,0.25,262144,2097152,2097152,6.2209,2.9661,0.5381,23.3486,True
scaling,1d2e20836fd6d8988c5f,1476471242,19,1024,85,256,0.25,262144,2097152,2097152,7.8093,3.0435,0.5973,26.0248,True
scaling,888bc9306cfb899e4eab,69412262,20,1024,85,256,0.25,262144,2097152,2097152,7.3553,3.7998,0.5852,25.6593,True
scaling,3b25772436d8c57c54e2,3874527350,21,1024,85,256,0.25,262144,2097152,2097152,6.7367,2.7728,0.5334,24.2089,True
scaling,d145a1ab054a7e577d99,2748624439,22,1024,85,256,0.25,262144,2097152,2097152,7.3356,3.0877,0.5852,23.0469,True
scaling,93051a94a86ddc1908b3,518038151,23,1024,85,256,0.25,262144,2097152,2097152,7.4232,2.8961,0.5919,25.6533,True
scaling,daa0a90dfc8e25e3b558,831002267,24,1024,85,256,0.25,262144,2097152,2097152,7.4555,3.3036,0.6129,26.5683,True
scaling,810d27375a87b31c9b3e,2093081007,25,1024,85,256,0.25,262144,2097152,2097152,6.557,2.9609,0.5858,25.906,True
scaling,8db7ad04826db2c0fdf3,1960145482,26,1024,85,256,0.25,262144,2097152,2097152,7.1951,3.4366,0.6052,25.4728,True
scaling,ea61cfe0eaa3fb730199,3579858236,27,1024,85,256,0.25,262144,2097152,2097152,7.6138,3.1047,0.5832,25.6371,True
scaling,11db2ce77edaddda4006,191627703,28,1024,85,256,0.25,262144,2097152,2097152,8.2906,3.143,0.5986,26.9994,True
scaling,e6120faad2cd12f4d2e1,125422483,29,1024,85,256,0.25,262144,2097152,2097152,8.2444,3.327,0.603,27.0166,True
scaling,acc4ddf0eed5f72b4c23,2088641566,0,1024,171,512,0.5,524288,4194304,4194304,15.4098,7.9861,1.015,38.0892,True
scaling,0fa18d150a00ab65a3a3,2864070003,1,1024,171,512,0.5,524288,4194304,4194304,14.6576,9.0264,1.1316,38.9413,True
scaling,f8d76f9164d1a187532a,1307630685,2,1024,171,512,0.5,524288,4194304,4194304,15.2042,7.7711,1.0611,39.2404,True
scaling,f505382f7892a3155ce7,2807951403,3,1024,171,512,0.5,524288,4194304,4194304,14.2108,7.5187,0.9353,36.4041,True
scaling,4284919fbfc5a0d0dc24,3176518461,4,1024,171,512,0.5,524288,4194304,4194304,13.7575,8.8345,1.7723,38.0956,True
scaling,abdf08446c20a1707016,2897447924,5,1024,171,512,0.5,524288,4194304,4194304,14.1861,6.716,1.0086,36.8698,True
scaling,f7ecd011231eb0504ad6,3924457219,6,1024,171,512,0.5,524288,4194304,4194304,19.4044,9.2134,0.9995,44.7238,True
scaling,87aa210aefd62e4b0d2f,2865854435,7,1024,171,512,0.5,524288,4194304,4194304,14.0839,7.0175,0.9832,36.6419,True
scaling,2f0832a22f3cdbc7d28c,3074106803,8,1024,171,512,0.5,524288,4194304,4194304,15.0694,8.4351,0.9378,39.6265,True
scaling,b729a754f6fa7641cc38,3337905113,9,1024,171,512,0.5,524288,4194304,4194304,14.4575,8.4168,1.0913,38.3282,True
scaling,3c13c1de7410927455c3,1653076925,10,1024,171,512,0.5,524288,4194304,4194304,16.017,7.7954,1.0394,43.6001,True
scaling,769641cd423579c12e00,1060707710,11,1024,171,512,0.5,524288,4194304,4194304,13.6704,7.7502,1.0906,36.7706,True
scaling,c4efe0fb1e86a9fc3144,238533912,12,1024,171,512,0.5,524288,4194304,4194304,15.1865,9.1154,1.0469,41.0764,True
scaling,4d1444aeb30b66303c3b,3240792342,13,1024,171,512,0.5,524288,4194304,4194304,17.0486,7.4571,1.5031,39.9775,True
scaling,2701a1cd52b334cfccf0,416858308,14,1024,171,512,0.5,524288,4194304,4194304,16.0894,7.5575,0.9609,39.0831,True
scaling,bb717df9ef4261741709,652708427,15,1024,171,512,0.5,524288,4194304,4194304,15.6609,8.9649,0.9719,38.5576,True
scaling,eb87962869d949816773,3635109866,16,1024,171,512,0.5,524288,4194304,4194304,19.2863,7.6038,1.069,40.0659,True
scaling,553aefd9e720d9298258,908045388,17,1024,171,512,0.5,524288,4194304,4194304,15.5057,7.4108,0.9843,38.2842,True
scaling,825b8521afcbf709a44d,2813271059,18,1024,171,512,0.5,524288,4194304,4194304,16.0642,7.9623,1.405,38.6909,True
scaling,755ddf08d905fcbe3f72,3917422746,19,1024,171,512,0.5,524288,4194304,4194304,15.1425,7.3318,1.0163,38.6756,True
scaling,3f062297d726210ad9d3,3894281039,20,1024,171,512,0.5,524288,4194304,4194304,13.5897,7.7636,1.0216,35.8186,True
scaling,16e2eb939b8dfc29d86a,717367521,21,1024,171,512,0.5,524288,4194304,4194304,15.9805,7.7454,0.9241,40.2946,True
scaling,9bf659caa525768bbfda,2052229133,22,1024,171,512,0.5,524288,4194304,4194304,16.4342,8.2042,1.1011,39.6882,True
scaling,1d4a2880a90660abbe73,2227167747,23,1024,171,512,0.5,524288,4194304,4194304,17.0122,8.3563,1.0108,41.6628,True
scaling,76877fc9ede5fb854cab,2583102841,24,1024,171,512,0.5,524288,4194304,4194304,18.48,7.8424,1.0696,43.1185,True
scaling,16b2b9d90b08e2434ed7,1519292299,25,1024,171,512,0.5,524288,4194304,4194304,17.9434,7.0827,0.9805,41.3042,True
scaling,59d08db81c82ed8b2df2,2644339838,26,1024,171,512,0.5,524288,4194304,4194304,17.5002,7.2944,1.3939,40.8955,True
scaling,590a631881169e39de3b,690756062,27,1024,171,512,0.5,524288,4194304,4194304,18.6921,7.9193,1.1337,41.8131,True
scaling,4ae42aa728aae99d989c,3533849075,28,1024,171,512,0.5,524288,4194304,4194304,21.9708,8.7352,1.927,51.274,True
scaling,a92197e12f299d5c1864,1069127158,29,1024,171,512,0.5,524288,4194304,4194304,18.5485,7.9536,1.0574,42.7904,True
scaling,7bc9b2457414412a5ab6,645490102,0,1024,341,1024,1.0,1048576,8388608,8388608,36.2041,73.3117,2.8449,130.0745,True
scaling,c4407e2fd78f062a2bcf,644595318,1,1024,341,1024,1.0,1048576,8388608,8388608,43.1249,69.8712,1.9861,131.8899,True
scaling,66f33d574e17ce1d5232,1166513335,2,1024,341,1024,1.0,1048576,8388608,8388608,38.2568,49.9908,2.152,103.827,True
scaling,f8d94c36f87d5aaeef5d,168841573,3,1024,341,1024,1.0,1048576,8388608,8388608,38.8513,43.7402,1.8278,100.8648,True
scaling,9a8732fe0fadf76532c1,3101358516,4,1024,341,1024,1.0,1048576,8388608,8388608,33.3642,45.9998,1.8849,94.9714,True
scaling,61e0eb7700d3b31fc98b,3771815224,5,1024,341,1024,1.0,1048576,8388608,8388608,37.7205,44.9921,2.1182,98.1163,True
scaling,3057221e768591adea8f,3284885879,6,1024,341,1024,1.0,1048576,8388608,8388608,36.6626,51.3624,1.8171,103.883,True
scaling,5210d79287d829b1451c,3187373818,7,1024,341,1024,1.0,1048576,8388608,8388608,37.3746,53.9867,2.0972,111.8191,True
scaling,30cfe6a59a4b1d7e7294,805259841,8,1024,341,1024,1.0,1048576,8388608,8388608,39.5832,65.8278,1.9591,121.614,True
scaling,1b905b20d20c4edda595,271303387,9,1024,341,1024,1.0,1048576,8388608,8388608,34.4424,45.5317,1.838,96.0822,True
scaling,f5f871cc2e7964edf479,1098357852,10,1024,341,1024,1.0,1048576,8388608,8388608,41.1183,64.2075,1.8902,125.6505,True
scaling,08995f946577a93be0af,1570092613,11,1024,341,1024,1.0,1048576,8388608,8388608,42.5199,61.9527,3.5002,127.4699,True
scaling,397148d3d8b903d08319,798916693,12,1024,341,1024,1.0,1048576,8388608,8388608,33.4468,96.7992,1.8475,146.356,True
scaling,3869814c932a1911606b,3574112003,13,1024,341,1024,1.0,1048576,8388608,8388608,33.7998,53.8846,2.691,105.7294,True
scaling,fc440e93ac4def803419,2048245216,14,1024,341,1024,1.0,1048576,8388608,8388608,34.3167,56.1738,1.8353,111.8494,True
scaling,6582e5a0196e72aefa7b,2092486221,15,1024,341,1024,1.0,1048576,8388608,8388608,37.0211,68.7284,3.2034,123.2439,True
scaling,5ae292ebdde7c1d74f1d,3414416359,16,1024,341,1024,1.0,1048576,8388608,8388608,40.7867,69.9228,2.3674,130.9023,True
scaling,04a224846202e92e1d19,1526048394,17,1024,341,1024,1.0,1048576,8388608,8388608,33.0723,65.5297,2.1751,115.8692,True
scaling,8972c89149eccb7d08c6,3943628575,18,1024,341,1024,1.0,1048576,8388608,8388608,31.2134,80.3654,1.9068,128.3481,True
scaling,ad4d2289229099855934,1410537252,19,1024,341,1024,1.0,1048576,8388608,8388608,29.2799,49.6022,1.8172,95.613,True
scaling,bfbde92f536bce0cbeb3,2163430626,20,1024,341,1024,1.0,1048576,8388608,8388608,30.4839,39.4836,2.5704,87.873,True
scaling,ddb7ac441967871e732e,2259834526,21,1024,341,1024,1.0,1048576,8388608,8388608,34.3511,45.0792,2.635,96.2188,True
scaling,aabd8b9e7adcc377d2b1,933394252,22,1024,341,1024,1.0,1048576,8388608,8388608,32.4584,56.7801,2.0798,105.1799,True
scaling,6914fd8ab48642978891,1915182213,23,1024,341,1024,1.0,1048576,8388608,8388608,27.6097,56.3836,2.0172,101.6037,True
scaling,796be23db66fc61c8fc8,3817370442,24,1024,341,1024,1.0,1048576,8388608,8388608,27.3774,46.5633,1.9392,93.2275,True
scaling,01a944e936c3d5bd4b5c,2044198546,25,1024,341,1024,1.0,1048576,8388608,8388608,29.9638,47.3879,2.2177,94.494,True
scaling,1409189696c09af27e8e,2977544491,26,1024,341,1024,1.0,1048576,8388608,8388608,27.9194,72.3606,2.0869,118.8456,True
scaling,09085e8a2d1c1af4641b,1935280155,27,1024,341,1024,1.0,1048576,8388608,8388608,29.2637,71.3618,2.7944,119.3418,True
scaling,f30fca744a7ee6c6f65b,1494944800,28,1024,341,1024,1.0,1048576,8388608,8388608,27.7669,68.3383,2.1295,113.4892,True
scaling,8d98b6c9b3d297086e55,4030301334,29,1024,341,1024,1.0,1048576,8388608,8388608,30.5233,57.1741,3.2071,109.4599,True
scaling,19384080cf379c4772fe,982848872,0,2048,171,512,0.25,1048576,8388608,8388608,27.1817,20.99,1.2225,78.5539,True
scaling,ace26cc44371120d573e,1558257934,1,2048,171,512,0.25,1048576,8388608,8388608,28.5652,24.937,1.134,86.3286,True
scaling,4a709a0a0f709f0f1b11,2246837337,2,2048,171,512,0.25,1048576,8388608,8388608,26.5001,22.9007,1.0303,75.992,True
scaling,89db72a6e7d8d6a7444a,1693141280,3,2048,171,512,0.25,1048576,8388608,8388608,32.3312,21.4419,2.1101,81.8632,True
scaling,f0fa800607a04d49acad,3399235201,4,2048,171,512,0.25,1048576,8388608,8388608,30.5148,21.7447,1.0864,84.8151,True
scaling,44f5168901c6d2c5c9f0,1631345305,5,2048,171,512,0.25,1048576,8388608,8388608,26.691,22.6284,1.1966,77.3023,True
scaling,3f92e4a7463c28cdbe9a,3522453244,6,2048,171,512,0.25,1048576,8388608,8388608,27.8225,23.5284,1.1058,81.9253,True
scaling,6a040b25189cd84d6045,283237075,7,2048,171,512,0.25,1048576,8388608,8388608,28.2624,16.4486,1.1091,73.6629,True
scaling,452adb1310ba041db040,1723976242,8,2048,171,512,0.25,1048576,8388608,8388608,27.7072,18.6441,1.1347,75.8822,True
scaling,0e9c72adb0c8fcb09bec,585393623,9,2048,171,512,0.25,1048576,8388608,8388608,28.0834,19.0777,1.1277,75.4223,True
scaling,69d0f9307391626b43fc,3827088656,10,2048,171,512,0.25,1048576,8388608,8388608,28.5579,21.267,1.0988,78.2671,True
scaling,5868ff601726312f664d,1631254321,11,2048,171,512,0.25,1048576,8388608,8388608,28.6175,13.6979,1.0783,72.0464,True
scaling,f42ae2b0289d510eb767,413830627,12,2048,171,512,0.25,1048576,8388608,8388608,27.9302,26.3147,1.2381,85.2855,True
scaling,83bc380a244465d13f63,2231993558,13,2048,171,512,0.25,1048576,8388608,8388608,27.1093,24.6519,1.1894,81.9962,True
scaling,41385c99594e773900b5,510381842,14,2048,171,512,0.25,1048576,8388608,8388608,28.8114,24.7603,1.2105,82.916,True
scaling,ae6b31960fee3fb0db51,724541702,15,2048,171,512,0.25,1048576,8388608,8388608,27.7734,21.1758,1.2069,77.5264,True
scaling,907d3a1450dcc32dbd84,259480553,16,2048,171,512,0.25,1048576,8388608,8388608,28.7109,24.7742,1.1292,83.019,True
scaling,a9ed3a3ad34c4f7e9c16,1272578119,17,2048,171,512,0.25,1048576,8388608,8388608,27.5647,17.7631,1.124,75.1927,True
scaling,d7cf2eabed88f45d3d7b,722258652,18,2048,171,512,0.25,1048576,8388608,8388608,26.1636,20.3382,1.1628,76.0057,True
scaling,9600fe31ef37c8b61869,3444654376,19,2048,171,512,0.25,1048576,8388608,8388608,26.481,18.2018,1.1312,72.5148,True
scaling,16d06bb1912de3934874,1941678887,20,2048,171,512,0.25,1048576,8388608,8388608,27.9307,18.1105,1.1667,74.79,True
scaling,edba064739dcc7fede43,3679085141,21,2048,171,512,0.25,1048576,8388608,8388608,27.4741,19.7457,1.119,76.3697,True
scaling,3f7519b8d779bdd6fdc0,3045139510,22,2048,171,512,0.25,1048576,8388608,8388608,28.7242,19.3863,1.2223,76.6513,True
scaling,02d43015987bfbf34975,1600684219,23,2048,171,512,0.25,1048576,8388608,8388608,27.6881,20.962,1.1444,75.4408,True
scaling,ff4a30aac267e8325ef2,483332107,24,2048,171,512,0.25,1048576,8388608,8388608,27.986,20.8521,1.1244,77.1663,True
scaling,4843827399db174552a7,1355496335,25,2048,171,512,0.25,1048576,8388608,8388608,25.8465,19.3681,1.1388,72.1788,True
scaling,de342ea50f479cf341d3,2947144191,26,2048,171,512,0.25,1048576,8388608,8388608,26.294,23.8841,1.2491,76.9819,True
scaling,167a4b878485afe34296,2193217246,27,2048,171,512,0.25,1048576,8388608,8388608,28.5693,26.3583,1.2379,83.7744,True
scaling,270b033d0224dc75e896,2066380199,28,2048,171,512,0.25,1048576,8388608,8388608,28.1398,23.563,1.2699,82.6306,True
scaling,f300fc86f0cbf3f5c7cb,3987146818,29,2048,171,512,0.25,1048576,8388608,8388608,28.8081,26.1095,1.0612,83.9793,True
scaling,25c3dd402675c19c2c08,694840840,0,2048,341,1024,0.5,2097152,16777216,16777216,55.3545,53.0921,2.0601,139.2016,True
scaling,d607d1abc2a2476e83bc,514498987,1,2048,341,1024,0.5,2097152,16777216,16777216,54.145,56.5638,1.9961,141.896,True
scaling,90b05fe0d82991a336a2,2013087827,2,2048,341,1024,0.5,2097152,16777216,16777216,55.8494,42.6761,1.7798,128.196,True
scaling,5662f8b88eed7535df2c,2076696313,3,2048,341,1024,0.5,2097152,16777216,16777216,53.8912,55.1821,1.8418,137.6708,True
scaling,92588c37d1d5cd3eba9a,1428243333,4,2048,341,1024,0.5,2097152,16777216,16777216,51.4244,55.1369,3.0231,136.4955,True
scaling,ebaf9315343914e25c49,3291596704,5,2048,341,1024,0.5,2097152,16777216,16777216,53.2584,49.0465,1.9547,134.9253,True
scaling,4230e6dc6bddee4e3233,2908201281,6,2048,341,1024,0.5,2097152,16777216,16777216,53.2749,57.9109,1.9845,138.2151,True
scaling,6e160a10c088cad99b12,2691420638,7,2048,341,1024,0.5,2097152,16777216,16777216,55.3868,46.4252,2.1366,134.673,True
scaling,60b945e908bbba9f7485,3786763012,8,2048,341,1024,0.5,2097152,16777216,16777216,51.6972,57.1595,2.0699,140.3714,True
scaling,c71356862c274cdfa34e,762346317,9,2048,341,1024,0.5,2097152,16777216,16777216,55.2152,62.064,1.9283,147.5449,True
scaling,6a864099fbf884428652,1774113955,10,2048,341,1024,0.5,2097152,16777216,16777216,53.3297,54.7117,1.7643,136.8238,True
scaling,6af16dcdcf0caf774816,2982101192,11,2048,341,1024,0.5,2097152,16777216,16777216,53.1177,55.1327,2.2441,137.1427,True
scaling,77a6503997ef950f311d,1218802101,12,2048,341,1024,0.5,2097152,16777216,16777216,54.3625,47.0152,2.047,129.8652,True
scaling,39cafbb6359e60792f2c,1291183351,13,2048,341,1024,0.5,2097152,16777216,16777216,53.491,48.7546,1.9487,130.6061,True
scaling,fd006830900f2f5d4814,3509355331,14,2048,341,1024,0.5,2097152,16777216,16777216,54.3951,57.2268,1.9153,141.3036,True
scaling,354c9ed709739d02602a,681313854,15,2048,341,1024,0.5,2097152,16777216,16777216,54.9467,54.9329,2.0595,142.4986,True
scaling,16d27aa8ffb94d428e88,1242332382,16,2048,341,1024,0.5,2097152,16777216,16777216,54.3671,60.1698,2.1305,145.4552,True
scaling,25c5fe6cba2aac56d450,3094377111,17,2048,341,1024,0.5,2097152,16777216,16777216,55.5763,58.8869,1.8811,145.3398,True
scaling,cb96e0591875a0262a85,2437038847,18,2048,341,1024,0.5,2097152,16777216,16777216,55.4756,53.9282,2.0482,141.2611,True
scaling,f30917044c20f4307ba2,3078183347,19,2048,341,1024,0.5,2097152,16777216,16777216,52.9808,53.8485,1.8519,136.4455,True
scaling,1bce44d5f7db0f450c86,4088284862,20,2048,341,1024,0.5,2097152,16777216,16777216,55.0616,54.8139,1.9603,139.1164,True
scaling,d9a3811440680b24b727,774972527,21,2048,341,1024,0.5,2097152,16777216,16777216,53.9601,52.7651,1.963,136.9617,True
scaling,2c018401ac80b26bb37d,1463657230,22,2048,341,1024,0.5,2097152,16777216,16777216,51.8766,41.8234,1.9689,127.7794,True
scaling,d524fee97173dac14265,344648816,23,2048,341,1024,0.5,2097152,16777216,16777216,54.2329,49.7054,2.1186,133.9211,True
scaling,d27a19f9160433cf6982,3524414247,24,2048,341,1024,0.5,2097152,16777216,16777216,54.5462,53.9978,1.9781,138.5573,True
scaling,054bbf098f55a8f13a2a,3856057025,25,2048,341,1024,0.5,2097152,16777216,16777216,54.706,58.9278,1.8936,143.1894,True
scaling,6ece6100a3ba017c6509,3218755910,26,2048,341,1024,0.5,2097152,16777216,16777216,50.6732,53.4232,1.859,134.4079,True
scaling,03843b447daa020858e3,1161836618,27,2048,341,1024,0.5,2097152,16777216,16777216,54.3046,56.9464,2.2026,140.5953,True
scaling,5a830a748a99ef60c9b0,2666683671,28,2048,341,1024,0.5,2097152,16777216,16777216,53.763,56.7873,2.1831,141.1832,True
scaling,a3510fbf68df566b0b3f,213726890,29,2048,341,1024,0.5,2097152,16777216,16777216,54.1614,59.0021,1.8969,145.1896,True
scaling,45db859457d10f2ef2aa,4094455358,0,2048,683,2048,1.0,4194304,33554432,33554432,109.2099,359.0549,3.8295,500.639,True
scaling,53559d14b79c4a74513e,3709066687,1,2048,683,2048,1.0,4194304,33554432,33554432,108.2624,310.4101,3.7464,452.8068,True
scaling,bf886ed89dfc270fb45d,1844222352,2,2048,683,2048,1.0,4194304,33554432,33554432,110.4283,385.0643,3.7148,531.2201,True
scaling,f5e45e595385389c85f4,228961900,3,2048,683,2048,1.0,4194304,33554432,33554432,111.056,305.9848,3.5541,452.5378,True
scaling,6bb40c71df8ec0b36aa8,4035392272,4,2048,683,2048,1.0,4194304,33554432,33554432,111.0709,531.1233,3.4723,676.4068,True
scaling,b8ed15cc165d6e31a23f,169532636,5,2048,683,2048,1.0,4194304,33554432,33554432,102.6479,318.0811,3.4892,453.2633,True
scaling,cb3ce98e107dc74e092c,1441315202,6,2048,683,2048,1.0,4194304,33554432,33554432,108.6839,278.6622,3.5022,421.1097,True
scaling,c0425ee31eb5db7192c1,2418387664,7,2048,683,2048,1.0,4194304,33554432,33554432,103.16,413.5399,4.3015,549.4023,True
scaling,6e35c73a56531c24a37f,2526038691,8,2048,683,2048,1.0,4194304,33554432,33554432,112.7629,308.1659,4.5997,455.2399,True
scaling,f226f1df26935b35690b,2342675422,9,2048,683,2048,1.0,4194304,33554432,33554432,105.1446,289.0903,3.4311,427.1066,True
scaling,8f75b8ac4c0388d80466,113497126,10,2048,683,2048,1.0,4194304,33554432,33554432,107.3154,351.279,3.5664,489.9708,True
scaling,2ce93668fec97dd3dbe1,4018789834,11,2048,683,2048,1.0,4194304,33554432,33554432,102.2312,253.1572,3.6347,389.78,True
scaling,82b403f66788bcd6982a,3981940959,12,2048,683,2048,1.0,4194304,33554432,33554432,109.5613,358.9867,5.3705,500.8211,True
scaling,2096f85ea3ef9a527973,1764235628,13,2048,683,2048,1.0,4194304,33554432,33554432,103.2619,282.2612,4.1138,417.3726,True
scaling,909ced12216f8ea5cb65,2382572909,14,2048,683,2048,1.0,4194304,33554432,33554432,107.0269,262.5071,4.0719,404.9896,True
scaling,e5d5dfcfa66b7b6309ba,2993794880,15,2048,683,2048,1.0,4194304,33554432,33554432,106.3449,324.0858,3.4541,463.9282,True
scaling,365e441b5e705a2a0001,793818073,16,2048,683,2048,1.0,4194304,33554432,33554432,108.1028,369.0801,3.6311,509.5283,True
scaling,a41f0a80373035e26789,2635901106,17,2048,683,2048,1.0,4194304,33554432,33554432,109.4566,325.9602,3.4472,469.0108,True
scaling,4bf2bf4d6439df9cece4,2632687625,18,2048,683,2048,1.0,4194304,33554432,33554432,106.395,294.408,4.9883,433.6276,True
scaling,782aa7e778a655bedfd3,4062452039,19,2048,683,2048,1.0,4194304,33554432,33554432,101.9384,276.6206,3.566,411.3543,True
scaling,89781227da886d8c5515,1965134403,20,2048,683,2048,1.0,4194304,33554432,33554432,107.3035,359.0232,4.3929,499.7795,True
scaling,d377edca23ab88ef2c78,2249320134,21,2048,683,2048,1.0,4194304,33554432,33554432,110.1265,265.4962,4.7454,408.2039,True
