experiment,world_id,world_seed,replicate,scenario,scenario_label,quota_mode,N,K,M,reserve_delta,mission_feasible,constraint_violations,hungarian_cost,greedy_cost,greedy_to_hungarian_ratio,relative_saving,normalized_assignment_cost_p95,assignment_cost_gini,solver_ms,total_ms
quality,28db269b264746c78b70,1596236119,23,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,553.0682920407369,603.8103875383143,1.091746527920353,0.08403647327838933,0.21761753016234958,0.34279396703988363,0.0356,0.948
quality,cbcbefe944f928495a4a,1214789651,24,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,788.4337069921129,922.5267987558699,1.1700752905089817,0.14535414249710302,0.39808818459866285,0.38652748822639804,0.0581,1.0191
quality,fe534398665a51076fa1,1161696015,25,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,524.1365925742102,571.9055639370911,1.0911384017823893,0.08352597767021441,0.15058920653481656,0.21256519608426538,0.0333,1.1017
quality,de573b8cd54595d10bad,2935250692,26,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,534.1971480305932,607.5989673190718,1.1374058614110663,0.12080635951761366,0.17365448320185262,0.3096577601169439,0.0373,1.2384
quality,75cd73839b6f025f29ca,1990059683,27,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,476.249993763928,516.3311037919665,1.0841598121844938,0.07762675874778882,0.15165885447058708,0.2778732431553508,0.0352,1.011
quality,8eec888b6ade288f2af5,4000679098,28,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,494.3111407586242,634.5156656298294,1.2836361823770184,0.22096306279851446,0.17019552640506705,0.285586414325548,0.0404,1.0367
quality,54cd1f097d95bfc56c22,1490290829,29,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,718.3477426915182,782.7901931231344,1.0897092683693306,0.08232403905637492,0.3397255460429807,0.36376599442258906,0.0455,1.066
quality,9d0e255d8ca1d7a31515,3621307799,30,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,459.37053159561924,532.7618468043773,1.1597649613131127,0.1377563270511493,0.14138751089352508,0.2737203241975903,0.0336,0.9491
quality,befd5c4e7f68329d1c0e,1851600253,31,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,492.8718266567514,518.7183764927573,1.0524407126520667,0.04982771192870358,0.16255526535213205,0.2992655124233228,0.0321,0.9396
quality,2c080089a2399a36b846,3357413418,32,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,552.6803702906745,591.9030744103262,1.0709681512643972,0.0662654171187177,0.21415477214870507,0.3344824966741673,0.0396,0.9878
quality,d16b71607c58e7d5ddc6,1146817943,33,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,642.0057030573668,733.6397099811568,1.1427308300960717,0.12490328110257773,0.22799535022219253,0.28827664688491916,0.0576,1.1353
quality,3242ef3057cdc0bafd81,409719846,34,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,498.0292973833721,540.7779983521021,1.0858357152748446,0.07905037020551309,0.1525948640160619,0.24795367267602209,0.0364,1.1863
quality,b833cbfae375fadb833c,3865431540,35,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,437.6419582687146,473.86046016020435,1.0827582940967726,0.07643284244320554,0.1374230703487011,0.2682954847368473,0.0375,1.1634
quality,d35e90171c9619d70384,378791116,36,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,474.09973924591196,550.4261415336434,1.1609922891101645,0.1386678366602728,0.19611078671700752,0.33313785993459133,0.0402,1.1589
quality,255509c2379f7d6be161,969267586,37,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,452.8182724979137,517.4544664110549,1.142742017800174,0.12491184849836734,0.18018237601977058,0.31754335844552406,0.0334,1.1536
quality,b789c2f5a36264d54eef,4018841030,38,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,473.0353956326544,562.7809415285753,1.1897226861340726,0.15946799060423422,0.15713044191152703,0.27884527151795857,0.0382,1.6048
quality,43229efba2a5c006d687,1218355028,39,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,470.0644089740332,495.04231677305796,1.0531372027368373,0.050456106382669855,0.16165867056720873,0.31159335975330604,0.0372,1.1639
quality,e0793c6d4707755f0c64,214426970,40,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,517.9568575115755,567.31933066271,1.0953022871215317,0.08701003206337422,0.18027689586913995,0.2809542224530821,0.0412,1.1533
quality,2b89dc53882be2a3b149,1271568067,41,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,543.9968718487379,602.3760884625076,1.1073153535154932,0.09691489707497457,0.16754333160595114,0.26457547552628746,0.0349,1.1575
quality,ab113cc95f599922072a,1249964383,42,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,645.4548747018858,690.2363148221739,1.0693796605703398,0.06487841795432789,0.2548612726801177,0.38774986684472834,0.04,1.0908
quality,78adf9604b24734d2c6d,535955876,43,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,552.5167362420176,635.4013162664697,1.1500127952470682,0.13044445754609144,0.16931210075034972,0.2397352533807553,0.0427,1.1712
quality,68867af8f9f2285191c1,1334787415,44,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,492.06855632508257,556.0650864326686,1.1300561258893103,0.11508820040859571,0.19955211541147855,0.35024040064710604,0.0361,1.1849
quality,a53a04ce7f640e3ab1d0,2954461774,45,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,597.1229343933605,688.0506092721185,1.1522763063373789,0.13215259699420867,0.20990683109629657,0.34443434807503603,0.0541,1.2013
quality,7c4ea3c70e848245a3fb,1188293545,46,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,737.0809591548821,805.0266100654901,1.092182073172142,0.08440174531010913,0.2515691174165257,0.34145428955484713,0.0577,1.2118
quality,16878fccfbf1cdca1c41,3086344305,47,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,617.8495080250719,762.0463709294121,1.2333850897854703,0.18922321318645452,0.1958156118550235,0.2735437805340224,0.0488,1.1482
quality,3372edefcc184107deb5,2785328322,48,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,473.86110586022306,523.2288669758517,1.1041819227303091,0.09435213580810915,0.15431596104211676,0.29566945099106334,0.0348,1.1973
quality,07fcd1b14f698288bbfa,3760092234,49,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,448.7277621984744,522.3780590530625,1.164131357716201,0.1409904102559308,0.15990526232073538,0.33095961411925967,0.035,1.0144
quality,d284e768720154f8aed5,2624679141,50,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,476.140083558621,501.1459895386773,1.052517960246415,0.04989744805316147,0.14369605879381847,0.24363585133462773,0.0362,1.1069
quality,1b09268b47e795c0ba03,20294806,51,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,473.790262361125,511.0500611321797,1.0786419682527268,0.0729083148694071,0.13146296084248563,0.21987595564151352,0.0366,1.1872
quality,3759be4c697f842e9db9,1535123036,52,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,438.85661423097696,543.6672289125628,1.238826558112264,0.1927844996124318,0.16664343536832085,0.3393672286849019,0.0419,1.1489
quality,9e8e4dec3f0695b63a8a,530954388,53,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,452.7474734177344,532.2685597913471,1.1756411488579228,0.14940030725238687,0.14367317513558206,0.2830397877022206,0.0358,1.1133
quality,3248e54015c0c9a998fb,2408468966,54,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,414.7855626241753,454.03279213682004,1.0946205293750917,0.08644139849004076,0.15446315462110088,0.3155050914205846,0.0319,1.1729
quality,e24ebde921d390084a7e,3041998540,55,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,650.9070493675546,716.856968671119,1.1013200262121048,0.09199871408911571,0.20892259673025904,0.3072589429213468,0.0382,1.0303
quality,996651fb7ab0424dae98,2956197735,56,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,441.6277411463933,535.7111679681594,1.2130378553157484,0.1756234188258664,0.14893471910225362,0.2904199430793253,0.0314,1.1798
quality,140bc88b43eb35b51daa,2164364708,57,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,644.3974998657943,743.3185127632321,1.1535093058524275,0.1330802491783854,0.23802397259656938,0.279139674778337,0.0443,1.1658
quality,12e8f4d908a9d18ba001,484824170,58,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,711.7943312067589,748.9611690277101,1.0522156979782902,0.04962451907780559,0.22320200241712088,0.2823977491635785,0.046,1.1
quality,a09e900cd3f3a3349fe4,2489758236,59,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,565.3538779697094,746.4405398994858,1.320306747660584,0.2426002504555301,0.1712364586526725,0.27710327255356093,0.052,1.1058
quality,4df3b58d82083c1b56b0,2127681083,60,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,730.0588681263075,865.9345986275787,1.1861161290321636,0.15691223184362982,0.2932013016228952,0.35912482735768125,0.0579,0.993
quality,d9d01318c7673f6231af,208541626,61,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,555.0561097746205,641.2624605074781,1.1553110563324156,0.13443224271172238,0.24363786326557973,0.3496155757296009,0.0494,1.0587
quality,16c82799e870208976bf,1325484176,62,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,525.3749025471648,642.8160292541215,1.2235377558721767,0.1826978814501984,0.16214041976210372,0.2528556973590488,0.0475,1.1366
quality,78f81d5e5d7e3198fa14,3892193798,63,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,553.1504811073548,685.1359982213149,1.2386068920156006,0.1926413404880321,0.18921717574375613,0.263228673066078,0.0416,1.0356
quality,29a5f1e1a3b71ab1e754,1269025351,64,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,555.1809358105029,603.4736444464985,1.0869855312403578,0.08002455298655059,0.1817623765439549,0.29787938532618363,0.0371,1.1485
quality,8ae1ced258aacf208ee9,2371426793,65,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,535.2492437676374,612.2119695603561,1.1437885745544927,0.12571254666580187,0.17615453362626085,0.3094617994371536,0.0535,1.1707
quality,a89c48780ba66898a54a,2180029614,66,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,709.503677744957,779.9689154017851,1.0993162401649426,0.09034364865749728,0.2982879763307941,0.4074398464595912,0.0503,1.6124
quality,947f6657e0003f5b949c,1349079024,67,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,529.357767638377,601.9870208017772,1.137202583212146,0.12064920115165678,0.18264845265165827,0.2810559635712937,0.0358,1.1394
quality,d15cd6d16ed4b6aae13f,2960244545,68,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,484.8721361598101,530.6356722695507,1.094382689160462,0.08624285644801838,0.16918517575898637,0.31530832616211746,0.034,1.1472
quality,496c3e5ff896445a0f90,2607771814,69,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,550.4829451423408,588.1016943026455,1.068337719619229,0.06396640160153243,0.18626596295247277,0.320489439199781,0.0371,1.0002
quality,358b231488dd9340397a,3778232023,70,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,586.9515728168753,894.2646812406816,1.5235748955385895,0.34364893847473366,0.20017145188618501,0.30445402408652233,0.0546,1.0067
quality,c8dc2edad1488846941f,2051237049,71,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,700.8413466428419,827.0819698422623,1.1801272482055118,0.1526337507073168,0.30970483417341693,0.39445417412486283,0.06,1.0166
quality,cdac9fc7e9034c5c28a4,2327840960,72,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,759.1875602288405,889.8163303268781,1.1720638969092991,0.14680419502983325,0.28935216826877136,0.3662202968496593,0.0704,1.1352
quality,a87a4a4aa56c697613a9,3927477360,73,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,663.8412925348241,754.2180654717424,1.1361421381183172,0.11982843831828684,0.2385564932612459,0.364265466626303,0.045,1.0496
quality,d67a8ab475a5a961ace8,879538625,74,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,420.6256294591913,479.77032723558364,1.1406112553161254,0.1232771066046989,0.12806020967942794,0.28809728625707987,0.0278,1.0176
quality,2c491e98021da797583a,928186611,75,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,497.8411502426993,588.3919912194303,1.1818870154317038,0.15389543421396043,0.15232021575268523,0.2855152078458305,0.0397,1.0602
quality,5486befbc2e2b1fdce04,4057522932,76,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,533.320135214671,648.975658473319,1.2168594726169386,0.17821242098774775,0.18961556535769356,0.3470322841941007,0.0638,1.5676
quality,4da13498ade138bfa261,3584933134,77,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,473.90405899500604,495.82919650809447,1.0462649287275243,0.044219133660335995,0.1588837430846313,0.28749951889393266,0.0315,0.945
quality,8ab65ecfb3ecdafea376,1788522007,78,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,461.0976027826246,508.63375648556075,1.1030934739544636,0.09345851134889355,0.15814675126606156,0.3795388887192128,0.0336,0.89
quality,7000e4f3d74aabd8f634,2598688062,79,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,450.01824688463154,555.7833334938947,1.2350239958967208,0.19029913319706446,0.14728392519786293,0.2524686644785834,0.0364,0.9783
quality,f32b1bf999225a2b6460,104453125,80,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,484.7824145057914,544.2539766102235,1.1226768140198733,0.10927170890847464,0.16322740514801187,0.297637525795311,0.0501,1.0252
quality,166b77e1ada85dee435a,395817242,81,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,482.6706237109324,491.61357789655443,1.0185280680992468,0.018191023575642243,0.1406023697943127,0.22859934681165117,0.0264,1.0158
quality,a05ef6d6113b9caf9e77,1547759433,82,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,443.44891866075676,457.9735228801333,1.032753725644978,0.03171494309983969,0.14597464960405465,0.2998174205554658,0.029,1.0306
quality,40659d8f24b928e4b66c,3676162846,83,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,646.0547894935687,747.7801029069633,1.157456171005458,0.13603640029728226,0.27096522371920234,0.36222898491690625,0.0458,1.064
quality,990d3a9ec9fdfe570bd2,1708019795,84,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,400.64099892762556,468.14279330014045,1.168484489987778,0.14419060880263826,0.13813951752633163,0.322537276522735,0.039,1.0691
quality,e6faf536237e5121b029,1975274904,85,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,670.7210019784084,767.0519977346524,1.1436230496318127,0.12558600465253988,0.2311845033321374,0.34984813502309153,0.0621,1.1155
quality,f98e0f38c66e433965cb,1373589946,86,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,470.7967110296443,510.1289288956919,1.0835439520807761,0.07710250416731415,0.1509458744247607,0.29565918550439085,0.0366,1.2019
quality,f785a7bdafed884fc37a,2771698384,87,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,498.33574582120974,622.7795473957151,1.2497187942426924,0.1998199878189538,0.20372392992999133,0.3373758295145928,0.044,0.8994
quality,b21708fa71c63366ea75,4037233262,88,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,570.453872220051,613.6135015187082,1.075658403598334,0.07033683123307427,0.19702680365750558,0.2912683650238339,0.0276,0.8138
quality,b7d741b58763d9208b1a,572645626,89,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,554.2481851364553,588.859006310703,1.0624464312241755,0.05877607509323851,0.20422000978469776,0.3057475384907622,0.0366,0.8573
quality,05f88713845e86fdfecb,450487932,90,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,549.6537411003261,613.6495737401721,1.116429358802754,0.10428725999073651,0.20548594771154088,0.3752023306771075,0.0447,0.8953
quality,921566a397ab94cbe138,984734250,91,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,464.8773230265659,531.7078275143683,1.1437594418516803,0.12569027768543897,0.1504437443788324,0.31110510273964853,0.036,0.9055
quality,148ea680f949e7bc6cc5,3547473191,92,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,425.38763314778754,433.0341072761389,1.0179753089476742,0.01765790269142781,0.15406401505417247,0.3135929521444567,0.0281,0.9103
quality,f911982bc48bbe506d90,9929476,93,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,574.8552859737023,639.368387475299,1.1122249426519981,0.10090130004134595,0.1916720595056851,0.30925801524094876,0.0369,0.953
quality,184d4564c2f148a241f0,1617501985,94,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,572.3112991883337,645.5248068989722,1.1279260217550688,0.11341703204613914,0.17654340321100928,0.251189955201669,0.0363,0.9828
quality,4d55f7f12be9fa0df0e5,4273719587,95,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,407.27677388550563,491.96435699024386,1.2079361960585204,0.17214170478292934,0.1401187719924805,0.29063878160952306,0.0341,0.9633
quality,ba38fccf00b825229992,2498631360,96,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,534.187427656405,656.2330039023456,1.2284695781429764,0.1859790280589152,0.2166318233575382,0.3475481281230228,0.0467,0.9686
quality,7e4aca2c051123e965c0,499482051,97,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,690.5965904005559,762.851444750684,1.1046267174707876,0.0947168086884105,0.23489069434789353,0.2965443561775394,0.0584,0.993
quality,24793c5537a3ecf0c71c,4281327077,98,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,404.73150705210946,483.90415849367645,1.1956177121426166,0.1636122567907248,0.12763117517426525,0.29358099649279734,0.087,1.9974
quality,a035b478e2fa6a5678b6,1585849136,99,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,617.8401247937309,715.1983936833636,1.1575784171061023,0.13612763919704177,0.20098493102135212,0.29237744515668074,0.0407,0.9164
quality,8bbb933343f488e1e88d,2749351998,0,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,595.981680894385,688.9768462011649,1.156036952624488,0.1349757481975345,0.18366476348649752,0.2880326864698255,0.0488,0.9432
quality,0bd789142db46382f4e2,2125541085,1,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,648.4521039085923,724.8984156710178,1.1178904522040098,0.10545796501936247,0.20781371362027146,0.30178950958376305,0.061,0.9703
quality,6a98f40d90ffb71ba7ce,1979921823,2,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,582.5698494184542,666.8168436713078,1.1446126920865412,0.12634203087764417,0.17253927544680164,0.27209347156126173,0.0529,0.9951
quality,4399a43e433cefee576b,487514341,3,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,666.8261489337561,777.4204287862896,1.165851744160561,0.1422580057809819,0.23008159384651156,0.32454856903954243,0.0612,1.0048
quality,d488337f08aec24561a8,3868487943,4,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,685.843869200818,764.5288998915998,1.1147273223896714,0.1029196289400419,0.1908644884262302,0.23931260225532425,0.0455,0.9663
quality,c7bea55e111d9c3c19c7,3870884652,5,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,648.8191824504983,744.6001011443491,1.147623438524274,0.12863403932748407,0.2272246512276986,0.3193327829350854,0.0599,0.9827
quality,cd7e74c9e73a09839af3,147812738,6,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,741.5739932894046,811.2630603466945,1.0939745294305288,0.08590193546777314,0.22436354727315985,0.3142673562220064,0.086,1.3401
quality,1d3e74eaf7363145eea7,1301303113,7,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,810.2356383561752,918.7226035811801,1.1338955732002924,0.11808457177620625,0.29672492388232957,0.32587044833579837,0.0525,0.8716
quality,ac5c0980ed81e14a91f7,1498094898,8,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,815.3098746958298,983.9871244195258,1.2068872890649398,0.17142221228067614,0.25266754670906727,0.2596643424964218,0.071,0.898
quality,d8191302e4d512abc2e8,3490777674,9,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,576.9203093480977,687.1922688211826,1.1911389800052086,0.16046740406763688,0.19131826445962513,0.32098296952183514,0.0592,0.9604
quality,13424779e4a31f6c63c8,4191315606,10,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,709.9919990454443,795.9003229401535,1.1209990028200452,0.10793854634629782,0.20672980570669,0.2678232947779067,0.0618,0.9998
quality,fbea7d98200d3d214562,363992123,11,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,695.103160337839,748.3782104616365,1.0766433720397768,0.07118733466456068,0.1951581960507972,0.24513015616288603,0.0742,1.0031
quality,f856d356626fe99451de,1997714277,12,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,580.9640835197746,653.9575794597374,1.1256420112887724,0.11161808996887215,0.20433972333738518,0.26414397687019164,0.0503,0.974
quality,fa67679f87fbf4be26c2,3364151384,13,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,1020.4835200060268,1086.919409294674,1.0651023637189703,0.0611231050991711,0.3725124948265965,0.33702560719037167,0.0872,1.0422
quality,7751e4ef44f3fccfbb3d,1275916674,14,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,765.9868796008977,922.8188974947548,1.204745044687412,0.16994885813415894,0.25117247699677603,0.28922396878159384,0.0573,1.0195
quality,afe18e5f2e4f8c999762,3689846447,15,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,573.1556879629396,607.7137975214422,1.06029445451606,0.0568657642782633,0.18912399541901223,0.2892019761691995,0.0663,1.0541
quality,98c46f50e0f76a1816b3,1944092516,16,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,635.642583433565,752.8727570810488,1.1844278163590596,0.15571047370872473,0.20001649212262787,0.2725563712917485,0.0742,1.0428
quality,bd96508dc701ee9c20da,134912854,17,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,835.2229278184674,914.2805649676066,1.0946545341560858,0.08646977763542445,0.26205711058191783,0.2632934699369538,0.0727,1.3506
quality,4991fba65c509fae6ae9,3720293691,18,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,694.981483313005,915.3333884172015,1.317061548249847,0.24073404061576947,0.25896487762466003,0.34499494325120983,0.0647,0.9828
