experiment,world_id,world_seed,replicate,scenario,scenario_label,capacity_mode,capacity_label,capacity_sigma,capacity_cv,N,K,M,reserve_delta,hungarian_declared_feasible,hungarian_capacity_feasible,hungarian_false_feasible,hungarian_total_shortfall_kg,hungarian_minimum_margin_kg,hungarian_mean_margin_kg,milp_feasible,milp_optimal_certified,milp_mip_gap,milp_rescues_false_feasible,milp_solver_ms,milp_error
heterogeneity,eb24acaca0a3cac6e672,2896382573,7,separated,Separado,low,Baja,0.15,0.12722761839176863,18,4,12,0.2,True,True,False,0.0,3.1230892716763936,3.9506661309435773,True,True,0.0,False,8.0767,
heterogeneity,eb24acaca0a3cac6e672,2896382573,7,separated,Separado,moderate,Moderada,0.35,0.3641616198873321,18,4,12,0.2,True,True,False,0.0,0.40182004691464,5.133225809115282,True,True,0.0,False,26.8409,
heterogeneity,eb24acaca0a3cac6e672,2896382573,7,separated,Separado,high,Alta,0.65,0.5146052543463324,18,4,12,0.2,True,False,True,2.3901600110211856,-2.3901600110211856,2.502677781286512,True,True,0.0,True,6.0077,
heterogeneity,eb24acaca0a3cac6e672,2896382573,7,separated,Separado,extreme,Extrema,1.0,1.2303607788967277,18,4,12,0.2,True,False,True,6.112466398852572,-6.112466398852572,8.23782896936426,True,True,0.0,True,5.2494,
heterogeneity,cc65dde4be9ac44f3ec5,921170756,8,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.9482193477950531,3.095350964005693,True,True,0.0,False,1.6431,
heterogeneity,cc65dde4be9ac44f3ec5,921170756,8,separated,Separado,low,Baja,0.15,0.10112023791544536,18,4,12,0.2,True,True,False,0.0,0.6309097857836328,3.158541817055216,True,True,0.0,False,36.7147,
heterogeneity,cc65dde4be9ac44f3ec5,921170756,8,separated,Separado,moderate,Moderada,0.35,0.3959235665450041,18,4,12,0.2,True,True,False,0.0,1.4869581543617572,3.508532797147795,True,True,0.0,False,22.045,
heterogeneity,cc65dde4be9ac44f3ec5,921170756,8,separated,Separado,high,Alta,0.65,0.8014258337013088,18,4,12,0.2,True,True,False,0.0,0.6872321766248817,5.538133083541979,True,True,0.0,False,8.7739,
heterogeneity,cc65dde4be9ac44f3ec5,921170756,8,separated,Separado,extreme,Extrema,1.0,1.4133473668897845,18,4,12,0.2,True,False,True,6.492190275825197,-4.0129832579868605,1.7289877562002642,True,True,0.0,True,1.5814,
heterogeneity,273a16b345e22799e97a,45291352,9,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.9795932166943757,1.7517914394792653,True,True,0.0,False,1.5326,
heterogeneity,273a16b345e22799e97a,45291352,9,separated,Separado,low,Baja,0.15,0.15515191630201075,18,4,12,0.2,True,False,True,1.1324726217954684,-1.1324726217954684,1.1089494499950492,True,True,0.0,True,18.4028,
heterogeneity,273a16b345e22799e97a,45291352,9,separated,Separado,moderate,Moderada,0.35,0.38924163287339686,18,4,12,0.2,True,False,True,1.1555462906127083,-1.1555462906127083,1.6275635542003242,True,True,0.0,True,43.7829,
heterogeneity,273a16b345e22799e97a,45291352,9,separated,Separado,high,Alta,0.65,0.5042684019877084,18,4,12,0.2,True,False,True,0.3131816245085943,-0.3131816245085943,3.8169085865642725,True,True,0.0,True,10.3727,
heterogeneity,273a16b345e22799e97a,45291352,9,separated,Separado,extreme,Extrema,1.0,0.8000156357131957,18,4,12,0.2,True,False,True,0.6705679060390057,-0.6705679060390057,4.131707845433539,True,True,0.0,True,30.9661,
heterogeneity,baa8731d7d74040675a1,89144827,10,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.9902494334689216,3.3427196664919467,True,True,0.0,False,1.5485,
heterogeneity,baa8731d7d74040675a1,89144827,10,separated,Separado,low,Baja,0.15,0.16230717664241484,18,4,12,0.2,True,True,False,0.0,1.4852875068675395,3.2598689153826794,True,True,0.0,False,26.7923,
heterogeneity,baa8731d7d74040675a1,89144827,10,separated,Separado,moderate,Moderada,0.35,0.4657314209711956,18,4,12,0.2,True,False,True,0.8666965072071218,-0.8666965072071218,5.1304564171405165,True,True,0.0,True,30.816,
heterogeneity,baa8731d7d74040675a1,89144827,10,separated,Separado,high,Alta,0.65,1.2784733311248735,18,4,12,0.2,True,False,True,6.434672957819716,-4.868044803204597,6.005907401402649,True,True,0.0,True,7.3615,
heterogeneity,baa8731d7d74040675a1,89144827,10,separated,Separado,extreme,Extrema,1.0,1.095337445060705,18,4,12,0.2,True,False,True,6.293700837754752,-3.236302799957901,3.0139912208921777,True,True,0.0,True,3.9519,
heterogeneity,cc8a4bcf650cf5204c58,3934507270,11,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.956782234664157,2.7839716623744133,True,True,0.0,False,1.6335,
heterogeneity,cc8a4bcf650cf5204c58,3934507270,11,separated,Separado,low,Baja,0.15,0.09939957699514741,18,4,12,0.2,True,True,False,0.0,1.6239834109321878,2.689422781588897,True,True,0.0,False,10.609,
heterogeneity,cc8a4bcf650cf5204c58,3934507270,11,separated,Separado,moderate,Moderada,0.35,0.3501978714746914,18,4,12,0.2,True,True,False,0.0,0.7558289577861927,3.328989944677403,True,True,0.0,False,25.9868,
heterogeneity,cc8a4bcf650cf5204c58,3934507270,11,separated,Separado,high,Alta,0.65,0.7428804396071513,18,4,12,0.2,True,False,True,1.8178495940269563,-1.8178495940269563,4.946589758045533,True,True,0.0,True,110.8771,
heterogeneity,cc8a4bcf650cf5204c58,3934507270,11,separated,Separado,extreme,Extrema,1.0,0.6975760653480313,18,4,12,0.2,True,False,True,5.050869608412659,-4.074641652412275,2.4924941658329884,True,True,0.0,True,16.1385,
heterogeneity,06591983f531f9432d7a,2734177111,12,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.4931771672653564,2.4651061522855584,True,True,0.0,False,1.713,
heterogeneity,06591983f531f9432d7a,2734177111,12,separated,Separado,low,Baja,0.15,0.10324187054218892,18,4,12,0.2,True,True,False,0.0,1.8701559299786794,3.0337981679188077,True,True,0.0,False,9.5306,
heterogeneity,06591983f531f9432d7a,2734177111,12,separated,Separado,moderate,Moderada,0.35,0.5202914404289494,18,4,12,0.2,True,False,True,0.7452821310793594,-0.5754703424038885,2.940753496185301,True,True,0.0,True,32.0077,
heterogeneity,06591983f531f9432d7a,2734177111,12,separated,Separado,high,Alta,0.65,0.6089661451908874,18,4,12,0.2,True,True,False,0.0,0.6692138470360156,3.192677880652969,True,True,0.0,False,14.8461,
heterogeneity,06591983f531f9432d7a,2734177111,12,separated,Separado,extreme,Extrema,1.0,1.0721509760852317,18,4,12,0.2,True,False,True,2.9937255565873455,-2.9937255565873455,5.256047211795949,True,True,0.0,True,19.1892,
heterogeneity,37433b39eacb23d35247,3903964362,13,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.0737381400422894,2.2132195031279176,True,True,0.0,False,1.8712,
heterogeneity,37433b39eacb23d35247,3903964362,13,separated,Separado,low,Baja,0.15,0.17902372398844263,18,4,12,0.2,True,True,False,0.0,0.7679298216712684,1.5864974978371849,True,True,0.0,False,23.6541,
heterogeneity,37433b39eacb23d35247,3903964362,13,separated,Separado,moderate,Moderada,0.35,0.28313684234039105,18,4,12,0.2,True,True,False,0.0,0.6385433675123533,2.7590675152148756,True,True,0.0,False,10.6803,
heterogeneity,37433b39eacb23d35247,3903964362,13,separated,Separado,high,Alta,0.65,0.7844728250519586,18,4,12,0.2,True,False,True,4.4099157800890545,-4.4099157800890545,1.6176519885431184,True,True,0.0,True,8.9259,
heterogeneity,37433b39eacb23d35247,3903964362,13,separated,Separado,extreme,Extrema,1.0,0.9194708237600456,18,4,12,0.2,True,True,False,0.0,1.5049255598520617,5.122218161081339,True,True,0.0,False,10.2988,
heterogeneity,048bc58ad088fd6cb8cd,27862900,14,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.3752085788840116,1.2839879130595524,True,True,0.0,False,1.5514,
heterogeneity,048bc58ad088fd6cb8cd,27862900,14,separated,Separado,low,Baja,0.15,0.14202103601268523,18,4,12,0.2,True,False,True,2.4872904038336596,-1.373374518064038,0.8096053769126623,True,True,0.0,True,159.0281,
heterogeneity,048bc58ad088fd6cb8cd,27862900,14,separated,Separado,moderate,Moderada,0.35,0.36739748225926194,18,4,12,0.2,True,False,True,3.1109117809684097,-1.810760656525762,1.0449013736104351,True,True,0.0,True,103.6106,
heterogeneity,048bc58ad088fd6cb8cd,27862900,14,separated,Separado,high,Alta,0.65,0.6543550726260653,18,4,12,0.2,True,False,True,4.032928249715244,-4.032928249715244,2.967068941760113,True,True,0.0,True,16.8622,
heterogeneity,048bc58ad088fd6cb8cd,27862900,14,separated,Separado,extreme,Extrema,1.0,1.3190955267270505,18,4,12,0.2,True,False,True,3.7255886168805668,-3.1820136218812305,-0.4098380471928934,True,True,0.0,True,13.753,
heterogeneity,e06e8e464a1ddc729016,2893305851,15,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,2.7268226965708493,3.3276741193269475,True,True,0.0,False,1.7351,
heterogeneity,e06e8e464a1ddc729016,2893305851,15,separated,Separado,low,Baja,0.15,0.1641709414364544,18,4,12,0.2,True,True,False,0.0,0.5177294918278683,2.824708217420814,True,True,0.0,False,61.3141,
heterogeneity,e06e8e464a1ddc729016,2893305851,15,separated,Separado,moderate,Moderada,0.35,0.2637482906269219,18,4,12,0.2,True,True,False,0.0,1.814089073687228,4.104555026310684,True,True,0.0,False,14.4365,
heterogeneity,e06e8e464a1ddc729016,2893305851,15,separated,Separado,high,Alta,0.65,0.4837376293461543,18,4,12,0.2,True,True,False,0.0,0.5975373336268648,2.91271963428873,True,True,0.0,False,36.2878,
heterogeneity,e06e8e464a1ddc729016,2893305851,15,separated,Separado,extreme,Extrema,1.0,0.7560898925884811,18,4,12,0.2,True,False,True,0.04212532147388259,-0.04212532147388259,3.5864364634254615,True,True,0.0,True,21.3632,
heterogeneity,be317ab9438bc0e5ca29,1628006309,16,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,2.1753295252725255,3.0258250068159622,True,True,0.0,False,1.9399,
heterogeneity,be317ab9438bc0e5ca29,1628006309,16,separated,Separado,low,Baja,0.15,0.1839280994580243,18,4,12,0.2,True,True,False,0.0,2.291172440484619,3.7323127734323824,True,True,0.0,False,29.7252,
heterogeneity,be317ab9438bc0e5ca29,1628006309,16,separated,Separado,moderate,Moderada,0.35,0.2838869106707899,18,4,12,0.2,True,False,True,1.784117979667407,-1.784117979667407,3.3246654758551255,True,True,0.0,True,45.817,
heterogeneity,be317ab9438bc0e5ca29,1628006309,16,separated,Separado,high,Alta,0.65,0.5471513967541707,18,4,12,0.2,True,False,True,2.3867028707196614,-2.3867028707196614,1.4135380900103733,True,True,0.0,True,26.0531,
heterogeneity,be317ab9438bc0e5ca29,1628006309,16,separated,Separado,extreme,Extrema,1.0,0.9110927048089691,18,4,12,0.2,True,False,True,3.0852702135949954,-2.55916916252972,3.636016843227244,True,True,0.0,True,19.5979,
heterogeneity,10dc1173216eb7198c5c,3997065688,17,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.5208435803095472,3.1801410319604937,True,True,0.0,False,1.6407,
heterogeneity,10dc1173216eb7198c5c,3997065688,17,separated,Separado,low,Baja,0.15,0.12306715834299871,18,4,12,0.2,True,False,True,0.2702584820366143,-0.2702584820366143,2.910778872205733,True,True,0.0,True,16.5551,
heterogeneity,10dc1173216eb7198c5c,3997065688,17,separated,Separado,moderate,Moderada,0.35,0.2862501019998042,18,4,12,0.2,True,False,True,0.8986756962158999,-0.8986756962158999,3.9938653373662314,True,True,0.0,True,25.1636,
heterogeneity,10dc1173216eb7198c5c,3997065688,17,separated,Separado,high,Alta,0.65,0.7119742241351676,18,4,12,0.2,True,False,True,3.1991713205271126,-3.1991713205271126,5.055102381166438,True,True,0.0,True,16.1784,
heterogeneity,10dc1173216eb7198c5c,3997065688,17,separated,Separado,extreme,Extrema,1.0,0.8790545697198187,18,4,12,0.2,True,False,True,14.954378060509853,-11.687941420101481,2.4322870543867214,True,True,0.0,True,6.8916,
heterogeneity,a95c4b2fd976a7870aac,2158724319,18,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.2551497133695868,2.415502340117816,True,True,0.0,False,1.878,
heterogeneity,a95c4b2fd976a7870aac,2158724319,18,separated,Separado,low,Baja,0.15,0.10104438132703833,18,4,12,0.2,True,False,True,0.8054264202028563,-0.8054264202028563,2.061202370456186,True,True,0.0,True,8.0835,
heterogeneity,a95c4b2fd976a7870aac,2158724319,18,separated,Separado,moderate,Moderada,0.35,0.36690126271072737,18,4,12,0.2,True,False,True,0.4884125810678732,-0.4884125810678732,2.978521704047527,True,True,0.0,True,43.4382,
heterogeneity,a95c4b2fd976a7870aac,2158724319,18,separated,Separado,high,Alta,0.65,0.6459357062790252,18,4,12,0.2,True,False,True,4.712566614487441,-3.2541493720125794,0.969516341256709,True,True,0.0,True,28.9592,
heterogeneity,a95c4b2fd976a7870aac,2158724319,18,separated,Separado,extreme,Extrema,1.0,0.7624157449729555,18,4,12,0.2,True,False,True,2.8714375205319786,-2.6746227238564746,2.8173946304070685,True,True,0.0,True,18.3674,
heterogeneity,755206f12f919a44761c,286398227,19,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.45013808741024786,1.880568264870933,True,True,0.0,False,1.8551,
heterogeneity,755206f12f919a44761c,286398227,19,separated,Separado,low,Baja,0.15,0.10408401874199788,18,4,12,0.2,True,False,True,0.7667936492294274,-0.6795889230495646,1.5669563275001255,True,True,0.0,True,11.3682,
heterogeneity,755206f12f919a44761c,286398227,19,separated,Separado,moderate,Moderada,0.35,0.37537774724335543,18,4,12,0.2,True,False,True,1.3087064043506156,-1.3087064043506156,1.6595481648917438,True,True,0.0,True,6.8102,
heterogeneity,755206f12f919a44761c,286398227,19,separated,Separado,high,Alta,0.65,0.5833520627697094,18,4,12,0.2,True,False,True,3.066757554245143,-3.066757554245143,0.18503681565198538,True,True,0.0,True,138.7302,
heterogeneity,755206f12f919a44761c,286398227,19,separated,Separado,extreme,Extrema,1.0,1.117871745458141,18,4,12,0.2,True,True,False,0.0,1.4022611904727613,5.2689606650402165,True,True,0.0,False,29.5564,
heterogeneity,1fd52dcb4053462bdf1b,1732792007,20,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.0182738246003282,2.7447992807785906,True,True,0.0,False,2.6721,
heterogeneity,1fd52dcb4053462bdf1b,1732792007,20,separated,Separado,low,Baja,0.15,0.14978860832446375,18,4,12,0.2,True,True,False,0.0,0.9716757723694283,2.683111718392361,True,True,0.0,False,33.2382,
heterogeneity,1fd52dcb4053462bdf1b,1732792007,20,separated,Separado,moderate,Moderada,0.35,0.33639491247449926,18,4,12,0.2,True,False,True,0.6481289177792302,-0.6481289177792302,2.5455996282720386,True,True,0.0,True,141.0519,
heterogeneity,1fd52dcb4053462bdf1b,1732792007,20,separated,Separado,high,Alta,0.65,0.4563687926428969,18,4,12,0.2,True,False,True,5.069471005857459,-5.069471005857459,2.4127932729387527,True,True,0.0,True,39.1966,
heterogeneity,1fd52dcb4053462bdf1b,1732792007,20,separated,Separado,extreme,Extrema,1.0,0.7197882299259076,18,4,12,0.2,True,False,True,5.544710060921542,-5.544710060921542,4.446431803397747,True,True,0.0,True,25.9017,
heterogeneity,be544d8493f92323b46f,3382942323,21,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,3.3113852268231527,3.603182949257814,True,True,0.0,False,1.6096,
heterogeneity,be544d8493f92323b46f,3382942323,21,separated,Separado,low,Baja,0.15,0.1573259897668399,18,4,12,0.2,True,True,False,0.0,3.2412474705925733,4.0867159486524285,True,True,0.0,False,17.5289,
heterogeneity,be544d8493f92323b46f,3382942323,21,separated,Separado,moderate,Moderada,0.35,0.32397679169542865,18,4,12,0.2,True,True,False,0.0,1.307513318914597,4.316403051112491,True,True,0.0,False,7.3759,
heterogeneity,be544d8493f92323b46f,3382942323,21,separated,Separado,high,Alta,0.65,0.7512327888230004,18,4,12,0.2,True,False,True,3.3102369777273246,-3.3102369777273246,3.4273478541357845,True,True,0.0,True,8.7568,
heterogeneity,be544d8493f92323b46f,3382942323,21,separated,Separado,extreme,Extrema,1.0,1.0656677016638822,18,4,12,0.2,True,False,True,1.0275768727219485,-0.8319834599046922,4.565734365914591,True,True,0.0,True,23.7708,
heterogeneity,4e36be044a836b35a7a0,3242953483,22,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,2.335565436487017,3.203473915290715,True,True,0.0,False,1.5721,
heterogeneity,4e36be044a836b35a7a0,3242953483,22,separated,Separado,low,Baja,0.15,0.18346442547530506,18,4,12,0.2,True,True,False,0.0,1.6561944601047367,3.7620213981263175,True,True,0.0,False,13.2178,
heterogeneity,4e36be044a836b35a7a0,3242953483,22,separated,Separado,moderate,Moderada,0.35,0.19303609613725117,18,4,12,0.2,True,True,False,0.0,1.959255388807012,3.9454496529702583,True,True,0.0,False,18.5727,
heterogeneity,4e36be044a836b35a7a0,3242953483,22,separated,Separado,high,Alta,0.65,0.7697989246781479,18,4,12,0.2,True,False,True,2.4830094879778803,-2.4830094879778803,4.7796326446596495,True,True,0.0,True,8.092,
heterogeneity,4e36be044a836b35a7a0,3242953483,22,separated,Separado,extreme,Extrema,1.0,1.0156798438781607,18,4,12,0.2,True,False,True,1.384268955237114,-1.384268955237114,6.408243085330872,True,True,0.0,True,5.241,
heterogeneity,49ac8bfd5a5b8a0ac60b,3128790447,23,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.295596201445413,1.182766928274099,True,True,0.0,False,1.7673,
heterogeneity,49ac8bfd5a5b8a0ac60b,3128790447,23,separated,Separado,low,Baja,0.15,0.17823889282432714,18,4,12,0.2,True,True,False,0.0,0.29884712142840364,1.2738358078699377,True,True,0.0,False,8.0092,
heterogeneity,49ac8bfd5a5b8a0ac60b,3128790447,23,separated,Separado,moderate,Moderada,0.35,0.35370487426913366,18,4,12,0.2,True,False,True,3.493919911017149,-2.824476530378008,0.6798971048738591,True,True,0.0,True,75.6183,
heterogeneity,49ac8bfd5a5b8a0ac60b,3128790447,23,separated,Separado,high,Alta,0.65,0.5420201229940831,18,4,12,0.2,True,False,True,4.556587475666646,-3.304141534536276,0.9680490035888045,True,True,0.0,True,49.4232,
heterogeneity,49ac8bfd5a5b8a0ac60b,3128790447,23,separated,Separado,extreme,Extrema,1.0,1.7443865673223293,18,4,12,0.2,True,False,True,22.683812232781193,-8.879841540202392,3.1584613682896507,True,True,0.0,True,21.7592,
heterogeneity,571815b08f17e3af909c,1180385555,24,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.4331356212621578,2.4646693363016525,True,True,0.0,False,1.5093,
heterogeneity,571815b08f17e3af909c,1180385555,24,separated,Separado,low,Baja,0.15,0.19593279571174782,18,4,12,0.2,True,False,True,0.06895031736241464,-0.06895031736241464,1.7404121767505285,True,True,0.0,True,40.0332,
heterogeneity,571815b08f17e3af909c,1180385555,24,separated,Separado,moderate,Moderada,0.35,0.46567956215088235,18,4,12,0.2,True,False,True,3.3813843345208072,-2.1924630776670924,1.7382218434520738,True,True,0.0,True,79.3642,
heterogeneity,571815b08f17e3af909c,1180385555,24,separated,Separado,high,Alta,0.65,0.5750149405438302,18,4,12,0.2,True,False,True,6.4588422080304895,-4.7260427192048144,0.3166887687308346,True,True,0.0,True,9.2509,
heterogeneity,571815b08f17e3af909c,1180385555,24,separated,Separado,extreme,Extrema,1.0,0.7640411910891634,18,4,12,0.2,True,False,True,8.275965800113056,-3.693690059674429,0.7802480965716931,True,True,0.0,True,24.942,
heterogeneity,ebccfaa495f2d0d7e4db,171309605,25,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.0677951702809843,2.32642324416075,True,True,0.0,False,1.5748,
heterogeneity,ebccfaa495f2d0d7e4db,171309605,25,separated,Separado,low,Baja,0.15,0.1165117606655226,18,4,12,0.2,True,True,False,0.0,1.0428075076438557,2.291913432288359,True,True,0.0,False,11.0332,
heterogeneity,ebccfaa495f2d0d7e4db,171309605,25,separated,Separado,moderate,Moderada,0.35,0.40613233909421115,18,4,12,0.2,True,False,True,1.461527661541858,-1.461527661541858,3.1199057222627347,True,True,0.0,True,21.7215,
heterogeneity,ebccfaa495f2d0d7e4db,171309605,25,separated,Separado,high,Alta,0.65,0.5491781590047244,18,4,12,0.2,True,False,True,5.66575551490962,-5.66575551490962,2.3719955731634927,True,True,0.0,True,16.9497,
heterogeneity,ebccfaa495f2d0d7e4db,171309605,25,separated,Separado,extreme,Extrema,1.0,1.4239777401728286,18,4,12,0.2,True,False,True,6.332642628267424,-6.332642628267424,0.10911680689469039,True,True,0.0,True,10.2188,
heterogeneity,b882f8374fd441a21616,2130879596,26,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.9527886884845813,2.0966323794191597,True,True,0.0,False,1.4027,
heterogeneity,b882f8374fd441a21616,2130879596,26,separated,Separado,low,Baja,0.15,0.13622315434010152,18,4,12,0.2,True,True,False,0.0,0.5901967996102684,1.7213656604381662,True,True,0.0,False,18.7582,
heterogeneity,b882f8374fd441a21616,2130879596,26,separated,Separado,moderate,Moderada,0.35,0.44724750555245335,18,4,12,0.2,True,False,True,2.807528463584503,-2.6822452213941084,2.3989255261618414,True,True,0.0,True,13.3896,
heterogeneity,b882f8374fd441a21616,2130879596,26,separated,Separado,high,Alta,0.65,0.6549613815593808,18,4,12,0.2,True,False,True,12.988666755696181,-12.988666755696181,2.860227798701917,True,True,0.0,True,28.4478,
heterogeneity,b882f8374fd441a21616,2130879596,26,separated,Separado,extreme,Extrema,1.0,0.8411199135720728,18,4,12,0.2,True,False,True,8.378620333175576,-8.378620333175576,1.8336673130397585,True,True,0.0,True,8.0626,
heterogeneity,1e4f7f1666ff124f1ca3,1683355809,27,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.4062224631229192,0.9815065988510645,True,True,0.0,False,2.2264,
heterogeneity,1e4f7f1666ff124f1ca3,1683355809,27,separated,Separado,low,Baja,0.15,0.18023905955461084,18,4,12,0.2,True,False,True,0.36398836319798367,-0.36398836319798367,1.3805910118284637,True,True,0.0,True,21.6505,
heterogeneity,1e4f7f1666ff124f1ca3,1683355809,27,separated,Separado,moderate,Moderada,0.35,0.38982953061091813,18,4,12,0.2,True,False,True,2.360948478441919,-0.9654191059222157,-0.5902371196104798,True,True,0.0,True,31.0149,
heterogeneity,1e4f7f1666ff124f1ca3,1683355809,27,separated,Separado,high,Alta,0.65,0.785502651643792,18,4,12,0.2,True,False,True,13.797219030516612,-10.31713411418361,0.27614527678171186,True,True,0.0,True,29.2714,
heterogeneity,1e4f7f1666ff124f1ca3,1683355809,27,separated,Separado,extreme,Extrema,1.0,1.138632290999352,18,4,12,0.2,True,False,True,5.361070391360675,-3.9900157442979487,4.425947494482193,True,True,0.0,True,2.946,
heterogeneity,3be715b538a1191af889,636282432,28,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,3.7157526364659983,3.985749975878119,True,True,0.0,False,1.5802,
heterogeneity,3be715b538a1191af889,636282432,28,separated,Separado,low,Baja,0.15,0.14187823260043425,18,4,12,0.2,True,True,False,0.0,2.189784971484773,4.010266053747596,True,True,0.0,False,169.3642,
heterogeneity,3be715b538a1191af889,636282432,28,separated,Separado,moderate,Moderada,0.35,0.4336734990395228,18,4,12,0.2,True,False,True,1.4071674653219866,-1.4071674653219866,4.924501315243328,True,True,0.0,True,98.3268,
heterogeneity,3be715b538a1191af889,636282432,28,separated,Separado,high,Alta,0.65,0.4761050765907183,18,4,12,0.2,True,False,True,6.853383906742041,-6.853383906742041,3.6201337788902617,True,True,0.0,True,101.1124,
heterogeneity,3be715b538a1191af889,636282432,28,separated,Separado,extreme,Extrema,1.0,1.5384491471585375,18,4,12,0.2,True,False,True,7.5213636875914025,-7.279899118110573,6.619847910057105,True,True,0.0,True,27.1251,
heterogeneity,659dbcd9065c9a328b5c,598662827,29,separated,Separado,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,2.799063130688978,3.363029897979684,True,True,0.0,False,2.2422,
heterogeneity,659dbcd9065c9a328b5c,598662827,29,separated,Separado,low,Baja,0.15,0.146254898023272,18,4,12,0.2,True,True,False,0.0,1.8740006767793105,3.3275517857949395,True,True,2.2405442808920328e-14,False,45.8409,
heterogeneity,659dbcd9065c9a328b5c,598662827,29,separated,Separado,moderate,Moderada,0.35,0.34062613782567686,18,4,12,0.2,True,False,True,0.36100433778770835,-0.36100433778770835,3.0739010067424895,True,True,0.0,True,22.6112,
heterogeneity,659dbcd9065c9a328b5c,598662827,29,separated,Separado,high,Alta,0.65,0.6671231281011225,18,4,12,0.2,True,True,False,0.0,2.8363777797461047,5.6555946647992,True,True,0.0,False,14.2136,
heterogeneity,659dbcd9065c9a328b5c,598662827,29,separated,Separado,extreme,Extrema,1.0,0.9437150295152227,18,4,12,0.2,True,False,True,1.952441645945708,-1.952441645945708,2.8005525291724687,True,True,0.0,True,4.4148,
heterogeneity,6cd0be49943412cf73f8,857607182,0,ring,Anillo,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.590380595939255,2.4450630593554648,True,True,0.0,False,1.628,
heterogeneity,6cd0be49943412cf73f8,857607182,0,ring,Anillo,low,Baja,0.15,0.1601065645224965,18,4,12,0.2,True,True,False,0.0,0.2602096832239962,2.8359769679472815,True,True,0.0,False,7.9694,
heterogeneity,6cd0be49943412cf73f8,857607182,0,ring,Anillo,moderate,Moderada,0.35,0.3019821217188891,18,4,12,0.2,True,True,False,0.0,0.7988125878861556,2.2740424415625258,True,True,0.0,False,28.5858,
heterogeneity,6cd0be49943412cf73f8,857607182,0,ring,Anillo,high,Alta,0.65,0.5769934488941991,18,4,12,0.2,True,False,True,1.9902773289214615,-1.9902773289214615,1.7094509763622279,True,True,0.0,True,12.3309,
heterogeneity,6cd0be49943412cf73f8,857607182,0,ring,Anillo,extreme,Extrema,1.0,1.009083552663863,18,4,12,0.2,True,False,True,3.0991918489697916,-1.56690174034423,3.3442433341661495,True,True,0.0,True,16.0941,
heterogeneity,4b4136269677e28f70b1,1570087913,1,ring,Anillo,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,2.6107014633626147,3.6073722023693597,True,True,0.0,False,1.6233,
heterogeneity,4b4136269677e28f70b1,1570087913,1,ring,Anillo,low,Baja,0.15,0.12510039943841347,18,4,12,0.2,True,True,False,0.0,2.106902130108031,3.4724308425261037,True,True,0.0,False,12.6383,
heterogeneity,4b4136269677e28f70b1,1570087913,1,ring,Anillo,moderate,Moderada,0.35,0.34258437644622447,18,4,12,0.2,True,False,True,0.34878877696218247,-0.34878877696218247,1.443735942797469,True,True,0.0,True,33.5627,
heterogeneity,4b4136269677e28f70b1,1570087913,1,ring,Anillo,high,Alta,0.65,0.6591469769657602,18,4,12,0.2,True,False,True,5.5071157833230036,-3.609645688449916,2.884675207116187,True,True,0.0,True,16.1044,
