seed,policy,t,x_load,y_load,theta_load,wrench_residual,torque_saturation,hamiltonian,delta_hamiltonian,formation_error,cbf_active,battery_min,delivered
6126,cardinality_only,2.6,-7.5,3.2395378039347144e-22,6.4004753727109105e-21,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9978400000000008,0
6126,cardinality_only,2.7,-7.5,3.4508055541452535e-22,6.817884927440665e-21,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9977600000000009,0
6126,cardinality_only,2.8000000000000003,-7.5,3.6669426219470656e-22,7.244914974108189e-21,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9976800000000009,0
6126,cardinality_only,2.9000000000000004,-7.5,3.8878126664475954e-22,7.681296138939224e-21,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9976000000000009,0
6126,cardinality_only,3.0,-7.5,4.1132831642992786e-22,8.126766590625192e-21,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.997520000000001,0
6126,cardinality_only,3.1,-7.5,4.343225302808283e-22,8.581071829134156e-21,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.997440000000001,0
6126,cardinality_only,3.2,-7.5,4.577513876036204e-22,9.04396448043507e-21,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.997360000000001,0
6126,cardinality_only,3.3000000000000003,-7.5,4.816027183810911e-22,9.515204096969761e-21,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.997280000000001,0
6126,cardinality_only,3.4000000000000004,-7.5,5.058646933565095e-22,9.994556963711683e-21,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9972000000000011,0
6126,cardinality_only,3.5,-7.5,5.305258144923329e-22,1.0481795909655033e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9971200000000011,0
6126,cardinality_only,3.6,-7.5,5.555749056960702e-22,1.0976700124582171e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9970400000000011,0
6126,cardinality_only,3.7,-7.5,5.810011038058196e-22,1.1479054980961552e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9969600000000012,0
6126,cardinality_only,3.8000000000000003,-7.5,6.067938498282129e-22,1.1988651860832513e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9968800000000012,0
6126,cardinality_only,3.9000000000000004,-7.5,6.32942880421696e-22,1.2505287987537288e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9968000000000012,0
6126,cardinality_only,4.0,-7.5,6.594382196182784e-22,1.3028766262164533e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9967200000000013,0
6126,cardinality_only,4.1000000000000005,-7.5,6.862701707770732e-22,1.3558895104572416e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9966400000000013,0
6126,cardinality_only,4.2,-7.5,7.134293087631387e-22,1.4095488298863082e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9965600000000013,0
6126,cardinality_only,4.3,-7.5,7.409064723453111e-22,1.463836484318381e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9964800000000014,0
6126,cardinality_only,4.4,-7.5,7.686927568068996e-22,1.5187348803733762e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9964000000000014,0
6126,cardinality_only,4.5,-7.5,7.967795067632804e-22,1.5742269172858514e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9963200000000014,0
6126,cardinality_only,4.6000000000000005,-7.5,8.251583091805993e-22,1.6302959731117977e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9962400000000015,0
6126,cardinality_only,4.7,-7.5,8.538209865899502e-22,1.6869258913216376e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9961600000000015,0
6126,cardinality_only,4.800000000000001,-7.5,8.82759590491556e-22,1.7441009677686223e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9960800000000015,0
6126,cardinality_only,4.9,-7.5,9.119663949436337e-22,1.8018059380221115e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9960000000000016,0
6126,cardinality_only,5.0,-7.5,9.4143389033077e-22,1.8600259650555233e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9959200000000016,0
6126,cardinality_only,5.1000000000000005,-7.5,9.711547773067834e-22,1.9187466272790197e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9958400000000016,0
6126,cardinality_only,5.2,-7.5,1.0011219609071853e-21,1.9779539069072786e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9957600000000016,0
6126,cardinality_only,5.300000000000001,-7.5,1.0313285448264926e-21,2.0376341786529663e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9956800000000017,0
6126,cardinality_only,5.4,-7.5,1.0617678258557762e-21,2.097774198736795e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9956000000000017,0
6126,cardinality_only,5.5,-7.5,1.0924332884759567e-21,2.158361094205297e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9955200000000017,0
6126,cardinality_only,5.6000000000000005,-7.5,1.123318599602489e-21,2.219382352547701e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9954400000000018,0
6126,cardinality_only,5.7,-7.5,1.154417603477195e-21,2.2808258116035376e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9953600000000018,0
6126,cardinality_only,5.800000000000001,-7.5,1.1857243167031264e-21,2.342679649752831e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9952800000000018,0
6126,cardinality_only,5.9,-7.5,1.2172329234184483e-21,2.4049323763809648e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9952000000000019,0
6126,cardinality_only,6.0,-7.5,1.248937770605458e-21,2.4675728226105308e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9951200000000019,0
6126,cardinality_only,6.1000000000000005,-7.5,1.2808333635309483e-21,2.5305901322926892e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9950400000000019,0
6126,cardinality_only,6.2,-7.5,1.3129143613142418e-21,2.5939737532507675e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.994960000000002,0
6126,cardinality_only,6.300000000000001,-7.5,1.3451755726193198e-21,2.6577134287690398e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.994880000000002,0
6126,cardinality_only,6.4,-7.5,1.3776119514675725e-21,2.721799189319821e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.994800000000002,0
6126,cardinality_only,6.5,-7.5,1.410218593167791e-21,2.7862213445222e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.994720000000002,0
6126,cardinality_only,6.6000000000000005,-7.5,1.4429907303601202e-21,2.8509704753259326e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9946400000000021,0
6126,cardinality_only,6.7,-7.5,1.475923729170781e-21,2.9160374264141814e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9945600000000021,0
6126,cardinality_only,6.800000000000001,-7.5,1.50901308547446e-21,2.9814132988189793e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9944800000000021,0
6126,cardinality_only,6.9,-7.5,1.542254421261353e-21,3.047089442743463e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9944000000000022,0
6126,cardinality_only,7.0,-7.5,1.5756434811059296e-21,3.113057450585081e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9943200000000022,0
6126,cardinality_only,7.1000000000000005,-7.5,1.609176128734575e-21,3.179309150154154e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9942400000000022,0
6126,cardinality_only,7.2,-7.5,1.6428483436893353e-21,3.2458365980823136e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9941600000000023,0
6126,cardinality_only,7.300000000000001,-7.5,1.6766562180850789e-21,3.3126320734155047e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9940800000000023,0
6126,cardinality_only,7.4,-7.5,1.7105959534574587e-21,3.3796880713863866e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9940000000000023,0
6126,cardinality_only,7.5,-7.5,1.7446638576991287e-21,3.4469972973611043e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9939200000000024,0
6126,cardinality_only,7.6000000000000005,-7.5,1.7788563420817487e-21,3.51455266095555e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9938400000000024,0
6126,cardinality_only,7.7,-7.5,1.813169918361372e-21,3.582347270316371e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9937600000000024,0
6126,cardinality_only,7.800000000000001,-7.5,1.8476011959648826e-21,3.65037442656211e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9936800000000025,0
6126,cardinality_only,7.9,-7.5,1.882146879255212e-21,3.718627618379988e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9936000000000025,0
6126,cardinality_only,8.0,-7.5,1.916803764873129e-21,3.7871005167739856e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9935200000000025,0
6126,cardinality_only,8.1,-7.5,1.9515687391534612e-21,3.8557869699599714e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9934400000000025,0
6126,cardinality_only,8.200000000000001,-7.5,1.9864387756136608e-21,3.92468099840377e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9933600000000026,0
6126,cardinality_only,8.3,-7.5,2.0214109325126917e-21,3.993776789998162e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9932800000000026,0
6126,cardinality_only,8.4,-7.5,2.0564823504782664e-21,4.063068695374932e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9932000000000026,0
6126,cardinality_only,8.5,-7.5,2.091650250200522e-21,4.1325512233481725e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9931200000000027,0
6126,cardinality_only,8.6,-7.5,2.126911930190271e-21,4.2022190364851823e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9930400000000027,0
6126,cardinality_only,8.700000000000001,-7.5,2.162264764600024e-21,4.272066946801376e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9929600000000027,0
6126,cardinality_only,8.8,-7.5,2.197706201106021e-21,4.342089911575736e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9928800000000028,0
6126,cardinality_only,8.9,-7.5,2.2332337588495666e-21,4.412283029283435e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9928000000000028,0
6126,cardinality_only,9.0,-7.5,2.26884502643601e-21,4.4826415356423385e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9927200000000028,0
6126,cardinality_only,9.1,-7.5,2.3045376599897498e-21,4.553160799770213e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9926400000000029,0
6126,cardinality_only,9.200000000000001,-7.5,2.3403093812637015e-21,4.623836320449527e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9925600000000029,0
6126,cardinality_only,9.3,-7.5,2.3761579758016994e-21,4.6946637224968407e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9924800000000029,0
6126,cardinality_only,9.4,-7.5,2.41208129115235e-21,4.7656387532338496e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.992400000000003,0
6126,cardinality_only,9.5,-7.5,2.4480772351328997e-21,4.8367572790572426e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.992320000000003,0
6126,cardinality_only,9.600000000000001,-7.5,2.4841437741417104e-21,4.9080152821046006e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.992240000000003,0
6126,cardinality_only,9.700000000000001,-7.5,2.5202789315179914e-21,4.979408857013653e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.992160000000003,0
6126,cardinality_only,9.8,-7.5,2.5564807859474534e-21,5.050934207772272e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9920800000000031,0
6126,cardinality_only,9.9,-7.5,2.5927474699126073e-21,5.1225876446566695e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9920000000000031,0
6126,cardinality_only,10.0,-7.5,2.6290771681864537e-21,5.1943655812553247e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9919200000000031,0
6126,cardinality_only,10.100000000000001,-7.5,2.665468116368349e-21,5.2662645315762377e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9918400000000032,0
6126,cardinality_only,10.200000000000001,-7.5,2.7019185994608684e-21,5.338281107235185e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9917600000000032,0
6126,cardinality_only,10.3,-7.5,2.738426950486514e-21,5.410412014722702e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9916800000000032,0
6126,cardinality_only,10.4,-7.5,2.774991549143158e-21,5.482654052747588e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9916000000000033,0
6126,cardinality_only,10.5,-7.5,2.8116108204971334e-21,5.555004109654799e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9915200000000033,0
6126,cardinality_only,10.600000000000001,-7.5,2.848283233712914e-21,5.627459160915628e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9914400000000033,0
6126,cardinality_only,10.700000000000001,-7.5,2.8850073008183697e-21,5.700016266688173e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9913600000000033,0
6126,cardinality_only,10.8,-7.5,2.9217815755045892e-21,5.772672569446108e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9912800000000034,0
6126,cardinality_only,10.9,-7.5,2.9586046519593117e-21,5.845425291673841e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9912000000000034,0
6126,cardinality_only,11.0,-7.5,2.9954751637330186e-21,5.918271733626217e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9911200000000034,0
6126,cardinality_only,11.100000000000001,-7.5,3.0323917826367786e-21,5.991209271150946e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9910400000000035,0
6126,cardinality_only,11.200000000000001,-7.5,3.06935321767095e-21,6.064235353572004e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9909600000000035,0
6126,cardinality_only,11.3,-7.5,3.1063582139838814e-21,6.137347501632292e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9908800000000035,0
6126,cardinality_only,11.4,-7.5,3.1434055518597677e-21,6.210543305493913e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9908000000000036,0
6126,cardinality_only,11.5,-7.5,3.180494045734846e-21,6.283820422794429e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9907200000000036,0
6126,cardinality_only,11.600000000000001,-7.5,3.217622543241139e-21,6.35717657675755e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9906400000000036,0
6126,cardinality_only,11.700000000000001,-7.5,3.2547899242769727e-21,6.430609554356725e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9905600000000037,0
6126,cardinality_only,11.8,-7.5,3.2919951001035197e-21,6.504117204530142e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9904800000000037,0
6126,cardinality_only,11.9,-7.5,3.32923701246664e-21,6.577697436445723e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9904000000000037,0
6126,cardinality_only,12.0,-7.5,3.36651463274331e-21,6.65134821781469e-20,0.72,8.523183788080858e-21,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9903200000000038,0
6126,cardinality_only,12.100000000000001,-7.5,3.475752200638771e-21,6.785332950138083e-20,0.7201442565934221,2.495846913310376e-19,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9902400000000038,0
6126,cardinality_only,12.200000000000001,-7.5,1.1145929288296653e-20,1.2918941158075946e-19,0.7205766561969965,2.4013500192478088e-17,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9901600000000038,0
6126,cardinality_only,12.3,-7.5,7.505752867969422e-19,6.686339469124454e-18,0.7212960907675495,2.5990125543050155e-15,0.004147465437788018,0.0,9.25185853854297e-18,0,0.9900800000000038,0
6126,cardinality_only,12.4,-7.500000000000003,2.561169420851935e-17,2.380167514278005e-16,0.7223007218160641,8.99827448410974e-14,0.004147465437788017,0.0,9.25185853854297e-18,0,0.9900000000000039,0
6126,cardinality_only,12.5,-7.500000000000038,4.377096186223333e-16,4.173034377054123e-15,0.7235879926531119,1.4840657860809954e-12,0.004147465437788003,0.0,9.25185853854297e-18,0,0.9899200000000039,0
6126,cardinality_only,12.600000000000001,-7.500000000000364,4.572923981831729e-15,4.426161468148197e-14,0.7251546453363055,1.4505497268927623e-11,0.004147465437787878,0.0,3.700743415417188e-17,0,0.9898400000000039,0
6126,cardinality_only,12.700000000000001,-7.500000000000681,8.59235239756806e-15,8.322771522010913e-14,0.7269967409977249,1.930893206009328e-19,0.004147465437787758,0.0,0.0,0,0.989760000000004,0
6126,cardinality_only,12.8,-7.500000000000989,1.2499238072984798e-14,1.2110277607560924e-13,0.7291096869387801,4.452781794606405e-18,0.00414746543778764,0.0,5.551115123125783e-17,0,0.989680000000004,0
6126,cardinality_only,12.9,-7.500000000001289,1.6296749385320178e-14,1.5791749909776259e-13,0.7314882633873764,6.55482429038422e-17,0.004147465437787525,0.0,8.326672684688674e-17,0,0.989600000000004,0
6126,cardinality_only,13.0,-7.500000000001579,1.998811978690519e-14,1.937030946442166e-13,0.7341266565213428,6.739075683742517e-16,0.004147465437787414,0.0,9.251858538542972e-17,0,0.9895200000000041,0
6126,cardinality_only,13.100000000000001,-7.500000000001862,2.3576826893938594e-14,2.28492561809271e-13,0.7370184929403922,2.3473175604410976e-15,0.004147465437787307,0.0,1.2027416100105862e-16,0,0.9894400000000041,0
6126,cardinality_only,13.200000000000001,-7.500000000002136,2.7066908990369226e-14,2.623226194868668e-13,0.7401568765869837,5.878237265173594e-15,0.004147465437787202,0.0,7.401486830834377e-17,0,0.9893600000000041,0
6126,cardinality_only,13.3,-7.500000000002403,3.046058978430969e-14,2.95215093141892e-13,0.7435344274095029,3.8630369608389365e-15,0.004147465437787099,0.0,5.551115123125783e-17,0,0.9892800000000042,0
6126,cardinality_only,13.4,-7.500000000002663,3.3759798417562566e-14,3.27190241819243e-13,0.7471433212803829,1.4657138665994835e-15,0.004147465437787,0.0,1.0177044392397268e-16,0,0.9892000000000042,0
6126,cardinality_only,13.5,-7.500000000002915,3.696684526635002e-14,3.582713896843968e-13,0.7509753306940646,5.213403074493917e-16,0.0041474654377869034,0.0,2.7755575615628914e-17,0,0.9891200000000042,0
6126,cardinality_only,13.600000000000001,-7.50000000000316,4.0084174047921366e-14,3.884826972410456e-13,0.7550218657932447,1.7273268774242848e-16,0.00414746543778681,0.0,4.625929269271486e-17,0,0.9890400000000042,0
6126,cardinality_only,13.700000000000001,-7.500000000003399,4.31142328767432e-14,4.1784816331582877e-13,0.7592740153008934,3.005188818176884e-17,0.004147465437786719,0.0,3.700743415417188e-17,0,0.9889600000000043,0
6126,cardinality_only,13.8,-7.500000000003631,4.605945127538852e-14,4.4639140182259426e-13,0.7637225869713521,2.192830503956425e-18,0.00414746543778663,0.0,5.551115123125783e-17,0,0.9888800000000043,0
6126,cardinality_only,13.9,-7.5000000000038565,4.892220362362294e-14,4.741354299148305e-13,0.7683581472140166,1.0546405657534268e-19,0.0041474654377865435,0.0,1.0177044392397268e-16,0,0.9888000000000043,0
6126,cardinality_only,14.0,-7.5000000000042935,5.914425647581306e-14,5.289945173204343e-13,0.7731710597350319,1.1156756839980105e-11,0.004147465437786377,0.0,8.326672684688674e-17,0,0.9887200000000044,0
6126,cardinality_only,14.100000000000001,-7.5000000000047455,7.008755744175232e-14,5.855462466848563e-13,0.778151521913566,1.2914785624700307e-12,0.004147465437786204,0.0,1.2027416100105862e-16,0,0.9886400000000044,0
6126,cardinality_only,14.200000000000001,-7.500000000005189,8.088951992437074e-14,6.409951256353628e-13,0.7832896017007287,1.9223920331530636e-13,0.004147465437786034,0.0,1.1102230246251565e-16,0,0.9885600000000044,0
