method,label,worlds,feasible,feasibility_rate,feasibility_low,feasibility_high,common_gap_worlds,common_gap_median,common_gap_low,common_gap_high,bytes_per_agent_median,bytes_per_agent_q25,bytes_per_agent_q75,messages_per_agent_median,rounds_median,runtime_ms_median
capacity_cbba_rb,Capacity-CBBA-RB,8,6,0.75,0.40927543031016883,0.9285207872478909,6,0.1375715836824532,0.07261700201680896,0.39204486855019993,9113.6875,7243.15625,11845.296875,52.1875,24.0,28.30179999000393
weighted_grape,Weighted-GRAPE,8,8,1.0,0.6755924351161198,1.0,6,0.07520197771504306,0.0252552311834639,0.10629313131919996,22907.25,19638.1875,25925.34375,545.96875,241.0,178.57759998878464
weighted_pair_grape,Weighted-Pair-GRAPE,8,8,1.0,0.6755924351161198,1.0,6,0.0110175275786011,0.0025808907884240797,0.0384539734559011,27422.4375,23515.96875,30165.09375,653.53125,289.0,435.00659998971963
geo_qpg_u,Geo-QPG-U,8,8,1.0,0.6755924351161198,1.0,6,0.546644037847041,0.315779080499895,0.7267586268195652,514.5,472.6875,530.25,15.375,30.0,5.660399998305365
geo_qpg_p,Geo-QPG-P,8,8,1.0,0.6755924351161198,1.0,6,0.0033910641805138635,6.475801296672229e-17,0.019908788304814247,3073.625,2916.3125,3520.4375,66.9375,273.5,110.91474999557249
geo_qpg_cf,Geo-QPG-CF,8,8,1.0,0.6755924351161198,1.0,6,0.011017527578601175,0.002580890788424064,0.03845397345590125,3291.625,2930.5625,4114.3125,65.65625,15.0,136.71265001175925
