scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,assignment_cost_mean,assignment_cost_std,coalition_success_rate_mean,coalition_success_rate_std,communication_messages_mean,communication_messages_std,demand_satisfaction_ratio_mean,demand_satisfaction_ratio_std,energy_proxy_wh_mean,energy_proxy_wh_std,estimated_arrival_time_s_mean,estimated_arrival_time_s_std,max_assigned_travel_distance_m_mean,max_assigned_travel_distance_m_std,mean_assigned_travel_distance_m_mean,mean_assigned_travel_distance_m_std,optimality_gap_vs_oracle_mean,optimality_gap_vs_oracle_std,priority_regret_mean,priority_regret_std,robots_overassigned_mean,robots_overassigned_std,robots_underassigned_mean,robots_underassigned_std,runtime_ms_mean,runtime_ms_std,served_load_rate_mean,served_load_rate_std,travel_distance_m_mean,travel_distance_m_std
balanced_demand,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,80,37.94790638908823,9.65098897989566,0.6708333333333333,0.26779166703595525,21.0,3.0189276325597656,0.8958333333333333,0.09607266940138165,189.73953194544114,48.2549448994783,15.219961538423822,3.6662811967270468,9.892974999975484,2.3830827778725805,5.818376264370121,1.2060283468782658,0.4187540836101313,0.4677022216662907,1.2421250000000001,1.2510933888889026,0.275,0.5025252685881778,0.7125,0.6597611765833015,0.13317875273060054,0.057723878675256565,0.6708333333333333,0.26779166703595525,37.94790638908823,9.65098897989566
balanced_demand,bnn_cardinality_repair,Brown/BNN cardinality local repair,model_based,decentralized,proposed,brown_bnn_positive_excess_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_brown_bnn_positive_excess_plus_local_repair,positive_excess_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,80,41.105575761373274,13.604541471676965,0.9083333333333334,0.1497771434043167,21.0,3.0189276325597656,0.9145833333333332,0.14355896772821222,205.52787880686637,68.02270735838484,17.38260039757689,4.291874561870594,11.298690258424982,2.789718465215886,6.360847193319463,1.559621000185071,0.051305554680629514,0.06564447844916517,0.074375,0.2598385270251167,0.025,0.15710997518871125,0.6,1.0262380605697807,2.2262725076870993,1.8384931957719954,0.9083333333333334,0.1497771434043167,41.105575761373274,13.604541471676965
balanced_demand,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,80,43.4765220788576,11.389114231352618,0.85,0.224391660808117,21.0,3.0189276325597656,1.0,0.0,217.38261039428798,56.9455711567631,18.788628951320078,4.281177794573494,12.212608818358053,2.7827655664727713,6.214506768173183,1.3651554873061438,0.19921485076652323,0.39027452583350525,0.3035,0.7271760882283872,0.0,0.0,0.0,0.0,0.34628374996827915,0.11569233463893017,0.85,0.224391660808117,43.4765220788576,11.389114231352618
balanced_demand,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,80,39.85899979274028,11.606833177491067,0.8875,0.15861345418375225,21.0,3.0189276325597656,0.9192708333333333,0.12013086036115413,199.2949989637014,58.03416588745533,15.814816045222809,4.146210582855335,10.279630429394826,2.6950368788559675,5.943507091651557,1.4311282490234394,3.547388680756787e-18,2.2294989213889957e-17,0.0,0.0,0.2625,0.5452615212742217,0.5625,0.8545299988808712,1.081203755165916,0.2930276459676396,0.8875,0.15861345418375225,39.85899979274028,11.606833177491067
balanced_demand,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,80,43.98903993850211,11.379271775597928,0.85,0.24246739163365014,21.0,3.0189276325597656,1.0,0.0,219.94519969251058,56.89635887798964,18.780295917408903,3.9844027814481913,12.207192346315788,2.5898618079413245,6.283981664408152,1.3424986729779418,0.22481751246823825,0.4096947847300804,0.339625,0.771133382131765,0.0,0.0,0.0,0.0,0.10669624025467783,0.027988191112167014,0.85,0.24246739163365014,43.98903993850211,11.379271775597928
balanced_demand,logit_cardinality_repair,Logit cardinality local repair,model_based,decentralized,proposed,logit_quorum_flow_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_quorum_flow_plus_local_repair,softmax_local_deficit_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,80,41.074348596295195,13.800032712176867,0.9,0.15371627104221064,21.0,3.0189276325597656,0.9,0.15766849090388982,205.37174298147602,69.00016356088435,17.67870940843461,4.44409506183664,11.491161115482498,2.888661790193815,6.470830471920277,1.576822714853462,0.06701326904717589,0.08794054494429296,0.13099999999999998,0.3861284629154107,0.025,0.15710997518871123,0.7,1.118316999509712,1.8754075004835613,1.047364577189363,0.9,0.15371627104221064,41.074348596295195,13.800032712176867
balanced_demand,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,80,39.85899979274028,11.606833177491067,0.8875,0.15861345418375225,21.0,3.0189276325597656,0.9192708333333333,0.12013086036115413,199.2949989637014,58.03416588745533,15.814816045222809,4.146210582855335,10.279630429394826,2.6950368788559675,5.943507091651557,1.4311282490234394,3.547388680756787e-18,2.2294989213889957e-17,0.0,0.0,0.2625,0.5452615212742217,0.5625,0.8545299988808712,1.1477400024887174,0.3478931914027031,0.8875,0.15861345418375225,39.85899979274028,11.606833177491067
balanced_demand,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,80,40.27685610623173,13.092191891672266,0.8958333333333334,0.1554789343141738,21.0,3.0189276325597656,0.9010416666666666,0.15311105127489497,201.38428053115862,65.46095945836133,17.749926928096706,4.327983635230373,11.537452503262859,2.8131893628997426,6.33365282818513,1.4922736672634562,0.04815101888474347,0.08274137698978719,0.10537499999999997,0.3042731274298625,0.0375,0.19118219820734464,0.6875,1.0743705840624707,1.8353600054979324,0.9024964788218551,0.8958333333333334,0.1554789343141738,40.27685610623173,13.092191891672266
balanced_demand,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,80,33.53592093727646,8.526842021209507,0.5875,0.24445323472239988,21.0,3.0189276325597656,0.8494791666666666,0.10720643812864347,167.67960468638228,42.63421010604755,13.3983478948492,3.0897668535813176,8.708926131651978,2.0083484548278565,5.356463406776892,1.0342866925790173,0.508948661805995,0.4658384454829054,1.691875,1.2768514418014256,0.3375,0.5498849131604895,1.0375,0.7368037369852592,0.13842000771546736,0.05508828786502202,0.5875,0.24445323472239988,33.53592093727646,8.526842021209507
balanced_demand,replicator_cardinality_repair,Replicator cardinality local repair,model_based,decentralized,proposed,replicator_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_replicator_plus_local_exact_repair,local_deficit_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,False,False,,none,80,40.712126564887676,14.088724966258715,0.9083333333333334,0.1497771434043167,21.0,3.0189276325597656,0.9125,0.1483322666249039,203.56063282443841,70.44362483129356,17.256592404557146,4.575355962161582,11.216785062962142,2.973981375405028,6.279208660201111,1.582315720589225,0.0465043678545962,0.06542029360333997,0.08024999999999999,0.2681345543575209,0.0375,0.19118219820734467,0.6125,1.0493367404873943,2.755521253857296,1.7129774676195009,0.9083333333333334,0.1497771434043167,40.712126564887676,14.088724966258715
