scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,assignment_cost_mean,assignment_cost_std,coalition_success_rate_mean,coalition_success_rate_std,communication_messages_mean,communication_messages_std,demand_satisfaction_ratio_mean,demand_satisfaction_ratio_std,energy_proxy_wh_mean,energy_proxy_wh_std,estimated_arrival_time_s_mean,estimated_arrival_time_s_std,max_assigned_travel_distance_m_mean,max_assigned_travel_distance_m_std,mean_assigned_travel_distance_m_mean,mean_assigned_travel_distance_m_std,optimality_gap_vs_oracle_mean,optimality_gap_vs_oracle_std,priority_regret_mean,priority_regret_std,robots_overassigned_mean,robots_overassigned_std,robots_underassigned_mean,robots_underassigned_std,runtime_ms_mean,runtime_ms_std,served_load_rate_mean,served_load_rate_std,travel_distance_m_mean,travel_distance_m_std
setup,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,3,11.093770290988017,0.5986336466890946,1.0,0.0,4.0,0.0,1.0,0.0,55.46885145494008,2.9931682334454695,9.333647475683412,0.8661301057354676,6.066870859194219,0.5629845687280538,4.2819411701698495,0.8505706935689801,0.137455573125251,0.11998880846282362,0.0,0.0,0.6666666666666666,0.5773502691896258,0.0,0.0,0.08763330212483804,0.01330048610933151,1.0,0.0,11.093770290988017,0.5986336466890946
setup,bnn_cardinality_repair,Brown/BNN cardinality local repair,model_based,decentralized,proposed,brown_bnn_positive_excess_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_brown_bnn_positive_excess_plus_local_repair,positive_excess_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4443666742493709,0.20455814851436702,1.0,0.0,7.176039996054928,2.892349020527464
setup,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12580002658069134,0.01760760351677745,1.0,0.0,7.176039996054928,2.892349020527464
setup,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14749999778966108,0.05744119575090736,1.0,0.0,7.176039996054928,2.892349020527464
setup,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08793330440918605,0.022192176723468376,1.0,0.0,7.176039996054928,2.892349020527464
setup,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04946665527919928,0.0027537780598955825,1.0,0.0,7.176039996054928,2.892349020527464
setup,imitation_oracle,Data-driven imitation oracle,data_driven,decentralized,baseline,oracle_imitation_linear,data_driven_baseline,supervised_oracle_imitation,distributed_linear_score_policy,local_robot_load_features,7,7,1,0,1000,200,200,False,False,sp1-imitation-linear-v1,supervised_or_static,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3485999641319117,4.516224031147067,1.0,0.0,7.176039996054928,2.892349020527464
setup,logit_cardinality_repair,Logit cardinality local repair,model_based,decentralized,proposed,logit_quorum_flow_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_quorum_flow_plus_local_repair,softmax_local_deficit_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8548999903723598,0.26638266576077263,1.0,0.0,7.176039996054928,2.892349020527464
setup,mappo_recruitment,MAPPO recruitment checkpoint,data_driven,decentralized,proposed,mappo_ctde_quorum_decoder,proposed_data_driven_variation,ctde_ppo_with_bc_warm_start,decentralized_neural_actor_with_quorum_decoder,local_features_plus_centralized_training,4674,9411,12,768,1000,200,200,True,True,sp1-mappo-v5,sampled_policy,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.093866653429965,13.209389902896824,1.0,0.0,7.176039996054928,2.892349020527464
setup,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1786666689440608,0.0949589319729882,1.0,0.0,7.176039996054928,2.892349020527464
setup,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18683335899064937,0.05797599442400581,1.0,0.0,7.176039996054928,2.892349020527464
setup,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35999998605499667,0.07920722266585874,1.0,0.0,7.176039996054928,2.892349020527464
setup,primal_dual_wrench_market,Primal-dual wrench market,model_based,decentralized,proposed,primal_dual_wrench_proxy,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_wrench_rule,local_deficit_capacity_wrench_prices,0,0,5,0,0,0,0,False,False,,none,3,7.176039996054928,2.892349020527464,1.0,0.0,4.0,0.0,1.0,0.0,35.88019998027464,14.461745102637325,6.365705196608725,3.077544689523647,4.137708377795671,2.000404048190371,3.588019998027464,1.446174510263732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17556668414423862,0.04610598331847254,1.0,0.0,7.176039996054928,2.892349020527464
setup,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,3,11.093770290988017,0.5986336466890946,1.0,0.0,4.0,0.0,1.0,0.0,55.46885145494008,2.9931682334454695,9.333647475683412,0.8661301057354676,6.066870859194219,0.5629845687280538,4.2819411701698495,0.8505706935689801,0.137455573125251,0.11998880846282362,0.0,0.0,0.6666666666666666,0.5773502691896258,0.0,0.0,0.11569998847941558,0.04535007863438433,1.0,0.0,11.093770290988017,0.5986336466890946
