study,seed,N,N_original,K,M,size_N_plus_M,matrix_elements,rho_M_over_N,requested_delta,observed_delta,capacity_delta,quota_mode,spatial_mode,capacity_mode,treatment,failure_count,failed_robot_was_assigned,total_capacity_kg,total_demand_kg,capacity_mean_kg,capacity_std_kg,capacity_cv,capacity_min_kg,capacity_max_kg,quota_cv,quota_asymmetry_cv,distance_matrix_asymmetry_cv,structurally_feasible,milp_feasible,mission_feasible,milp_complete_load_fraction,milp_missing_load_count,milp_optimal,milp_status,milp_message,milp_mip_gap,milp_node_count,milp_assigned_robot_count,milp_idle_robot_count,milp_robot_utilization,milp_idle_fraction,milp_total_distance,milp_mean_distance_per_assigned_robot,milp_normalized_mean_distance_per_assigned_robot,milp_distance_per_nominal_slot,milp_normalized_distance_p95,milp_assignment_distance_p50,milp_assignment_distance_p95,milp_assignment_distance_max,milp_assignment_distance_std,milp_assignment_distance_cv,milp_assignment_distance_gini,milp_assignment_distance_jain,milp_normalized_assignment_distance_max,milp_load_mean_distance_cv,milp_total_excess_kg,milp_objective_value,milp_matrix_bytes,milp_binary_variable_count,milp_constraint_count,milp_solver_wall_ns,milp_total_wall_ns,milp_total_cpu_ns,milp_matrix_wall_ns,milp_model_wall_ns,milp_post_wall_ns,milp_solver_ns_per_binary_variable,hungarian_feasible,hungarian_coverage,hungarian_assigned_robot_count,hungarian_total_distance,hungarian_mean_distance_per_slot,hungarian_normalized_distance_p95,hungarian_solver_wall_ns,hungarian_total_wall_ns,hungarian_matrix_bytes,both_feasible,same_capacity_model,milp_to_hungarian_distance_ratio,milp_minus_hungarian_assigned_robots,milp_to_hungarian_solver_ratio,base_milp_total_distance,relative_distance_increase,assignment_churn,failure_rate,recovery_feasible,central_logical_messages,central_communication_bytes,central_communication_rounds,retry_messages,nonresponding_count
balance,662676084,1,1,7,20,21,7,20.0,-0.95,-0.9047619047619048,-0.8880532636352537,symmetric,uniform,homogeneous,none,0,False,5.0,84.32819593255381,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=84.328.",nan,0,0,1,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,nan,nan,nan,nan,False,0.05,1,50.30832119858836,50.30832119858836,0.35573355069632767,7700,149200,160,False,True,nan,nan,nan,nan,nan,nan,0.0,False,1,97,2,0,0
balance,4238918100,1,1,7,20,21,7,20.0,-0.95,-0.9047619047619048,-0.8934558345630724,symmetric,uniform,homogeneous,none,0,False,5.0,88.85779088879195,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=5.000, demanda=88.858.",nan,0,0,1,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,7,15,nan,nan,nan,nan,nan,nan,nan,False,0.05,1,15.910796719955444,15.910796719955444,0.11250632254761171,4700,111100,160,False,True,nan,nan,nan,nan,nan,nan,0.0,False,1,97,2,0,0
balance,1443759379,7,7,7,20,27,49,2.857142857142857,-0.5,-0.48148148148148145,-0.42122375545849544,symmetric,uniform,homogeneous,none,0,False,35.0,85.94483949570642,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=85.945.",nan,0,0,7,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,49,21,nan,nan,nan,nan,nan,nan,nan,False,0.35,7,110.15857104367545,15.736938720525064,0.15077868987760207,6400,247800,1120,False,True,nan,nan,nan,nan,nan,nan,0.0,False,7,684,2,0,0
balance,2166943102,7,7,7,20,27,49,2.857142857142857,-0.5,-0.48148148148148145,-0.4137238007836325,symmetric,uniform,homogeneous,none,0,False,35.0,84.39764925399305,5.0,0.0,0.0,5.0,5.0,0.12247448713915893,0.12247448713915893,nan,False,False,False,0.0,7,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=84.398.",nan,0,0,7,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,49,21,nan,nan,nan,nan,nan,nan,nan,False,0.35,7,164.4840011717961,23.49771445311373,0.25157994833029934,8000,365700,1120,False,True,nan,nan,nan,nan,nan,nan,0.0,False,7,690,2,0,0
balance,3962943878,20,20,7,20,40,140,1.0,0.0,0.0,0.10902917284007108,symmetric,uniform,homogeneous,none,0,False,100.0,80.33790715155628,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.47347322448833856,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,0,1.0,0.0,583.6267651105165,29.181338255525826,0.2063432216458073,29.181338255525826,0.36017278610446835,28.59950685709662,50.9361238906643,52.5453428104134,15.242609911034217,0.5223410173160188,0.29774224267911586,0.7856446146332442,0.37155168221015117,0.31304401710613783,19.662092848443713,588.5622883226274,6384,140,34,4299300,5427400,0,61500,820100,181100,30709.285714285714,True,1.0,20,583.6267651105165,29.181338255525826,0.36017278610446835,18000,793000,3200,True,True,1.0,0,238.85,nan,nan,nan,0.0,True,40,2739,2,0,0
balance,3164003947,20,20,7,20,40,140,1.0,0.0,0.0,0.09822767925812285,symmetric,uniform,homogeneous,none,0,False,100.0,82.1116001511676,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.44985106939480834,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,0,1.0,0.0,560.6714781137614,28.03357390568807,0.19822730209606282,28.03357390568807,0.3471208460081548,26.25381472550744,49.09030082071551,53.590052563381974,12.699885489908366,0.4530241321578885,0.2542824701989277,0.8297165544016811,0.37893889571710915,0.278702985412802,17.888399848832403,565.1635780759694,6384,140,34,3888200,4775500,0,46300,619200,167800,27772.85714285714,True,1.0,20,560.6714781137614,28.03357390568807,0.3471208460081548,19200,794200,3200,True,True,1.0,0,202.51041666666666,nan,nan,nan,0.0,True,40,2736,2,0,0
balance,1999125433,60,60,7,20,80,420,0.3333333333333333,0.5,0.5,0.564555432598503,symmetric,uniform,homogeneous,none,0,False,300.0,83.49552051568139,5.0,0.0,0.0,5.0,5.0,0.12247448713915893,0.12247448713915893,0.47869597961218285,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,40,0.3333333333333333,0.6666666666666666,202.4062987775262,10.120314938876309,0.07156143321022958,10.120314938876309,0.11885473143792485,8.50243688707231,16.80859731517252,23.75924520195741,5.4577903375386825,0.539290562645739,0.30003534182317537,0.774692763827495,0.16800323398178027,0.4192469809246913,16.50447948431861,206.55241864860585,18864,420,74,6836500,8266700,15625000,64000,970200,292800,16277.380952380952,True,1.0,20,202.4062987775262,10.120314938876309,0.11885473143792485,22600,1779500,9600,True,True,1.0,0,302.5,nan,nan,nan,0.0,True,80,6700,2,0,0
balance,1581402331,60,60,7,20,80,420,0.3333333333333333,0.5,0.5,0.5585493025579725,symmetric,uniform,homogeneous,none,0,False,300.0,84.9733845539879,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.47505762075587543,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,40,0.3333333333333333,0.6666666666666666,172.67031753337454,8.633515876668728,0.06104817621874178,8.633515876668728,0.1234728602907381,8.463523680005839,17.46169936081602,19.580904255062187,5.204143888688243,0.6027838441522947,0.34206308092869353,0.7334882465164597,0.13845790180518994,0.44769194662076833,15.026615446012102,176.44697139487758,18864,420,74,7249600,8741900,31250000,65500,999400,319900,17260.95238095238,True,1.0,20,172.67031753337454,8.633515876668728,0.1234728602907381,23900,1811100,9600,True,True,1.0,0,303.3305439330544,nan,nan,nan,0.0,True,80,6694,2,0,0
balance,1625610663,780,780,7,20,800,5460,0.02564102564102564,0.95,0.95,0.9630508869928311,symmetric,uniform,homogeneous,none,0,False,3900.0,73.40693085583024,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.4851564494193676,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,760,0.02564102564102564,0.9743589743589743,42.549588580920854,2.127479429046043,0.015043551311133411,2.127479429046043,0.026849781857448896,2.111884658155372,3.79713256495633,4.574750241210508,0.9698800833458504,0.4558822379686852,0.24870952922375045,0.8279320324652635,0.03234836917794744,0.4535949227175265,26.593069144169753,49.2178558669633,243504,5460,794,246022000,256340700,296875000,488900,7484900,1340200,45058.97435897436,True,1.0,20,42.549588580920854,2.127479429046043,0.026849781857448896,119500,15028300,124800,True,True,1.0,0,2058.7615062761506,nan,nan,nan,0.0,True,800,78804,2,0,0
balance,1921542105,780,780,7,20,800,5460,0.02564102564102564,0.95,0.95,0.9614502147082467,symmetric,uniform,homogeneous,none,0,False,3900.0,76.64949204953467,5.0,0.0,0.0,5.0,5.0,0.12247448713915891,0.12247448713915891,0.46225396056473345,True,True,True,1.0,0,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,20,760,0.02564102564102564,0.9743589743589743,61.465540729810925,3.073277036490546,0.021731350329673618,3.073277036490546,0.03238092379506062,3.488933999554013,4.57935415931444,4.863866898787975,1.08184020707668,0.3520151923277509,0.18850497443605474,0.8897472413952783,0.0343927326692176,0.23855445800029057,23.35050795046532,67.32316771742725,243504,5460,794,385947200,396463100,421875000,439100,6925200,2047100,70686.30036630036,True,1.0,20,61.465540729810925,3.073277036490546,0.03238092379506062,135700,19893400,124800,True,True,1.0,0,2844.1208548268237,nan,nan,nan,0.0,True,800,78813,2,0,0
