M,requested_delta,replicates,milp_feasibility_rate,hungarian_feasibility_rate,feasibility_disagreements,milp_total_distance_median,milp_total_distance_p05,milp_total_distance_p95,hungarian_total_distance_median,hungarian_total_distance_p05,hungarian_total_distance_p95,milp_solver_wall_ns_median,milp_solver_wall_ns_p05,milp_solver_wall_ns_p95,hungarian_solver_wall_ns_median,hungarian_solver_wall_ns_p05,hungarian_solver_wall_ns_p95,milp_to_hungarian_distance_ratio_median,milp_to_hungarian_distance_ratio_p05,milp_to_hungarian_distance_ratio_p95,milp_to_hungarian_solver_ratio_median,milp_to_hungarian_solver_ratio_p05,milp_to_hungarian_solver_ratio_p95,milp_minus_hungarian_assigned_robots_median,milp_minus_hungarian_assigned_robots_p05,milp_minus_hungarian_assigned_robots_p95
20,-0.5,2,0.0,0.0,0,nan,nan,nan,137.32128610773577,112.87484255008148,161.76772966539008,nan,nan,nan,7200.0,6480.0,7920.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,-0.95,2,0.0,0.0,0,nan,nan,nan,33.1095589592719,17.63067294388709,48.58844497465671,nan,nan,nan,6200.0,4850.0,7550.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,0.0,2,1.0,1.0,0,572.149121612139,561.8192424635992,582.4790007606788,572.149121612139,561.8192424635992,582.4790007606788,4093750.0,3908755.0,4278745.0,18600.0,18060.0,19140.0,1.0,1.0,1.0,220.68020833333333,204.32739583333333,237.03302083333332,0.0,0.0,0.0
20,0.5,2,1.0,1.0,0,187.53830815545035,174.15711659558212,200.9194997153186,187.53830815545035,174.15711659558212,200.9194997153186,7043050.0,6857155.0,7228945.0,23250.0,22665.0,23835.0,1.0,1.0,1.0,302.9152719665272,302.54152719665274,303.28901673640166,0.0,0.0,0.0
20,0.95,2,1.0,1.0,0,52.00756465536589,43.49538618836536,60.51974312236642,52.00756465536589,43.49538618836536,60.51974312236642,315984600.0,253018260.0,378950940.0,127600.0,120310.0,134890.0,1.0,1.0,1.0,2451.4411805514874,2098.0294737036843,2804.85288739929,0.0,0.0,0.0
