corpus,path,suffix,bytes,sha256,duplicate_group_size,canonical_duplicate_path,comparison_status
thesis,thesis/sections/mainmatter/06-results-and-analysis/aws-industrial2.tex,.tex,2525,4ad2e2d73c273fbb8819cf0bbc182d4440bfa5125ae67bee18d75cd79e20c597,1,thesis/sections/mainmatter/06-results-and-analysis/aws-industrial2.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/06-results-and-analysis/cargo-e2e.tex,.tex,11525,ea8043022341c3eab38b012516fac35e15250048255c5bf0a5e1ac78462d18fa,1,thesis/sections/mainmatter/06-results-and-analysis/cargo-e2e.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/06-results-and-analysis/index.tex,.tex,5567,7b0fa22d4e7d0806dd3ea4149b3fd8dc0374eccd8ca18658093541d8f721155f,1,thesis/sections/mainmatter/06-results-and-analysis/index.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/06-results-and-analysis/sp0.tex,.tex,19245,423a856a3ac3f836babe0b6ceddeea28f66db2d70f7386dda770cd9f8dc9b0a2,1,thesis/sections/mainmatter/06-results-and-analysis/sp0.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/06-results-and-analysis/sp1.tex,.tex,22474,102684bee5548244c9fb3cf2dacf0364c207e4b9b94c84b95f899affa31c8d96,1,thesis/sections/mainmatter/06-results-and-analysis/sp1.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/06-results-and-analysis/sp2.tex,.tex,18856,04cc09945f4e90aa7987abe6d078bc81311021fbe96baa9c880d10989ce6d688,1,thesis/sections/mainmatter/06-results-and-analysis/sp2.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/06-results-and-analysis/sp3.tex,.tex,22034,e9ff4962f5312300a58afb8436f92a26fa1a30c68ed2e0e20ab3840bdb680ede,1,thesis/sections/mainmatter/06-results-and-analysis/sp3.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/06-results-and-analysis/sp4.tex,.tex,17408,887e2e13952cd41d6b7c3133e23a3328a85b8bd62501f2380eb85d5678b692eb,1,thesis/sections/mainmatter/06-results-and-analysis/sp4.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/06-results-and-analysis/sp5.tex,.tex,16806,94b56d94ea04078b162080c3ddacc5f24f3329e69b76266c5953ae779f88f177,1,thesis/sections/mainmatter/06-results-and-analysis/sp5.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/06-results-and-analysis/sp6.tex,.tex,15206,3433cfeecbb86023a6d4bd2f8bdf4545704de644b302de0a914fb8e33fe856af,1,thesis/sections/mainmatter/06-results-and-analysis/sp6.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/06-results-and-analysis/sp7.tex,.tex,15249,37af59fc438876889129fff887838ad78fd44aa94573984b623c4181d3833b83,1,thesis/sections/mainmatter/06-results-and-analysis/sp7.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/06-results-and-analysis/sp8.tex,.tex,12322,9eed4b36420fadbc60148f4a7f9db393435e822e1d98d3987bbae6c9d819c399,1,thesis/sections/mainmatter/06-results-and-analysis/sp8.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/07-conclusions.tex,.tex,9452,9ea07000755aaa2dc7e68cfac6f8a80f4af2beeb5f7a43e5d51f89afa18a65fd,1,thesis/sections/mainmatter/07-conclusions.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/appendices/01-reproducibility.tex,.tex,3297,8a8ce55e485836147cb7a08a5fd34458957ffef4ef937baa919954e94fc607d4,1,pre-thesis/sections/source-snapshot/appendices/01-reproducibility.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/appendices/02-sp0-proofs.tex,.tex,6364,c2e78754e40cd08d65c5d39aaf6e451dc3fccd8f6cfc24b825e7f7e848ee874b,1,pre-thesis/sections/source-snapshot/appendices/02-sp0-proofs.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex,.tex,6663,8c89b0164bdba2c5f1bd4aaf8401d7837e2bd64f2424e422bc9dd3d07e308286,1,pre-thesis/sections/source-snapshot/appendices/03-sp1-proofs.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/appendices/04-sp2-proofs.tex,.tex,1966,e4c300d3505801a0d78a470e306e25ffb8d4d62bf30328f350480a00661e1f8e,1,pre-thesis/sections/source-snapshot/appendices/04-sp2-proofs.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/appendices/05-sp3-proofs.tex,.tex,3951,8b3fcda0c6c22ae7e96fd47a717dad10fe7d317099defcc3f81587dc58ece6c2,1,pre-thesis/sections/source-snapshot/appendices/05-sp3-proofs.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex,.tex,4783,4110eff9c0b63969494da7987b028ce98feb18a14a1de5278b783cca89de5991,1,pre-thesis/sections/source-snapshot/appendices/06-sp4-proofs.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/appendices/07-sp6-proofs.tex,.tex,8746,e58c72ceee92012315480659cc13c869999a8d09199fd5fe43ae490b3b5682ba,1,pre-thesis/sections/source-snapshot/appendices/07-sp6-proofs.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/appendices/08-sp7-proofs.tex,.tex,3049,c1aef1440eb6d254bc9ea726c80c93fee01e9c73b234ff78d3fd3373f4feebfc,1,pre-thesis/sections/source-snapshot/appendices/08-sp7-proofs.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/appendices/09-sp8-proofs.tex,.tex,2471,f73d6cd62985502ad4f5474bf83159d051f5a963b0cca51e68f75fa2576d1073,1,pre-thesis/sections/source-snapshot/appendices/09-sp8-proofs.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/frontmatter/00-cover.tex,.tex,288,e99bf1d9044bd6948acf5106cb02126f53415c1c452643413f17831bb2923f4e,1,pre-thesis/sections/source-snapshot/frontmatter/00-cover.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/frontmatter/01-summary.tex,.tex,2020,008c6e9c9413a48c80a7d6f288b9345fa6f75e3d14cbcc1429132b00bf895c7c,1,pre-thesis/sections/source-snapshot/frontmatter/01-summary.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/frontmatter/02-abstract.tex,.tex,1978,f5e0f6393d8c1749c076c1a8c97b788135ffbd989f1a94d0b14b462cd98b0d0a,1,pre-thesis/sections/source-snapshot/frontmatter/02-abstract.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/frontmatter/03-contents.tex,.tex,118,f8ffe1294af51a9497c0fef712b5a67ba196e63ceab235446729ce788dbc3037,1,pre-thesis/sections/source-snapshot/frontmatter/03-contents.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/frontmatter/04-nomenclature.tex,.tex,5762,f98e7fffdfb25f7118a0dae47984a09952a15f947344a2970af08f9c0e9310f9,1,pre-thesis/sections/source-snapshot/frontmatter/04-nomenclature.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,.tex,5007,8670a289118cec19f679d0f617671c963e4e5fcf564c5a6a362c7016c7dfc329,1,pre-thesis/sections/source-snapshot/mainmatter/01-introduction.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,.tex,2566,4cd223f90cfa4c3bfb21b87f327633711c5613fa95ac4cc1e3cc55b9e50af44f,1,pre-thesis/sections/source-snapshot/mainmatter/02-objectives.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,.tex,4952,84193584203054fab950c72ac73e79b663e12a6e2b20b9137058a8c02e215ea5,1,pre-thesis/sections/source-snapshot/mainmatter/03-hypotheses.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/04-methodology.tex,.tex,24316,a085541f1a3d76681c2f5dba07be341eb74857d8fe4731b150f7d98e6d3ecdbd,1,pre-thesis/sections/source-snapshot/mainmatter/04-methodology.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,.tex,42609,f22cfd60a5857930585c2690a8444abc5a352699b41ac66f828d6844a8587a87,1,pre-thesis/sections/source-snapshot/mainmatter/05-theoretical-framework.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/aws-industrial2.tex,.tex,2666,c8d81f3f483d1200081fd01d3a98d7ad5578639bbcb02e84c1fa50246ab8e494,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/aws-industrial2.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex,.tex,12004,c90b4cbda5ce4c8d7b72218e850bd6679db4072f217063807ecda8890ccffe82,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/cargo-e2e.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/index.tex,.tex,5567,7b0fa22d4e7d0806dd3ea4149b3fd8dc0374eccd8ca18658093541d8f721155f,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/index.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex,.tex,19271,918fe1fe5aa4e891462ceb936c19d8c2235be2c3dc99e5b11e0b11daffe2cc40,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp0.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,.tex,22793,45d88517bbfe4188f39794ffb4b4bb2140fe7f52f041dcddbd383b3473f52c89,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp1.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,.tex,18974,6ad82f78f6805d7c40f2c3887b47ac2ae9d1037fc0b78568e371b653c8fb4b5d,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp2.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,.tex,23185,d97dc785296261bcd46b97b8ba2cf44a25bc41bafff318e4c6f98e8265d604a2,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp3.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex,.tex,17783,cff7b8f6478cf3feb3660e59e956a026d6e5b22f31db4349bc69a76e4dfbfe45,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp4.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex,.tex,16808,66798e508eed889c6bfde77779463567bc70986f0d2e3f7dd53d87ce8c5dd059,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp5.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,.tex,15702,1997628abd8915b1e4dd6e80a46bb1c7693fb7621f5fcee6790fbeb33db0e959,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp6.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,.tex,15429,f8495d22ca3685e2a17e12d1541d7a29eac40f556bc4cda6a73bdbd1eae07669,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp7.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex,.tex,12482,31fbbe4918efdfc4e70319b604c119b68e02e381657f8fba603f201c09cdc629,1,pre-thesis/sections/source-snapshot/mainmatter/06-results-and-analysis/sp8.tex,INCLUDED_TEXT_EXTRACTION
snapshot,pre-thesis/sections/source-snapshot/mainmatter/07-conclusions.tex,.tex,8768,32951d15c9def0547738be2a5805d13fd2f566663bf104b3e5441e63ab7aee2e,1,pre-thesis/sections/source-snapshot/mainmatter/07-conclusions.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/$build/main.pdf,.pdf,1921109,0e435b3380cc386afe427beaade6c93e3ecbfc7d897433c0fb77880ba29854c6,1,legacy/_thesis_coppelia_snapshot_20260717/$build/main.pdf,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/build/main.pdf,.pdf,2019637,60127b1590289e7343cc739620da02758ce46231c3be2955c5698af88c7799d7,1,legacy/_thesis_coppelia_snapshot_20260717/build/main.pdf,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/build-claude/main.pdf,.pdf,1263045,39fe3b07cc439a4c44a67db8afcca5fd38307c62b93349615472998a35b417e1,1,legacy/_thesis_coppelia_snapshot_20260717/build-claude/main.pdf,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/build-claude-2/main.pdf,.pdf,8467,b5d27955f407fdf9927e2714f8f177184932e6041f24e113206440417f85b60c,1,legacy/_thesis_coppelia_snapshot_20260717/build-claude-2/main.pdf,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/build-claude-3/main.pdf,.pdf,1198802,3d5451b142e4c08dbd6bcede93445cb2c0573855b42870005a970a90aed12612,1,legacy/_thesis_coppelia_snapshot_20260717/build-claude-3/main.pdf,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/build-claude-4/main.pdf,.pdf,2072125,9b2479c2e915cc6638a54f7749039eb6f7b2a7e686e2a15878155a51d085fd68,1,legacy/_thesis_coppelia_snapshot_20260717/build-claude-4/main.pdf,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/build-claude-final/main.pdf,.pdf,2006496,5524d8adf978ed33dde844ce4553aa18b83f370f61efd78568126988df3c6ec6,1,legacy/_thesis_coppelia_snapshot_20260717/build-claude-final/main.pdf,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/build-final/main.pdf,.pdf,1747874,27196ff5dc33cd8b346bd23586f5531ddf4b862a95a1b9f6112bbed57fea0279,1,legacy/_thesis_coppelia_snapshot_20260717/build-final/main.pdf,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/config/math-commands.tex,.tex,535,6864fa8e1584384c3f78cf963119f93f0531bc42a6bf57377a825e21f002e614,1,legacy/_thesis_coppelia_snapshot_20260717/config/math-commands.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/config/metadata.tex,.tex,441,455ec47e8ff69e1581a0688fd5917676e25f238b288b048b29310a5b9cbafbe2,1,legacy/_thesis_coppelia_snapshot_20260717/config/metadata.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/generated/aws-industrial2-results.tex,.tex,2219,372c3ba398d7cb61cdf591948ed549eb502f2273668a26a933efe2baece08f95,1,legacy/_thesis_coppelia_snapshot_20260717/generated/aws-industrial2-results.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/generated/literature-coverage.tex,.tex,782,10225434851e6eb5d40b1c3011e0f4a60547ebd5f56f3218911eb9adc4666fe5,1,legacy/_thesis_coppelia_snapshot_20260717/generated/literature-coverage.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/main.tex,.tex,1582,389d982682673a75c9b3998a02233e4884609ae73337f50d4485052f3f0948ad,1,legacy/_thesis_coppelia_snapshot_20260717/main.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/README.md,.md,882,37425b6f2babbbb129b6602ca4138eeb65a166f03426231a041a9026ace6335f,1,legacy/_thesis_coppelia_snapshot_20260717/README.md,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/01-reproducibility.tex,.tex,6102,fc119aef75ebed400369f7315b906ffe64501e92f19ba22ccfd65c9cf3525678,1,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/01-reproducibility.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/02-sp0-proofs.tex,.tex,5498,ac74a5d28f414eff28533fc95aa360cc822b1b8c98202e6da8e260965a2c567e,1,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/02-sp0-proofs.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/03-sp1-proofs.tex,.tex,6692,67d19dfdc0fd61e1b7b14362d21da6b623cc6e9ada7d77d5e282d723b7081403,1,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/03-sp1-proofs.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/04-sp2-proofs.tex,.tex,2061,9c94d6f77dae6156085514001f105eb2c7037a0816848b92936432dad2f4310b,1,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/04-sp2-proofs.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/05-sp3-proofs.tex,.tex,2977,dfb4e9abb135740da7b1c22cc6c0848eac86ba6f4dbc298cfacb39276d8d92eb,1,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/05-sp3-proofs.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/06-sp4-proofs.tex,.tex,4179,d1935b764debcf4e858e8ccd5b1a3f4465fcacfc8aa9082ed7e1ee8da728ead9,1,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/06-sp4-proofs.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/07-sp6-proofs.tex,.tex,8649,6bcc76b5727dd0aea55951826f28675b823174b278d4b1e47ff3ae68c5d7dae8,1,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/07-sp6-proofs.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/08-sp7-proofs.tex,.tex,5703,61527f64b50d07ef4430c31b350614d9dc8b547283728e3dcc4ed32709ff7c90,1,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/08-sp7-proofs.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/09-sp8-proofs.tex,.tex,3044,9ee2f911266a95ff27dd19b3ac3d0c10c79ea82fd672e9ceb43bdb2f41063f0e,1,legacy/_thesis_coppelia_snapshot_20260717/sections/appendices/09-sp8-proofs.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/frontmatter/00-cover.tex,.tex,284,4657e862afc4c6217e90e40aa3a6e9355de2960b15db97e9e17feb421fb662e3,1,legacy/_thesis_coppelia_snapshot_20260717/sections/frontmatter/00-cover.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/frontmatter/01-summary.tex,.tex,2370,3115958a08d5d964ea019d1108e629af8ae812dfc41bf458213280d4edb0a848,1,legacy/_thesis_coppelia_snapshot_20260717/sections/frontmatter/01-summary.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/frontmatter/02-abstract.tex,.tex,2293,0b37a58e84b97d19e9bb81da04bb1ac70eb1c8793300cb48f1e918660a956e81,1,legacy/_thesis_coppelia_snapshot_20260717/sections/frontmatter/02-abstract.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/frontmatter/03-contents.tex,.tex,118,f8ffe1294af51a9497c0fef712b5a67ba196e63ceab235446729ce788dbc3037,1,legacy/_thesis_coppelia_snapshot_20260717/sections/frontmatter/03-contents.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/frontmatter/04-nomenclature.tex,.tex,4701,22791e14d114a1727d01377b42f7996fdb2b659aff570937102629a8fe8fdd4e,1,legacy/_thesis_coppelia_snapshot_20260717/sections/frontmatter/04-nomenclature.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/01-introduction.tex,.tex,7674,42c918a3726f3d93a6d187169077fcba1445c7d69a57559ff3df54acf97c7b86,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/01-introduction.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/02-objectives.tex,.tex,3677,e563f0aa768e5dfd812110ad3c217e36bfcaca20afd465b14970017eb110f785,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/02-objectives.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/03-hypotheses.tex,.tex,4882,fa88c27fd3b7adacaeeac1a853884888c54536ac31062352f1e52e87a2771195,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/03-hypotheses.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/04-methodology.tex,.tex,21525,1fbfaaef9259847af847beef0ffb4cfa24616fb430ece866f6bef3ca07e1d7e6,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/04-methodology.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/05-theoretical-framework.tex,.tex,20203,ee786e5d6aeecc9265252d2d122683ee32640494ff021d8ae724ba0660a60648,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/05-theoretical-framework.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/aws-industrial2.tex,.tex,8752,adae98c92868071adf7c4bebff08c3f2a4d72ba0934a93c23d41136bc60e1a36,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/aws-industrial2.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/cargo-e2e.tex,.tex,8918,7e778c4f3426e7db354c35bed99f738c4d33415cea77e0b19ee5b3082d823ca0,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/cargo-e2e.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/index.tex,.tex,10411,b18387be798aa70fb9537f52066471ac2e37fb164fa3b7c6b353814e88182806,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/index.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp0.tex,.tex,21113,530c899bf30e59bd14965e74a16eb8a5fadd49405b1c6ab4dda33c38f886763f,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp0.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp1.tex,.tex,20576,2f7248af687aced88fc17726f2feb688ccbb2a9f2604fd283fa7929b00c1b718,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp1.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp2.tex,.tex,20872,fa180a0cc24cf3126b4320862fa29161c6c890a9dcdf701dbb16a5aac1a093cd,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp2.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp3.tex,.tex,23652,df76df14259cec6f62d08cb0f0e38a554f260d2a180c01aea1b1f9d53c160065,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp3.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp4.tex,.tex,17759,63177288fa1523cf470e9547a2efd2e34e44dca2bd053ec537afedc6eb30c855,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp4.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp5.tex,.tex,18691,597a58e5aac99e346b2191257f78ad2568b9c568f50158831dae6d8026b78a47,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp5.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp6.tex,.tex,16520,04c1502f7e103230473d67a1f7ab4b90e5fd3bdedde3c06a018b0a4fa900d90d,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp6.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp7.tex,.tex,14886,58fec64efa1cb495823f6644d73a8610e129fb63508bfe7e29beaa2dc6c272a8,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp7.tex,INCLUDED_TEXT_EXTRACTION
legacy_snapshot,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp8.tex,.tex,13314,57828cc15d36b14f38706e7b50d1c90c3b68c58b6457f77e47e6d0ed384b2e43,1,legacy/_thesis_coppelia_snapshot_20260717/sections/mainmatter/06-results-and-analysis/sp8.tex,INCLUDED_TEXT_EXTRACTION
