campaign_id,experiment,world_key,world_seed,scenario,N,K,capacity_cv,pressure,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified,method,feasible,distance_cost,runtime_ms,messages,bytes,utility_messages,value_messages,utility_entries,induced_width,profiles_evaluated,method_family,optimality_gap
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.65:p0.85:r0,3893765898,uniform,6,2,0.65,0.85,OPTIMAL,235.84299383270266,235.84299383270263,0.0,0.02965300000505522,True,True,dpop_exact_small,True,235.84299383270263,3.3971999946516007,10.0,2944.0,5.0,5.0,363.0,5.0,729.0,EXACT_DISTRIBUTED,-1.2051114586242576e-16
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.65:p0.85:r0,3893765898,uniform,6,2,0.65,0.85,OPTIMAL,235.84299383270266,235.84299383270263,0.0,0.02965300000505522,True,True,milp_highs,True,235.84299383270266,29.65300000505522,,,,,,,,CENTRAL_ORACLE,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.65:p0.85:r0,3893765898,uniform,6,2,0.65,0.85,OPTIMAL,235.84299383270266,235.84299383270263,0.0,0.02965300000505522,True,True,geo_qpg_u,True,289.7661887314082,1.4555999950971454,47.0,1624.0,,,,,,N4_ATOMIC,0.22864022383025054
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.65:p0.85:r0,3893765898,uniform,6,2,0.65,0.85,OPTIMAL,235.84299383270266,235.84299383270263,0.0,0.02965300000505522,True,True,geo_qpg_p,True,240.87814271309364,7.0087000203784555,156.0,5940.0,,,,,,N4_ATOMIC,0.021349580068351342
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.65:p0.85:r0,3893765898,uniform,6,2,0.65,0.85,OPTIMAL,235.84299383270266,235.84299383270263,0.0,0.02965300000505522,True,True,geo_qpg_c3,True,240.87814271309364,26.690300001064315,316.0,12340.0,,,,,,N4_ATOMIC,0.021349580068351342
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:uniform:cv0.65:p0.85:r0,3893765898,uniform,6,2,0.65,0.85,OPTIMAL,235.84299383270266,235.84299383270263,0.0,0.02965300000505522,True,True,geo_qpg_d,True,235.84299383270266,6.2926999817136675,166.0,5864.0,,,,,,N4_ATOMIC,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:corridor:cv0.65:p0.85:r0,3436275234,corridor,6,2,0.65,0.85,OPTIMAL,110.45259179242503,110.45259179242501,0.0,0.0077705000003334135,True,True,dpop_exact_small,True,110.45259179242501,4.121100006159395,10.0,2944.0,5.0,5.0,363.0,5.0,729.0,EXACT_DISTRIBUTED,-1.2866021959818422e-16
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:corridor:cv0.65:p0.85:r0,3436275234,corridor,6,2,0.65,0.85,OPTIMAL,110.45259179242503,110.45259179242501,0.0,0.0077705000003334135,True,True,milp_highs,True,110.45259179242503,7.7705000003334135,,,,,,,,CENTRAL_ORACLE,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:corridor:cv0.65:p0.85:r0,3436275234,corridor,6,2,0.65,0.85,OPTIMAL,110.45259179242503,110.45259179242501,0.0,0.0077705000003334135,True,True,geo_qpg_u,True,136.58380303974286,1.44749999162741,49.0,1708.0,,,,,,N4_ATOMIC,0.23658305181671568
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:corridor:cv0.65:p0.85:r0,3436275234,corridor,6,2,0.65,0.85,OPTIMAL,110.45259179242503,110.45259179242501,0.0,0.0077705000003334135,True,True,geo_qpg_p,True,136.58380303974286,3.237100027035922,77.0,2828.0,,,,,,N4_ATOMIC,0.23658305181671568
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:corridor:cv0.65:p0.85:r0,3436275234,corridor,6,2,0.65,0.85,OPTIMAL,110.45259179242503,110.45259179242501,0.0,0.0077705000003334135,True,True,geo_qpg_c3,True,110.45259179242503,13.844800007063895,210.0,8160.0,,,,,,N4_ATOMIC,0.0
SP1_N4_DISTRIBUTED_FAMILY_v2_SMOKE,E5_DPOP_SMALL,E5_DPOP:N6:K2:corridor:cv0.65:p0.85:r0,3436275234,corridor,6,2,0.65,0.85,OPTIMAL,110.45259179242503,110.45259179242501,0.0,0.0077705000003334135,True,True,geo_qpg_d,True,110.45259179242503,3.844899998512119,132.0,4528.0,,,,,,N4_ATOMIC,0.0
