seed,radius_m,speed_mps,omega_rad_s,feasible,naive_feasible,false_feasible,margin,utilization,limiting_robot,limiting_wheel
63100,0.4,0.0,0.275,1,1,0,0.6304478013901667,0.3695521986098333,r4,right
63100,0.4,0.0,0.30000000000000004,1,1,0,0.596852146971091,0.40314785302890904,r4,right
63100,0.4,0.0,0.325,1,1,0,0.5632564925520153,0.43674350744798474,r4,right
63100,0.4,0.0,0.35000000000000003,1,1,0,0.5296608381329395,0.47033916186706054,r4,right
63100,0.4,0.0,0.375,1,1,0,0.49606518371386377,0.5039348162861362,r4,right
63100,0.4,0.0,0.4,1,1,0,0.462469529294788,0.537530470705212,r4,right
63100,0.4,0.0,0.42500000000000004,1,1,0,0.42887387487571216,0.5711261251242878,r4,right
63100,0.4,0.0,0.45,1,1,0,0.3952782204566365,0.6047217795433635,r4,right
63100,0.4,0.0,0.47500000000000003,1,1,0,0.36168256603756077,0.6383174339624392,r4,right
63100,0.4,0.0,0.5,1,1,0,0.328086911618485,0.671913088381515,r4,right
63100,0.4,0.0,0.525,1,1,0,0.29449125719940916,0.7055087428005908,r4,right
63100,0.4,0.0,0.55,1,1,0,0.2608956027803334,0.7391043972196666,r4,right
63100,0.4,0.0,0.5750000000000001,1,1,0,0.22729994836125766,0.7727000516387423,r4,right
63100,0.4,0.0,0.6000000000000001,1,1,0,0.19370429394218192,0.8062957060578181,r4,right
63100,0.4,0.0,0.625,1,1,0,0.1601086395231064,0.8398913604768936,r4,right
63100,0.4,0.0,0.65,1,1,0,0.12651298510403053,0.8734870148959695,r4,right
63100,0.4,0.0,0.675,1,1,0,0.09291733068495478,0.9070826693150452,r4,right
63100,0.4,0.0,0.7000000000000001,1,1,0,0.05932167626587892,0.9406783237341211,r4,right
63100,0.4,0.0,0.7250000000000001,1,1,0,0.025726021846803282,0.9742739781531967,r4,right
63100,0.4,0.0,0.75,0,1,1,-0.007869632572272467,1.0078696325722725,r4,right
63100,0.4,0.0,0.775,0,1,1,-0.04146528699134833,1.0414652869913483,r4,right
63100,0.4,0.0,0.8,0,1,1,-0.07506094141042396,1.075060941410424,r4,right
63100,0.4,0.0,0.8250000000000001,0,1,1,-0.10865659582949982,1.1086565958294998,r4,right
63100,0.4,0.0,0.8500000000000001,0,1,1,-0.14225225024857568,1.1422522502485757,r4,right
63100,0.4,0.0,0.875,0,1,1,-0.17584790466765132,1.1758479046676513,r4,right
63100,0.4,0.0,0.9,0,1,1,-0.20944355908672696,1.209443559086727,r4,right
63100,0.4,0.0,0.925,0,1,1,-0.24303921350580282,1.2430392135058028,r4,right
63100,0.4,0.0,0.9500000000000001,0,1,1,-0.27663486792487846,1.2766348679248785,r4,right
63100,0.4,0.0,0.9750000000000001,0,1,1,-0.3102305223439543,1.3102305223439543,r4,right
63100,0.4,0.0,1.0,0,1,1,-0.34382617676302996,1.34382617676303,r4,right
63100,0.4,0.0,1.0250000000000001,0,1,1,-0.3774218311821058,1.3774218311821058,r4,right
63100,0.4,0.0,1.05,0,0,0,-0.4110174856011817,1.4110174856011817,r4,right
63100,0.4,0.0,1.075,0,0,0,-0.4446131400202571,1.444613140020257,r4,right
63100,0.4,0.0,1.1,0,0,0,-0.4782087944393332,1.4782087944393332,r4,right
63100,0.4,0.0,1.125,0,0,0,-0.5118044488584086,1.5118044488584086,r4,right
63100,0.4,0.0,1.1500000000000001,0,0,0,-0.5454001032774847,1.5454001032774847,r4,right
63100,0.4,0.0,1.175,0,0,0,-0.5789957576965601,1.57899575769656,r4,right
63100,0.4,0.0,1.2000000000000002,0,0,0,-0.6125914121156362,1.6125914121156362,r4,right
63100,0.4,0.0,1.225,0,0,0,-0.646187066534712,1.646187066534712,r4,right
63100,0.4,0.0,1.25,0,0,0,-0.6797827209537872,1.6797827209537872,r4,right
63100,0.4,0.0,1.2750000000000001,0,0,0,-0.7133783753728635,1.7133783753728635,r4,right
63100,0.4,0.0,1.3,0,0,0,-0.7469740297919389,1.746974029791939,r4,right
