scenario,scenario_label,method,method_label,centralized,mode,seed,world_hash,success,physically_admissible_success,command_infeasible,command_infeasible_fraction,physical_violation,realized_violation_fraction,realized_violation_duration_s,realized_violation_max_duration_s,kinematic_violation,wrench_violation,support_failure,collision,timeout,numerical_failure,termination,failure_mode,time_to_target_s,final_position_error_m,final_yaw_error_rad,final_linear_speed_mps,final_angular_speed_rad_s,minimum_kinematic_margin,minimum_mechanical_margin,minimum_realized_kinematic_margin,minimum_realized_mechanical_margin,governor_intervention_rate,governor_hold_rate,governor_brake_rate,governor_uncontrolled_rate,mean_governor_scale,governor_total_variation,governor_switch_rate,mean_internal_force_ratio,state_estimate_rmse_position_m,state_estimate_rmse_yaw_rad,mean_information_age_s,information_stale_rate,cbf_intervention_mean,requested_linear_effort_m2_s3,requested_yaw_effort_rad2_s3,executed_linear_effort_m2_s3,executed_yaw_effort_rad2_s3,attempted_messages,queued_messages,delivered_messages,bytes,generated_bytes,queued_bytes,delivered_bytes,dropped_bytes,delivery_ratio,recovery_time_s,governor_step
S0,Nominal,port_hamiltonian,Amortiguamiento energético,0,governed,63402,a5ddb60379a176d25b3164ccbfb4cb9bed01d7cfaa749dc075bc7149436111cd,1,0,0,0.0,1,0.038461538461538464,0.2,0.2,1,0,0,0,0,0,target_reached,none,5.0,0.061983095651504,0.0014549888926755905,0.041565444639936035,0.0029023482611909186,0.0007307836249567101,0.5936891776064418,-0.0014242749149120382,0.5966945747588148,0.3076923076923077,0.0,0.11538461538461539,0.0,0.7923076923076924,7.0,0.36,0.10899590689489512,0.07376081530494456,0.013638478142978206,0.19230769230769232,0.0,0.0,6.352413399877823,0.2802594359373174,2.692375126661445,0.12148937854893299,26,26,26,6664,6664,6664,6664,0,1.0,,0.2
S0,Nominal,mpc_central,MPC central,1,governed,63402,a5ddb60379a176d25b3164ccbfb4cb9bed01d7cfaa749dc075bc7149436111cd,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.6000000000000005,0.020977001398955475,9.492851947401348e-05,0.03702653499058742,0.0008030342075380477,0.00501427189481507,0.7219154972259665,0.00757227199649213,0.7250031005326598,0.4166666666666667,0.0,0.125,0.0,0.7083333333333334,4.8,0.43478260869565216,0.08219947070453341,0.0,0.0,0.0,0.0,0.0,3.5518549486319273,0.16229782053295458,2.0317892816888556,0.17701740982450023,24,24,24,6159,6159,6159,6159,0,1.0,,0.2
S0,Nominal,pd,PD,0,governed,63403,9c01b8d781cff012bad1e6fd6c3b302f065d37c22b6a59385bfc187ab2d5fa69,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,5.0,0.04253167920034867,0.0004440222887174272,0.05022087115295436,0.00807255511751527,0.01774215888477282,0.572309893830589,0.015375359769638663,0.5713623408782347,0.19230769230769232,0.0,0.11538461538461539,0.0,0.823076923076923,6.0,0.28,0.11316827361238654,0.074552317061575,0.01374234294408178,0.19230769230769232,0.0,0.0,4.299226127804527,0.17736227789569373,2.68997459347171,0.11275775464641027,26,26,26,6664,6664,6664,6664,0,1.0,,0.2
S0,Nominal,lqi,LQI,0,governed,63403,9c01b8d781cff012bad1e6fd6c3b302f065d37c22b6a59385bfc187ab2d5fa69,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,7.4,0.08252427164558956,0.014211173674761213,0.06121338595808517,0.010367178122247224,0.00799895764291092,0.5608943060686091,0.006992162223380283,0.5599467531162547,0.5,0.0,0.18421052631578946,0.0,0.6263157894736843,10.600000000000001,0.6216216216216216,0.11404083858165046,0.06542722622884307,0.010202837722369481,0.19473684210526318,0.0,0.0,44.048367722736316,1.057740963443466,4.383332602537801,0.10483123774137447,38,38,38,9786,9786,9786,9786,0,1.0,,0.2
S0,Nominal,port_hamiltonian,Amortiguamiento energético,0,governed,63403,9c01b8d781cff012bad1e6fd6c3b302f065d37c22b6a59385bfc187ab2d5fa69,1,0,0,0.0,1,0.038461538461538464,0.2,0.2,1,0,0,0,0,0,target_reached,none,5.0,0.04878088597173985,0.0005744777406175849,0.049754802955573704,0.008350665804702588,0.0017417526482733647,0.5936891776064418,-7.408483954729483e-05,0.5927057010477002,0.2692307692307692,0.0,0.11538461538461539,0.0,0.8153846153846155,7.0,0.36,0.09976958683080082,0.07501101749437544,0.014191585640343417,0.19230769230769232,0.0,0.0,6.37213414132931,0.2834658513297695,2.675402641545382,0.12476870038288776,26,26,26,6666,6666,6666,6666,0,1.0,,0.2
S0,Nominal,mpc_central,MPC central,1,governed,63403,9c01b8d781cff012bad1e6fd6c3b302f065d37c22b6a59385bfc187ab2d5fa69,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.6000000000000005,0.019225996080619645,0.0003211762587493894,0.041272226598905594,0.0005549096396520474,0.0016038233219268783,0.7219154972259665,0.0032908024094780997,0.7211368635568817,0.4166666666666667,0.0,0.125,0.0,0.7083333333333334,4.8,0.43478260869565216,0.08612441298976452,0.0,0.0,0.0,0.0,0.0,3.5280054083415155,0.16125675957588917,2.026451877873926,0.17661669442887762,24,24,24,6169,6169,6169,6169,0,1.0,,0.2
S0,Nominal,pd,PD,0,governed,63404,73967da987cd8864fb36e2ecbfb510939fb7729612fa224326e164296044322c,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.800000000000001,0.05423041924492253,0.0025342506676984122,0.05137240585534033,0.006173655740008149,0.017451859126936475,0.572309893830589,0.01668416831300168,0.5716734735224666,0.2,0.0,0.12,0.0,0.816,6.0,0.2916666666666667,0.10055524153391066,0.07789898877117357,0.01325493102746365,0.19200000000000003,0.0,0.0,4.314313799149426,0.16970471447213198,2.7156951319659277,0.11090745918665104,25,25,25,6427,6427,6427,6427,0,1.0,,0.2
S0,Nominal,lqi,LQI,0,governed,63404,73967da987cd8864fb36e2ecbfb510939fb7729612fa224326e164296044322c,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.4,0.0698679169031625,0.0034111539779835276,0.07836055770483188,0.023476620906064137,0.0045881922533322905,0.5608943060686091,0.002489684175856488,0.5602578857604867,0.6956521739130435,0.0,0.2608695652173913,0.0,0.4782608695652174,7.4,0.7727272727272727,0.09050656421696887,0.08700918578273548,0.012265485590170065,0.19130434782608696,0.0,0.0,44.311208732711464,1.0333191734684404,4.308973507239649,0.1069753548219298,23,23,23,5882,5882,5882,5882,0,1.0,,0.2
S0,Nominal,port_hamiltonian,Amortiguamiento energético,0,governed,63404,73967da987cd8864fb36e2ecbfb510939fb7729612fa224326e164296044322c,1,0,0,0.0,1,0.04,0.2,0.2,1,0,0,0,0,0,target_reached,none,4.800000000000001,0.0620155875382228,0.0022567651253870835,0.04516681997284507,0.004876013229430059,0.001334588757920585,0.5936891776064418,-0.0006907776250655306,0.5929755094337286,0.28,0.0,0.12,0.0,0.8080000000000002,7.0,0.375,0.09211022509153556,0.0784678232964397,0.013502319696842693,0.19200000000000003,0.0,0.0,6.40980686299219,0.268951786756269,2.718438134707591,0.11947521349751,25,25,25,6418,6418,6418,6418,0,1.0,,0.2
S0,Nominal,mpc_central,MPC central,1,governed,63404,73967da987cd8864fb36e2ecbfb510939fb7729612fa224326e164296044322c,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.6000000000000005,0.018510006892929334,1.679654464403768e-06,0.03497638506854369,0.001293139844550441,0.000936310974154142,0.7219154972259665,0.0017890827952620203,0.72154461940323,0.4583333333333333,0.0,0.08333333333333333,0.0,0.6833333333333332,4.4,0.43478260869565216,0.10901588768355919,0.0,0.0,0.0,0.0,0.0,3.5589975906873086,0.17577396986754223,1.6182401501849555,0.17766125645767797,24,24,24,6176,6176,6176,6176,0,1.0,,0.2
S0,Nominal,pd,PD,0,governed,63405,76642abf562a5010bd97885d5ccb12c1b9f4bcccb4e23e531763c3b0ae3469f6,1,0,0,0.0,1,0.04,0.2,0.2,1,0,0,0,0,0,target_reached,none,4.800000000000001,0.05418868412928379,0.0015090626608138535,0.05898143680117202,0.005059872199465694,0.00281875707821877,0.572309893830589,-0.001908438731810902,0.5716901625373283,0.24,0.0,0.12,0.0,0.784,6.0,0.2916666666666667,0.11155962438129102,0.07710070205026884,0.014491590168567381,0.19200000000000003,0.0,0.0,4.239522164572982,0.1752643422123512,2.6254074994631855,0.11034346316402828,25,25,25,6427,6427,6427,6427,0,1.0,,0.2
S0,Nominal,lqi,LQI,0,governed,63405,76642abf562a5010bd97885d5ccb12c1b9f4bcccb4e23e531763c3b0ae3469f6,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.4,0.06700733261943033,0.011583170796980458,0.07977966346883342,0.02490669427863732,0.00737965134591323,0.5608943060686091,0.006300846112216707,0.5602745747753483,0.6956521739130435,0.0,0.2608695652173913,0.0,0.4782608695652174,7.4,0.7727272727272727,0.0921388748933185,0.0873120405696447,0.013682028001641186,0.19130434782608696,0.0,0.0,44.56291515026881,1.0658424329823655,4.368375399048954,0.10460526057651809,23,23,23,5879,5879,5879,5879,0,1.0,,0.2
S0,Nominal,port_hamiltonian,Amortiguamiento energético,0,governed,63405,76642abf562a5010bd97885d5ccb12c1b9f4bcccb4e23e531763c3b0ae3469f6,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.800000000000001,0.06003423931780647,0.0006147769404485359,0.049343673360184456,0.012044447641027875,0.004053351202696565,0.5936891776064418,0.005511135055629168,0.5930746678457989,0.32,0.0,0.12,0.0,0.792,7.0,0.4166666666666667,0.11088346712982275,0.07787797863719434,0.014816429828057422,0.19200000000000003,0.0,0.0,6.428313846070768,0.2840287800018671,2.720106861652055,0.1249868103826294,25,25,25,6427,6427,6427,6427,0,1.0,,0.2
S0,Nominal,mpc_central,MPC central,1,governed,63405,76642abf562a5010bd97885d5ccb12c1b9f4bcccb4e23e531763c3b0ae3469f6,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.6000000000000005,0.01971344442317274,0.00036061484785543385,0.038941708335986674,0.0004489658123390649,0.0032549141921168756,0.7219154972259665,0.0016597208116032602,0.7212093396640438,0.4166666666666667,0.0,0.125,0.0,0.7083333333333334,4.8,0.43478260869565216,0.07768171539131379,0.0,0.0,0.0,0.0,0.0,3.5316055017175674,0.161565280536533,2.023218692166102,0.1765595230784668,24,24,24,6170,6170,6170,6170,0,1.0,,0.2
S0,Nominal,pd,PD,0,governed,63406,e1ad43aa2fd2ce47d2e7475e15bf0406d977672b66352053db4a8e7217d7161f,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.800000000000001,0.05603066186737403,5.489423809734717e-06,0.05274728416431956,0.0020964933372171844,0.00282857353297028,0.572309893830589,0.0017116364205223,0.5725809990328099,0.24,0.0,0.08,0.0,0.8,5.6,0.2916666666666667,0.09916084131723701,0.07924296759274997,0.014048895465153963,0.19200000000000003,0.0,0.0,4.24681223002478,0.173666281007622,2.382562214857186,0.1073068882178269,25,25,25,6424,6424,6424,6424,0,1.0,,0.2
S0,Nominal,lqi,LQI,0,governed,63406,e1ad43aa2fd2ce47d2e7475e15bf0406d977672b66352053db4a8e7217d7161f,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.4,0.060283248117061455,0.0066120789504338084,0.06910896929622037,0.03318880206509256,0.0027586268981508733,0.5608943060686091,0.001710476718221443,0.561204618983719,0.6956521739130435,0.0,0.2608695652173913,0.0,0.4782608695652174,7.4,0.7727272727272727,0.09714799214413007,0.08808879888864793,0.0136309814479622,0.19130434782608696,0.0,0.0,44.38010082009121,1.0488472440251977,4.360491194345307,0.11208681068327825,23,23,23,5886,5886,5886,5886,0,1.0,,0.2
S0,Nominal,port_hamiltonian,Amortiguamiento energético,0,governed,63406,e1ad43aa2fd2ce47d2e7475e15bf0406d977672b66352053db4a8e7217d7161f,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,5.0,0.05821623726244918,0.0007077620082389657,0.05084287982314227,0.003539238429555267,0.004818994769865248,0.5936891776064418,0.003810532997238214,0.5938217949991844,0.3076923076923077,0.0,0.11538461538461539,0.0,0.8076923076923077,7.0,0.4,0.11697559899638973,0.0762226009313702,0.013428087371936449,0.19230769230769232,0.0,0.0,6.391504836328091,0.2698552534001704,2.680767372411607,0.1201529513299182,26,26,26,6674,6674,6674,6674,0,1.0,,0.2
S0,Nominal,mpc_central,MPC central,1,governed,63406,e1ad43aa2fd2ce47d2e7475e15bf0406d977672b66352053db4a8e7217d7161f,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.6000000000000005,0.021236475600786554,0.00017055328073567466,0.03840641939414425,0.0004192019284478862,0.003965395946236239,0.7219154972259665,0.005456755145162306,0.722499601891915,0.4166666666666667,0.0,0.125,0.0,0.7083333333333334,4.8,0.43478260869565216,0.09119184537133641,0.0,0.0,0.0,0.0,0.0,3.553548694804873,0.16072642958094957,2.031424949412319,0.17613146448717526,24,24,24,6165,6165,6165,6165,0,1.0,,0.2
S0,Nominal,pd,PD,0,governed,63407,c9b054bc2e0f7761afe64bb68bb565f4e140f23a6b20245a4802cbc8409e7130,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.800000000000001,0.06105368115971648,7.788430265032176e-05,0.04098905326849557,0.003522113121789062,0.0019455656920864817,0.572309893830589,0.0012933135073768254,0.5703346332892474,0.24,0.0,0.12,0.0,0.784,6.0,0.2916666666666667,0.12631026262147937,0.07470761854268229,0.012748858977080522,0.19200000000000003,0.0,0.0,4.180169300129069,0.17420732578571016,2.600028575602111,0.11042676252715801,25,25,25,6418,6418,6418,6418,0,1.0,,0.2
S0,Nominal,lqi,LQI,0,governed,63407,c9b054bc2e0f7761afe64bb68bb565f4e140f23a6b20245a4802cbc8409e7130,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.4,0.06374057739230692,0.008074915929324078,0.08930307196996755,0.033186418452758645,0.01142005024489201,0.5608943060686091,0.012640962297445046,0.5589190455272675,0.6521739130434783,0.0,0.2608695652173913,0.0,0.4869565217391304,7.4,0.7272727272727273,0.10007854383441586,0.08509934997364557,0.011523230936879358,0.19130434782608696,0.0,0.0,44.01300371404932,1.0381495879970435,4.309474970796242,0.10080034935941268,23,23,23,5894,5894,5894,5894,0,1.0,,0.2
S0,Nominal,port_hamiltonian,Amortiguamiento energético,0,governed,63407,c9b054bc2e0f7761afe64bb68bb565f4e140f23a6b20245a4802cbc8409e7130,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.800000000000001,0.06775691391614379,4.335091427476456e-05,0.025941237582683126,0.004926472033130382,0.0018526111279246749,0.5936891776064418,0.0040843959103028515,0.5917191385977179,0.32,0.0,0.12,0.0,0.792,7.0,0.4166666666666667,0.11754302358697696,0.0754890775239649,0.013009434534947871,0.19200000000000003,0.0,0.0,6.33301362369229,0.2807577430776853,2.695539712619544,0.12550025517081845,25,25,25,6414,6414,6414,6414,0,1.0,,0.2
S0,Nominal,mpc_central,MPC central,1,governed,63407,c9b054bc2e0f7761afe64bb68bb565f4e140f23a6b20245a4802cbc8409e7130,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.6000000000000005,0.01811229039338877,0.0006259771203867004,0.03585472014008085,0.0014037575261220117,0.0024329417635484685,0.7219154972259665,0.00038705822661411204,0.7200940413669337,0.4583333333333333,0.0,0.08333333333333333,0.0,0.6749999999999999,4.4,0.391304347826087,0.10473081303920284,0.0,0.0,0.0,0.0,0.0,3.5601137183642657,0.17932323442757223,1.6168900247306384,0.17932395470516738,24,24,24,6159,6159,6159,6159,0,1.0,,0.2
S0,Nominal,pd,PD,0,governed,63408,0fe61de692c255b139b8c338fbb334248b80a079a469f4c6d1c3dcd79c94d10d,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,5.0,0.052141818868140406,0.0036290287292057855,0.046263721205815025,0.001769958023182782,0.021141869751368003,0.572309893830589,0.01839144143921423,0.5730390870579947,0.19230769230769232,0.0,0.11538461538461539,0.0,0.823076923076923,6.0,0.28,0.10762977498354181,0.0724280011277429,0.013416674856093276,0.19230769230769232,0.0,0.0,4.327351052891451,0.17741143326576106,2.7101566454729333,0.11125720708952225,26,26,26,6680,6680,6680,6680,0,1.0,,0.2
S0,Nominal,lqi,LQI,0,governed,63408,0fe61de692c255b139b8c338fbb334248b80a079a469f4c6d1c3dcd79c94d10d,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.4,0.05668261330152116,0.008050381112341576,0.07058731092864583,0.02126266622922391,0.012312682740907688,0.5608943060686091,0.008484995881319346,0.5616234992960148,0.6956521739130435,0.0,0.2608695652173913,0.0,0.4869565217391304,7.0,0.7272727272727273,0.09874314092570746,0.08400273914601149,0.01277765157655662,0.19130434782608696,0.0,0.0,44.525184293806085,1.0473078510495222,4.331734606904071,0.10314458359310551,23,23,23,5879,5879,5879,5879,0,1.0,,0.2
S0,Nominal,port_hamiltonian,Amortiguamiento energético,0,governed,63408,0fe61de692c255b139b8c338fbb334248b80a079a469f4c6d1c3dcd79c94d10d,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,5.0,0.058824032602947225,0.002301638740220824,0.051262604770809156,0.0014682274964227433,0.007923524862444187,0.5936891776064418,0.00738928836352537,0.5943724866646185,0.3076923076923077,0.0,0.11538461538461539,0.0,0.8,7.0,0.4,0.11409332278152849,0.07262187624182456,0.013927906977854211,0.19230769230769232,0.0,0.0,6.4021425234183456,0.28484910526981033,2.6980470394682405,0.12572489112141208,26,26,26,6683,6683,6683,6683,0,1.0,,0.2
S0,Nominal,mpc_central,MPC central,1,governed,63408,0fe61de692c255b139b8c338fbb334248b80a079a469f4c6d1c3dcd79c94d10d,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.6000000000000005,0.02071888802312039,9.990255071912202e-05,0.03666957601279704,3.602719256794301e-05,0.0067846091614945925,0.7219154972259665,0.00701962062833672,0.7225960267071491,0.4166666666666667,0.0,0.125,0.0,0.7083333333333334,4.8,0.43478260869565216,0.07704985740385552,0.0,0.0,0.0,0.0,0.0,3.5524281208910202,0.16222266014806017,2.0284806671932802,0.17694908229769624,24,24,24,6165,6165,6165,6165,0,1.0,,0.2
S0,Nominal,pd,PD,0,governed,63409,6a0cf9c2e468f2e0a6cbd088ad2b24d7f9d8d55e30ce5d167e8919f02b094770,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.800000000000001,0.050926579709058124,5.5579032101515935e-05,0.05910953384321558,0.0026101796516849267,0.0006206061101440286,0.572309893830589,0.003411772209607311,0.5718395106215372,0.24,0.0,0.08,0.0,0.792,5.6,0.25,0.0994271382611542,0.07635916121509247,0.015150151893696045,0.19200000000000003,0.0,0.0,4.260387291262405,0.1832259085731126,2.3876666305122787,0.1095259903660783,25,25,25,6428,6428,6428,6428,0,1.0,,0.2
S0,Nominal,lqi,LQI,0,governed,63409,6a0cf9c2e468f2e0a6cbd088ad2b24d7f9d8d55e30ce5d167e8919f02b094770,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,6.4,0.08594682955391826,0.012401818028477507,0.018588847992480288,0.007802254329556043,0.020240383922556004,0.5608943060686091,0.023716579304782326,0.5605848571721879,0.5454545454545454,0.0,0.18181818181818182,0.0,0.593939393939394,9.8,0.625,0.10951668985197802,0.07036982098934706,0.011358998417040135,0.19393939393939394,0.0,0.0,44.40024411587649,1.0567197611731998,4.3750818362293655,0.10012392728992354,33,33,33,8484,8484,8484,8484,0,1.0,,0.2
