scenario,scenario_label,method,method_label,centralized,mode,seed,world_hash,success,physically_admissible_success,command_infeasible,command_infeasible_fraction,physical_violation,realized_violation_fraction,realized_violation_duration_s,realized_violation_max_duration_s,kinematic_violation,wrench_violation,support_failure,collision,timeout,numerical_failure,termination,failure_mode,time_to_target_s,final_position_error_m,final_yaw_error_rad,final_linear_speed_mps,final_angular_speed_rad_s,minimum_kinematic_margin,minimum_mechanical_margin,minimum_realized_kinematic_margin,minimum_realized_mechanical_margin,governor_intervention_rate,governor_hold_rate,governor_brake_rate,governor_uncontrolled_rate,mean_governor_scale,governor_total_variation,governor_switch_rate,mean_internal_force_ratio,state_estimate_rmse_position_m,state_estimate_rmse_yaw_rad,mean_information_age_s,information_stale_rate,cbf_intervention_mean,requested_linear_effort_m2_s3,requested_yaw_effort_rad2_s3,executed_linear_effort_m2_s3,executed_yaw_effort_rad2_s3,attempted_messages,queued_messages,delivered_messages,bytes,generated_bytes,queued_bytes,delivered_bytes,dropped_bytes,delivery_ratio,recovery_time_s
S0,Nominal,pd,PD,0,raw,63401,cc29fce72c8fe6983eaaed0adc60212232a5410aba709033081d1d310c610a35,1,0,1,0.22727272727272727,1,0.22727272727272727,1.0,1.0,1,0,0,0,0,0,target_reached,none,4.2,0.04808843740680501,0.0003726542159037116,0.06570912264766925,0.0004981293875846956,-0.7618016433201793,0.5637843067658856,-0.6401957701127523,0.5725110841431449,0.22727272727272727,0.0,0.0,0.0,0.9183731406721943,0.864798425189951,0.2857142857142857,0.12190962632011271,0.09664780750794556,0.019929400858542355,0.19090909090909092,0.0,0.0,3.808072375065323,0.19192463053790548,2.5838012145401072,0.13515336919541757,22,22,22,5646,5646,5646,5646,0,1.0,
S0,Nominal,pd,PD,0,governed,63401,cc29fce72c8fe6983eaaed0adc60212232a5410aba709033081d1d310c610a35,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.800000000000001,0.057636669956915174,0.002162354325048632,0.048573605290681915,0.0012016842394442112,0.017368039025512094,0.572309893830589,0.013058683947007044,0.572511084143145,0.2,0.0,0.12,0.0,0.816,6.0,0.2916666666666667,0.10608205164428884,0.07271440181234941,0.014068861682058374,0.19200000000000003,0.0,0.0,4.320554566221502,0.17798024048181,2.7129239850545526,0.11272558899933591,25,25,25,6422,6422,6422,6422,0,1.0,
S0,Nominal,pid,PID,0,governed,63401,cc29fce72c8fe6983eaaed0adc60212232a5410aba709033081d1d310c610a35,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,5.0,0.059888642398578724,0.006063520257609589,0.057914037363028095,0.002014112449534207,0.011409223731158047,0.6059904896914304,0.00823640035877371,0.6061916800039862,0.19230769230769232,0.0,0.11538461538461539,0.0,0.823076923076923,6.0,0.32,0.11326909942754436,0.07374019737998737,0.013931215709853503,0.19230769230769232,0.0,0.0,3.6355550452711505,0.14283017685949928,2.4291761563986984,0.0940129201600388,26,26,26,6666,6666,6666,6666,0,1.0,
S0,Nominal,lqr,LQR,0,governed,63401,cc29fce72c8fe6983eaaed0adc60212232a5410aba709033081d1d310c610a35,1,0,0,0.0,1,0.045454545454545456,0.2,0.2,1,0,0,0,0,0,target_reached,none,4.2,0.05119382886995011,0.006288128156135109,0.09417861634600073,0.019224827274908256,0.00015116694752237425,0.5463661385218228,-0.0006071092504500442,0.5465673288343785,0.5,0.0,0.22727272727272727,0.0,0.6454545454545454,7.2,0.6190476190476191,0.08864792467074577,0.08001871409543974,0.013791775993149806,0.19090909090909092,0.0,0.0,16.723796871556512,0.4586490255825124,3.935219520387568,0.11157926317130616,22,22,22,5632,5632,5632,5632,0,1.0,
S0,Nominal,lqi,LQI,0,raw,63401,cc29fce72c8fe6983eaaed0adc60212232a5410aba709033081d1d310c610a35,1,0,1,0.38596491228070173,1,0.15789473684210525,1.8,1.2000000000000002,1,0,0,0,0,0,target_reached,none,11.200000000000001,0.02887145801388416,0.010304846131028,0.07102077160636534,0.02499332526530567,-53.620386841232765,-0.10715323667430043,-3.2317806471832666,0.5006333279574364,0.38596491228070173,0.0,0.0,0.0,0.7552368675176342,9.502971671635915,0.5,0.12205664857620455,0.09230350977270108,0.01694533741105231,0.19649122807017547,0.0,0.0,36.314293656882946,1.1371304075134652,12.960082024718943,0.5034834406187872,57,57,57,14688,14688,14688,14688,0,1.0,
S0,Nominal,lqi,LQI,0,governed,63401,cc29fce72c8fe6983eaaed0adc60212232a5410aba709033081d1d310c610a35,1,0,0,0.0,1,0.02631578947368421,0.2,0.2,1,0,0,0,0,0,target_reached,none,7.4,0.0908558403932162,0.010023921331206331,0.007280740538045069,0.010016353832939378,0.0018450846013231548,0.5608943060686091,-0.7162845306264864,0.561095496381165,0.631578947368421,0.0,0.18421052631578946,0.0,0.5526315789473685,11.199999999999998,0.6486486486486487,0.12491807672415238,0.06299956742925862,0.010514703054171941,0.19473684210526318,0.0,0.0,43.95713198540304,1.0546666141443328,4.355367280712716,0.10707545595841389,38,38,38,9786,9786,9786,9786,0,1.0,
S0,Nominal,port_hamiltonian,Amortiguamiento energético,0,raw,63401,cc29fce72c8fe6983eaaed0adc60212232a5410aba709033081d1d310c610a35,1,0,1,0.30434782608695654,1,0.21739130434782608,1.0,1.0,1,0,0,0,0,0,target_reached,none,4.4,0.04101611996336325,0.000906008885839249,0.04723528323191608,0.005855995179430445,-1.043263524814488,0.48197931861653986,-0.7203381020818007,0.5103712570339453,0.30434782608695654,0.0,0.0,0.0,0.9060788197698816,1.2545574293300692,0.3181818181818182,0.14261922078858885,0.09615204631423913,0.020551465323928538,0.19130434782608696,0.0,0.0,5.283698348429585,0.2894253887381723,3.2923779650778,0.19090522375191676,23,23,23,5891,5891,5891,5891,0,1.0,
S0,Nominal,port_hamiltonian,Amortiguamiento energético,0,governed,63401,cc29fce72c8fe6983eaaed0adc60212232a5410aba709033081d1d310c610a35,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.800000000000001,0.0665037982227476,0.0024781429065159344,0.04050741550750159,0.005188049741281475,0.014487559022230534,0.5936891776064418,0.011573152179192081,0.5938955894516156,0.28,0.0,0.12,0.0,0.8080000000000002,7.0,0.375,0.091532898974176,0.0726005854429377,0.014122149677203565,0.19200000000000003,0.0,0.0,6.410162364791747,0.2802201268875973,2.7092561711414005,0.12072439739420601,25,25,25,6421,6421,6421,6421,0,1.0,
S0,Nominal,mpc_central,MPC central,1,raw,63401,cc29fce72c8fe6983eaaed0adc60212232a5410aba709033081d1d310c610a35,1,0,1,0.42105263157894735,1,0.42105263157894735,1.6,1.6,1,0,0,0,0,0,target_reached,none,3.6,0.018668887618479214,9.788525289433636e-05,0.036297133843253844,0.00023562227463021506,-0.7818135977534397,0.7219154972259665,-0.6262448604778834,0.7211937322445277,0.42105263157894735,0.0,0.0,0.0,0.8810736310744076,0.8775481326881467,0.5,0.08979872681292464,0.0,0.0,0.0,0.0,0.0,2.505939396871144,0.19602579613825186,1.7476982536122165,0.16729639193328358,19,19,19,4870,4870,4870,4870,0,1.0,
S0,Nominal,mpc_central,MPC central,1,governed,63401,cc29fce72c8fe6983eaaed0adc60212232a5410aba709033081d1d310c610a35,1,0,0,0.0,1,0.041666666666666664,0.2,0.2,1,0,0,0,0,0,target_reached,none,4.6000000000000005,0.020679248379825238,0.00027977424440006615,0.03672103059244843,0.0005289014374057412,0.002638040862761759,0.7219154972259665,-0.004067383101769018,0.7211937322445277,0.4166666666666667,0.0,0.125,0.0,0.7083333333333334,4.8,0.43478260869565216,0.07704177748429215,0.0,0.0,0.0,0.0,0.0,3.5403696579642316,0.16220035141504724,2.035008105490098,0.17694878785520482,24,24,24,6174,6174,6174,6174,0,1.0,
S0,Nominal,pd,PD,0,raw,63402,a5ddb60379a176d25b3164ccbfb4cb9bed01d7cfaa749dc075bc7149436111cd,1,0,1,0.2727272727272727,1,0.2727272727272727,1.2000000000000002,1.2000000000000002,1,0,0,0,0,0,target_reached,none,4.2,0.05586526447985207,0.0012626130437229932,0.048033806205218174,0.007244206791641249,-0.7638302602618225,0.5664729590929527,-0.6295749806803088,0.5754537787924399,0.2727272727272727,0.0,0.0,0.0,0.9186438150173863,0.8661040435358442,0.3333333333333333,0.11866232756970684,0.09836486004202571,0.01881779717833636,0.19090909090909092,0.0,0.0,3.7510679517291843,0.1901388712659144,2.5497137366231946,0.13364025513506542,22,22,22,5649,5649,5649,5649,0,1.0,
S0,Nominal,pd,PD,0,governed,63402,a5ddb60379a176d25b3164ccbfb4cb9bed01d7cfaa749dc075bc7149436111cd,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.800000000000001,0.05666423056167521,0.0015123980260680625,0.0450816950764297,0.0025746424649398317,0.0047729686832664875,0.572309893830589,0.00724514538207266,0.5754537787924399,0.24,0.0,0.08,0.0,0.8080000000000002,5.6000000000000005,0.2916666666666667,0.0962476830809115,0.07693993147893953,0.01413212413599856,0.19200000000000003,0.0,0.0,4.219807792770449,0.181659616112202,2.396390871769972,0.10692831120825551,25,25,25,6405,6405,6405,6405,0,1.0,
S0,Nominal,pid,PID,0,governed,63402,a5ddb60379a176d25b3164ccbfb4cb9bed01d7cfaa749dc075bc7149436111cd,1,0,0,0.0,1,0.04,0.2,0.2,1,0,0,0,0,0,target_reached,none,4.800000000000001,0.05200523693528118,0.006131281668257493,0.06208546985295635,0.0035540300774325167,0.0018382967521997085,0.6059904896914304,-0.00104386494262787,0.6091444749987123,0.24,0.0,0.08,0.0,0.816,4.4,0.3333333333333333,0.102445611812408,0.07990343145238825,0.01391402626703206,0.19200000000000003,0.0,0.0,3.5761299994332156,0.14130013583535972,2.162516848327838,0.08592777601311864,25,25,25,6423,6423,6423,6423,0,1.0,
S0,Nominal,lqr,LQR,0,governed,63402,a5ddb60379a176d25b3164ccbfb4cb9bed01d7cfaa749dc075bc7149436111cd,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.6000000000000005,0.024434982434773798,0.0024781724701936625,0.07258876234359188,0.012795592196202174,0.006240889307017827,0.5463661385218228,0.0039670783467508075,0.5495832686811546,0.5,0.0,0.20833333333333334,0.0,0.6583333333333333,8.4,0.6086956521739131,0.10694524100043556,0.08014745030554257,0.012876222043375697,0.19166666666666668,0.0,0.0,16.90992022424097,0.45781614512123725,4.099113092445229,0.10849695781075071,24,24,24,6162,6162,6162,6162,0,1.0,
S0,Nominal,lqi,LQI,0,raw,63402,a5ddb60379a176d25b3164ccbfb4cb9bed01d7cfaa749dc075bc7149436111cd,1,0,1,0.4482758620689655,1,0.27586206896551724,1.6,1.2000000000000002,1,0,0,0,0,0,target_reached,none,5.6000000000000005,0.04609100191658799,0.0029551289819220727,0.09501888635488126,0.02707056507552549,-11.0649219101095,-0.10196446838308137,-4.478687258521027,0.5279031887489172,0.4482758620689655,0.0,0.0,0.0,0.7747831392206884,4.217810604237107,0.5357142857142857,0.12399471850353312,0.11949452322231319,0.018197559295273162,0.1931034482758621,0.0,0.0,30.300379012791947,0.7624176486973633,7.184470704120074,0.205793598688906,29,29,29,7483,7483,7483,7483,0,1.0,
S0,Nominal,lqi,LQI,0,governed,63402,a5ddb60379a176d25b3164ccbfb4cb9bed01d7cfaa749dc075bc7149436111cd,1,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,target_reached,none,4.4,0.06233944892706786,0.005728987942343444,0.08136180533549041,0.015875633564743485,0.004489131002190949,0.5608943060686091,0.0033961882904279816,0.5641114362279409,0.6956521739130435,0.0,0.2608695652173913,0.0,0.4782608695652174,7.4,0.7727272727272727,0.10002230940749747,0.08538163613824762,0.013323528258207214,0.19130434782608696,0.0,0.0,44.24864877488015,1.0506662482017266,4.333129183023744,0.10096923058568341,23,23,23,5877,5877,5877,5877,0,1.0,
