seed,dispersion_m,pressure,scalar_feasible,bilateral_feasible,supported_feasible,scalar_false_feasible,bilateral_false_feasible,supported_utilization,wrench_residual,internal_force_ratio,limiting_robot
63210,0.6,0.6,1,1,1,0,0,0.42394498737456576,4.0371746350005693e-17,0.3222695414071414,r2
63210,0.6,0.8,1,1,1,0,0,0.5652599831660868,5.4372614547695544e-17,0.322269541407142,r2
63210,0.6,1.0,1,1,1,0,0,0.7065749789576067,6.055761952500853e-17,0.322269541407134,r2
63210,0.6,1.2,1,1,1,0,0,0.8478899747491315,8.074349270001139e-17,0.3222695414071414,r2
63210,0.8,0.2,1,1,1,0,0,0.13387834590376127,7.065055611250996e-17,0.28329142051110606,r1
63210,0.8,0.4,1,1,1,0,0,0.26775669180752254,1.4130111222501992e-16,0.28329142051110606,r1
63210,0.8,0.6,1,1,1,0,0,0.4016350377112837,4.945538927875697e-16,0.2832914205111061,r1
63210,0.8,0.8,1,1,1,0,0,0.5355133836150451,2.8260222445003984e-16,0.28329142051110606,r1
63210,0.8,1.0,1,1,1,0,0,0.6693917295188063,2.0185873175002846e-16,0.2832914205111061,r1
63210,0.8,1.2,1,1,1,0,0,0.8032700754225675,9.891077855751394e-16,0.2832914205111061,r1
63211,0.2,0.2,1,1,1,0,0,0.21279597256849564,1.8167285857502563e-16,0.3422678061976352,r2
63211,0.2,0.4,1,1,1,0,0,0.4255919451369913,3.6334571715005125e-16,0.3422678061976352,r2
63211,0.2,0.6,1,1,1,0,0,0.6383879177054865,4.642750830250654e-16,0.3422678061976353,r4
63211,0.2,0.8,1,1,1,0,0,0.8511838902739826,7.266914343001025e-16,0.3422678061976352,r2
63211,0.2,1.0,1,1,0,1,1,1.0639798628424775,1.0294795319251452e-15,0.3422678061976352,r2
63211,0.2,1.2,1,1,0,1,1,1.276775835410973,9.285501660501309e-16,0.3422678061976353,r4
63211,0.4,0.2,1,1,1,0,0,0.153416902034876,1.4634758051877063e-16,0.3632673290012935,r2
63211,0.4,0.4,1,1,1,0,0,0.306833804069752,2.9269516103754126e-16,0.3632673290012935,r2
63211,0.4,0.6,1,1,1,0,0,0.4602507061046284,6.964126245375982e-16,0.3632673290012926,r4
63211,0.4,0.8,1,1,1,0,0,0.613667608139504,5.853903220750825e-16,0.3632673290012935,r2
63211,0.4,1.0,1,1,1,0,0,0.7670845101743802,2.0185873175002847e-17,0.3632673290012933,r2
63211,0.4,1.2,1,1,1,0,0,0.9205014122092569,1.3928252490751963e-15,0.3632673290012926,r4
63211,0.6,0.2,1,1,1,0,0,0.13785269607889736,3.027880976250427e-17,0.30151747698088754,r1
63211,0.6,0.4,1,1,1,0,0,0.2757053921577947,6.055761952500853e-17,0.30151747698088754,r1
63211,0.6,0.6,1,1,1,0,0,0.41355808823669243,1.2111523905001707e-16,0.30151747698088777,r1
63211,0.6,0.8,1,1,1,0,0,0.5514107843155894,1.2111523905001707e-16,0.30151747698088754,r1
63211,0.6,1.0,1,1,1,0,0,0.6892634803944879,3.431598439750484e-16,0.3015174769808888,r2
63211,0.6,1.2,1,1,1,0,0,0.8271161764733849,2.4223047810003414e-16,0.30151747698088777,r1
63211,0.8,0.2,1,1,1,0,0,0.13173333536810977,8.074349270001139e-17,0.2662442311811449,r4
63211,0.8,0.4,1,1,1,0,0,0.26346667073621954,1.6148698540002277e-16,0.2662442311811449,r4
63211,0.8,0.6,1,1,1,0,0,0.3952000061043317,1.5139404881252134e-16,0.266244231181146,r4
63211,0.8,0.8,1,1,1,0,0,0.5269333414724391,3.2297397080004555e-16,0.2662442311811449,r4
63211,0.8,1.0,1,1,1,0,0,0.6586666768405286,1.0092936587501423e-16,0.26624423118113916,r4
63211,0.8,1.2,1,1,1,0,0,0.7904000122086634,3.0278809762504267e-16,0.266244231181146,r4
63212,0.2,0.2,1,1,1,0,0,0.21913960902972213,1.5139404881252134e-17,0.45481500108622785,r1
63212,0.2,0.4,1,1,1,0,0,0.43827921805944425,3.027880976250427e-17,0.45481500108622785,r1
63212,0.2,0.6,1,1,1,0,0,0.657418827089166,1.4130111222501992e-16,0.45481500108622763,r2
63212,0.2,0.8,1,1,1,0,0,0.8765584361188885,6.055761952500853e-17,0.45481500108622785,r1
63212,0.2,1.0,1,1,0,1,1,1.0956980451486102,4.037174635000569e-16,0.4548150010862272,r1
63212,0.2,1.2,1,1,0,1,1,1.314837654178332,2.8260222445003984e-16,0.45481500108622763,r2
63212,0.4,0.2,1,1,1,0,0,0.15378733613482534,2.0185873175002847e-17,0.3551690437837546,r2
63212,0.4,0.4,1,1,1,0,0,0.3075746722696507,4.0371746350005693e-17,0.3551690437837546,r2
63212,0.4,0.6,1,1,1,0,0,0.4613620084044757,2.0185873175002847e-17,0.35516904378375536,r2
63212,0.4,0.8,1,1,1,0,0,0.6151493445393014,8.074349270001139e-17,0.3551690437837546,r2
63212,0.4,1.0,1,1,1,0,0,0.7689366806741266,1.1304088978001594e-15,0.3551690437837553,r2
63212,0.4,1.2,1,1,1,0,0,0.9227240168089514,4.0371746350005693e-17,0.35516904378375536,r2
63212,0.6,0.2,1,1,1,0,0,0.1377623534194551,5.0464682937507114e-17,0.29072059246157506,r2
63212,0.6,0.4,1,1,1,0,0,0.2755247068389102,1.0092936587501423e-16,0.29072059246157506,r2
63212,0.6,0.6,1,1,1,0,0,0.413287060258365,1.8167285857502563e-16,0.29072059246157517,r2
63212,0.6,0.8,1,1,1,0,0,0.5510494136778205,2.0185873175002846e-16,0.29072059246157506,r2
63212,0.6,1.0,1,1,1,0,0,0.6888117670972753,2.0185873175002846e-16,0.2907205924615754,r2
63212,0.6,1.2,1,1,1,0,0,0.82657412051673,3.6334571715005125e-16,0.29072059246157517,r2
63212,0.8,0.2,1,1,1,0,0,0.13287987141066093,2.0185873175002847e-17,0.2659734412317971,r3
63212,0.8,0.4,1,1,1,0,0,0.26575974282132186,4.0371746350005693e-17,0.2659734412317971,r3
63212,0.8,0.6,1,1,1,0,0,0.39863961423198324,3.532527805625498e-16,0.26597344123179684,r1
63212,0.8,0.8,1,1,1,0,0,0.5315194856426437,8.074349270001139e-17,0.2659734412317971,r3
63212,0.8,1.0,1,1,1,0,0,0.6643993570533052,1.4130111222501992e-16,0.2659734412317966,r1
63212,0.8,1.2,1,1,1,0,0,0.7972792284639665,7.065055611250996e-16,0.26597344123179684,r1
63213,0.2,0.2,1,1,1,0,0,0.2208412591280097,1.6586483779447685e-17,0.4905089831108811,r1
63213,0.2,0.4,1,1,1,0,0,0.4416825182560194,3.317296755889537e-17,0.4905089831108811,r1
63213,0.2,0.6,1,1,1,0,0,0.6625237773840275,0.0,0.49050898311088226,r2
63213,0.2,0.8,1,1,1,0,0,0.8833650365120388,6.634593511779074e-17,0.4905089831108811,r1
63213,0.2,1.0,1,1,0,1,1,1.1042062956400465,6.055761952500853e-17,0.49050898311088215,r2
63213,0.2,1.2,1,1,0,1,1,1.325047554768055,0.0,0.49050898311088226,r2
63213,0.4,0.2,1,1,1,0,0,0.15300315666846107,3.582992488563005e-16,0.34917166304732966,r1
63213,0.4,0.4,1,1,1,0,0,0.30600631333692213,7.16598497712601e-16,0.34917166304732966,r1
63213,0.4,0.6,1,1,1,0,0,0.4590094700053832,4.239033366750598e-16,0.34917166304733027,r2
63213,0.4,0.8,1,1,1,0,0,0.6120126266738443,1.433196995425202e-15,0.34917166304732966,r1
63213,0.4,1.0,1,1,1,0,0,0.7650157833423061,9.891077855751394e-16,0.3491716630473301,r2
63213,0.4,1.2,1,1,1,0,0,0.9180189400107664,8.478066733501196e-16,0.34917166304733027,r2
63213,0.6,0.2,1,1,1,0,0,0.13902321178699698,5.046468293750712e-18,0.3082524361426997,r1
63213,0.6,0.4,1,1,1,0,0,0.27804642357399395,1.0092936587501423e-17,0.3082524361426997,r1
63213,0.6,0.6,1,1,1,0,0,0.4170696353609722,2.73523577394666e-17,0.30825243614277215,r2
63213,0.6,0.8,1,1,1,0,0,0.5560928471479879,2.0185873175002847e-17,0.3082524361426997,r1
63213,0.6,1.0,1,1,1,0,0,0.6951160589349435,5.47047154789332e-17,0.30825243614274017,r1
63213,0.6,1.2,1,1,1,0,0,0.8341392707219444,5.47047154789332e-17,0.30825243614277215,r2
63213,0.8,0.2,1,1,1,0,0,0.13566443283207302,1.0092936587501423e-17,0.28942989228238086,r1
63213,0.8,0.4,1,1,1,0,0,0.27132886566414605,2.0185873175002847e-17,0.28942989228238086,r1
63213,0.8,0.6,1,1,1,0,0,0.40699329849603194,0.0,0.28942989228237775,r1
63213,0.8,0.8,1,1,1,0,0,0.5426577313282921,4.0371746350005693e-17,0.28942989228238086,r1
63213,0.8,1.0,1,1,1,0,0,0.6783221641600385,4.0371746350005693e-17,0.28942989228236526,r3
63213,0.8,1.2,1,1,1,0,0,0.8139865969920639,0.0,0.28942989228237775,r1
63214,0.2,0.2,1,1,1,0,0,0.21969760133839603,2.0185873175002847e-17,0.45108332175131355,r1
63214,0.2,0.4,1,1,1,0,0,0.43939520267679205,4.0371746350005693e-17,0.45108332175131355,r1
63214,0.2,0.6,1,1,1,0,0,0.6590928040151879,4.037174635000569e-16,0.45108332175131355,r1
63214,0.2,0.8,1,1,1,0,0,0.8787904053535841,8.074349270001139e-17,0.45108332175131355,r1
63214,0.2,1.0,1,1,0,1,1,1.0984880066919798,1.2111523905001707e-16,0.45108332175131405,r2
63214,0.2,1.2,1,1,0,1,1,1.3181856080303758,8.074349270001138e-16,0.45108332175131355,r1
63214,0.4,0.2,1,1,1,0,0,0.14940398345715375,7.569702440626067e-18,0.3128075799217081,r2
63214,0.4,0.4,1,1,1,0,0,0.2988079669143075,1.5139404881252134e-17,0.3128075799217081,r2
63214,0.4,0.6,1,1,1,0,0,0.4482119503714613,3.027880976250427e-17,0.31280757992170755,r2
63214,0.4,0.8,1,1,1,0,0,0.597615933828615,3.027880976250427e-17,0.3128075799217081,r2
63214,0.4,1.0,1,1,1,0,0,0.7470199172857686,1.6148698540002277e-16,0.31280757992170916,r2
63214,0.4,1.2,1,1,1,0,0,0.8964239007429226,6.055761952500853e-17,0.31280757992170755,r2
63214,0.6,0.2,1,1,1,0,0,0.13766117716737808,8.57899609937621e-17,0.2948806878143556,r2
63214,0.6,0.4,1,1,1,0,0,0.27532235433475616,1.715799219875242e-16,0.2948806878143556,r2
63214,0.6,0.6,1,1,1,0,0,0.4129835315021343,8.074349270001139e-17,0.294880687814356,r2
63214,0.6,0.8,1,1,1,0,0,0.5506447086695123,3.431598439750484e-16,0.2948806878143556,r2
63214,0.6,1.0,1,1,1,0,0,0.6883058858368906,2.220446049250313e-16,0.2948806878143572,r2
63214,0.6,1.2,1,1,1,0,0,0.8259670630042686,1.6148698540002277e-16,0.294880687814356,r2
63214,0.8,0.2,1,1,1,0,0,0.13370691480741237,9.083642928751281e-17,0.2761734427616745,r4
63214,0.8,0.4,1,1,1,0,0,0.26741382961482474,1.8167285857502563e-16,0.2761734427616745,r4
63214,0.8,0.6,1,1,1,0,0,0.40112074442223455,2.0185873175002846e-16,0.27617344276167216,r4
63214,0.8,0.8,1,1,1,0,0,0.5348276592296495,3.6334571715005125e-16,0.2761734427616745,r4
63214,0.8,1.0,1,1,1,0,0,0.6685345740370634,1.8167285857502563e-16,0.27617344276167566,r4
63214,0.8,1.2,1,1,1,0,0,0.8022414888444691,4.037174635000569e-16,0.27617344276167216,r4
63215,0.2,0.2,1,1,1,0,0,0.21893904303145226,1.0092936587501423e-17,0.35078225653190026,r3
63215,0.2,0.4,1,1,1,0,0,0.4378780860629045,2.0185873175002847e-17,0.35078225653190026,r3
63215,0.2,0.6,1,1,1,0,0,0.6568171290943563,4.0371746350005693e-17,0.35078225653189987,r2
63215,0.2,0.8,1,1,1,0,0,0.875756172125809,4.0371746350005693e-17,0.35078225653190026,r3
63215,0.2,1.0,1,1,0,1,1,1.0946952151572606,1.4130111222501992e-16,0.3507822565319,r3
63215,0.2,1.2,1,1,0,1,1,1.3136342581887126,8.074349270001139e-17,0.35078225653189987,r2
63215,0.4,0.2,1,1,1,0,0,0.1543104037099759,5.197862342563233e-15,0.3478298397633733,r2
63215,0.4,0.4,1,1,1,0,0,0.3086208074199518,1.0395724685126466e-14,0.3478298397633733,r2
63215,0.4,0.6,1,1,1,0,0,0.46293121112992874,2.2386133351078155e-14,0.3478298397633727,r1
63215,0.4,0.8,1,1,1,0,0,0.6172416148399036,2.0791449370252932e-14,0.3478298397633733,r2
63215,0.4,1.0,1,1,1,0,0,0.7715520185498783,4.8728697844456874e-14,0.3478298397633769,r1
63215,0.4,1.2,1,1,1,0,0,0.9258624222598575,4.477226670215631e-14,0.3478298397633727,r1
63215,0.6,0.2,1,1,1,0,0,0.13550390612356336,4.5418214643756407e-17,0.2688777420633501,r1
63215,0.6,0.4,1,1,1,0,0,0.2710078122471267,9.083642928751281e-17,0.2688777420633501,r1
63215,0.6,0.6,1,1,1,0,0,0.40651171837068983,8.074349270001139e-17,0.26887774206334947,r1
63215,0.6,0.8,1,1,1,0,0,0.5420156244942534,1.8167285857502563e-16,0.2688777420633501,r1
63215,0.6,1.0,1,1,1,0,0,0.6775195306178163,2.8260222445003984e-16,0.2688777420633493,r1
63215,0.6,1.2,1,1,1,0,0,0.8130234367413797,1.6148698540002277e-16,0.26887774206334947,r1
63215,0.8,0.2,1,1,1,0,0,0.13534645627100647,7.569702440626067e-17,0.2852875906396962,r4
63215,0.8,0.4,1,1,1,0,0,0.27069291254201294,1.5139404881252134e-16,0.2852875906396962,r4
63215,0.8,0.6,1,1,1,0,0,0.4060393688130182,2.119516683375299e-16,0.2852875906396945,r3
63215,0.8,0.8,1,1,1,0,0,0.5413858250840259,3.0278809762504267e-16,0.2852875906396962,r4
63215,0.8,1.0,1,1,1,0,0,0.6767322813550304,6.055761952500853e-17,0.285287590639693,r3
63215,0.8,1.2,1,1,1,0,0,0.8120787376260364,4.239033366750598e-16,0.2852875906396945,r3
63216,0.2,0.2,1,1,1,0,0,0.21547791688275433,3.986709952063062e-16,0.44204318713056245,r2
63216,0.2,0.4,1,1,1,0,0,0.43095583376550867,7.973419904126124e-16,0.44204318713056245,r2
63216,0.2,0.6,1,1,1,0,0,0.6464337506482637,1.7965427125752535e-15,0.4420431871305672,r4
63216,0.2,0.8,1,1,1,0,0,0.8619116675310173,1.5946839808252248e-15,0.44204318713056245,r2
63216,0.2,1.0,1,1,0,1,1,1.077389584413772,1.5946839808252248e-15,0.4420431871305627,r2
63216,0.2,1.2,1,1,0,1,1,1.2928675012965274,3.593085425150507e-15,0.4420431871305672,r4
63216,0.4,0.2,1,1,1,0,0,0.15374356103473422,1.5139404881252134e-16,0.3612384488328677,r1
63216,0.4,0.4,1,1,1,0,0,0.30748712206946843,3.0278809762504267e-16,0.3612384488328677,r1
63216,0.4,0.6,1,1,1,0,0,0.46123068310420307,2.55351295663786e-15,0.36123844883286516,r2
63216,0.4,0.8,1,1,1,0,0,0.6149742441389369,6.055761952500853e-16,0.3612384488328677,r1
63216,0.4,1.0,1,1,1,0,0,0.7687178051736704,1.0173680080201435e-14,0.36123844883286876,r2
63216,0.4,1.2,1,1,1,0,0,0.9224613662084061,5.10702591327572e-15,0.36123844883286516,r2
63216,0.6,0.2,1,1,1,0,0,0.13985618186460347,1.9681226345627775e-16,0.31217082236267746,r1
63216,0.6,0.4,1,1,1,0,0,0.27971236372920694,3.936245269125555e-16,0.31217082236267746,r1
63216,0.6,0.6,1,1,1,0,0,0.41956854559380924,5.0868400401007175e-15,0.3121708223626832,r1
63216,0.6,0.8,1,1,1,0,0,0.5594247274584139,7.87249053825111e-16,0.31217082236267746,r1
63216,0.6,1.0,1,1,1,0,0,0.6992809093230239,1.0375538811951463e-14,0.31217082236268046,r2
63216,0.6,1.2,1,1,1,0,0,0.8391370911876185,1.0173680080201435e-14,0.3121708223626832,r1
63216,0.8,0.2,1,1,1,0,0,0.1323223662384932,9.083642928751281e-17,0.25654543624146925,r3
63216,0.8,0.4,1,1,1,0,0,0.2646447324769864,1.8167285857502563e-16,0.25654543624146925,r3
63216,0.8,0.6,1,1,1,0,0,0.3969670987154797,2.4223047810003414e-16,0.25654543624146897,r1
63216,0.8,0.8,1,1,1,0,0,0.5292894649539728,3.6334571715005125e-16,0.25654543624146925,r3
63216,0.8,1.0,1,1,1,0,0,0.6616118311924667,1.2111523905001707e-16,0.2565454362414684,r1
63216,0.8,1.2,1,1,1,0,0,0.7939341974309594,4.844609562000683e-16,0.25654543624146897,r1
63217,0.2,0.2,1,1,1,0,0,0.19534631950917097,1.0092936587501423e-16,0.3617796771505698,r2
63217,0.2,0.4,1,1,1,0,0,0.39069263901834195,2.0185873175002846e-16,0.3617796771505698,r2
63217,0.2,0.6,1,1,1,0,0,0.5860389585275136,1.6148698540002277e-16,0.36177967715057063,r4
63217,0.2,0.8,1,1,1,0,0,0.7813852780366839,4.037174635000569e-16,0.3617796771505698,r2
63217,0.2,1.0,1,1,1,0,0,0.9767315975458554,1.8167285857502563e-16,0.3617796771505699,r4
63217,0.2,1.2,1,1,0,1,1,1.1720779170550273,3.2297397080004555e-16,0.36177967715057063,r4
63217,0.4,0.2,1,1,1,0,0,0.14848483635362422,3.658689512969266e-16,0.29524374442668033,r3
63217,0.4,0.4,1,1,1,0,0,0.29696967270724844,7.317379025938532e-16,0.29524374442668033,r3
63217,0.4,0.6,1,1,1,0,0,0.4454545090608743,8.074349270001139e-17,0.2952437444266813,r4
63217,0.4,0.8,1,1,1,0,0,0.5939393454144969,1.4634758051877063e-15,0.29524374442668033,r3
63217,0.4,1.0,1,1,1,0,0,0.742424181768122,3.6334571715005125e-16,0.2952437444266808,r4
63217,0.4,1.2,1,1,1,0,0,0.8909090181217486,1.6148698540002277e-16,0.2952437444266813,r4
63217,0.6,0.2,1,1,1,0,0,0.13664497521743982,3.7848512203130334e-17,0.2875561740736865,r2
63217,0.6,0.4,1,1,1,0,0,0.27328995043487964,7.569702440626067e-17,0.2875561740736865,r2
63217,0.6,0.6,1,1,1,0,0,0.40993492565231926,6.055761952500853e-17,0.28755617407368633,r2
63217,0.6,0.8,1,1,1,0,0,0.5465799008697593,1.5139404881252134e-16,0.2875561740736865,r2
63217,0.6,1.0,1,1,1,0,0,0.683224876087199,5.046468293750712e-16,0.28755617407368683,r1
63217,0.6,1.2,1,1,1,0,0,0.8198698513046385,1.2111523905001707e-16,0.28755617407368633,r2
63217,0.8,0.2,1,1,1,0,0,0.13185615321713934,5.551115123125783e-17,0.26456208347409965,r3
63217,0.8,0.4,1,1,1,0,0,0.2637123064342787,1.1102230246251565e-16,0.26456208347409965,r3
63217,0.8,0.6,1,1,1,0,0,0.3955684596514183,2.523234146875356e-16,0.2645620834741005,r3
63217,0.8,0.8,1,1,1,0,0,0.5274246128685574,2.220446049250313e-16,0.26456208347409965,r3
63217,0.8,1.0,1,1,1,0,0,0.6592807660856971,4.0371746350005693e-17,0.2645620834741009,r3
63217,0.8,1.2,1,1,1,0,0,0.7911369193028366,5.046468293750712e-16,0.2645620834741005,r3
63218,0.2,0.2,1,1,1,0,0,0.19826547355869706,4.0371746350005693e-17,0.2938468638139774,r2
63218,0.2,0.4,1,1,1,0,0,0.3965309471173941,8.074349270001139e-17,0.2938468638139774,r2
63218,0.2,0.6,1,1,1,0,0,0.5947964206760914,3.835315903250541e-16,0.2938468638139772,r3
63218,0.2,0.8,1,1,1,0,0,0.7930618942347882,1.6148698540002277e-16,0.2938468638139774,r2
63218,0.2,1.0,1,1,1,0,0,0.9913273677934853,2.0185873175002846e-16,0.2938468638139792,r3
63218,0.2,1.2,1,1,0,1,1,1.1895928413521828,7.670631806501082e-16,0.2938468638139772,r3
63218,0.4,0.2,1,1,1,0,0,0.1485422966726968,1.1606877075626636e-16,0.30940465733587424,r4
63218,0.4,0.4,1,1,1,0,0,0.2970845933453936,2.321375415125327e-16,0.30940465733587424,r4
63218,0.4,0.6,1,1,1,0,0,0.4456268900180907,5.24832702550074e-16,0.3094046573358743,r4
63218,0.4,0.8,1,1,1,0,0,0.5941691866907872,4.642750830250654e-16,0.30940465733587424,r4
63218,0.4,1.0,1,1,1,0,0,0.7427114833634844,8.478066733501196e-16,0.30940465733587474,r4
63218,0.4,1.2,1,1,1,0,0,0.8912537800361814,1.049665405100148e-15,0.3094046573358743,r4
63218,0.6,0.2,1,1,1,0,0,0.13884111697029022,8.074349270001139e-17,0.30257535336322716,r2
63218,0.6,0.4,1,1,1,0,0,0.27768223394058045,1.6148698540002277e-16,0.30257535336322716,r2
63218,0.6,0.6,1,1,1,0,0,0.41652335091087106,2.633184073398612e-17,0.30257535336322655,r2
63218,0.6,0.8,1,1,1,0,0,0.5553644678811609,3.2297397080004555e-16,0.30257535336322716,r2
63218,0.6,1.0,1,1,1,0,0,0.6942055848514516,2.220446049250313e-16,0.3025753533632268,r2
63218,0.6,1.2,1,1,1,0,0,0.8330467018217421,5.266368146797224e-17,0.30257535336322655,r2
63218,0.8,0.2,1,1,1,0,0,0.13381257563039634,4.5418214643756407e-17,0.27891145384030613,r3
63218,0.8,0.4,1,1,1,0,0,0.26762515126079267,9.083642928751281e-17,0.27891145384030613,r3
63218,0.8,0.6,1,1,1,0,0,0.4014377268911891,2.220446049250313e-16,0.2789114538403058,r3
63218,0.8,0.8,1,1,1,0,0,0.5352503025215853,1.8167285857502563e-16,0.27891145384030613,r3
63218,0.8,1.0,1,1,1,0,0,0.6690628781519815,3.2297397080004555e-16,0.2789114538403063,r3
63218,0.8,1.2,1,1,1,0,0,0.8028754537823782,4.440892098500626e-16,0.2789114538403058,r3
63219,0.2,0.2,1,1,1,0,0,0.2093803213995607,2.02152407822037e-17,0.40636813915570524,r3
63219,0.2,0.4,1,1,1,0,0,0.4187606427991214,4.04304815644074e-17,0.40636813915570524,r3
63219,0.2,0.6,1,1,1,0,0,0.6281409641986818,2.4223047810003414e-16,0.4063681391557048,r2
63219,0.2,0.8,1,1,1,0,0,0.8375212855982428,8.08609631288148e-17,0.40636813915570524,r3
63219,0.2,1.0,1,1,0,1,1,1.0469016069978037,5.652044489000797e-16,0.4063681391557053,r3
63219,0.2,1.2,1,1,0,1,1,1.2562819283973636,4.844609562000683e-16,0.4063681391557048,r2
63219,0.4,0.2,1,1,1,0,0,0.15026299961487793,4.794144879063176e-16,0.3377260046578974,r2
63219,0.4,0.4,1,1,1,0,0,0.30052599922975587,9.588289758126352e-16,0.3377260046578974,r2
63219,0.4,0.6,1,1,1,0,0,0.4507889988446335,1.1405018343876609e-15,0.33772600465789854,r1
63219,0.4,0.8,1,1,1,0,0,0.6010519984595117,1.9176579516252705e-15,0.3377260046578974,r2
63219,0.4,1.0,1,1,1,0,0,0.7513149980743892,3.75457241055053e-15,0.33772600465789826,r1
63219,0.4,1.2,1,1,1,0,0,0.901577997689267,2.2810036687753218e-15,0.33772600465789854,r1
63219,0.6,0.2,1,1,1,0,0,0.13697328217567137,0.0,0.287174980204611,r1
63219,0.6,0.4,1,1,1,0,0,0.27394656435134274,0.0,0.287174980204611,r1
63219,0.6,0.6,1,1,1,0,0,0.410919846527018,4.0371746350005693e-17,0.2871749802046047,r1
63219,0.6,0.8,1,1,1,0,0,0.5478931287026855,0.0,0.287174980204611,r1
63219,0.6,1.0,1,1,1,0,0,0.6848664108783579,6.055761952500853e-17,0.28717498020460996,r1
63219,0.6,1.2,1,1,1,0,0,0.821839693054036,8.074349270001139e-17,0.2871749802046047,r1
63219,0.8,0.2,1,1,1,0,0,0.13132990765363659,2.0185873175002847e-17,0.2731161991123186,r1
63219,0.8,0.4,1,1,1,0,0,0.26265981530727317,4.0371746350005693e-17,0.2731161991123186,r1
63219,0.8,0.6,1,1,1,0,0,0.39398972296091184,3.027880976250427e-17,0.27311619911231605,r1
63219,0.8,0.8,1,1,1,0,0,0.5253196306145463,8.074349270001139e-17,0.2731161991123186,r1
63219,0.8,1.0,1,1,1,0,0,0.6566495382681847,4.0371746350005693e-17,0.2731161991123171,r1
63219,0.8,1.2,1,1,1,0,0,0.7879794459218237,6.055761952500853e-17,0.27311619911231605,r1
63220,0.2,0.2,1,1,1,0,0,0.19746540698841086,2.0185873175002847e-17,0.2649778293441688,r2
63220,0.2,0.4,1,1,1,0,0,0.3949308139768217,4.0371746350005693e-17,0.2649778293441688,r2
63220,0.2,0.6,1,1,1,0,0,0.5923962209652327,6.055761952500853e-17,0.26497782934416886,r2
63220,0.2,0.8,1,1,1,0,0,0.7898616279536435,8.074349270001139e-17,0.2649778293441688,r2
63220,0.2,1.0,1,1,1,0,0,0.987327034942055,1.2111523905001707e-16,0.26497782934416886,r2
63220,0.2,1.2,1,1,0,1,1,1.1847924419304654,1.2111523905001707e-16,0.26497782934416886,r2
63220,0.4,0.2,1,1,1,0,0,0.15500101757008727,3.835315903250541e-16,0.34951822989065684,r4
63220,0.4,0.4,1,1,1,0,0,0.31000203514017455,7.670631806501082e-16,0.34951822989065684,r4
63220,0.4,0.6,1,1,1,0,0,0.46500305271026293,6.156691318375869e-16,0.3495182298906549,r4
63220,0.4,0.8,1,1,1,0,0,0.6200040702803491,1.5341263613002163e-15,0.34951822989065684,r4
63220,0.4,1.0,1,1,1,0,0,0.775005087850442,1.0900371514501537e-15,0.34951822989065434,r4
63220,0.4,1.2,1,1,1,0,0,0.9300061054205259,1.2313382636751737e-15,0.3495182298906549,r4
63220,0.6,0.2,1,1,1,0,0,0.13936399057316515,1.4089592799509964e-17,0.32657270242405567,r2
63220,0.6,0.4,1,1,1,0,0,0.2787279811463303,2.817918559901993e-17,0.32657270242405567,r2
63220,0.6,0.6,1,1,1,0,0,0.41809197171949486,2.0185873175002847e-17,0.32657270242405473,r2
63220,0.6,0.8,1,1,1,0,0,0.5574559622926606,5.635837119803985e-17,0.32657270242405567,r2
63220,0.6,1.0,1,1,1,0,0,0.696819952865825,4.0371746350005693e-17,0.32657270242405506,r2
63220,0.6,1.2,1,1,1,0,0,0.8361839434389897,4.0371746350005693e-17,0.32657270242405473,r2
63220,0.8,0.2,1,1,1,0,0,0.13319140382761965,3.027880976250427e-17,0.28403685727244943,r3
63220,0.8,0.4,1,1,1,0,0,0.2663828076552393,6.055761952500853e-17,0.28403685727244943,r3
63220,0.8,0.6,1,1,1,0,0,0.39957421148287997,9.083642928751281e-17,0.28403685727248873,r4
63220,0.8,0.8,1,1,1,0,0,0.5327656153104786,1.2111523905001707e-16,0.28403685727244943,r3
63220,0.8,1.0,1,1,1,0,0,0.6659570191380983,3.0278809762504267e-16,0.284036857272473,r3
63220,0.8,1.2,1,1,1,0,0,0.7991484229657599,1.8167285857502563e-16,0.28403685727248873,r4
63221,0.2,0.2,1,1,1,0,0,0.18839319723018724,9.083642928751281e-17,0.3611110519715212,r2
63221,0.2,0.4,1,1,1,0,0,0.3767863944603745,1.8167285857502563e-16,0.3611110519715212,r2
63221,0.2,0.6,1,1,1,0,0,0.565179591690562,1.9176579516252704e-16,0.3611110519715222,r4
63221,0.2,0.8,1,1,1,0,0,0.753572788920749,3.6334571715005125e-16,0.3611110519715212,r2
63221,0.2,1.0,1,1,1,0,0,0.9419659861509367,1.2111523905001707e-16,0.3611110519715222,r2
63221,0.2,1.2,1,1,0,1,1,1.130359183381124,3.835315903250541e-16,0.3611110519715222,r4
63221,0.4,0.2,1,1,1,0,0,0.1578818692011767,3.29786702996609e-15,0.3729179245651796,r2
63221,0.4,0.4,1,1,1,0,0,0.3157637384023534,6.59573405993218e-15,0.3729179245651796,r2
63221,0.4,0.6,1,1,1,0,0,0.4736456076035316,7.145799103951007e-15,0.37291792456517725,r2
63221,0.4,0.8,1,1,1,0,0,0.6315274768047068,1.319146811986436e-14,0.3729179245651796,r2
63221,0.4,1.0,1,1,1,0,0,0.7894093460058829,8.760668957951235e-15,0.3729179245651791,r2
