experiment_id,scenario_generator,scenario_variant_id,communication_profile,seed,method,entity,entity_id,formation_error_m,phase,theta_rad,time_s,wrench_residual_norm,x,y
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,payload,load-01,3.314034447193164,0,-0.3141592653589793,0.0,1.0,-8.197638290194243,-4.389995420453531
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,robot,amr-01,3.314034447193164,0,,0.0,1.0,-10.75840779305135,-4.75132337389091
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,robot,amr-02,3.314034447193164,0,,0.0,1.0,-10.558295184171133,-4.064897890850578
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,robot,amr-03,3.314034447193164,0,,0.0,1.0,-10.056231646387396,-4.888880244694038
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,robot,amr-04,3.314034447193164,0,,0.0,1.0,-8.446173585046592,-4.206583317051598
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,robot,amr-05,3.314034447193164,0,,0.0,1.0,3.4841672812836073,-2.552385320506456
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,robot,amr-06,3.314034447193164,0,,0.0,1.0,5.365168855364409,1.0733225185163175
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,payload,load-01,3.099062528880807,0,-0.3141592653589793,0.54,1.0,-8.197638290194243,-4.389995420453531
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,robot,amr-01,3.099062528880807,0,,0.54,1.0,-10.550062145298373,-4.810585809929469
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,robot,amr-02,3.099062528880807,0,,0.54,1.0,-10.276908810930188,-3.890664274645334
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,robot,amr-03,3.099062528880807,0,,0.54,1.0,-9.863429915601515,-4.611183750909212
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,robot,amr-04,3.099062528880807,0,,0.54,1.0,-8.086341047672883,-4.250013301799226
SP7_MC_communication_robustness_high_power,radius_sweep_balanced_push,radius_sweep_balanced_push_nominal_full_mesh_seed9000,nominal_full_mesh,9000,classic_centralized_global_mpc,robot,amr-05,3.099062528880807,0,,0.54,1.0,3.4841672812836073,-2.552385320506456
