scenario_generator,method,method_label,rank,active_control_messages_mean,assigned_robots_mean,attempted_messages_mean,base_connected_time_ratio_mean,coalition_connected_time_ratio_mean,collision_rate_mean,communication_outage_count_mean,completion_time_s_mean,control_packet_ratio_mean,delay_violation_rate_mean,delivered_messages_mean,direct_clique_time_ratio_mean,disconnected_time_ratio_mean,energy_proxy_wh_mean,final_orientation_error_deg_mean,final_position_error_m_mean,formation_broken_rate_mean,formation_integrity_rate_mean,idle_robots_mean,longest_outage_s_mean,mean_active_link_count_mean,mean_algebraic_connectivity_mean,mean_component_count_mean,mean_largest_component_ratio_mean,mean_link_delay_s_mean,mean_outage_duration_s_mean,method_communication_dependency,method_communication_pattern,method_comparison_group,method_execution_model,method_family,method_ownership,method_scope,method_trainable_parameters,method_training_type,method_tuned_parameters,method_uses_decoder,method_uses_neural_policy,method_variant,min_load_clearance_m_mean,min_mobile_group_clearance_m_mean,min_obstacle_clearance_m_mean,mobile_group_detection_rate_mean,n,network_quality_score_mean,network_severity_mean,obstacle_detection_rate_mean,optimality_gap_vs_reference_mean,packet_delivery_ratio_mean,pickup_success_mean,ranking_rule,relay_success_rate_mean,runtime_ms_mean,score_value_mean,selected_task_load_mean,sensor_coverage_rate_mean,target_reached_mean,temporal_coalition_connected_rate_mean,transport_network_score_mean,transport_success_mean,travel_distance_m_mean
ALL_SCENARIOS,ours_connectivity_wrench_game,Ours connectivity-aware wrench game,1,4227.846153846154,3.6011102299762094,5436.541633624108,0.6563694523652848,0.6838240504834056,0.0,15.423076923076923,41.0601506740682,0.6655403448467817,0.22191296599447907,4800.665344964314,0.37417787301533734,0.3161759495165944,734.6088894168737,0.9328064811853187,3.9316505559565873,0.09511638624072351,0.9048836137592765,2.999206978588422,3.9498651863600314,17.990834697217675,1.6148607408908306,2.8871429294548396,0.6941377579428687,0.14972895610887033,1.6394937961690461,low,local_wrench_residual_plus_link_quality_prices,proposed_model_based_decentralized_low_communication,distributed_wrench_game_with_connectivity_pressure,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,connectivity_aware_wrench_market_game,0.2149304627415772,0.09831639075935425,0.49748678099006116,0.49177704888338547,2522,0.7359526130791454,0.297155863435799,0.7007139000353667,0.04142925502359744,0.8246449954552227,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.3096461774680682,662.077470498568,14.283848646956432,1.0,0.5962454744593761,0.15582870737509913,0.9100089425818753,0.4361890501388295,0.1423473433782712,76.39449377003069
ALL_SCENARIOS,ours_delay_robust_repair,Ours delay-robust local repair,2,4049.6645519429026,3.0,5135.663758921491,0.6211229970585093,0.6411122547117283,0.0,16.31919111816019,41.0601506740682,0.6651643307781459,0.2221678081008379,4562.272799365583,0.40566251033458756,0.3588877452882718,607.1338963597893,2.127233191287706,4.313565274457269,0.18472670992824908,0.8152732900717509,3.6003172085646313,5.2267803330689935,17.232615114650645,1.5651768031382434,2.9629321544873197,0.6772344362517647,0.14970567220692457,1.6515921216731484,low,event_triggered_local_repair_and_relay_selection,proposed_model_based_decentralized_local_low_communication,distributed_local_repair_with_delay_guard,model_based,proposed,decentralized_local,0,model_based_tuning_optional,12,False,False,delay_robust_wrench_repair_guard,0.22098412192511144,0.09493561737083463,0.5471809743420649,0.4846552352462472,2522,0.7180326160140172,0.297155863435799,0.6997210818710558,0.05699263465246417,0.8240747935184952,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.23544974437714075,409.4347115376193,6.183071048750447,1.0,0.5921881585586515,0.15582870737509913,0.8544367017058396,0.4193425987597075,0.1423473433782712,61.42240532724752
ALL_SCENARIOS,reference_full_communication,Reference full-communication controller,3,4291.695479777954,3.7993655828707373,5557.665344964314,0.6749024330571819,0.6758719017328362,0.0,14.264472640761301,41.2934179222839,0.6654616826705713,0.22211381331111593,4893.294607454402,0.35780788634484617,0.3241280982671639,697.1639795062819,4.999881527926668,4.764190807445558,0.41510641144095783,0.5848935885590422,2.8009516256938936,4.973838223632038,18.262533956501933,1.6647402709751444,2.834219717549395,0.7092145854072812,0.1497189312938421,2.123015248999879,high,global_lossless_network,reference_model_based_reference_centralized_high_communication,centralized_reference_full_information,model_based_reference,reference,centralized,0,none,10,False,False,full_information_upper_reference,0.2415388492774894,0.13600667760251878,0.5594256012163057,0.48758563835691493,2522,0.7314142857009522,0.297155863435799,0.7001928006359391,0.0,0.8249815016785719,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.31806401538798995,465.5489398488364,-38.78751312972525,1.0,0.5938892194964271,0.1387787470261697,0.8917222062868037,0.3560444158805063,0.07771609833465504,72.16987158173161
ALL_SCENARIOS,classic_decentralized_sensor_apf,Classic decentralized sensor APF,4,4057.4710547184773,2.3965107057890562,5115.847739888977,0.5903758134093734,0.63065787031569,0.0,20.545598731165743,41.36980967486122,0.6654540812926035,0.22125913819962725,4556.303727200634,0.4935394064150371,0.36934212968430996,505.22190325864443,35.72908012939233,4.781179407116559,0.37374885291709714,0.6262511470829027,4.203806502775575,5.080967486122126,17.265834275397772,1.6107695757387512,2.9489834140415407,0.6694677757717897,0.14960141453965112,1.2655936715368308,low,local_sensing_only_optional_neighbor_beacons,baseline_classic_decentralized_low_communication,distributed_local_sensor_apf,classic,baseline,decentralized,0,none,3,False,False,local_sensor_apf_low_comm,0.6757115293937174,0.28372492457485493,0.48294479784382005,0.47760170607341035,2522,0.712444483898618,0.297155863435799,0.6947306863810145,0.17860267084792503,0.8239935857874743,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.06165657111039871,365.32302398834133,-50.082363946327696,1.0,0.5861661962272124,0.0654242664551943,0.8364519884590077,0.33301933435599407,0.04916732751784298,48.833592720363114
ALL_SCENARIOS,sota_delay_tolerant_consensus,SOTA delay-tolerant consensus,5,4257.640761300555,3.598731165741475,5503.068199841396,0.6373671548528974,0.6648050348423238,0.0,15.366772402854878,41.53636796193497,0.6654435502788283,0.22164322147496837,4849.168120539254,0.3822785023706278,0.3351949651576763,674.0308460016686,6.98574977087422,4.801366499648284,0.4259852572331463,0.5740147427668537,3.001586042823156,5.251189532117367,18.117620260853425,1.656835807762266,2.852698803718764,0.694495658067165,0.1497482762210937,2.281554040420436,medium,neighbor_consensus_packets,baseline_sota_decentralized_medium_communication,distributed_consensus_with_delay_margin,sota,baseline,decentralized,0,none,8,False,False,delay_tolerant_consensus_transport,0.20823363708380202,0.09243795313967575,0.38463141422929115,0.48312132000297414,2522,0.7255586624670172,0.297155863435799,0.6921444831917393,0.11779654198071081,0.8247914881236388,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.2620969510857644,453.5327408414572,-58.443993815136075,1.0,0.5876329015973566,0.05114988104678826,0.8741711238969411,0.3138646635785628,0.024187153053132435,69.43946870323748
ALL_SCENARIOS,sota_centralized_cbf_networked,SOTA centralized CBF networked,6,4263.928628072958,3.598731165741475,5515.612212529738,0.6368159768505239,0.6611520745102671,0.0,15.17208564631245,41.704425059476605,0.6652998720647555,0.2219963622144663,4858.081681205393,0.3825096596757048,0.33884792548973286,619.6121946089303,10.689989818026596,5.442330533746226,0.5058227088625808,0.4941772911374192,3.001586042823156,5.596415543219667,18.14437714073599,1.6593557631382634,2.847704456105421,0.6961382669388811,0.14978202065077822,2.3583996434624526,high,all_robot_payload_traffic_streams,baseline_sota_centralized_high_communication,centralized_cbf_with_networked_state_estimation,sota,baseline,centralized,0,none,7,False,False,networked_cbf_with_global_traffic,0.26810488938453175,0.1641193295474801,0.5339484742181914,0.481214655505049,2522,0.7234223450292401,0.297155863435799,0.6901196817216388,0.1485314881264353,0.82482025073216,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.25786694113081476,434.9329034101017,-70.56744891681322,1.0,0.5856671686133439,0.0535289452815226,0.8668314576408456,0.3023696994856049,0.02696272799365583,63.365448858337395
ALL_SCENARIOS,sota_decentralized_cbba_relay,SOTA decentralized relay/CBBA,7,4260.524980174465,3.598731165741475,5510.490087232355,0.6398374306106265,0.6630671368552482,0.0,15.35725614591594,41.62434575733545,0.6654073835307891,0.22208714326928378,4855.400872323553,0.38273238058278636,0.3369328631447517,654.0406063127092,8.834170253608614,4.86487135973712,0.49037538455510105,0.509624615444899,3.001586042823156,5.416344171292625,18.129893532657295,1.659668215192762,2.8488399952756174,0.6953254481133402,0.14977478721157414,2.2622812633383624,medium,auction_bids_plus_neighbor_relay,baseline_sota_decentralized_medium_communication,distributed_cbba_relay_with_velocity_obstacle_transport,sota,baseline,decentralized,0,none,8,False,False,event_triggered_cbba_relay,0.20102705821368666,0.09718172114236229,0.39960073918057537,0.4816908572138506,2522,0.7245246868048549,0.297155863435799,0.6907935552853113,0.13534081245606414,0.8250244155821187,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.25949516594394856,453.1146568215443,-66.24128546098018,1.0,0.5862422062495809,0.046788263283108644,0.8705502218772673,0.3011018640925392,0.020618556701030927,67.2369812766265
ALL_SCENARIOS,classic_centralized_global_mpc,Classic centralized global comms,8,4327.590800951626,3.598731165741475,5607.056304520222,0.6571115319936334,0.6730085882531595,0.0,15.618160190325138,41.73178429817605,0.6654113434758626,0.22174404458387265,4935.36439333862,0.38530379469181836,0.3269914117468406,612.838354658621,15.304533702690502,4.747565439746062,0.539008387769244,0.4609916122307559,3.001586042823156,4.760293417922283,18.415280004049475,1.6977190562664275,2.8093525908178245,0.7018148660581212,0.1496497485370585,2.0827302153885916,high,all_to_base_low_latency_required,baseline_classic_centralized_high_communication,centralized_controller_with_global_state_stream,classic,baseline,centralized,0,none,4,False,False,global_state_controller_sensitive_to_network,0.21483784740639927,0.11386171624248186,0.45211404746883177,0.4799359531892602,2522,0.7288006306943151,0.297155863435799,0.6882220939047173,0.17515760564764107,0.824734499839563,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.2672701503366123,376.2265910797189,-70.73048633668306,1.0,0.5840790235469888,0.042426645519429027,0.8882025410430762,0.2932610079511909,0.02141157811260904,62.36780023254478
cargo_sensor_degradation,ours_connectivity_wrench_game,Ours connectivity-aware wrench game,1,2213.905154639175,3.0,2946.721649484536,0.5869111647291072,0.660618556701031,0.0,16.185567010309278,37.78701030927835,0.6743799465966671,0.2159526220363451,2555.5670103092784,0.42218030269796003,0.33938144329896913,619.6273590484318,0.0018790811634039539,1.025379380254597,0.1341756655702729,0.8658243344297271,2.0,4.6952164948453605,9.420872998464574,1.3323972219564917,2.455994735687651,0.6883158587409519,0.14805282238675266,1.500208686667793,low,local_wrench_residual_plus_link_quality_prices,proposed_model_based_decentralized_low_communication,distributed_wrench_game_with_connectivity_pressure,model_based,proposed,decentralized,0,model_based_tuning_optional,11,False,False,connectivity_aware_wrench_market_game,0.22881805324661006,nan,0.7518052473813237,0.0,485,0.7154016749926642,0.29472520634920635,0.9038006002430219,0.10275475872779415,0.8273694557906289,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.23843825400307084,214.65230577159673,138.82179616595303,1.0,0.45190030012151094,0.4948453608247423,0.873744242158368,0.6254097774922653,0.46804123711340206,62.79451928375374
cargo_sensor_degradation,ours_delay_robust_repair,Ours delay-robust local repair,2,2212.581443298969,3.0,2946.721649484536,0.5870480368501864,0.6599429699495504,0.0,16.11340206185567,37.78701030927835,0.6736416799273585,0.21676864607128393,2554.3917525773195,0.4222153981136214,0.3400570300504496,619.6273590484318,0.0018790811634039539,1.025379380254597,0.1341756655702729,0.8658243344297271,2.0,4.550845360824742,9.415240184250932,1.3310221886263247,2.460627330554946,0.6874542662864662,0.14817709790195366,1.553451668731326,low,event_triggered_local_repair_and_relay_selection,proposed_model_based_decentralized_local_low_communication,distributed_local_repair_with_delay_guard,model_based,proposed,decentralized_local,0,model_based_tuning_optional,12,False,False,delay_robust_wrench_repair_guard,0.22881805324661006,nan,0.7518052473813237,0.0,485,0.7143418338607972,0.29472520634920635,0.9030800579352893,0.10275475872779415,0.8267668849695186,1.0,"max transport-network score, max transport success/connectivity/sensor coverage, min collisions/outages/messages/runtime",0.23772757183592894,214.4518288632509,138.82179616595303,1.0,0.45154002896764467,0.4948453608247423,0.8700416758060978,0.625261399733804,0.46804123711340206,62.79451928375374
