method,n_worlds,closed_rate,value_ratio_mean,partial_fraction_mean,excess_fraction_mean,objective_gap_mean,runtime_ms_median
milp_q,720,1.0,1.0,0.0,0.0,0.0,4.757949966005981
greedy_q,720,1.0,0.9871456886002304,0.0,0.0,0.14444144722074576,0.5751500721089542
smith_qr,720,1.0,0.9516934605858935,0.0,0.0,0.426412325782377,92.74750004988164
smith_linear_qr,720,1.0,0.944317751195107,0.0,0.0,0.4515374874098077,83.72014993801713
smith_raw_no_excess,720,0.06666666666666667,0.24509269977605566,0.1171875,0.36006944444444444,7.168142350112862,88.68104999419302
smith_raw,720,0.07916666666666666,0.22362359146407426,0.10946180555555556,0.35086805555555556,7.219486357661884,92.17955003259704
