experiment_id,world_id,seed,replicate,n_robots,n_loads,total_demand,target_pressure,demand_pressure,regime,quota_mixture,geometry,min_quota,max_quota,method,stage,closed,completed_loads,completed_value,completed_value_ratio,deficit,normalized_deficit,excess,normalized_excess,partial_robots,partial_robot_fraction,idle_robots,social_cost,objective,objective_gap,iterations,evaluations,runtime_s,converged,residual
PRE_THESIS_SP1_FIGURES_20260908,52c8e7196199e52fed2d,2026071601,1,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_linear_qr,CLOSED,True,2,2.8591310172141213,1.0,0,0.0,0,0.0,0,0.0,4,0.3738417674170854,2.8030547521015583,0.0,252,18022,0.04979909991379827,False,0.005885375199551596
PRE_THESIS_SP1_FIGURES_20260908,52c8e7196199e52fed2d,2026071601,1,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_raw_no_excess,RAW,False,1,1.3882292614547371,0.4855423739228989,0,0.0,1,0.125,0,0.0,3,0.5540360602256552,1.3051238524208888,1.4979308996806695,250,18000,0.04451370006427169,False,0.006257363191309536
PRE_THESIS_SP1_FIGURES_20260908,1d43e1acc3574b6c65eb,2026071602,2,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,milp_q,ORACLE,True,2,2.597563317806517,1.0,0,0.0,0,0.0,0,0.0,4,0.7555918411601883,2.484224541632489,0.0,1,18,0.0034075999865308404,True,
PRE_THESIS_SP1_FIGURES_20260908,1d43e1acc3574b6c65eb,2026071602,2,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,greedy_q,CLOSED,True,2,2.597563317806517,1.0,0,0.0,0,0.0,0,0.0,4,0.8213444598251374,2.4743616488327467,0.009862892799742173,2,21,8.159992285072803e-05,True,
PRE_THESIS_SP1_FIGURES_20260908,1d43e1acc3574b6c65eb,2026071602,2,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_raw,RAW,True,0,0.0,0.0,4,1.0,0,0.0,0,0.0,8,0.0,0.0,2.484224541632489,250,18000,0.044928999966941774,False,1.2034761907066596
PRE_THESIS_SP1_FIGURES_20260908,1d43e1acc3574b6c65eb,2026071602,2,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_qr,CLOSED,True,2,2.597563317806517,1.0,0,0.0,0,0.0,0,0.0,4,0.8213444598251374,2.4743616488327467,0.009862892799742173,252,18021,0.044989499961957335,False,1.2034761907066596
PRE_THESIS_SP1_FIGURES_20260908,1d43e1acc3574b6c65eb,2026071602,2,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_linear_qr,CLOSED,True,2,2.597563317806517,1.0,0,0.0,0,0.0,0,0.0,4,0.8213444598251374,2.4743616488327467,0.009862892799742173,252,18021,0.051503999973647296,False,0.00608691644078272
PRE_THESIS_SP1_FIGURES_20260908,1d43e1acc3574b6c65eb,2026071602,2,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_raw_no_excess,RAW,True,1,1.5390973651958841,0.5925158222882349,1,0.25,0,0.0,0,0.0,5,0.41201832851720077,1.477294615918304,1.0069299257141848,250,18000,0.04563469998538494,False,0.006424157881348511
PRE_THESIS_SP1_FIGURES_20260908,2a1fb4947d5afea6f714,2026071603,3,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,milp_q,ORACLE,True,2,2.473668120167237,1.0,0,0.0,0,0.0,0,0.0,4,0.8005450865369736,2.353586357186691,0.0,1,18,0.00261199998203665,True,
PRE_THESIS_SP1_FIGURES_20260908,2a1fb4947d5afea6f714,2026071603,3,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,greedy_q,CLOSED,True,2,2.473668120167237,1.0,0,0.0,0,0.0,0,0.0,4,0.8005450865369736,2.353586357186691,0.0,2,23,0.00022419996093958616,True,
PRE_THESIS_SP1_FIGURES_20260908,2a1fb4947d5afea6f714,2026071603,3,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_raw,RAW,True,0,0.0,0.0,4,1.0,0,0.0,0,0.0,8,0.0,0.0,2.353586357186691,250,18000,0.05464770004618913,False,0.3156465377898879
PRE_THESIS_SP1_FIGURES_20260908,2a1fb4947d5afea6f714,2026071603,3,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_qr,CLOSED,True,2,2.473668120167237,1.0,0,0.0,0,0.0,0,0.0,4,0.8005450865369736,2.353586357186691,0.0,252,18021,0.05473970004823059,False,0.3156465377898879
PRE_THESIS_SP1_FIGURES_20260908,2a1fb4947d5afea6f714,2026071603,3,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_linear_qr,CLOSED,True,2,2.473668120167237,1.0,0,0.0,0,0.0,0,0.0,4,0.8005450865369736,2.353586357186691,0.0,252,18021,0.049253099830821157,False,0.0056176635125541425
PRE_THESIS_SP1_FIGURES_20260908,2a1fb4947d5afea6f714,2026071603,3,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_raw_no_excess,RAW,False,0,0.0,0.0,2,0.5,0,0.0,2,0.25,6,0.3804284253447804,-0.05706426380171706,2.4106506209884078,250,18000,0.05414469994138926,False,0.0055011764283568985
PRE_THESIS_SP1_FIGURES_20260908,798e8a0ed77448536e12,2026071604,4,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,milp_q,ORACLE,True,2,3.275206263221743,1.0,0,0.0,0,0.0,0,0.0,4,0.4441443127654896,3.2085846163069194,0.0,1,18,0.002256799954921007,True,
PRE_THESIS_SP1_FIGURES_20260908,798e8a0ed77448536e12,2026071604,4,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,greedy_q,CLOSED,True,2,3.275206263221743,1.0,0,0.0,0,0.0,0,0.0,4,0.4441443127654896,3.2085846163069194,0.0,2,22,0.00011619995348155499,True,
PRE_THESIS_SP1_FIGURES_20260908,798e8a0ed77448536e12,2026071604,4,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_raw,RAW,False,1,1.5457596032458574,0.471957940665798,1,0.25,0,0.0,1,0.125,5,0.3111441778902583,1.4990879765623186,1.7094966397446008,250,18000,0.08909600006882101,False,0.005013309491447392
PRE_THESIS_SP1_FIGURES_20260908,798e8a0ed77448536e12,2026071604,4,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_qr,CLOSED,True,2,3.275206263221743,1.0,0,0.0,0,0.0,0,0.0,4,0.4441443127654896,3.2085846163069194,0.0,252,18022,0.08922070008702576,False,0.005013309491447392
PRE_THESIS_SP1_FIGURES_20260908,798e8a0ed77448536e12,2026071604,4,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_linear_qr,CLOSED,True,2,3.275206263221743,1.0,0,0.0,0,0.0,0,0.0,4,0.4441443127654896,3.2085846163069194,0.0,252,18022,0.09621820005122572,False,0.005149520996081396
PRE_THESIS_SP1_FIGURES_20260908,798e8a0ed77448536e12,2026071604,4,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_raw_no_excess,RAW,False,1,1.5457596032458574,0.471957940665798,1,0.25,0,0.0,1,0.125,5,0.3111441778902583,1.4990879765623186,1.7094966397446008,250,18000,0.07815130008384585,False,0.005312244899911217
PRE_THESIS_SP1_FIGURES_20260908,f0a5cde78db11770f871,2026071605,5,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,milp_q,ORACLE,True,4,5.38877312947878,1.0,0,0.0,0,0.0,0,0.0,4,1.0345660893317712,5.233588216079014,0.0,1,36,0.0028632000321522355,True,
PRE_THESIS_SP1_FIGURES_20260908,f0a5cde78db11770f871,2026071605,5,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,greedy_q,CLOSED,True,4,5.38877312947878,1.0,0,0.0,0,0.0,0,0.0,4,1.0519301928349716,5.230983600553534,0.0026046155254801917,4,70,0.0003138999454677105,True,
PRE_THESIS_SP1_FIGURES_20260908,f0a5cde78db11770f871,2026071605,5,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_raw,RAW,True,0,0.0,0.0,4,1.0,0,0.0,0,0.0,8,0.0,0.0,5.233588216079014,250,50000,0.08011580002494156,False,1.2524941903475053
PRE_THESIS_SP1_FIGURES_20260908,f0a5cde78db11770f871,2026071605,5,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_qr,CLOSED,True,4,5.38877312947878,1.0,0,0.0,0,0.0,0,0.0,4,1.0519301928349716,5.230983600553534,0.0026046155254801917,254,50070,0.08038230007514358,False,1.2524941903475053
PRE_THESIS_SP1_FIGURES_20260908,f0a5cde78db11770f871,2026071605,5,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_linear_qr,CLOSED,True,4,5.38877312947878,1.0,0,0.0,0,0.0,0,0.0,4,1.0571197722320753,5.230205163643969,0.0033830524350451086,254,50070,0.07398979994468391,False,1.469266714333014
PRE_THESIS_SP1_FIGURES_20260908,f0a5cde78db11770f871,2026071605,5,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_raw_no_excess,RAW,True,2,2.997266446391802,0.5562057214833439,2,0.5,0,0.0,0,0.0,6,0.4035841349906161,2.9367288261432094,2.296859389935805,250,50000,0.10658969997894019,False,0.013933853577349236
PRE_THESIS_SP1_FIGURES_20260908,d287d71c2287754fc1c9,2026071606,6,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,milp_q,ORACLE,True,4,5.297478873625538,1.0,0,0.0,0,0.0,0,0.0,4,0.7285263733843618,5.188199917617884,0.0,1,36,0.002866599941626191,True,
PRE_THESIS_SP1_FIGURES_20260908,d287d71c2287754fc1c9,2026071606,6,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,greedy_q,CLOSED,True,4,5.297478873625538,1.0,0,0.0,0,0.0,0,0.0,4,0.7320306438884742,5.187674277042267,0.0005256405756171034,4,70,0.0003496999852359295,True,
PRE_THESIS_SP1_FIGURES_20260908,d287d71c2287754fc1c9,2026071606,6,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_raw,RAW,True,0,0.0,0.0,4,1.0,0,0.0,0,0.0,8,0.0,0.0,5.188199917617884,250,50000,0.0853843999793753,False,1.007218475540381
PRE_THESIS_SP1_FIGURES_20260908,d287d71c2287754fc1c9,2026071606,6,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_qr,CLOSED,True,4,5.297478873625538,1.0,0,0.0,0,0.0,0,0.0,4,0.7320306438884742,5.187674277042267,0.0005256405756171034,254,50070,0.08561289997305721,False,1.007218475540381
PRE_THESIS_SP1_FIGURES_20260908,d287d71c2287754fc1c9,2026071606,6,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_linear_qr,CLOSED,True,4,5.297478873625538,1.0,0,0.0,0,0.0,0,0.0,4,0.7320306438884742,5.187674277042267,0.0005256405756171034,254,50070,0.08868670009542257,False,0.005603772839255986
PRE_THESIS_SP1_FIGURES_20260908,d287d71c2287754fc1c9,2026071606,6,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_raw_no_excess,RAW,True,2,3.14386633763549,0.5934646296161369,2,0.5,0,0.0,0,0.0,6,0.18066852894353558,3.1167660582939596,2.0714338593239243,250,50000,0.09373289998620749,False,0.027889357936943783
PRE_THESIS_SP1_FIGURES_20260908,b246e349f9de62c9d26a,2026071607,7,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,milp_q,ORACLE,True,2,2.760735305033859,1.0,0,0.0,0,0.0,0,0.0,4,0.9372147601712253,2.6201530910081754,0.0,1,18,0.0032860999926924706,True,
PRE_THESIS_SP1_FIGURES_20260908,b246e349f9de62c9d26a,2026071607,7,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,greedy_q,CLOSED,True,2,2.760735305033859,1.0,0,0.0,0,0.0,0,0.0,4,0.9372147601712253,2.6201530910081754,0.0,2,23,0.00019869999960064888,True,
PRE_THESIS_SP1_FIGURES_20260908,b246e349f9de62c9d26a,2026071607,7,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_raw,RAW,True,0,0.0,0.0,4,1.0,0,0.0,0,0.0,8,0.0,0.0,2.6201530910081754,250,18000,0.07216870004776865,False,0.9256806902473068
PRE_THESIS_SP1_FIGURES_20260908,b246e349f9de62c9d26a,2026071607,7,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_qr,CLOSED,True,2,2.760735305033859,1.0,0,0.0,0,0.0,0,0.0,4,0.9372147601712253,2.6201530910081754,0.0,252,18021,0.07229630008805543,False,0.9256806902473068
PRE_THESIS_SP1_FIGURES_20260908,b246e349f9de62c9d26a,2026071607,7,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_linear_qr,CLOSED,True,2,2.760735305033859,1.0,0,0.0,0,0.0,0,0.0,4,0.9372147601712253,2.6201530910081754,0.0,252,18021,0.06367159995716065,False,0.006725170879523061
PRE_THESIS_SP1_FIGURES_20260908,b246e349f9de62c9d26a,2026071607,7,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_raw_no_excess,RAW,True,2,2.760735305033859,1.0,0,0.0,0,0.0,0,0.0,4,0.9372147601712253,2.6201530910081754,0.0,250,18000,0.08094840007834136,False,0.007628641862841855
PRE_THESIS_SP1_FIGURES_20260908,06cd8349fa566fd64623,2026071608,8,8,1,4,0.5,0.5,abundance,homogeneous,uniform,4,4,milp_q,ORACLE,True,1,1.6058374849172532,1.0,0,0.0,0,0.0,0,0.0,4,1.338788332775166,1.4050192350009783,0.0,1,9,0.003279400058090687,True,
PRE_THESIS_SP1_FIGURES_20260908,06cd8349fa566fd64623,2026071608,8,8,1,4,0.5,0.5,abundance,homogeneous,uniform,4,4,greedy_q,CLOSED,True,1,1.6058374849172532,1.0,0,0.0,0,0.0,0,0.0,4,1.338788332775166,1.4050192350009783,0.0,1,8,8.729996625334024e-05,True,
PRE_THESIS_SP1_FIGURES_20260908,06cd8349fa566fd64623,2026071608,8,8,1,4,0.5,0.5,abundance,homogeneous,uniform,4,4,smith_raw,RAW,True,1,1.6058374849172532,1.0,0,0.0,0,0.0,0,0.0,4,1.338788332775166,1.4050192350009783,0.0,250,8000,0.06009949999861419,False,0.005442386762724537
PRE_THESIS_SP1_FIGURES_20260908,06cd8349fa566fd64623,2026071608,8,8,1,4,0.5,0.5,abundance,homogeneous,uniform,4,4,smith_qr,CLOSED,True,1,1.6058374849172532,1.0,0,0.0,0,0.0,0,0.0,4,1.338788332775166,1.4050192350009783,0.0,251,8008,0.06019699992612004,False,0.005442386762724537
PRE_THESIS_SP1_FIGURES_20260908,06cd8349fa566fd64623,2026071608,8,8,1,4,0.5,0.5,abundance,homogeneous,uniform,4,4,smith_linear_qr,CLOSED,True,1,1.6058374849172532,1.0,0,0.0,0,0.0,0,0.0,4,1.338788332775166,1.4050192350009783,0.0,251,8008,0.05827580008190125,False,0.005572983577489157
PRE_THESIS_SP1_FIGURES_20260908,06cd8349fa566fd64623,2026071608,8,8,1,4,0.5,0.5,abundance,homogeneous,uniform,4,4,smith_raw_no_excess,RAW,True,1,1.6058374849172532,1.0,0,0.0,0,0.0,0,0.0,4,1.338788332775166,1.4050192350009783,0.0,250,8000,0.06180830008815974,False,0.0054943190846828815
PRE_THESIS_SP1_FIGURES_20260908,26cf9a373585718e5893,2026071609,9,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,milp_q,ORACLE,True,4,5.91363652761798,1.0,0,0.0,0,0.0,0,0.0,4,0.6488525366252809,5.816308647124187,0.0,1,36,0.0035811999114230275,True,
PRE_THESIS_SP1_FIGURES_20260908,26cf9a373585718e5893,2026071609,9,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,greedy_q,CLOSED,True,4,5.91363652761798,1.0,0,0.0,0,0.0,0,0.0,4,0.7295729350740203,5.804200587356877,0.012108059767310664,4,70,0.000269399955868721,True,
PRE_THESIS_SP1_FIGURES_20260908,26cf9a373585718e5893,2026071609,9,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_raw,RAW,True,0,0.0,0.0,4,1.0,0,0.0,0,0.0,8,0.0,0.0,5.816308647124187,250,50000,0.07065570005215704,False,1.0049672124690565
PRE_THESIS_SP1_FIGURES_20260908,26cf9a373585718e5893,2026071609,9,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_qr,CLOSED,True,4,5.91363652761798,1.0,0,0.0,0,0.0,0,0.0,4,0.7295729350740203,5.804200587356877,0.012108059767310664,254,50070,0.07090760010760278,False,1.0049672124690565
PRE_THESIS_SP1_FIGURES_20260908,26cf9a373585718e5893,2026071609,9,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_linear_qr,CLOSED,True,4,5.91363652761798,1.0,0,0.0,0,0.0,0,0.0,4,0.6488525366252809,5.816308647124187,0.0,254,50070,0.07139219995588064,False,0.006495441811319308
PRE_THESIS_SP1_FIGURES_20260908,26cf9a373585718e5893,2026071609,9,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_raw_no_excess,RAW,False,1,1.4214515784535249,0.24036843857667514,2,0.5,1,0.125,0,0.0,5,0.5522219495197707,1.3386182860255593,4.477690361098628,250,50000,0.08625149994622916,False,0.033186275221484776
PRE_THESIS_SP1_FIGURES_20260908,034f48e24d943aa39f47,2026071610,10,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,milp_q,ORACLE,True,4,5.719541139654753,1.0,0,0.0,0,0.0,0,0.0,4,0.5742717724495715,5.6334003737873175,0.0,1,36,0.003689100034534931,True,
PRE_THESIS_SP1_FIGURES_20260908,034f48e24d943aa39f47,2026071610,10,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,greedy_q,CLOSED,True,4,5.719541139654753,1.0,0,0.0,0,0.0,0,0.0,4,0.5742717724495715,5.6334003737873175,0.0,4,70,0.00043430004734545946,True,
PRE_THESIS_SP1_FIGURES_20260908,034f48e24d943aa39f47,2026071610,10,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_raw,RAW,True,0,0.0,0.0,4,1.0,0,0.0,0,0.0,8,0.0,0.0,5.6334003737873175,250,50000,0.08812019997276366,False,1.006247053654687
PRE_THESIS_SP1_FIGURES_20260908,034f48e24d943aa39f47,2026071610,10,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_qr,CLOSED,True,4,5.719541139654753,1.0,0,0.0,0,0.0,0,0.0,4,0.5742717724495715,5.6334003737873175,0.0,254,50070,0.08835349988657981,False,1.006247053654687
PRE_THESIS_SP1_FIGURES_20260908,034f48e24d943aa39f47,2026071610,10,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_linear_qr,CLOSED,True,4,5.719541139654753,1.0,0,0.0,0,0.0,0,0.0,4,0.5742717724495715,5.6334003737873175,0.0,254,50070,0.06966740009374917,False,0.0059103207567030875
PRE_THESIS_SP1_FIGURES_20260908,034f48e24d943aa39f47,2026071610,10,8,4,4,0.5,0.5,abundance,homogeneous,uniform,1,1,smith_raw_no_excess,RAW,True,3,4.139356238944275,0.723721735340842,1,0.25,0,0.0,0,0.0,5,0.28984102411236173,4.095880085327421,1.5375202884598966,250,50000,0.08760249998886138,False,0.006303818345912654
PRE_THESIS_SP1_FIGURES_20260908,7de79531e22d4318d92b,2026071611,11,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,milp_q,ORACLE,True,2,2.9114164991104694,1.0,0,0.0,0,0.0,0,0.0,4,1.2393474649085152,2.725514379374192,0.0,1,18,0.0026227999478578568,True,
PRE_THESIS_SP1_FIGURES_20260908,7de79531e22d4318d92b,2026071611,11,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,greedy_q,CLOSED,True,2,2.9114164991104694,1.0,0,0.0,0,0.0,0,0.0,4,1.2393474649085152,2.725514379374192,0.0,2,22,9.759992826730013e-05,True,
PRE_THESIS_SP1_FIGURES_20260908,7de79531e22d4318d92b,2026071611,11,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_raw,RAW,False,1,1.7088331789032736,0.5869421910006268,1,0.25,0,0.0,1,0.125,5,0.7453647402992921,1.5970284678583797,1.1284859115158123,250,18000,0.07977790001314133,False,0.006079974218898072
PRE_THESIS_SP1_FIGURES_20260908,7de79531e22d4318d92b,2026071611,11,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_qr,CLOSED,True,2,2.9114164991104694,1.0,0,0.0,0,0.0,0,0.0,4,1.2393474649085152,2.725514379374192,0.0,252,18022,0.079869500012137,False,0.006079974218898072
PRE_THESIS_SP1_FIGURES_20260908,7de79531e22d4318d92b,2026071611,11,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_linear_qr,CLOSED,True,2,2.9114164991104694,1.0,0,0.0,0,0.0,0,0.0,4,1.2393474649085152,2.725514379374192,0.0,252,18022,0.06344820000231266,False,0.006167226287014046
PRE_THESIS_SP1_FIGURES_20260908,7de79531e22d4318d92b,2026071611,11,8,2,4,0.5,0.5,abundance,homogeneous,uniform,2,2,smith_raw_no_excess,RAW,False,1,1.7088331789032736,0.5869421910006268,1,0.25,0,0.0,1,0.125,5,0.7453647402992921,1.5970284678583797,1.1284859115158123,250,18000,0.07166090002283454,False,0.006274316553329523
PRE_THESIS_SP1_FIGURES_20260908,8655f7aad22f2eff156a,2026071612,12,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,milp_q,ORACLE,True,2,2.936771793475319,1.0,0,0.0,0,0.0,0,0.0,4,0.9782152113244494,2.7900395117766514,0.0,1,18,0.003079200047068298,True,
PRE_THESIS_SP1_FIGURES_20260908,8655f7aad22f2eff156a,2026071612,12,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,greedy_q,CLOSED,True,2,2.936771793475319,1.0,0,0.0,0,0.0,0,0.0,4,0.9782152113244494,2.7900395117766514,0.0,2,23,0.00020750006660819054,True,
PRE_THESIS_SP1_FIGURES_20260908,8655f7aad22f2eff156a,2026071612,12,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_raw,RAW,True,0,0.0,0.0,4,1.0,0,0.0,0,0.0,8,0.0,0.0,2.7900395117766514,250,18000,0.06788940005935729,False,0.32847143396759865
PRE_THESIS_SP1_FIGURES_20260908,8655f7aad22f2eff156a,2026071612,12,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_qr,CLOSED,True,2,2.936771793475319,1.0,0,0.0,0,0.0,0,0.0,4,0.9782152113244494,2.7900395117766514,0.0,252,18021,0.06800590001512319,False,0.32847143396759865
PRE_THESIS_SP1_FIGURES_20260908,8655f7aad22f2eff156a,2026071612,12,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_linear_qr,CLOSED,True,2,2.936771793475319,1.0,0,0.0,0,0.0,0,0.0,4,0.9782152113244494,2.7900395117766514,0.0,252,18021,0.07811880006920546,False,0.005756373219888951
PRE_THESIS_SP1_FIGURES_20260908,8655f7aad22f2eff156a,2026071612,12,8,2,4,0.5,0.5,abundance,homogeneous,uniform,1,3,smith_raw_no_excess,RAW,True,1,1.3526209263496853,0.4605808763741291,1,0.25,0,0.0,0,0.0,5,0.856035431732759,1.2242156115897715,1.56582390018688,250,18000,0.09650460002012551,False,0.005683531159402459
PRE_THESIS_SP1_FIGURES_20260908,1df36966519df14d66b8,2026071613,13,8,1,4,0.5,0.5,abundance,homogeneous,uniform,4,4,milp_q,ORACLE,True,1,1.4428524526659108,1.0,0,0.0,0,0.0,0,0.0,4,0.7252466300357779,1.334065458160544,0.0,1,9,0.002877500024624169,True,
PRE_THESIS_SP1_FIGURES_20260908,1df36966519df14d66b8,2026071613,13,8,1,4,0.5,0.5,abundance,homogeneous,uniform,4,4,greedy_q,CLOSED,True,1,1.4428524526659108,1.0,0,0.0,0,0.0,0,0.0,4,0.7252466300357779,1.334065458160544,0.0,1,8,8.749996777623892e-05,True,
