case,contacts,quorum,cardinality_pass,rank,wrench_feasible,residual_norm,demand_fx,demand_fy,demand_tau,achieved_fx,achieved_fy,achieved_tau,active_force_max,solver_success,solver_status
cardinality_only_same_face,3,3,True,2,False,1.1990411504661485,0.0,0.0,1.2,-0.047923322683659536,0.0,0.0019169329073451934,0.0479233226836407,True,1
effective_wrench_distributed,4,3,True,3,True,2.5438405243138006e-16,0.0,0.0,1.2,1.1102230246251565e-16,-5.551115123125783e-17,1.1999999999999997,0.49896049896049893,True,3
