check_id,check_family,method_family,method_variant,fitness_id,rounding_id,world_seed,method_seed,N,K,expected_value,observed_value,absolute_error,relative_error,tolerance,passed,runtime_wall,config_hash,git_hash,timestamp_utc
G3_LOG_nonnegative,non_negativity,population,LOG,LIN,QR1,8203,,6,6,0.0,0.0,0.0,0.0,1e-09,True,0.3572999266907573,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_LOG_mass,mass_conservation,population,LOG,LIN,QR1,8203,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.2753000007942319,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_LOG_potential_contract,potential_monotonicity,audit,LOG,,,8203,,6,6,True,"{""applicable"": false, ""violations"": 0}",,,0.0,True,0.007899943739175797,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_PROJ_simplex,simplex,population,PROJ,LIN,QR1,8204,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.34570007119327784,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_PROJ_nonnegative,non_negativity,population,PROJ,LIN,QR1,8204,,6,6,0.0,0.0,0.0,0.0,1e-09,True,0.2753000007942319,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_PROJ_mass,mass_conservation,population,PROJ,LIN,QR1,8204,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.25269994512200356,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_PROJ_potential_contract,potential_monotonicity,audit,PROJ,,,8204,,6,6,True,"{""applicable"": true, ""violations"": 0}",,,0.0,True,0.0073999399319291115,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_IBR_simplex,simplex,population,IBR,LIN,QR1,8205,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.34099991898983717,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_IBR_nonnegative,non_negativity,population,IBR,LIN,QR1,8205,,6,6,0.0,0.0,0.0,0.0,1e-09,True,0.25759998243302107,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_IBR_mass,mass_conservation,population,IBR,LIN,QR1,8205,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.2615000121295452,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_IBR_potential_contract,potential_monotonicity,audit,IBR,,,8205,,6,6,True,"{""applicable"": false, ""violations"": 15}",,,0.0,True,0.0097999582067132,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_GPC_simplex,simplex,population,GPC,LIN,QR1,8206,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.35340001340955496,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_GPC_nonnegative,non_negativity,population,GPC,LIN,QR1,8206,,6,6,0.0,0.0,0.0,0.0,1e-09,True,0.2770000137388706,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_GPC_mass,mass_conservation,population,GPC,LIN,QR1,8206,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.28359994757920504,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_GPC_potential_contract,potential_monotonicity,audit,GPC,,,8206,,6,6,True,"{""applicable"": true, ""violations"": 0}",,,0.0,True,0.010599964298307896,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_HYB_simplex,simplex,population,HYB,LIN,QR1,8207,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.30990003142505884,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_HYB_nonnegative,non_negativity,population,HYB,LIN,QR1,8207,,6,6,0.0,0.0,0.0,0.0,1e-09,True,0.23779994808137417,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_HYB_mass,mass_conservation,population,HYB,LIN,QR1,8207,,6,6,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0002220446049250313,1e-06,True,0.23030000738799572,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G3_HYB_potential_contract,potential_monotonicity,audit,HYB,,,8207,,6,6,True,"{""applicable"": false, ""violations"": 0}",,,0.0,True,0.006100046448409557,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_GRD_no_oracle_access,oracle_leakage,audit,GRD,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.004400033503770828,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_DA_no_oracle_access,oracle_leakage,audit,DA,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.0031999079510569572,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_REP_no_oracle_access,oracle_leakage,audit,REP,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.004600035026669502,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_SMI_no_oracle_access,oracle_leakage,audit,SMI,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.005499925464391708,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_BNN_no_oracle_access,oracle_leakage,audit,BNN,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.004200031980872154,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_LOG_no_oracle_access,oracle_leakage,audit,LOG,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.004300032742321491,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_PROJ_no_oracle_access,oracle_leakage,audit,PROJ,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.005600042641162872,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_IBR_no_oracle_access,oracle_leakage,audit,IBR,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.004500034265220165,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_GPC_no_oracle_access,oracle_leakage,audit,GPC,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.00509992241859436,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_HYB_no_oracle_access,oracle_leakage,audit,HYB,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.004799920134246349,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_IPPO-GNN_no_oracle_access,oracle_leakage,audit,IPPO-GNN,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.006800051778554916,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G4_MAPPO-GNN_no_oracle_access,oracle_leakage,audit,MAPPO-GNN,,,8300,,6,6,True,"{""error"": """", ""fields"": [], ""hungarian_calls"": 0, ""same_output"": true}",,,0.0,True,0.005400041118264198,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_0_j,oracle_correctness,audit,HUN,,,8400,,2,3,0.3422528831623825,0.3422528831623825,0.0,0.0,1e-09,True,0.002700020559132099,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_0_coverage,oracle_correctness,audit,HUN,,,8400,,2,3,2,2,0.0,0.0,0.0,True,0.001400010660290718,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_0_nr,oracle_correctness,audit,HUN,,,8400,,2,3,0.0,0.0,0.0,0.0,1e-09,True,0.00100000761449337,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_1_j,oracle_correctness,audit,HUN,,,8401,,3,3,0.4657902324341179,0.4657902324341179,0.0,0.0,1e-09,True,0.002400018274784088,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_1_coverage,oracle_correctness,audit,HUN,,,8401,,3,3,3,3,0.0,0.0,0.0,True,0.001300009898841381,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_1_nr,oracle_correctness,audit,HUN,,,8401,,3,3,0.0,0.0,0.0,0.0,1e-09,True,0.001100008375942707,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_2_j,oracle_correctness,audit,HUN,,,8402,,4,2,0.39164141153671417,0.39164141153671417,0.0,0.0,1e-09,True,0.002100015990436077,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_2_coverage,oracle_correctness,audit,HUN,,,8402,,4,2,2,2,0.0,0.0,0.0,True,0.001300009898841381,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_2_nr,oracle_correctness,audit,HUN,,,8402,,4,2,0.0,0.0,0.0,0.0,1e-09,True,0.001100008375942707,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_3_j,oracle_correctness,audit,HUN,,,8403,,5,5,1.2169094217079153,1.2169094217079153,0.0,0.0,1e-09,True,0.002500019036233425,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_3_coverage,oracle_correctness,audit,HUN,,,8403,,5,5,5,5,0.0,0.0,0.0,True,0.001300009898841381,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_3_nr,oracle_correctness,audit,HUN,,,8403,,5,5,0.0,0.0,0.0,0.0,1e-09,True,0.00100000761449337,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_4_j,oracle_correctness,audit,HUN,,,8404,,6,4,0.28620106304578113,0.28620106304578113,0.0,0.0,1e-09,True,0.002400018274784088,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_4_coverage,oracle_correctness,audit,HUN,,,8404,,6,4,4,4,0.0,0.0,0.0,True,0.004599918611347675,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G6_case_4_nr,oracle_correctness,audit,HUN,,,8404,,6,4,0.0,0.0,0.0,0.0,1e-09,True,0.00100000761449337,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G5_HUN_runtime_not_lookup_N8,runtime_correctness,audit,HUN,,,8508,,8,8,True,"{""lookup_s"": 2.00001522898674e-07, ""solve_s"": 5.249981768429279e-06}",,,0.0,True,0.008800067007541656,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G5_HUN_runtime_not_lookup_N16,runtime_correctness,audit,HUN,,,8516,,16,16,True,"{""lookup_s"": 1.7500133253633976e-07, ""solve_s"": 7.912458386272192e-06}",,,0.0,True,0.005999929271638393,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
G5_HUN_runtime_not_lookup_N32,runtime_correctness,audit,HUN,,,8532,,32,32,True,"{""lookup_s"": 1.500011421740055e-07, ""solve_s"": 1.7537488020025194e-05}",,,0.0,True,0.006299931555986404,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_000,b0_budget_execution,audit,REP,,,7000,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006399932317435741,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_001,b0_budget_execution,audit,SMI,,,7001,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006200047209858894,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_002,b0_budget_execution,audit,BNN,,,7002,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005700043402612209,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_003,b0_budget_execution,audit,LOG,,,7003,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005600042641162872,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_004,b0_budget_execution,audit,PROJ,,,7004,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.007100054062902927,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_005,b0_budget_execution,audit,IBR,,,7005,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005199923180043697,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_006,b0_budget_execution,audit,GPC,,,7006,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.008400063961744308,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_007,b0_budget_execution,audit,HYB,,,7007,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005599926225841045,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_008,b0_budget_execution,audit,REP,,,7008,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006399932317435741,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_009,b0_budget_execution,audit,SMI,,,7009,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.008300063200294971,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_010,b0_budget_execution,audit,BNN,,,7010,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.009299954399466515,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_011,b0_budget_execution,audit,LOG,,,7011,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006100046448409557,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_012,b0_budget_execution,audit,PROJ,,,7012,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005899928510189056,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_013,b0_budget_execution,audit,IBR,,,7013,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005100038833916187,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_014,b0_budget_execution,audit,GPC,,,7014,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006800051778554916,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_015,b0_budget_execution,audit,HYB,,,7015,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005400041118264198,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_016,b0_budget_execution,audit,REP,,,7016,,8,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005799927748739719,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_017,b0_budget_execution,audit,SMI,,,7017,,12,18,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006500049494206905,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_018,b0_budget_execution,audit,BNN,,,7018,,4,3,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005800044164061546,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_019,b0_budget_execution,audit,LOG,,,7019,,8,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005700043402612209,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_020,b0_budget_execution,audit,PROJ,,,7020,,12,9,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006400048732757568,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_021,b0_budget_execution,audit,IBR,,,7021,,4,4,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006900052540004253,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_022,b0_budget_execution,audit,GPC,,,7022,,8,8,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.005500041879713535,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_023,b0_budget_execution,audit,HYB,,,7023,,12,12,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006900052540004253,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
B0_budget_024,b0_budget_execution,audit,REP,,,7024,,4,6,True,"{""finite_ok"": true, ""matching_ok"": true, ""nonnegative_ok"": true, ""oracle_ok"": true, ""simplex_ok"": true}",,,0.0,True,0.006900052540004253,5cd442f74b66626f,72418e13f1be,2026-07-11T12:41:34.792830+00:00
