unit_id,sha256,path,bytes,media_type,pages_or_section,corpus,is_canonical,canonical_duplicate,sp_target,claim_ids,claim_link_status,claim_relation,claim_link_reason,evidence_locator,symbols,symbol_status,symbol_note,evidence_status,evidence_status_note,use,generator,provenance,license
SRC-620ad1872de5b17e,a974a45c782de9f057c28e123b1c9a6bb6113a3121cdf79452530d63dd82d7c6,"material/books/P2 Mean-Field-Type Games for Engineers -- JULIAN_ TEMBINE BARREIRO-GOMEZ (HAMIDOU_); Hamidou Tembine -- 1, 2021 -- Taylor & Francis Group; CRC Press -- isbn13 9780367566128 -- 5430c26fc737aa05e5ac101616288164 -- Anna’.pdf",14527644,application/pdf,pages:526,books,no,"material/books/Mean-Field-Type Games for Engineers -- JULIAN_ TEMBINE BARREIRO-GOMEZ (HAMIDOU_); Hamidou Tembine -- 1, 2021 -- Taylor & Francis Group; CRC Press -- isbn13 9780367566128 -- 5430c26fc737aa05e5ac101616288164 -- Anna’.pdf",SP1;transversal,C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,linked,canonical-reference,Los enlaces se heredan del archivo canónico; el duplicado exacto no añade evidencia.,docs/04_CLAIMS_EVIDENCE.md::C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,exact-duplicate-reference,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-3521ec0ec24d75f2,bfff76fb8b836ea899e245256fef4517f7e119f1cac9d5fec9e55c6259def5a6,material/books/P3 Mahmoud M. Advanced Distributed Consensus for Multiagent Systems 2021.pdf,9681363,application/pdf,pages:396,books,yes,,SP2;SP3;transversal,C8A-SP8;C-SP2-N3-QUALITY-COST,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C8A-SP8;C-SP2-N3-QUALITY-COST,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-f87927063564b8d4,f1fa6925debba4eb122b4420543f1422c73fff1fd1817d5aa47e8873a4af3714,"material/books/P4 Cooperative_Control_of_Multi_agent_Systems_He_Cai_,_Youfeng_Su_ (1).pdf",12781418,application/pdf,pages:399,books,no,"material/books/Cooperative Control of Multi-agent Systems_ -- He Cai , Youfeng Su , Jie Huang -- Industrial Control, 2022 -- Springer -- 3030983765 -- b694b36369645913bbd2b29d767daab1 -- Anna’s Archive.pdf",SP2;transversal,C-SP2-N3-QUALITY-COST,linked,canonical-reference,Los enlaces se heredan del archivo canónico; el duplicado exacto no añade evidencia.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-N3-QUALITY-COST,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,exact-duplicate-reference,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-8e9b346a98c3d2f5,a0ad732aed3ca4c58b1e3fba217e46a21ea38e075374651d2cc382fb988eeb5f,material/books/P5 Wen G. Cooperative Control of Complex Network Systems with Dynamic Topologies 2021.pdf,27346961,application/pdf,pages:305,books,yes,,transversal,C8A-SP8;C8B-SP8,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C8A-SP8;C8B-SP8,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-8d35243f573f11d9,56b6d47b6dd7d96c5b92a20dec0c52bf02ecdeaa4e2d45e7b0f730f474e8389b,material/books/phdunige_5549393.pdf,22826664,application/pdf,pages:176,books,yes,,SP2;transversal,C-SP2-CARGO-NOMINAL-STABILITY;C-SP2-P3DX-INSTRUMENTATION;C-SP2-CARGO-MUJOCO-PROTOCOL,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-CARGO-NOMINAL-STABILITY;C-SP2-P3DX-INSTRUMENTATION;C-SP2-CARGO-MUJOCO-PROTOCOL,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-now,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-cd6f9eaf695787a8,b356b0e12b42f04e5b7f3b2c1349ce833b8d9f204833a8c218728b4acb4fb72e,"material/books/Robotics in Natural Settings_ CLAWAR 2022 (Lecture Notes in -- José M_ Cascalho (editor), Mohammad Osman Tokhi (editor), -- Lecture notes in networks -- isbn13 9783031152252 -- 92806bbe0f5b149c67ce4fb9e63118bc -- A.pdf",106003061,application/pdf,pages:633,books,yes,,SP2;SP3;transversal,,not-applicable,none,Fuente excluida por la auditoría bibliográfica; no respalda claims del TFM.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-out-of-scope,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-fda513c2ae72b910,cb03d3f1be4435e8d9b9b86f3c9147a49916b2e2980587d709b50967e8cbb7de,material/books/Santosh Kumar Yadav - Advanced Graph Theory-Springer (2023).pdf,12544193,application/pdf,pages:294,books,yes,,SP1;SP3;transversal,,not-applicable,none,Referencia auxiliar para definiciones puntuales de grafos; no sustituye las fuentes primarias que soportan los claims activos.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-7c9c92629c5a9197,17eb5e14f407f90faaabf6ef8f28422768e7d1e8f7925af930ff8bfff9404a68,"material/books/Singular Linear-Quadratic Zero-Sum Differential Games and H∞ -- Valery Y_ Glizer, Oleg Kelis -- Static & Dynamic Game Theory_ Foundations & -- isbn13 9783031070501 -- 0cd999a6e45811440ee6ae28cf80e3f3 -- Anna’s Arch.pdf",2129272,application/pdf,pages:211,books,yes,,transversal,,not-applicable,none,Fuente excluida por la auditoría bibliográfica; no respalda claims del TFM.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-out-of-scope,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-7df2a947e484a325,449bd0d11baa3cdeb61cbf63055caccc738cee752a0edfdfab99025b6c16147c,"material/books/The Role of Population Games and Evolutionary Dynamics in Distributed Control Systems The Advantages of Evolutionary Game… (Quijano, Nicanor Ocampo-Martinez etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",12502785,application/pdf,pages:28,books,yes,,SP1;transversal,C3A-SP3;C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C3A-SP3;C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-now,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-32584f218d873480,1a8c235fda942a810e4b1ad35edc20e714b5f76050e5c089a0aa3551bfc81bb5,material/compendios/CFRD_Dossier_Teorico_Avanzado_Transactions_2026 (1).pdf,4776688,application/pdf,pages:145,work,yes,,SP1;transversal,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P1. Es el dossier especializado con mayor densidad de material SP1 no incluido en la memoria; solo deben extraerse resultados que superen la auditoría formal y de evidencia. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Auditoría formal resultado por resultado; correspondencia con código, configuraciones y RAW; verificación bibliográfica primaria; contraejemplos para las extensiones híbridas y estocásticas",pre-thesis/evidence/source-claim-review.csv::SRC-32584f218d873480,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-b5d82989c338d837,19002dfdaac7d193bc176165a242b446a35ca76cc61f5a95cbd8176bed962dad,material/compendios/Compendio_Definitivo_R4_MROB_ADACP_2026 (2).pdf,15813829,application/pdf,pages:82,work,yes,,SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-superseded,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-9c91bed248887adb,4f34207fd8ecf6ad248653925078be1190de8390688cfdf7c02a463549800542,material/compendios/Compendio_Definitivo_R5_MROB_ADACP_Teoria_Avanzada_2026.pdf,16122938,application/pdf,pages:102,work,yes,,SP2;SP3;transversal,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Fuente de ideas para la monografía, en especial límites y resultados negativos. No es evidencia independiente ni autoriza trasladar garantías al sistema completo. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Separar del núcleo R4 los deltas R5; auditar GNE, sampled-data y HOCBF; enlazar cada cifra con RAW/configuración; verificar referencias",pre-thesis/evidence/source-claim-review.csv::SRC-9c91bed248887adb,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-6c9c4930ac01451e,71e1545ec727d8046663fbf104ea5294addc865d198a922932c64faa73a7b2c2,material/compendios/Compendio_Integral_Chat_TFM_MROB_AMR_A-DACP_2026.pdf,11170436,application/pdf,pages:72,work,yes,,SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-superseded,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-ca9fecb0fd11eb9e,31724b4b05d7789383128aa6cd95f9da09ebd1943f86b8f031bacf24befacbe8,material/compendios/Compendio_Maestro_MROB_2026_DENSO_v2_100p (1).pdf,1990878,application/pdf,pages:100,work,yes,,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-superseded,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-3c70edd1f1484f64,31724b4b05d7789383128aa6cd95f9da09ebd1943f86b8f031bacf24befacbe8,material/compendios/Compendio_Maestro_MROB_2026_DENSO_v2_100p.pdf,1990878,application/pdf,pages:100,work,no,material/compendios/Compendio_Maestro_MROB_2026_DENSO_v2_100p (1).pdf,SP1;SP2;SP3;transversal,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,exact-duplicate-reference,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-c4de2cde436be1e7,97d5122e1e6f17997d5ffe77c35725db3814ea0eee8d54e7130d17055c662c6d,material/compendios/desarrollo_cargo_push_GNE.pdf,614861,application/pdf,pages:18,work,yes,,SP2,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P1 para la derivación física extendida. Mantener Cargo bilateral y empuje unilateral como ramas distintas; ninguna ecuación del borrador vale como evidencia sin cierre formal y físico. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Pruebas dimensionales y de existencia/convergencia; modelo de contacto ejecutable; sensores y actuación en Coppelia/MuJoCo; tests y datos de calibración",pre-thesis/evidence/source-claim-review.csv::SRC-c4de2cde436be1e7,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-bad67694708989fb,0f6d9a8c06928da5e7b9ea602f318d1f469b32c58fc4f39cbc25f88f5edd09ac,material/compendios/empuje_trasero_GNE.pdf,776579,application/pdf,pages:13,work,yes,,SP2,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Conservar como extensión de caging en la monografía y como catálogo de contraejemplos; no usar para sostener la campaña Cargo primaria. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Banco físico separado de Cargo; contactos/fricción medidos; prueba auditada del cálculo local; RAW y configuración del experimento; criterio de confinamiento",pre-thesis/evidence/source-claim-review.csv::SRC-bad67694708989fb,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-beab593a2b13019e,599da18ecce3483dfb82ebbe2489890408dff151f215fec6a266651f74111783,material/compendios/Informe_GAP_AMR_Heterogeneos_TFM_PhD_2026.pdf,869495,application/pdf,pages:20,work,yes,,transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-2dafcae631db0d73,5c8b81abf0eb7578b7fb3a38d13eb48cb0ae7ed25148e2b9a2d796ac521cc28f,material/compendios/Mega_Compendio_TFM_MROB_MegaJuego_2026.pdf,17013039,application/pdf,pages:211,work,yes,,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-superseded,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-325e48b75e569319,2e4cc63a63552cad5f5789dad092d4f2bed5a37a73f036b8a503837e464acf69,material/compendios/MROB_Cruce_Negociado_Validacion (1).pdf,678479,application/pdf,pages:6,work,yes,,SP3,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Informe corto potencialmente útil como caso de tráfico, condicionado a reproducibilidad; por sí solo no acredita seguridad, optimalidad ni distribución extremo a extremo. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Localizar runner, configuración, semillas, RAW y métricas; repetir con baselines pareados e IC; verificar que la planta y la comunicación coincidan con el texto",pre-thesis/evidence/source-claim-review.csv::SRC-325e48b75e569319,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-52884b7195898dc8,2e4cc63a63552cad5f5789dad092d4f2bed5a37a73f036b8a503837e464acf69,material/compendios/MROB_Cruce_Negociado_Validacion.pdf,678479,application/pdf,pages:6,work,no,material/compendios/MROB_Cruce_Negociado_Validacion (1).pdf,SP3,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,exact-duplicate-reference,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-73637cf3b199b2dd,97bc60c76d812dfe3ad22e6bbac43534c297fe52ffc1c5b1451bae93fa22aa81,material/compendios/MROB_Lectura_Cruzada_Resultados_Matematicos.pdf,365567,application/pdf,pages:15,work,yes,,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-ed463444c24667b9,61ef7831aa83b03ba0cb9ca40f40f63cb01549f791a9edd361d0dbfb6aedfaf8,material/compendios/MROB_MegaJuego_Cierre_Matematico_Experimental_v4(1).pdf,559390,application/pdf,pages:30,work,yes,,SP1;SP2;SP3;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-superseded,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-7ea71387d0d0ab51,58b2bb302af1bfad9af7f64a80bf2ae42c4ab4aa664293c2cf57b9157518df93,material/compendios/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (1).pdf,1655919,application/pdf,pages:168,work,yes,,SP1;SP2;SP3;transversal,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P0 documental tras el cierre de la auditoría formal del paper. Es el candidato más completo para rescatar derivaciones extendidas, sin sustituir pruebas requeridas por la tesis. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Auditoría formal completa; armonización de notación/unidades; mapeo a claims soportados; verificación de todos los experimentos y citas; eliminación de duplicados internos",pre-thesis/evidence/source-claim-review.csv::SRC-7ea71387d0d0ab51,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-a82d17ef31444eaf,58b2bb302af1bfad9af7f64a80bf2ae42c4ab4aa664293c2cf57b9157518df93,material/compendios/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (2).pdf,1655919,application/pdf,pages:168,work,no,material/compendios/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (1).pdf,SP1;SP2;SP3;transversal,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,exact-duplicate-reference,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-a2ea245c285dfcb3,c90d29152bb9994285e7ab565ee989ca59be07fc395d842de03161a8e982da44,material/compendios/MROB_MegaJuego_Reparacion_R2.pdf,475086,application/pdf,pages:15,work,yes,,SP2;transversal,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-244076e569684db6,abc23812ef000013140a77cdb6ab8d57e0acd041c39bc81156f3b943e0927066,material/compendios/MROB_Pasillo_Negociado_Informe (1).pdf,567046,application/pdf,pages:6,work,yes,,SP3,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Caso compacto para ilustrar liveness frente a safety si sus artefactos se localizan y regeneran; el PDF solo no respalda el resultado. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Runner y escena exactos; RAW/config/semillas; definición del óptimo; comparadores; IC y fallos; chequeo de colisión continua",pre-thesis/evidence/source-claim-review.csv::SRC-244076e569684db6,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-7837a86c83465dcb,abc23812ef000013140a77cdb6ab8d57e0acd041c39bc81156f3b943e0927066,material/compendios/MROB_Pasillo_Negociado_Informe (4).pdf,567046,application/pdf,pages:6,work,no,material/compendios/MROB_Pasillo_Negociado_Informe (1).pdf,SP3,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,exact-duplicate-reference,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-4c6bc3aca4f13241,abc23812ef000013140a77cdb6ab8d57e0acd041c39bc81156f3b943e0927066,material/compendios/MROB_Pasillo_Negociado_Informe.pdf,567046,application/pdf,pages:6,work,no,material/compendios/MROB_Pasillo_Negociado_Informe (1).pdf,SP3,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,exact-duplicate-reference,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-3ce0e8603d586165,76f7fb38c4336d87ead31c6b75c7adb5e49655490238a650c1cff3ee865232a2,material/compendios/MROB_Profundizacion_Adaptacion_Informacion_MegaJuego (1).pdf,494531,application/pdf,pages:18,work,yes,,SP2;SP3;transversal,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Extensión útil para trabajo futuro y sensibilidad de información; no introducir aprendizaje/adaptación en la contribución primaria sin evidencia propia. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Resultados de identificabilidad y robustez; estabilidad del adaptador; ejecución de red dirigida/event-triggered; costes comunicativos; bibliografía verificada",pre-thesis/evidence/source-claim-review.csv::SRC-3ce0e8603d586165,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-cd9898bc6c60eb64,92e5107cedb74d3d233c9cea5605c36beee73f30d2f4a1c0a12014c75b970ef2,material/compendios/MROB_Simulacion_Python2D_Validacion.pdf,275357,application/pdf,pages:4,work,yes,,SP2;SP3,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P2. Índice de un banco potencialmente reutilizable, sujeto a localizar el generador. No elevar una simulación 2D a prueba de estabilidad o alta fidelidad. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Resolver rutas de código/datos; configuración y semillas; regeneración limpia; estadística; distinguir integración física de animación/cinemática",pre-thesis/evidence/source-claim-review.csv::SRC-cd9898bc6c60eb64,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-3277b8f3372cf0a9,40ccaf54851d421038c98287fd4348e2bbbb6f00da5ca4775321c33afea81efc,material/compendios/SP1_VIU_corregido_cierre_20260823 (2).pdf,1082628,application/pdf,pages:27,work,yes,,SP1,,not-applicable,none,Borrador destinado a contexto o archivo; no se usa como evidencia independiente.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-superseded,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-903e4577486e4f90,40ccaf54851d421038c98287fd4348e2bbbb6f00da5ca4775321c33afea81efc,material/compendios/SP1_VIU_corregido_cierre_20260823.pdf,1082628,application/pdf,pages:27,work,no,material/compendios/SP1_VIU_corregido_cierre_20260823 (2).pdf,SP1,,not-applicable,none,Duplicado exacto sin claim en su canónico; se conserva solo la procedencia.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,exact-duplicate-reference,author-draft-export,author draft; not independent evidence,author-owned; internal
SRC-3c311c9ba087b9f3,d4221d93656b06a3d3dfc703970ea7823b79df9f505964ab1b14a013353f0582,material/compendios/SP1_VIU_final_con_escenario_industrial_20260826.pdf,5017459,application/pdf,pages:28,work,yes,,SP1,,reviewed-unlinked,candidate-only,"Auditoría de fuente `author-draft-candidate`: El mapa temático identifica material potencial para la monografía, pero el PDF del autor no es evidencia independiente ni se enlaza como bloque a un claim activo. P0 para rescatar resultados SP1 extendidos y sus negativos en la monografía. La memoria solo debe recibir síntesis respaldadas, no una inserción del PDF. Límite: Cada fragmento que se extraiga deberá recibir claim-ID, localizador y soporte independiente; el estado de la fuente no valida sus ecuaciones, cifras ni conclusiones. Evidencia faltante: Conciliar cifras con claims vigentes y RAW; auditar teoremas/labels; mapear métodos N1-N4 a matriz canónica; verificar bibliografía y anti-AI",pre-thesis/evidence/source-claim-review.csv::SRC-3c311c9ba087b9f3,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,author-draft-candidate,author-draft-export,author draft; not independent evidence,author-owned; internal
