method,method_label,n,delivery_success_mean,delivery_success_ci_low,delivery_success_ci_high,delivered_fraction_mean,delivered_fraction_ci_low,delivered_fraction_ci_high,deadlock_mean,deadlock_ci_low,deadlock_ci_high,makespan_steps_mean,makespan_steps_ci_low,makespan_steps_ci_high,total_wait_steps_mean,total_wait_steps_ci_low,total_wait_steps_ci_high,messages_mean,messages_ci_low,messages_ci_high,route_conflict_pairs_mean,route_conflict_pairs_ci_low,route_conflict_pairs_ci_high,makespan_gap_vs_restricted_oracle_mean,makespan_gap_vs_restricted_oracle_ci_low,makespan_gap_vs_restricted_oracle_ci_high,runtime_ms_mean,runtime_ms_ci_low,runtime_ms_ci_high
local_potential_reservation,Juego + reserva local,360,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.486111111111111,7.280555555555556,7.663888888888889,2.8194444444444446,2.588888888888889,3.013888888888889,15.777777777777779,15.266666666666667,16.233333333333334,0.6666666666666666,0.6138888888888889,0.7111805555555551,0.16468253968253962,0.15079365079365076,0.17738095238095236,0.23372444443844465,0.2247767849459908,0.24290172279708913
no_congestion_penalty,Sin penalización de congestión,360,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.48611111111111,11.15826388888889,11.788958333333333,12.083333333333334,11.288819444444446,12.825,12.666666666666666,12.060972222222222,13.25,3.3333333333333335,3.113888888888889,3.5416666666666665,0.8313492063492065,0.7826865079365081,0.8805654761904761,0.21394277832263875,0.20528326470715305,0.22344733361023827
no_zone_reservation,Sin reserva de zona,360,0.7388888888888889,0.6944444444444444,0.7833333333333333,0.8009259259259258,0.7666550925925927,0.8356597222222223,0.2611111111111111,0.21666666666666667,0.3055555555555556,17.108333333333334,15.227083333333333,18.928055555555552,6.625,5.636111111111111,7.533402777777777,12.733333333333333,12.2,13.233333333333333,0.6666666666666666,0.6138888888888889,0.7111805555555551,1.5392857142857141,1.279345238095238,1.7964285714285713,0.18024722141692312,0.17240170123235052,0.18926318626755448
prioritized_planning,Planificación priorizada,360,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.48611111111111,11.15826388888889,11.788958333333333,12.083333333333334,11.288819444444446,12.825,19.333333333333332,18.28875,20.328055555555554,3.3333333333333335,3.113888888888889,3.5416666666666665,0.8313492063492065,0.7826865079365081,0.8805654761904761,0.22292416696372028,0.21391954862742246,0.233293112103436
central_restricted_oracle,Oráculo restringido,360,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.333333333333333,6.227777777777778,6.422361111111111,0.0,0.0,0.0,11.0,10.741666666666667,11.25,0.0,0.0,0.0,0.0,0.0,0.0,12.934935555596086,11.322023888832417,14.46523697944738
