world_hash,scenario,n_coalitions,seed,penalty,conflict_free_threshold,threshold_condition_met,exact_potential_verified,potential_monotone,better_response_ends_at_nash,strict_moves,finite_profile_bound,final_conflict_pairs,pure_nash_count,conditional_all_nash_conflict_free
b458b8b38db014336d9450762fb0e01110b386bbf4fcc2d988e627662b34d26d,bidirectional_corridor,3,8702,1.6,1.970410950300284,False,True,True,True,1,7,1,3,True
475d84bb2ac37bb8075570a81cd518fe0bbc48f1f823f73b996b3bdd222cbfd1,bidirectional_corridor,3,8703,1.6,1.9907025613252216,False,True,True,True,1,7,1,3,True
35f6ee09a58323a89b4dac194eecbdb4db87482de5568ff4951c47e7f1324a3e,bidirectional_corridor,3,8704,1.6,1.9816264670644692,False,True,True,True,1,7,1,3,True
11caaf5379367f710163b0c5187f32369d33213046eda3678656afe6a9392edd,bidirectional_corridor,3,8705,1.6,1.9980691405193198,False,True,True,True,1,7,1,3,True
3ad50b9e0c09df90c3abb716d618e585f117b943f84c654586925e4a8231ab81,bidirectional_corridor,3,8706,1.6,1.97946442497852,False,True,True,True,1,7,1,3,True
08d3488ca236322d7dd71d58492041aa248b10f6231b6faaac0c103d866dbca0,bidirectional_corridor,3,8707,1.6,1.955702517905781,False,True,True,True,1,7,1,3,True
0d8afcc29779b1f2409e4eaf7e94fd7716ed62134256fd653e67f0d424caf56e,bidirectional_corridor,3,8708,1.6,1.9453693949928308,False,True,True,True,1,7,1,3,True
87b7b01356b785fcee9411aae3c20cd6314834befa8e85f591a2d107484e9888,bidirectional_corridor,3,8709,1.6,2.0053846983750354,False,True,True,True,1,7,1,3,True
14a0f3142b1dac93d6e40688f306579e898e6940e0f2fd98d8a1767db0ee0bfa,bidirectional_corridor,3,8710,1.6,2.004533480562852,False,True,True,True,1,7,1,3,True
fcae70158c25e3e67b5ed4b6296e134e24a0808296ac1472e8f69f9e496ff65b,bidirectional_corridor,3,8711,1.6,1.9933408312151073,False,True,True,True,1,7,1,3,True
c2dccd63a913f1b189e16281f2bc80704552d1741b51e2ac0ce7ef9bd584ec63,bidirectional_corridor,3,8712,1.6,2.0157123733837956,False,True,True,True,1,7,1,3,True
56b4e1b5abfea52a89c93bca672fc6a6c4b733a8bcb57ae1ab29b0655d64fe4c,bidirectional_corridor,3,8713,1.6,1.992098026655679,False,True,True,True,1,7,1,3,True
8731ef4e3ecaaa6362438340767da855cbfcf61b33c144372a1df79858d471f7,bidirectional_corridor,3,8714,1.6,1.9450666874251539,False,True,True,True,1,7,1,3,True
b88fed8b45cf42d00c9144e79824353bae8e20284f436764cb1b617348d9c43b,bidirectional_corridor,3,8715,1.6,2.0332175528720384,False,True,True,True,1,7,1,3,True
f23a6c42ac73a32b1bd5dd07ace669deb445ee362b66b8dda1c9a4929f07a220,bidirectional_corridor,3,8716,1.6,2.006209546548959,False,True,True,True,1,7,1,3,True
32fc9635d2193de708df313f6c464f6c98693a704ee0f56ac3d0516f17fbc691,bidirectional_corridor,3,8717,1.6,1.9926618137949532,False,True,True,True,1,7,1,3,True
2c04d7c9152a3d3f59cba55ae653d310b29ab7cc1134a675900b32a03259fbb8,bidirectional_corridor,3,8718,1.6,1.9670179279787483,False,True,True,True,1,7,1,3,True
d17ae1fdd2bcb994e361163431d644816e263b5d5ddc0a60679017db3d49a261,bidirectional_corridor,3,8719,1.6,2.0312129619948003,False,True,True,True,1,7,1,3,True
2b51ba6b1a291b3696def7fd0a0b5b4141eac2f75fca3817a19a8c1bb87a33d4,bidirectional_corridor,3,8720,1.6,2.0159919517456224,False,True,True,True,1,7,1,3,True
fa5c36e5cb4d4f4236ae4bf8b5ef8f81d27963e120ee207ab806491db7462521,bidirectional_corridor,3,8721,1.6,1.9371296214157994,False,True,True,True,1,7,1,3,True
0680b1d8fa2811f671c35a3d7e32a26ec9d27c6ee805b1e3e8749d3b109a2ab9,bidirectional_corridor,3,8722,1.6,1.943605419969252,False,True,True,True,1,7,1,3,True
d5e4e3f96c8203872706adfa4f12da31d76b9ac47c2d77ebeffab5664798b0d9,bidirectional_corridor,3,8723,1.6,2.016791725171572,False,True,True,True,1,7,1,3,True
bfe73f8c50ca4a070abb52bfce2c2071b597fcb7571a2064fec98e419d8675ac,bidirectional_corridor,3,8724,1.6,2.0071593602956384,False,True,True,True,1,7,1,3,True
96e2e42b67035f852d51466d34df1b9018331b3b7cb413dd81e0604e7d507375,bidirectional_corridor,3,8725,1.6,2.0259671386753872,False,True,True,True,1,7,1,3,True
4ba2956ba43fadd51c3ff26c15fe42fc2caae689eba303e27c8b9c00df396031,bidirectional_corridor,3,8726,1.6,1.994959035808094,False,True,True,True,1,7,1,3,True
ed407341430b0e3b4f5d52508afed22beff47a56eacf239fc9904dbd54d8873c,bidirectional_corridor,3,8727,1.6,2.0302529057228185,False,True,True,True,1,7,1,3,True
63fd59c8f22ab703adfc8e00108945d4b8621fb42bac525fa71f0052722723f6,bidirectional_corridor,3,8728,1.6,2.030632649290027,False,True,True,True,1,7,1,3,True
9caffc1ceb6077d133e2951a0aacbac3fdb591dc1e224c9f32109616a6e8a838,bidirectional_corridor,3,8729,1.6,2.0265042140652234,False,True,True,True,1,7,1,3,True
32bdceebc6e9c4c664db77143c0eb442e6aeadf9486dbdd52790fc67763d4e46,bidirectional_corridor,3,8730,1.6,2.01954495496717,False,True,True,True,1,7,1,3,True
4752992ae8981b0a3edd3d16859bfd94fb71629a0f05a65602a21836de0ae5fe,bidirectional_corridor,3,8731,1.6,1.9798899908648302,False,True,True,True,1,7,1,3,True
8ce6080e5a3c586ba479a811c97d79346247584860ee7c6ec1c1bb14db8300aa,bidirectional_corridor,3,8732,1.6,1.9615502326392686,False,True,True,True,1,7,1,3,True
3cdcf23285daf2c991fbe9098819e311b50f74bbd25ebf199c367be94d485891,bidirectional_corridor,3,8733,1.6,1.932475393603326,False,True,True,True,1,7,1,3,True
758e7b036c83210df6361031ff06614286afc35082143f471ec7c5bb810ccea7,bidirectional_corridor,3,8734,1.6,2.0296290421287715,False,True,True,True,1,7,1,3,True
5ca27a6b7cf526cbbc8b8e450a20a28eb62910904c8e16ff8c8561d72f65e2df,bidirectional_corridor,3,8735,1.6,1.9733247121786555,False,True,True,True,1,7,1,3,True
af26abfcdae9a6cd2fde6049144c00e73e43fc33c005b905faadc0abb3b974af,bidirectional_corridor,3,8736,1.6,2.0291030665084584,False,True,True,True,1,7,1,3,True
1eb4a7115ef1c381735a93a116d9b3aaf565f3b727aba47d4284030c5d2b340c,bidirectional_corridor,3,8737,1.6,1.9826743511938432,False,True,True,True,1,7,1,3,True
58a014a40f2d896de081ac8b4866a727dcd75167bac274066e2d6f7c6be0c29d,bidirectional_corridor,3,8738,1.6,2.035139984293753,False,True,True,True,1,7,1,3,True
3fab931b6a690a3f10dc8b9acbfa33c0e645bda1d584c35652cf457faec2c91a,bidirectional_corridor,3,8739,1.6,2.089150484741964,False,True,True,True,1,7,1,3,True
6f3599a4bd15a2110c94001849e6b25c531deafe703a6a32561ba079ab079855,bidirectional_corridor,4,8700,1.6,1.9952175370861056,False,True,True,True,2,15,1,6,True
27478fcf7a3288dd6cfe86f3e0ebd95899fd14491317089cef7440384e7ca485,bidirectional_corridor,4,8701,1.6,2.0465575467207984,False,True,True,True,2,15,1,6,True
8745dabac0813a63ab0f66c51b4b92fb142395c5cd671f03f2405fda63bc25b5,bidirectional_corridor,4,8702,1.6,2.0524102709038807,False,True,True,True,2,15,1,6,True
42d5801ce14eddeeb104137c8d2edda1e2788d1ea293d54f90a51135e2a179c9,bidirectional_corridor,4,8703,1.6,2.0229391171451425,False,True,True,True,2,15,1,6,True
7e1ebe4a7e79c9329f4d702ce2fe3440c159c48c2e97ebf68970c9f7d058b2ff,bidirectional_corridor,4,8704,1.6,2.0273101181573594,False,True,True,True,2,15,1,6,True
7e04c5f8346733a944068d1f54021c2783d0b594f977adc1988e06d62205c71e,bidirectional_corridor,4,8705,1.6,2.065147400222216,False,True,True,True,2,15,1,6,True
654057ab8208bf35df493df0955d83c4e0cbc7892e7d71e1cd66fd14299fc621,bidirectional_corridor,4,8706,1.6,1.9999078709502989,False,True,True,True,2,15,1,6,True
4e26972b1bcecd768200adc454030c1472b5d11fb0751631025b5cf561fe2b9b,bidirectional_corridor,4,8707,1.6,1.9972209252887936,False,True,True,True,2,15,1,6,True
bf86bb5c890af7e29b4356d3a9d9935616b87779b2f6f1add867db8ddabff079,bidirectional_corridor,4,8708,1.6,2.026027633016909,False,True,True,True,2,15,1,6,True
4fd228876ecd7d34e446d7e8175d3cb27f564bca785985b942d943965d8d5619,bidirectional_corridor,4,8709,1.6,2.0314327688209204,False,True,True,True,2,15,1,6,True
53f08315c422e993833ada9dfdd03077c5b72691bec51b4584e9d43e9b42b593,bidirectional_corridor,4,8710,1.6,2.0174088057881185,False,True,True,True,2,15,1,6,True
c231bba77cc5e6cb8d798e681a7b0fcc129d6a003b813cda627477bc5c88b51b,bidirectional_corridor,4,8711,1.6,2.0274995952993713,False,True,True,True,2,15,1,6,True
e8caec9c073524412e724aa7123de16fd0d38f71d204c1abdbe309f4d9d244ba,bidirectional_corridor,4,8712,1.6,1.9797901223107601,False,True,True,True,2,15,1,6,True
d8671a425df2ccf74885cf9ffb364ec3e1d963e16e3f2de54c9d30ffa9635120,bidirectional_corridor,4,8713,1.6,2.063175711755587,False,True,True,True,2,15,1,6,True
028adc18a6c24a4425820456744126c32f0ab0a3a4498f1ab1096ef471871130,bidirectional_corridor,4,8714,1.6,2.0145228232212595,False,True,True,True,2,15,1,6,True
5587956a34f546d083b7f850746cb1addbdd5e8524d65f85d53fe199a3f9e35f,bidirectional_corridor,4,8715,1.6,2.040963374858844,False,True,True,True,2,15,1,6,True
2efdd9f077f130680cf1cdcd2bfa463e357ab927f9f520b9664b77cb763fe289,bidirectional_corridor,4,8716,1.6,1.9878630440192673,False,True,True,True,2,15,1,6,True
a280cf68794ff598e6243b523ee8e1834d95c428c7775a7d1c799b6fe4e22434,bidirectional_corridor,4,8717,1.6,2.04265824158826,False,True,True,True,2,15,1,6,True
e4cd645533fb490d9a92fdb20974afef70fa3212dffa3beb97f61be3b396958e,bidirectional_corridor,4,8718,1.6,1.969746893403098,False,True,True,True,2,15,1,6,True
07274c47a7bcbe758a148ee1342e212b91d781c9e0ef27aff6c00ca9afc25556,bidirectional_corridor,4,8719,1.6,2.0406221212671234,False,True,True,True,2,15,1,6,True
f36a1986f78101fbfb79c9e4d1c19695590312e6ca0e5eb182d67192a9b7c571,bidirectional_corridor,4,8720,1.6,1.995281802797031,False,True,True,True,2,15,1,6,True
f113f79092d2f4cab28a0c96b1f3935ad96fdd685620b0c932691df537647ca8,bidirectional_corridor,4,8721,1.6,1.9683067926495426,False,True,True,True,2,15,1,6,True
c3338797a414c0709c9855c29a9dbb288705f47f8df562e954f197b98fafe6b2,bidirectional_corridor,4,8722,1.6,2.0006225225253473,False,True,True,True,2,15,1,6,True
4deb2a3fd125805ae6fa7ebd4f69217fa3fa978e4f4fae754fa24cf4858afaad,bidirectional_corridor,4,8723,1.6,2.0154301305243862,False,True,True,True,2,15,1,6,True
f2809c59315f632088e8452e1748b43369f7d33681b85245f451531b37ea1a3f,bidirectional_corridor,4,8724,1.6,1.9648205965954801,False,True,True,True,2,15,1,6,True
205b8fad92ce4d5dd34c888c1652c3f44a5f167e2ce13da7474ead8e8aa113ac,bidirectional_corridor,4,8725,1.6,2.0503081429997714,False,True,True,True,2,15,1,6,True
6c63879cbe0ca6454344da392aae7e7e812a9a89acb1a24b32f35de8fc56ed87,bidirectional_corridor,4,8726,1.6,1.9905469221950085,False,True,True,True,2,15,1,6,True
e2b1bda2d21c33b18af64ba0a61b279e46d0156ff9b7c25277f81a39fd198807,bidirectional_corridor,4,8727,1.6,2.024342009480449,False,True,True,True,2,15,1,6,True
f009da19d7fedeee2664e0c914c4b5c176afad5b3d690ffe938d0a52da82e7e4,bidirectional_corridor,4,8728,1.6,2.013794539024243,False,True,True,True,2,15,1,6,True
4289ddd81c352cc212b576db13040c0658a5bed52d1a653ce67b728df6b7f03e,bidirectional_corridor,4,8729,1.6,2.0622818485031793,False,True,True,True,2,15,1,6,True
222e1ac0e192d53935f7422d8854b1a8726644ddf473d791d6933989d2a02c9c,bidirectional_corridor,4,8730,1.6,2.075259258396997,False,True,True,True,2,15,1,6,True
dfa6d5cb86792ca37b7e4279e637f12869585237ca408a357c1e32a3cf014dfe,bidirectional_corridor,4,8731,1.6,2.063061058786907,False,True,True,True,2,15,1,6,True
d1936053373f75b75e7c51a549c78e721cfa7dd72f2af7b95ca78bbad75d0601,bidirectional_corridor,4,8732,1.6,2.0312866321500707,False,True,True,True,2,15,1,6,True
6f1ea0cd03146a81b4312d5d4eacdd1392fee6667f1302b9ff027bd92f411a68,bidirectional_corridor,4,8733,1.6,2.0534429817368576,False,True,True,True,2,15,1,6,True
cc762df99a4fb451c06237a82ee7d3477963342d5bb3b00f1fe5ecd32095fd83,bidirectional_corridor,4,8734,1.6,2.0188219812347334,False,True,True,True,2,15,1,6,True
847e990f281809ac68561e7a0e879f510b86c71399704fbc17d4b0833d1599e5,bidirectional_corridor,4,8735,1.6,2.0488894106782,False,True,True,True,2,15,1,6,True
26df3c5f230bc162f15c7e05b21d15bdd6d29249f4da3c4a8b9a31e144bdd05b,bidirectional_corridor,4,8736,1.6,2.0442369989150784,False,True,True,True,2,15,1,6,True
755976b9e07cc88d762492e96997466c04ff71bf4e6180fc9cf842eb151e362b,bidirectional_corridor,4,8737,1.6,2.0962052843058885,False,True,True,True,2,15,1,6,True
83f2aaec93612b1c5ac096a5174d9b1bbfaccec1d110cbc15efd2f31b8d6c476,bidirectional_corridor,4,8738,1.6,2.076404800624747,False,True,True,True,2,15,1,6,True
898f4c3157055f92ca9fe200938e8839d1e09f0a34d4c1e6631a2bb06a4bc03a,bidirectional_corridor,4,8739,1.6,2.0547223308236937,False,True,True,True,2,15,1,6,True
4e7a39a7acec18c951057f198057136bc54126295436985f43207a55bee65040,dynamic_bottleneck,2,8700,1.6,2.9777875409846057,False,True,True,True,0,3,1,1,True
5b3638a44d1daf76f1179cdcaceb678317d9d761f51b86ec93b56174cf17533a,dynamic_bottleneck,2,8701,1.6,2.947583531935104,False,True,True,True,0,3,1,1,True
a944b405d97b47683e3d0a2bfe48874ed229b35339af28b836d59fd804e2efe1,dynamic_bottleneck,2,8702,1.6,3.006359153485981,False,True,True,True,0,3,1,1,True
6f0f3a57dd9976637e6f0120b0c0ad41e8e77314ae38165e4ded12a014dd0bb3,dynamic_bottleneck,2,8703,1.6,2.9369538726828157,False,True,True,True,0,3,1,1,True
d502055e60e7c5eb6216984138c40b1cd94b0ecee238e48fd4bd4747dc723686,dynamic_bottleneck,2,8704,1.6,2.937583832804462,False,True,True,True,0,3,1,1,True
4d36d6619f6002a89076de243883208d39093c71dc54d75bd531e3c65905f9b6,dynamic_bottleneck,2,8705,1.6,2.89724007338123,False,True,True,True,0,3,1,1,True
a97895fec08d97cb36b1f220a409145b76f42014ad0b9fdd5c38369dc007f594,dynamic_bottleneck,2,8706,1.6,2.9696188239525654,False,True,True,True,0,3,1,1,True
3616f826a15f0e94cd215ecc6dbf6219eb210bf27a203644c209f9cf0124c5fa,dynamic_bottleneck,2,8707,1.6,2.999623241898547,False,True,True,True,0,3,1,1,True
53948b9fbc33271338b1388f8ccfc54f2b26413ddf3866074a2d3f216bf5c7ad,dynamic_bottleneck,2,8708,1.6,3.0117074172209577,False,True,True,True,0,3,1,1,True
d73755d5aee65cbb62ae6ab337ccc05778e48fe16c1f0078f01067c6d927d500,dynamic_bottleneck,2,8709,1.6,2.908299201085301,False,True,True,True,0,3,1,1,True
2b8a9b6775b4f60b6c3a5af9c4e8fd4248a3f4cbf01d2cfe50f70ddcd985c700,dynamic_bottleneck,2,8710,1.6,2.9809649593567826,False,True,True,True,0,3,1,1,True
5560dd5ad48cf211ccab4af59bde1a0fe6c8183b9881038a338e66e536e99d80,dynamic_bottleneck,2,8711,1.6,2.968770151841156,False,True,True,True,0,3,1,1,True
653f9ba5604d50dd53101653a594abb70627cafac65e68beb64c39b26d7344a7,dynamic_bottleneck,2,8712,1.6,2.9237427291264737,False,True,True,True,0,3,1,1,True
34ed1650f9064c9a788277193bc8a268a5a92addb0855fbc2ae8c33b93f5a373,dynamic_bottleneck,2,8713,1.6,2.975881884248878,False,True,True,True,0,3,1,1,True
a2416c26ea5adc5c7cca0a8c03fc35eac27dc1b255c99c995e2ddd2dd43ad1e0,dynamic_bottleneck,2,8714,1.6,2.9849825534848726,False,True,True,True,0,3,1,1,True
f6f751214853f9f6d26a8f5531e43d8805d36a1a981cbd4bc0612734637102bf,dynamic_bottleneck,2,8715,1.6,3.023724090071754,False,True,True,True,0,3,1,1,True
7c40d3cdd697642ae1b114bd59b1a5cd3a67785c321b786773b257ef61caf747,dynamic_bottleneck,2,8716,1.6,2.927989947122583,False,True,True,True,0,3,1,1,True
81a3dc28f5e8eebd4295956fa197be729df4276c3c852ad0b75cfa06ac8d50e7,dynamic_bottleneck,2,8717,1.6,3.010967583308254,False,True,True,True,0,3,1,1,True
faa89f1530877a5d075adf587811f384908e8e35e4be49198760f9721a724be2,dynamic_bottleneck,2,8718,1.6,3.0666086959654066,False,True,True,True,0,3,1,1,True
9723c97d6372ac3861500f4dd9bd210fe1b91343681bc5aa1cf7861a14eef775,dynamic_bottleneck,2,8719,1.6,3.009456236580956,False,True,True,True,0,3,1,1,True
6238c1c8f09db47a8c6328b76afe52ff3148da4c67df3b973a8aac71aaf7b99d,dynamic_bottleneck,2,8720,1.6,2.963742326643901,False,True,True,True,0,3,1,1,True
03fbc54b35f9138b15bc0a1d1ea077d4484da85a336b6731e32a5dcf0c84830a,dynamic_bottleneck,2,8721,1.6,2.9521719149698864,False,True,True,True,0,3,1,1,True
377411e1f5439ffb3436f9074f8daf91e511eefc4adf26df1c16558cfa03a21c,dynamic_bottleneck,2,8722,1.6,2.9826235715662825,False,True,True,True,0,3,1,1,True
441ea17b390b74d24c8d7589e2584095faa1f5a8aab4ab0aa5ca3dbffca33f45,dynamic_bottleneck,2,8723,1.6,2.927177794094888,False,True,True,True,0,3,1,1,True
a083cd26dd217bcf4db9fe3f2caf190cc63fc83a7c790d576ea80ca28ec03957,dynamic_bottleneck,2,8724,1.6,2.906060454655771,False,True,True,True,0,3,1,1,True
fc9c59f89598248141cef2bef6c685dedf1dad5241a610e0d5cea9cd89a27317,dynamic_bottleneck,2,8725,1.6,2.966076835549833,False,True,True,True,0,3,1,1,True
46a0f9cc08a55e613d34f430201cb2bff3bfbe26e4dc14b7d5647b060be7200d,dynamic_bottleneck,2,8726,1.6,2.9753890009417034,False,True,True,True,0,3,1,1,True
07b9f6eb3f7958a33c4044ee4778acad65b66b7494e0c61343ff06c3ec843c23,dynamic_bottleneck,2,8727,1.6,3.0014052400088715,False,True,True,True,0,3,1,1,True
e7409cc0ab9553f7d7e308e7d5a53ae707f7e0eb291d9a4d5babb06e5785bdf3,dynamic_bottleneck,2,8728,1.6,3.0142853386996133,False,True,True,True,0,3,1,1,True
e3be1553b803cb42e1529ab2a76c01a98b2850d30233673d1f0ff05f9ac11b1b,dynamic_bottleneck,2,8729,1.6,2.892304734171505,False,True,True,True,0,3,1,1,True
b9285dccac43f5f43d410e13cf4a22dbb51eb0972116517a902c8a5f0f1beb56,dynamic_bottleneck,2,8730,1.6,3.0107123456238423,False,True,True,True,0,3,1,1,True
fd52ca75a5ce879f063020fcb9f4bffd67a609f5d09484d92b632a089ca88f87,dynamic_bottleneck,2,8731,1.6,3.022295675424939,False,True,True,True,0,3,1,1,True
428485f6416692649c26686ebaa0cb1a8aea3299fb441e8e4c00ee1584af927e,dynamic_bottleneck,2,8732,1.6,2.9558639055940006,False,True,True,True,0,3,1,1,True
9da6392ed048205dd0a3fb76f061820022d61f6261bba6f6a491ec9abb40f52d,dynamic_bottleneck,2,8733,1.6,2.9667362460874926,False,True,True,True,0,3,1,1,True
04e7a5b8766b0d781d00c60ededdc00b3cbb3fb5b570f09ce620c3ec6a0566f7,dynamic_bottleneck,2,8734,1.6,2.929252859597998,False,True,True,True,0,3,1,1,True
31be52f8729fc972aabafa7d4b3b646b3e891b24d4b3c86325ac6431f4a73b0d,dynamic_bottleneck,2,8735,1.6,2.9102906805372513,False,True,True,True,0,3,1,1,True
07974d83eacef5f437623f7fc159a7598cb65de0811158c2e7793713857c1c17,dynamic_bottleneck,2,8736,1.6,2.9833795502994445,False,True,True,True,0,3,1,1,True
aa943221a7d057fba30fb98eccfd24357d64ea360c9e15bfc44d040379234137,dynamic_bottleneck,2,8737,1.6,2.997842998855889,False,True,True,True,0,3,1,1,True
433d91b6737e84dd2ef2074f4f362087f0fef0afa06fcb7aeaaa657f8777aacc,dynamic_bottleneck,2,8738,1.6,2.9872493562112563,False,True,True,True,0,3,1,1,True
9cf5b4ef34114f3c772dcc1e3af5faf7a76e1f21e726ef5cbdbe0b9a00072d39,dynamic_bottleneck,2,8739,1.6,2.944103226607087,False,True,True,True,0,3,1,1,True
ed4594b82b30666689ff91c4aa18a1d001baf880576d1c23de456f886ad8a698,dynamic_bottleneck,3,8700,1.6,2.9278516308075915,False,True,True,True,1,7,1,3,True
66d9d161f27316f8bda5094ea59a2da98bbe5144c43fd88fd35ea2361f27c482,dynamic_bottleneck,3,8701,1.6,2.977512163063057,False,True,True,True,1,7,1,3,True
fb1d5a36f99dbd1ea8051cdd9db4be3ebc495b7c9c9befe55a66421a979f0212,dynamic_bottleneck,3,8702,1.6,3.026194261811842,False,True,True,True,1,7,1,3,True
6f2346dc924f856bebaf061eb3cf28c4d3464952ed043ac94eabce8a01b9ef0e,dynamic_bottleneck,3,8703,1.6,3.0162459429324446,False,True,True,True,1,7,1,3,True
534b4466a6339d929efeb1e6c1177aa14c69cc36c801f9c049bb0338db200da7,dynamic_bottleneck,3,8704,1.6,2.998037822845987,False,True,True,True,1,7,1,3,True
8fdd2baf61e9c7a0aeecebbb39f7ffdc981cd3e8761331c1698f3c5779e9ed06,dynamic_bottleneck,3,8705,1.6,2.9887651522702576,False,True,True,True,1,7,1,3,True
8242c6bfa880d0cbb9385eb65114654633e32e759c812b0c066ca8b2bfe509d3,dynamic_bottleneck,3,8706,1.6,2.972751808234481,False,True,True,True,1,7,1,3,True
3ff71d695900506260654a532245ec3e4dd11ebfb64a1da4b96f04ccf748994a,dynamic_bottleneck,3,8707,1.6,2.942007672032359,False,True,True,True,1,7,1,3,True
169be46554a2335f343460e14294e3d39959d8cf7e09abecdabb2c231b0f5188,dynamic_bottleneck,3,8708,1.6,3.0543599094610876,False,True,True,True,1,7,1,3,True
3c9fd8bb2f8b4ee6e829d02da93c2e72a6eb5f24d776342f30772b67ccead270,dynamic_bottleneck,3,8709,1.6,2.983427292819094,False,True,True,True,1,7,1,3,True
0f6722252f4774db37174955d5c557597093f8ea991c588006791f184cd63cbb,dynamic_bottleneck,3,8710,1.6,2.999447968803146,False,True,True,True,1,7,1,3,True
540106e16d6cc75a1f2a2c8e62d7381ebc9f4c775e84d6b276720e3c4b8fad34,dynamic_bottleneck,3,8711,1.6,2.979570038143544,False,True,True,True,1,7,1,3,True
7fc5947585d275d682bd99d5764740209150ab10d41cc09f8e234ba5c6255b67,dynamic_bottleneck,3,8712,1.6,2.9949088546210483,False,True,True,True,1,7,1,3,True
e3662ccd3aafe58ec5895131696ae9eac9ae9b1c585c629314dec256814cca53,dynamic_bottleneck,3,8713,1.6,3.024847490831938,False,True,True,True,1,7,1,3,True
38010966bed28047773b2267aa474d7e0681bb6128ff64095badcac5394e73a2,dynamic_bottleneck,3,8714,1.6,2.9851643298114503,False,True,True,True,1,7,1,3,True
580e9297b762c2dc7df104991d2f37acf7175287405fe02ef8a616f7c7c076f7,dynamic_bottleneck,3,8715,1.6,2.995316566055351,False,True,True,True,1,7,1,3,True
8bdcab7de89325e1f174a009de75c776c93f067b9241d587ca27e33fec66c1cb,dynamic_bottleneck,3,8716,1.6,3.050591620668289,False,True,True,True,1,7,1,3,True
870636c06c3918e39592a87ff4f3a794f123d763d0a5984db6535eb0949a80ca,dynamic_bottleneck,3,8717,1.6,2.960716038520566,False,True,True,True,1,7,1,3,True
12fc3dca018310e48bf2d7044e514d548dc954f75364afaf80ce580123806ddb,dynamic_bottleneck,3,8718,1.6,3.0023692137696223,False,True,True,True,1,7,1,3,True
f3437481b3024861796d58e29d93f9859c6d454f4527c491da2de7acabed537f,dynamic_bottleneck,3,8719,1.6,3.0705401145152464,False,True,True,True,1,7,1,3,True
8252ab5c145e10559a4250e430b7608afbe33c5fb1c67b767f5e964fb80a7555,dynamic_bottleneck,3,8720,1.6,3.02335188355633,False,True,True,True,1,7,1,3,True
302939fb73301c5b528e38bb1ce67f49d325060ebfe8d0ac81ec26376d7985dd,dynamic_bottleneck,3,8721,1.6,3.0740764182470954,False,True,True,True,1,7,1,3,True
2da029223cdc0c644458d10e0de376530af07305067224b0cc5f1b729582f621,dynamic_bottleneck,3,8722,1.6,2.9372279359535476,False,True,True,True,1,7,1,3,True
3a1b2c0bccc2e7342b8a1bb6c07f77ee5a49bfbf81b671b6589d91eb749916c6,dynamic_bottleneck,3,8723,1.6,2.9605983183729805,False,True,True,True,1,7,1,3,True
5d00f382ebc4c379144ff01eab4d8e9b68a2d912991db1d837ef25e78b26adfc,dynamic_bottleneck,3,8724,1.6,3.0138430292800837,False,True,True,True,1,7,1,3,True
870549468ae633d8de3fe04c3f053f1e5cd0be9d15e296ec91abccfa7e9bf5f6,dynamic_bottleneck,3,8725,1.6,2.9530700749314995,False,True,True,True,1,7,1,3,True
47a2365055dbae5296cd9257801cde2130d417d957e8426b6b217fccb8046c0f,dynamic_bottleneck,3,8726,1.6,2.977869368936714,False,True,True,True,1,7,1,3,True
fd9f6b4842ed99999445df91b599d40d75617f21a80b9f711a4d83755b0254f2,dynamic_bottleneck,3,8727,1.6,3.0671109721590746,False,True,True,True,1,7,1,3,True
a3cbe1ab428b6713347d269982d03a389339b8073bf43eb2de36170a848e24ed,dynamic_bottleneck,3,8728,1.6,3.0136151454723983,False,True,True,True,1,7,1,3,True
f920d73d77bf5b0c033617326ba122556a40802e98eb3c73e3567731a9fd1eff,dynamic_bottleneck,3,8729,1.6,2.9651231879210513,False,True,True,True,1,7,1,3,True
82e429364e9759572894d1ed67dd26f1af2f82a447820559ca12fcb4bf16a2ae,dynamic_bottleneck,3,8730,1.6,3.0056287482558126,False,True,True,True,1,7,1,3,True
47e10b422fd506397a6d851ffec8e37dda94fd127efebdd305b50d1a718d2984,dynamic_bottleneck,3,8731,1.6,3.0143069478728712,False,True,True,True,1,7,1,3,True
c85b59c245f7db4839710ea415cbbcb00af5c103e45d787f30679ebc2123ed84,dynamic_bottleneck,3,8732,1.6,3.037173667122712,False,True,True,True,1,7,1,3,True
a24354d4d4ca04892cbefc7c4e39b6efa3b628604e9a06c5f9c5da08244e5315,dynamic_bottleneck,3,8733,1.6,2.9660782986676413,False,True,True,True,1,7,1,3,True
9b3c7e7379847a8592decbf749504922f3c44c2b8596c43e0b892c9ce0257e46,dynamic_bottleneck,3,8734,1.6,2.994535802984931,False,True,True,True,1,7,1,3,True
60355c3ee99839eadc6d6765f1a0de14571672672d3d0d8422326c34de234fe8,dynamic_bottleneck,3,8735,1.6,2.9665189594646435,False,True,True,True,1,7,1,3,True
e331d98e9687a73e6cfc838d5f971687fdd8d0c489f70e9b8f23d92d904a2117,dynamic_bottleneck,3,8736,1.6,3.0105162213775216,False,True,True,True,1,7,1,3,True
5dcc1d18d9c88ba4e692bd27b0ed950e03f607b406a9fb7dea97a339e67c6cb4,dynamic_bottleneck,3,8737,1.6,3.014147818009656,False,True,True,True,1,7,1,3,True
