scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,arrival_success_rate_mean,timeout_rate_mean,mean_arrival_time_s_mean,max_arrival_time_s_mean,travel_distance_m_mean,mean_path_length_m_mean,path_efficiency_ratio_mean,energy_proxy_wh_mean,collision_count_mean,collision_rate_mean,safety_violation_count_mean,min_robot_clearance_m_mean,min_obstacle_clearance_m_mean,mean_clearance_m_mean,mean_speed_mps_mean,max_speed_mps_mean,max_speed_violation_mps_mean,congestion_delay_s_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,reference_score_value_mean,signed_score_delta_vs_reference_mean,performance_gap_vs_reference_mean,optimality_gap_vs_reference_mean,arrived_robots_mean,timed_out_robots_mean
cluttered_warehouse,cbf_safety_filter,CBF safety filter,sota,centralized,baseline,cbf_velocity_projection_proxy,sp4_motion_sota_proxy,none,centralized_cbf_velocity_projection_proxy,global_relative_state,0,6,False,False,12,1.0,0.0,27.95875,31.5,148.81514291468585,18.60189286433573,0.8541088304872213,1123.1653122572604,44.416666666666664,0.016573383084577113,66.16666666666667,-0.1065276670186961,-0.3117394458246889,4.76790171854782,0.46273365334168476,0.7309244822056956,0.0,5.739284552054717,18704.0,146.86530832356462,-8.481103966788563,-14.53844728612187,6.057343319333309,0.00745805487655149,0.00745805487655149,8.0,0.0
cluttered_warehouse,direct_to_target,Direct to target,classic,decentralized,baseline,direct_single_integrator,sp4_motion_baseline,none,local_target_feedback,none,0,0,False,False,12,1.0,0.0,21.8225,23.74,124.46427155259362,15.558033944074202,1.0206227665878913,938.9509122715878,232.91666666666666,0.0869092039800995,283.1666666666667,-0.5242409080710498,-0.6689230606380074,4.89288996368525,0.38701576975308943,0.7775792363890378,1.8503717077085943e-16,0.0,18704.0,17.184825012615573,-160.26973841652526,-14.53844728612187,-145.7312911304034,0.18216411391300427,0.18216411391300427,8.0,0.0
cluttered_warehouse,explicit_vgne_cbf_motion,Ours explicit vGNE-CBF motion,model_based,decentralized,proposed,closed_form_explicit_amr_vgne_cbf,sp4_explicit_control_law,closed_form_model_based,distributed_explicit_amr_vgne_cbf_hand_point,local_target_obstacle_neighbor_state_plus_consensus_scalars,0,10,False,False,12,1.0,0.0,24.336250000000003,26.470000000000002,125.08929957303553,15.636162446629442,1.015522111819301,943.3442456062706,211.91666666666666,0.0790733830845771,257.1666666666667,-0.5321304979061433,-0.4350170084598295,4.797299906352032,0.38895926484152854,0.6998213127501342,0.0,2.116784552054717,18704.0,445.27958331552026,-145.6672077651156,-14.53844728612187,-131.12876047899368,0.16391095059874214,0.16391095059874214,8.0,0.0
cluttered_warehouse,reference_time_expanded_cbf,Reference time-expanded CBF,model_based_reference,centralized,reference,time_expanded_safe_cbf_reference,sp4_motion_reference,none,centralized_time_expanded_cbf_reference,global_state_and_release_schedule,0,8,False,False,12,1.0,0.0,27.578750000000003,30.849999999999998,148.62842897238323,18.578553621547904,0.855249281454984,1122.1655598764717,51.916666666666664,0.019371890547263685,75.08333333333333,-0.08270917195749444,-0.2557055146563801,4.763864515844525,0.46215307516288334,0.7464760669334763,0.0,5.359284552054717,18704.0,159.46656667316952,-14.53844728612187,-14.53844728612187,0.0,0.0,0.0,8.0,0.0
cluttered_warehouse,smith_motion_field,Smith-QR motion field,model_based,decentralized,proposed,smith_qr_congestion_field,sp4_motion_proposed,none,distributed_smith_qr_motion_field,local_congestion_price_neighbors,0,6,False,False,12,1.0,0.0,28.51125,32.44,151.74666974189373,18.968333717736716,0.8379043754458103,1146.320002770676,57.75,0.021548507462686568,74.5,-0.15552551005459533,-0.32623389236003303,4.802879152218951,0.47184909745613707,0.7309244822056956,0.0,6.291784552054717,18704.0,181.7353166503987,-22.18188528137114,-14.53844728612187,-7.643437995249275,0.026341361738800247,0.026341361738800247,8.0,0.0
cluttered_warehouse,tensor_flow_motion_field,Smooth tensor-flow motion,model_based,decentralized,proposed,smooth_tensor_flow_barrier_motion,sp4_motion_proposed,none,distributed_smooth_tensor_flow_motion_field,local_anisotropic_clearance_tensor,0,8,False,False,12,0.9895833333333334,0.010416666666666666,29.946785714285713,33.48,150.0100324574145,18.751254057176812,0.8476227955076999,1132.8500450722306,52.666666666666664,0.019651741293532338,73.75,-0.08302007624836787,-0.3468853613094047,4.693941425930671,0.4664491058999208,0.6842697280223532,0.0,7.833451218721383,18704.0,192.17944166545445,-21.402470029164437,-14.53844728612187,-6.864022743042568,0.017203111071421723,0.017203111071421723,7.916666666666667,0.08333333333333333
communication_limited,cbf_safety_filter,CBF safety filter,sota,centralized,baseline,cbf_velocity_projection_proxy,sp4_motion_sota_proxy,none,centralized_cbf_velocity_projection_proxy,global_relative_state,0,6,False,False,12,1.0,0.0,26.59125,32.12,142.99075949885858,17.873844937357322,0.8647263599858427,1104.5635103814134,6.416666666666667,0.0026647286821705426,12.166666666666666,-0.05727356669901356,18.0,12.050806582886976,0.49484620535319274,0.7358137422523926,0.0,5.166760015691447,16800.0,96.2209999949361,28.555048969227673,25.567785303967963,2.9872636652597127,0.003609726279633309,0.003609726279633309,8.0,0.0
communication_limited,direct_to_target,Direct to target,classic,decentralized,baseline,direct_single_integrator,sp4_motion_baseline,none,local_target_feedback,none,0,0,False,False,12,1.0,0.0,21.033749999999998,25.239999999999995,120.95697510843104,15.11962188855388,1.0212144287771874,934.9640721154274,86.5,0.035921926910299,112.66666666666667,-0.47224202734512305,18.0,12.345399275448043,0.41859418296107104,0.7827805768642474,1.942890293094024e-16,0.0,5482.166666666667,15.97605833861356,-35.8267998297267,25.567785303967963,-61.39458513369467,0.07674323141711835,0.07674323141711835,8.0,0.0
communication_limited,explicit_vgne_cbf_motion,Ours explicit vGNE-CBF motion,model_based,decentralized,proposed,closed_form_explicit_amr_vgne_cbf,sp4_explicit_control_law,closed_form_model_based,distributed_explicit_amr_vgne_cbf_hand_point,local_target_obstacle_neighbor_state_plus_consensus_scalars,0,10,False,False,12,1.0,0.0,23.343749999999996,28.040000000000003,120.9818429456082,15.122730368201024,1.0210049281808151,934.9001671104091,91.66666666666667,0.03806755260243632,120.58333333333333,-0.4482984153167991,18.0,12.200174695871725,0.41868024275196625,0.7045025191778228,0.0,1.9192600156914468,5683.666666666667,186.8629083134389,-44.677133364985075,25.567785303967963,-70.24491866895303,0.08780614833619127,0.08780614833619127,8.0,0.0
communication_limited,reference_time_expanded_cbf,Reference time-expanded CBF,model_based_reference,centralized,reference,time_expanded_safe_cbf_reference,sp4_motion_reference,none,centralized_time_expanded_cbf_reference,global_state_and_release_schedule,0,8,False,False,12,1.0,0.0,26.086249999999996,32.07,142.03196301000634,17.753995376250792,0.8700732335932947,1098.206655476088,10.5,0.00436046511627907,13.333333333333334,-0.08483328832208277,18.0,12.107059808207929,0.49152811119188256,0.7514693537896776,0.0,4.6617600156914465,16800.0,108.80131666393329,25.567785303967963,25.567785303967963,0.0,0.0,0.0,8.0,0.0
communication_limited,smith_motion_field,Smith-QR motion field,model_based,decentralized,proposed,smith_qr_congestion_field,sp4_motion_proposed,none,distributed_smith_qr_motion_field,local_congestion_price_neighbors,0,6,False,False,12,0.9895833333333334,0.010416666666666666,27.453928571428566,33.160000000000004,147.70930158242402,18.463662697803002,0.8371853962870098,1143.0281001266294,8.083333333333334,0.0033568660022148394,11.666666666666666,-0.06300149091104396,18.0,11.988440917951875,0.5111756007143688,0.7358137422523926,0.0,6.114260015691447,5191.0,113.382041658042,22.13227757861814,25.567785303967963,-3.4355077253498187,0.01098900271187459,0.01098900271187459,7.916666666666667,0.08333333333333333
communication_limited,tensor_flow_motion_field,Smooth tensor-flow motion,model_based,decentralized,proposed,smooth_tensor_flow_barrier_motion,sp4_motion_proposed,none,distributed_smooth_tensor_flow_motion_field,local_anisotropic_clearance_tensor,0,8,False,False,12,0.9895833333333334,0.010416666666666666,28.632857142857144,34.18000000000001,144.49207602271608,18.06150950283951,0.8553300801962389,1115.9645786080018,6.5,0.002699335548172758,11.416666666666666,-0.038620003073190474,18.0,11.930031229272723,0.5000417913299977,0.6888469076405377,0.0,7.273010015691447,5296.0,117.13467499551673,22.834775506641154,25.567785303967963,-2.7330097973268015,0.008794686097276324,0.008794686097276324,7.916666666666667,0.08333333333333333
crossing_traffic,cbf_safety_filter,CBF safety filter,sota,centralized,baseline,cbf_velocity_projection_proxy,sp4_motion_sota_proxy,none,centralized_cbf_velocity_projection_proxy,global_relative_state,0,6,False,False,12,0.9861111111111112,0.013888888888888888,26.430666666666667,31.680000000000003,107.0518431454454,17.841973857574235,0.8746204037762498,824.751270286475,0.3333333333333333,0.0001949317738791423,1.5,0.12482403976171108,18.0,12.07823970689175,0.521695142034334,0.7432768546822192,0.0,4.867065806108788,8520.0,57.6705083270402,42.885801103382875,45.730155897833875,-2.8443547944510197,0.006624949872657378,0.006624949872657378,5.916666666666667,0.08333333333333333
crossing_traffic,direct_to_target,Direct to target,classic,decentralized,baseline,direct_single_integrator,sp4_motion_baseline,none,local_target_feedback,none,0,0,False,False,12,1.0,0.0,21.256666666666668,24.58,91.63683254054614,15.272805423424357,1.020868259290942,707.8180017353375,40.583333333333336,0.023732943469785578,56.25,-0.40059865179641513,18.0,12.44909380718481,0.446573257994864,0.7907200581725736,1.942890293094024e-16,0.0,8520.0,12.664691671185816,1.7919858295744227,45.730155897833875,-43.93817006825946,0.0732302834470991,0.0732302834470991,6.0,0.0
crossing_traffic,explicit_vgne_cbf_motion,Ours explicit vGNE-CBF motion,model_based,decentralized,proposed,closed_form_explicit_amr_vgne_cbf,sp4_explicit_control_law,closed_form_model_based,distributed_explicit_amr_vgne_cbf_hand_point,local_target_obstacle_neighbor_state_plus_consensus_scalars,0,10,False,False,12,1.0,0.0,23.586666666666662,27.26,91.63905556786835,15.27317592797806,1.0208435614588367,707.629989204561,43.833333333333336,0.025633528265107213,59.666666666666664,-0.3926727927947448,18.0,12.284044448078063,0.44658409146134675,0.7116480523553163,0.0,1.9431769172198985,8520.0,151.53155833831988,-6.4960266199006265,45.730155897833875,-52.226182517734514,0.08704363752955752,0.08704363752955752,6.0,0.0
crossing_traffic,reference_time_expanded_cbf,Reference time-expanded CBF,model_based_reference,centralized,reference,time_expanded_safe_cbf_reference,sp4_motion_reference,none,centralized_time_expanded_cbf_reference,global_state_and_release_schedule,0,8,False,False,12,1.0,0.0,25.815,30.389999999999997,105.8039132216348,17.633985536939136,0.8848905676708881,816.8515357149141,1.0833333333333333,0.0006335282651072125,3.25,0.13936454436132942,18.0,12.14242157612666,0.5156136121912026,0.7590912558456705,0.0,4.171510250553232,8520.0,63.27747504110448,45.730155897833875,45.730155897833875,0.0,0.0,0.0,6.0,0.0
