slot_to_robot_ratio,N,M,n_worlds,solver_ms_median,solver_ms_p05,solver_ms_p95,total_ms_median,matrix_mib_median,mission_feasible_rate
0.5,16,8,2,0.01015,0.007855,0.012445,0.55885,0.0009765625,1.0
0.5,32,16,2,0.01515,0.014835000000000001,0.015465,0.54495,0.00390625,1.0
1.0,16,16,2,0.008400000000000001,0.00651,0.01029,0.2992,0.001953125,1.0
1.0,32,32,2,0.0242,0.02186,0.02654,0.547,0.0078125,1.0
