world_key,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified
E3:uniform:p0.85:cv0.0:r0,OPTIMAL,372.78758611296337,372.7875861129633,0.0,0.007337799994274974,True,True
E3:uniform:p0.85:cv0.0:r1,OPTIMAL,531.2117132634306,531.2117132634306,0.0,0.00250239999149926,True,True
E3:uniform:p0.85:cv0.65:r0,OPTIMAL,371.122977097529,371.122977097529,0.0,0.07455670001218095,True,True
E3:uniform:p0.85:cv0.65:r1,OPTIMAL,438.37322851306766,438.37322851306766,0.0,0.0805672999995295,True,True
E3:corridor:p0.85:cv0.0:r0,OPTIMAL,134.01359273802728,134.01359273802728,0.0,0.0019967999833170325,True,True
E3:corridor:p0.85:cv0.0:r1,OPTIMAL,215.06272317723932,215.0627231772393,0.0,0.0017303000204265118,True,True
E3:corridor:p0.85:cv0.65:r0,OPTIMAL,177.6896421848016,177.68964218480158,0.0,0.19192549999570474,True,True
E3:corridor:p0.85:cv0.65:r1,OPTIMAL,165.86514378745673,165.86514378745673,0.0,0.06202699997811578,True,True
