campaign_id,experiment,world_key,world_id,world_seed,scenario,N,K,capacity_cv,pressure,graph_regime,method,method_family,algorithm_status,terminal_phase,raw_certificate,distance_cost,capacity_deficit,robot_conflict,excess_capacity,assigned_robots,max_coalition_size,unserved_loads,rounds,messages,bytes,runtime_ms,commits,quota_commits,geometry_commits,rejected_stale,rejected_conflict,max_parallel_commits,potential_monotone,unilateral_local_minimum,pair_local_minimum,feasible,messages_per_agent,bytes_per_agent,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified,optimality_gap,graph_n_edges,graph_mean_degree,graph_min_degree,graph_diameter,graph_components,graph_lambda_2,graph_connected
SP1_N4_ATOMIC_GEO_QPG_v1_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.85:cv0.0:r0,uniform-p0.85-r0,1604451720,uniform,16,5,0.0,0.85,medium,capacity_cbba_rb,N3_REFERENCE,QUIESCENT_OBSERVED,N/A,CAPACITY_DEFICIT,329.76363519606525,4.447897843851184,0,6.447897843851177,14,5,1,25,1085,166351,34.50980002526194,,,,,,,,,,False,67.8125,10396.9375,OPTIMAL,372.78758611296337,372.7875861129633,0.0,0.007337799994274974,True,True,,71,8.875,2,3,1,1.8942387647471932,True
SP1_N4_ATOMIC_GEO_QPG_v1_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.85:cv0.0:r0,uniform-p0.85-r0,1604451720,uniform,16,5,0.0,0.85,medium,weighted_grape,N3_REFERENCE,CONVERGED,N/A,FEASIBLE,422.87223990416703,0.0,0,6.999999999999993,15,5,0,257,10384,435702,156.57290001399815,,,,,,,,,,True,649.0,27231.375,OPTIMAL,372.78758611296337,372.7875861129633,0.0,0.007337799994274974,True,True,0.13435172107911028,71,8.875,2,3,1,1.8942387647471932,True
SP1_N4_ATOMIC_GEO_QPG_v1_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.85:cv0.0:r0,uniform-p0.85-r0,1604451720,uniform,16,5,0.0,0.85,medium,weighted_pair_grape,N3_REFERENCE,CONVERGED,N/A,FEASIBLE,372.78758611296337,0.0,0,6.999999999999993,15,5,0,337,12841,538896,298.03490001359023,,,,,,,,,,True,802.5625,33681.0,OPTIMAL,372.78758611296337,372.7875861129633,0.0,0.007337799994274974,True,True,0.0,71,8.875,2,3,1,1.8942387647471932,True
SP1_N4_ATOMIC_GEO_QPG_v1_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.85:cv0.0:r0,uniform-p0.85-r0,1604451720,uniform,16,5,0.0,0.85,medium,geo_qpg_u,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,591.317590428691,0.0,0,6.999999999999993,15,5,0,31,269,9048,5.65079998341389,15.0,15.0,0.0,0.0,0.0,1.0,True,True,False,True,16.8125,565.5,OPTIMAL,372.78758611296337,372.7875861129633,0.0,0.007337799994274974,True,True,0.5862051539707331,71,8.875,2,3,1,1.8942387647471932,True
SP1_N4_ATOMIC_GEO_QPG_v1_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.85:cv0.0:r0,uniform-p0.85-r0,1604451720,uniform,16,5,0.0,0.85,medium,geo_qpg_p,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,372.78758611296337,0.0,0,6.999999999999993,15,5,0,414,1583,76624,197.64719999511726,34.0,15.0,19.0,0.0,0.0,1.0,True,True,True,True,98.9375,4789.0,OPTIMAL,372.78758611296337,372.7875861129633,0.0,0.007337799994274974,True,True,0.0,71,8.875,2,3,1,1.8942387647471932,True
SP1_N4_ATOMIC_GEO_QPG_v1_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.85:cv0.0:r0,uniform-p0.85-r0,1604451720,uniform,16,5,0.0,0.85,medium,geo_qpg_cf,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,372.78758611296337,0.0,0,6.999999999999993,15,5,0,17,1277,66524,220.31340000103228,19.0,15.0,4.0,0.0,61.0,4.0,True,True,True,True,79.8125,4157.75,OPTIMAL,372.78758611296337,372.7875861129633,0.0,0.007337799994274974,True,True,0.0,71,8.875,2,3,1,1.8942387647471932,True
SP1_N4_ATOMIC_GEO_QPG_v1_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.85:cv0.0:r1,uniform-p0.85-r1,4293387119,uniform,16,5,0.0,0.85,medium,capacity_cbba_rb,N3_REFERENCE,QUIESCENT_OBSERVED,N/A,FEASIBLE,664.6448250506892,0.0,0,11.999999999999986,16,6,0,24,895,146977,79.35370001359843,,,,,,,,,,True,55.9375,9186.0625,OPTIMAL,531.2117132634306,531.2117132634306,0.0,0.00250239999149926,True,True,0.2511863132074582,66,8.25,4,3,1,3.0160955598382606,True
SP1_N4_ATOMIC_GEO_QPG_v1_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.85:cv0.0:r1,uniform-p0.85-r1,4293387119,uniform,16,5,0.0,0.85,medium,weighted_grape,N3_REFERENCE,CONVERGED,N/A,FEASIBLE,577.859182577123,0.0,0,11.999999999999986,16,6,0,273,10081,423006,163.8163000170607,,,,,,,,,,True,630.0625,26437.875,OPTIMAL,531.2117132634306,531.2117132634306,0.0,0.00250239999149926,True,True,0.08781332969320205,66,8.25,4,3,1,3.0160955598382606,True
SP1_N4_ATOMIC_GEO_QPG_v1_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.85:cv0.0:r1,uniform-p0.85-r1,4293387119,uniform,16,5,0.0,0.85,medium,weighted_pair_grape,N3_REFERENCE,CONVERGED,N/A,FEASIBLE,548.2271901772615,0.0,0,11.999999999999986,16,6,0,369,12944,543252,406.69470001012087,,,,,,,,,,True,809.0,33953.25,OPTIMAL,531.2117132634306,531.2117132634306,0.0,0.00250239999149926,True,True,0.03203144149306965,66,8.25,4,3,1,3.0160955598382606,True
SP1_N4_ATOMIC_GEO_QPG_v1_SMOKE,E3_CONFIRMATORY,E3:uniform:p0.85:cv0.0:r1,uniform-p0.85-r1,4293387119,uniform,16,5,0.0,0.85,medium,geo_qpg_u,N4_PROPOSED,LOCAL_MINIMUM,G,FEASIBLE,784.3603920953888,0.0,0,11.999999999999986,16,6,0,32,284,9528,5.759400024544448,16.0,16.0,0.0,0.0,0.0,1.0,True,True,False,True,17.75,595.5,OPTIMAL,531.2117132634306,531.2117132634306,0.0,0.00250239999149926,True,True,0.4765495046725756,66,8.25,4,3,1,3.0160955598382606,True
