world_key,world_id,world_seed,world_digest,scenario,scenario_label,capacity_cv,realized_cv,pressure,N,K,total_capacity,total_demand,critical_radius_m
E3:uniform:p0.85:cv0.0:r0,uniform-p0.85-r0,1604451720,72c0c0f6f94699b0e2c12681d74b1ea45cb674bcf6e4a52cb2ad7ec5a6c6a089,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,31.13562210463887
E3:uniform:p0.85:cv0.0:r1,uniform-p0.85-r1,4293387119,659551f28b209105b2a721e707c42044fde0d6f7f51a3e2a036101d8c17cef88,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,38.115275635922124
E3:uniform:p0.85:cv0.65:r0,uniform-p0.85-r0,1604451720,8975e637ceeca14b85f4f9a9366eb38c42e766ff5d37ca115c9d01590bf91af1,uniform,Aleatorio,0.65,0.5345538682315003,0.85,16,5,80.0,68.0,31.13562210463887
E3:uniform:p0.85:cv0.65:r1,uniform-p0.85-r1,4293387119,05867579a1a80870e03d7fd1d20841e42a078a0f5fd6ad89c2ebdc74575f8e1c,uniform,Aleatorio,0.65,0.4255718850109034,0.85,16,5,80.0,68.00000000000001,38.115275635922124
E3:corridor:p0.85:cv0.0:r0,corridor-p0.85-r0,95357839,b7353ced359b3b3cbd55671bca62fdc548889a6fda0ff2358a0d4cb9d8794031,corridor,Pasillo,0.0,0.0,0.85,16,5,80.0,67.99999999999999,17.635444438581604
E3:corridor:p0.85:cv0.0:r1,corridor-p0.85-r1,2262261075,98bfa0fbf0d303ff49680e7e2222edc7ba75ad8f69095cc6dcc1d9eb975a151c,corridor,Pasillo,0.0,0.0,0.85,16,5,80.0,68.0,16.26445780070801
E3:corridor:p0.85:cv0.65:r0,corridor-p0.85-r0,95357839,60e8d89d9261081d8b3afa7224feb7ba5e5161cf473d6a38467011652d6899b7,corridor,Pasillo,0.65,0.6931343353396344,0.85,16,5,80.0,67.99999999999999,17.635444438581604
E3:corridor:p0.85:cv0.65:r1,corridor-p0.85-r1,2262261075,511993286573268dc5256e0dfcdb543a322c531c586f7ef9b630a8c2e4a316ea,corridor,Pasillo,0.65,0.7472189111174908,0.85,16,5,80.0,68.0,16.26445780070801
