id,metric,test,n_pairs,p_value,effect,effect_name,reject,status,methods
H3_1_scalar_false_positives_rotational_loads,false_positive_rate,one_sample_wilcoxon_signed_rank,600,6.0258886769785696e-61,0.5,mean_minus_threshold,True,ok,oracle_scalar_assignment
H3_2_smith_wrench_lower_residual_than_smith_capacity,wrench_residual_feasible_available,wilcoxon_signed_rank,600,0.6434590549163923,4.0082039542323837e-19,mean_paired_difference,False,ok,smith_wrench_deficit vs capacity_greedy_slots
H3_3_capacity_greedy_more_infeasible_assignments_than_support_dual,fp_given_assigned,wilcoxon_signed_rank,600,0.5,0.0,mean_paired_difference,False,ok,capacity_greedy_slots vs support_dual_wrench_market
H3_4_support_dual_lower_gap_than_cbba,optimality_gap_vs_wrench_oracle,wilcoxon_signed_rank,600,0.9941739415329999,4.5220439361811084e-05,mean_paired_difference,False,ok,support_dual_wrench_market vs cbba_slots
H3_5_methods_differ_wrench_gap,optimality_gap_vs_wrench_oracle,friedman_chi_square,600,2.581918613299281e-95,0.10962112745542238,kendall_w,True,ok,"hungarian_slots,capacity_greedy_slots,cbba_slots,replicator_wrench_deficit,bnn_wrench_deficit,smith_wrench_deficit,smith_wrench_marginal,support_dual_wrench_market"
