experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,load_id,load_index,mass_kg,length_m,width_m,required_robots,assigned_robots,robot_deficit,robot_surplus,required_capacity_kg,assigned_nominal_capacity_kg,assigned_effective_capacity_kg,capacity_deficit_kg,capacity_surplus_kg,capacity_margin_kg,capacity_satisfaction_ratio,status,reward,assigned_robot_ids,method_variant,method_comparison_group,assigned_visible_robots,assigned_out_of_radius_robots
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,centralized_capacity_milp,model_based_oracle,centralized,reference,load-01,1,44.92632084326861,1.4801018549509557,1.0047024991523972,2,2,0,0,44.92632084326861,111.26639573901934,43.287009807516014,1.6393110357525984,0.0,-1.6393110357525984,0.9635111220998588,UNDER,2.1649447507565442,amr-03 amr-04,exact_effective_capacity_milp,centralized_oracle_reference,2,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,centralized_capacity_milp,model_based_oracle,centralized,reference,load-02,2,47.60507927043794,2.698517616249738,1.2989551675216138,2,3,0,1,47.60507927043794,103.74041474703532,50.411915208861984,0.0,2.8068359384240438,2.8068359384240438,1.0,OK,2.4778347563337118,amr-01 amr-02 amr-05,exact_effective_capacity_milp,centralized_oracle_reference,3,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,centralized_capacity_milp,model_based_oracle,centralized,reference,load-03,3,17.691477356642427,1.8425397135357051,0.965846737028726,1,1,0,0,17.691477356642427,29.932917225831964,22.078826982943774,0.0,4.387349626301347,4.387349626301347,1.0,OVER,1.7654866955692756,amr-06,exact_effective_capacity_milp,centralized_oracle_reference,1,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,capacity_oracle_reference,model_based_oracle,centralized,reference,load-01,1,44.92632084326861,1.4801018549509557,1.0047024991523972,2,2,0,0,44.92632084326861,111.26639573901934,43.287009807516014,1.6393110357525984,0.0,-1.6393110357525984,0.9635111220998588,UNDER,2.1649447507565442,amr-03 amr-04,exact_capacity_coverage_replay,centralized_capacity_ceiling_reference,2,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,capacity_oracle_reference,model_based_oracle,centralized,reference,load-02,2,47.60507927043794,2.698517616249738,1.2989551675216138,2,3,0,1,47.60507927043794,103.74041474703532,50.411915208861984,0.0,2.8068359384240438,2.8068359384240438,1.0,OK,2.4778347563337118,amr-01 amr-02 amr-05,exact_capacity_coverage_replay,centralized_capacity_ceiling_reference,3,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,capacity_oracle_reference,model_based_oracle,centralized,reference,load-03,3,17.691477356642427,1.8425397135357051,0.965846737028726,1,1,0,0,17.691477356642427,29.932917225831964,22.078826982943774,0.0,4.387349626301347,4.387349626301347,1.0,OVER,1.7654866955692756,amr-06,exact_capacity_coverage_replay,centralized_capacity_ceiling_reference,1,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,greedy_capacity_nearest,classic,decentralized,baseline,load-01,1,44.92632084326861,1.4801018549509557,1.0047024991523972,2,2,0,0,44.92632084326861,61.50102458116716,26.635382593664374,18.29093824960424,0.0,-18.29093824960424,0.5928681025669877,UNDER,2.1649447507565442,amr-03 amr-05,nearest_capacity_greedy,classic_decentralized_baseline,2,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,greedy_capacity_nearest,classic,decentralized,baseline,load-02,2,47.60507927043794,2.698517616249738,1.2989551675216138,2,3,0,1,47.60507927043794,153.50578590488752,68.32929320995973,0.0,20.72421393952179,20.72421393952179,1.0,OVER,2.4778347563337118,amr-01 amr-02 amr-04,nearest_capacity_greedy,classic_decentralized_baseline,3,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,greedy_capacity_nearest,classic,decentralized,baseline,load-03,3,17.691477356642427,1.8425397135357051,0.965846737028726,1,1,0,0,17.691477356642427,29.932917225831964,22.078826982943774,0.0,4.387349626301347,4.387349626301347,1.0,OVER,1.7654866955692756,amr-06,nearest_capacity_greedy,classic_decentralized_baseline,1,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,cbba_capacity,sota,decentralized,baseline,load-01,1,44.92632084326861,1.4801018549509557,1.0047024991523972,2,3,0,1,44.92632084326861,98.04598079260236,37.308189871455255,7.618130971813358,0.0,-7.618130971813358,0.8304305621110126,UNDER,2.1649447507565442,amr-01 amr-03 amr-05,cbba_payload_capacity_proxy,sota_decentralized_baseline,3,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,cbba_capacity,sota,decentralized,baseline,load-02,2,47.60507927043794,2.698517616249738,1.2989551675216138,2,2,0,0,47.60507927043794,116.9608296934523,55.80834562424425,0.0,8.203266353806306,8.203266353806306,1.0,OK,2.4778347563337118,amr-02 amr-04,cbba_payload_capacity_proxy,sota_decentralized_baseline,2,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,cbba_capacity,sota,decentralized,baseline,load-03,3,17.691477356642427,1.8425397135357051,0.965846737028726,1,1,0,0,17.691477356642427,29.932917225831964,22.078826982943774,0.0,4.387349626301347,4.387349626301347,1.0,OVER,1.7654866955692756,amr-06,cbba_payload_capacity_proxy,sota_decentralized_baseline,1,0
SP2_DIAG_wrench_market_vector_potential_repair,light_mixed,light_mixed_v00,3400,replicator_capacity_plain,model_based,decentralized,baseline,load-01,1,44.92632084326861,1.4801018549509557,1.0047024991523972,2,2,0,0,44.92632084326861,111.26639573901934,43.287009807516014,1.6393110357525984,0.0,-1.6393110357525984,0.9635111220998588,UNDER,2.1649447507565442,amr-03 amr-04,population_game_plain_payoff,sp2_plain_vs_marginal_ablation,2,0
