id,metric,test,n_pairs,p_value,p_value_raw,p_value_holm,effect,effect_name,ci95_low,ci95_high,effect_size,effect_size_name,rank_biserial,alpha,reject_raw,reject_holm,reject,status,methods
H_DIAG_SP2_marginal_smith_lower_score_gap,optimality_gap_vs_oracle,wilcoxon_signed_rank,780,2.566792478101334e-124,2.566792478101334e-124,7.700377434304002e-124,-0.22070907626864103,mean_paired_difference,-0.23246973813555868,-0.20893334054722137,-1.30616286179393,cohens_dz,-0.9791448602745136,0.05,True,True,True,ok,smith_capacity_marginal smith_capacity_plain
H_DIAG_SP2_smith_repair_lower_score_gap_than_marginal,optimality_gap_vs_oracle,wilcoxon_signed_rank,780,0.9999999833503671,0.9999999833503671,0.9999999833503671,0.03776161458179604,mean_paired_difference,0.02724279111337806,0.04833208869544631,0.24526846752628448,cohens_dz,0.23034855307186003,0.05,False,False,False,ok,smith_capacity_marginal_repair smith_capacity_marginal
H_DIAG_SP2_repair_methods_differ,optimality_gap_vs_oracle,friedman_chi_square,780,0.00566443398537104,0.00566443398537104,0.01132886797074208,0.004218562202918852,kendall_w,nan,nan,0.004218562202918852,kendall_w,nan,0.05,True,True,True,ok,replicator_capacity_marginal_repair logit_capacity_repair bnn_capacity_repair primal_dual_capacity_repair pid_capacity_repair smith_capacity_marginal_repair
