scalar_feasible_rate,wrench_feasible_rate,false_positive_rate,false_positive_given_scalar_rate,assigned_loads,feasible_assigned_loads,infeasible_assigned_loads,feasible_available_loads,relative_feasibility,feasible_coverage,precision_given_assigned,fp_given_assigned,wrench_residual_norm,max_wrench_residual_norm,wrench_residual_feasible_available,max_wrench_residual_feasible_available,wrench_margin,torque_error_nm,force_error_n,slot_coverage_ratio,complementarity_gain,scalar_wrench_success_gap,slot_conflict_count,assignment_valid,travel_distance_m,mean_assigned_travel_distance_m,max_assigned_travel_distance_m,estimated_arrival_time_s,energy_proxy_wh,communication_messages,runtime_ms,score_value,oracle_score_value,signed_score_delta_vs_oracle,oracle_dominance_violation,optimality_gap_vs_wrench_oracle,captured_reward,oracle_reward,assigned_robots,idle_robots,world_id,seed,scenario,method,strict_score,runtime_s,raw_fp_given_assigned,raw_wrench_feasible_rate,raw_closed_distinct,iterations,messages,simplex_error,slot_violation,kkt_residual,complementarity_residual,consensus_error,potential_initial,potential_final,potential_gain,converged,qp_potential,qp_potential_gap,qp_success
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1592890875165627,0.0,0,True,3.052243285189186,1.526121642594593,1.7704027473232202,2.734757805615393,17.17247015077713,8,10.395599994808435,39.70478684550234,39.70478684550234,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed461000,461000,point_load_degenerate,wrench_oracle,39.70478684550234,0.010395599994808435,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1592890875165627,0.0,0,True,3.052243285189186,1.526121642594593,1.7704027473232202,2.734757805615393,17.17247015077713,8,0.6327000446617603,39.70478684550234,39.70478684550234,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed461000,461000,point_load_degenerate,oracle_scalar_assignment,39.70478684550234,0.0006327000446617603,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1592890875165627,0.0,0,True,3.052243285189186,1.526121642594593,1.7704027473232202,2.734757805615393,17.17247015077713,8,8.08380008675158,39.70478684550234,39.70478684550234,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed461000,461000,point_load_degenerate,cbba_slots,39.70478684550234,0.00808380008675158,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1592890875165627,0.0,0,True,3.052243285189186,1.526121642594593,1.7704027473232202,2.734757805615393,17.17247015077713,8,8.246599929407239,39.70478684550234,39.70478684550234,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed461000,461000,point_load_degenerate,wrench_greedy,39.70478684550234,0.008246599929407239,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1592890875165627,0.0,0,True,3.052243285189186,1.526121642594593,1.7704027473232202,2.734757805615393,17.17247015077713,8,10.008999845013022,39.70478684550234,39.70478684550234,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed461000,461000,point_load_degenerate,smith_wrench_pairs_guarded,39.70478684550234,0.010008999845013022,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.2094087769908768,0.0,0,True,11.97536951808755,5.987684759043775,6.88688693397024,11.717257120015953,62.54726077814344,8,1.8054000101983547,39.57502193539388,39.70478684550234,-0.12976491010846303,False,0.003268243464280491,2.0,2.0,2,2,point_load_degenerate_seed461000,461000,point_load_degenerate,uniform_guarded,39.57502193539388,0.0018054000101983547,0.0,0.0,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1592890875165627,0.0,0,True,3.052243285189186,1.526121642594593,1.7704027473232202,2.734757805615393,17.17247015077713,8,101.65990004315972,39.70478684550234,39.70478684550234,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed461000,461000,point_load_degenerate,nash_pd_exact_unguarded,39.70478684550234,0.10165990004315972,0.0,0.0,True,407,0,0.0,0.0,0.0016843013471565767,0.0,0.0,-0.6586793298972289,-0.028021195069915083,0.6306581348273138,True,-0.027841816681693325,0.0001793783882217577,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1592890875165627,0.0,0,True,3.052243285189186,1.526121642594593,1.7704027473232202,2.734757805615393,17.17247015077713,8,101.65990004315972,39.70478684550234,39.70478684550234,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed461000,461000,point_load_degenerate,nash_pd_exact_guarded,39.70478684550234,0.10165990004315972,0.0,0.0,True,407,0,0.0,0.0,0.0016843013471565767,0.0,0.0,-0.6586793298972289,-0.028021195069915083,0.6306581348273138,True,-0.027841816681693325,0.0001793783882217577,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1592890875165627,0.0,0,True,3.052243285189186,1.526121642594593,1.7704027473232202,2.734757805615393,17.17247015077713,8,422.42920002900064,39.70478684550234,39.70478684550234,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed461000,461000,point_load_degenerate,nash_pd_ring_guarded,39.70478684550234,0.42242920002900064,1.0,0.0,True,1200,192000,0.0,0.0,0.0053847576870470855,0.0,0.016489770324521234,-0.6586793298972289,-0.027985601986155156,0.6306937279110737,True,-0.027841816681693325,0.0001437853044618312,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.1592890875165627,0.0,0,True,3.052243285189186,1.526121642594593,1.7704027473232202,2.734757805615393,17.17247015077713,8,183.47540008835495,39.70478684550234,39.70478684550234,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed461000,461000,point_load_degenerate,smith_price_guarded,39.70478684550234,0.18347540008835495,0.0,0.0,True,500,0,1.1102230246251565e-16,0.0,0.045635917172448734,0.0,0.0,-0.6586793298972289,-0.034636179558134535,0.6240431503390943,False,-0.027841816681693325,0.0067943628764412095,True
