experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,robot_id,robot_index,target_label,start_x,start_y,target_x,target_y,final_x,final_y,arrived,arrival_time_s,final_target_error_m,path_length_m,direct_distance_m,path_efficiency_ratio,battery_fraction,max_speed_mps,method_variant,method_comparison_group
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,direct_to_target,classic,decentralized,baseline,amr-01,1,target-01,-6.4286373217042945,-5.719337954080874,6.4181942935143494,-5.755097530010022,6.121383743966277,-5.754271348138799,True,17.64,0.29681169939797386,12.550069684698776,12.846881384096761,1.023650203294079,0.7194327818238256,0.7142657243985936,direct_single_integrator,sp4_motion_baseline
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,direct_to_target,classic,decentralized,baseline,amr-02,2,target-02,-6.5391230031718095,-3.4682259936775037,6.4679921646807585,-3.4397138725745533,6.120377708444996,-3.440475857483999,True,17.28,0.3476152913855874,12.659531126289185,13.007146417674791,1.0274587808914768,0.8279692984725638,0.7342805160465091,direct_single_integrator,sp4_motion_baseline
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,direct_to_target,classic,decentralized,baseline,amr-03,3,target-03,-6.462623239767631,-1.1588451881373736,6.468377172245369,-1.1467286014708893,6.142908535398213,-1.1470335716062174,True,16.68,0.3254687797284549,12.605537309016244,12.931006088744713,1.0258195086611401,0.8678892768084219,0.7584521864345453,direct_single_integrator,sp4_motion_baseline
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,direct_to_target,classic,decentralized,baseline,amr-04,4,target-04,-6.528833232933232,1.1435876315974407,6.452912004107226,1.0973814287660408,6.1491376459391445,1.0984626593211162,True,17.64,0.30377628238548043,12.67805118575635,12.98182746814187,1.0239608026450318,0.7277676000934192,0.7213902166302867,direct_single_integrator,sp4_motion_baseline
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,direct_to_target,classic,decentralized,baseline,amr-05,5,target-05,-6.655012817902943,3.5824728522245715,6.5160174005065254,3.384152964233625,6.172356665060532,3.3893275601027684,True,18.24,0.3436996909071788,12.828823521910818,13.172523212817964,1.0267912088992517,0.8424644635325824,0.7046162571663106,direct_single_integrator,sp4_motion_baseline
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,direct_to_target,classic,decentralized,baseline,amr-06,6,target-06,-6.498224942838167,5.861291230781915,6.494737855148565,5.703943748837106,6.164814362184337,5.707939190959085,True,16.439999999999998,0.32994768489484333,12.663967833529208,12.993915518424059,1.0260540526659645,0.7057959088737089,0.7732113274737179,direct_single_integrator,sp4_motion_baseline
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,priority_yield,classic,centralized,baseline,amr-01,1,target-01,-6.4286373217042945,-5.719337954080874,6.4181942935143494,-5.755097530010022,6.081036324486964,-5.754159039777202,True,19.08,0.337159275183983,12.509722108912795,12.846881384096761,1.0269517797636567,0.7194327818238256,0.7142657243985936,priority_release_yield,sp4_motion_baseline
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,priority_yield,classic,centralized,baseline,amr-02,2,target-02,-6.5391230031718095,-3.4682259936775037,6.4679921646807585,-3.4397138725745533,6.146681019507017,-3.4404181995651824,True,19.08,0.32131191712940044,12.685834500545365,13.007146417674791,1.025328402094132,0.8279692984725638,0.7342805160465091,priority_release_yield,sp4_motion_baseline
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,priority_yield,classic,centralized,baseline,amr-03,3,target-03,-6.462623239767631,-1.1588451881373736,6.468377172245369,-1.1467286014708893,6.137668472181372,-1.1470384816424164,True,18.599999999999998,0.330708845245693,12.600297243498987,12.931006088744713,1.0262461145840311,0.8678892768084219,0.7584521864345453,priority_release_yield,sp4_motion_baseline
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,priority_yield,classic,centralized,baseline,amr-04,4,target-04,-6.528833232933232,1.1435876315974407,6.452912004107226,1.0973814287660408,6.107476017061876,1.09861094644577,True,19.8,0.345438175162677,12.63638929297921,12.98182746814187,1.0273367785016394,0.7277676000934192,0.7213902166302867,priority_release_yield,sp4_motion_baseline
