experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n_robots,world_size_m,obstacle_count,robot_radius_m,target_tolerance_m,safety_margin_m,dt_s,horizon_s,communication_radius,arrival_success_rate,timeout_rate,mean_arrival_time_s,max_arrival_time_s,travel_distance_m,mean_path_length_m,path_efficiency_ratio,energy_proxy_wh,collision_count,collision_rate,safety_violation_count,min_robot_clearance_m,min_obstacle_clearance_m,mean_clearance_m,mean_speed_mps,max_speed_mps,max_speed_violation_mps,congestion_delay_s,communication_messages,runtime_ms,score_value,reference_score_value,signed_score_delta_vs_reference,performance_gap_vs_reference,optimality_gap_vs_reference,arrived_robots,timed_out_robots,all_arrived
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,direct_to_target,Direct to target,classic,decentralized,baseline,direct_single_integrator,sp4_motion_baseline,none,local_target_feedback,none,0,0,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,17.32,18.24,75.98598066120059,12.664330110200098,1.0256273514108096,709.2834424099435,0,0.0,0,1.6855048708312772,18.0,11.412272387964178,0.5250551455306846,0.773211327473718,1.1102230246251565e-16,0.0,6000,9.521600091829896,68.47824983043643,66.97390385321276,1.5043459772236645,0.0,0.0,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,priority_yield,Priority yield,classic,centralized,baseline,priority_release_yield,sp4_motion_baseline,none,centralized_priority_schedule,global_priority_order,0,2,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,19.419999999999998,20.88,75.96994143941674,12.661656906569457,1.0258438879020213,708.9883057938212,0,0.0,0,1.6858523856698464,18.0,11.420439866364827,0.5249443161927633,0.7113544212758205,0.0,1.7125362406644051,6000,16.402199980802834,65.1247298253901,66.97390385321276,-1.8491740278226558,0.0030819567130377598,0.0030819567130377598,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,apf_obstacle_avoidance,APF obstacle avoidance,classic,decentralized,baseline,artificial_potential_field,sp4_motion_baseline,none,local_apf_feedback,local_obstacle_robot_neighbors,0,4,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,18.82,19.919999999999998,75.96994143941674,12.661656906569457,1.0258438879020213,708.9883057938212,0,0.0,0,1.6858523856698464,18.0,11.414372443224465,0.5249443161927633,0.7113544212758205,0.0,1.1125362406644055,6000,32.895400072447956,66.08472982539011,66.97390385321276,-0.8891740278226479,0.0014819567130377465,0.0014819567130377465,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,velocity_obstacle_proxy,Velocity obstacle proxy,sota,decentralized,baseline,velocity_obstacle_proxy,sp4_motion_sota_proxy,none,local_velocity_obstacle_proxy,local_relative_state_neighbors,0,5,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,19.22,20.279999999999998,75.91969429637692,12.653282382729486,1.026522838535973,708.4716553597945,0,0.0,0,1.6856206893702095,18.0,11.4149088019165,0.5245971137118357,0.6958901947263463,0.0,1.5125362406644054,6000,37.95139992143959,65.46095070119914,66.97390385321276,-1.5129531520136226,0.002521588586689371,0.002521588586689371,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,cbf_safety_filter,CBF safety filter,sota,centralized,baseline,cbf_velocity_projection_proxy,sp4_motion_sota_proxy,none,centralized_cbf_velocity_projection_proxy,global_relative_state,0,6,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,18.44,19.439999999999998,76.05785390537585,12.676308984229308,1.0246581528169012,709.8613600856744,0,0.0,0,1.6856381556320588,18.0,11.413825086255159,0.5255517820990581,0.7268186478252949,0.0,0.7325362406644054,6000,41.694700019434094,66.66465853996056,66.97390385321276,-0.3092453132522053,0.0005154088554203422,0.0005154088554203422,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,smith_motion_field,Smith-QR motion field,model_based,decentralized,proposed,smith_qr_congestion_field,sp4_motion_proposed,none,distributed_smith_qr_motion_field,local_congestion_price_neighbors,0,6,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,18.44,19.439999999999998,76.05785390537585,12.676308984229308,1.0246581528169012,709.8613600856744,0,0.0,0,1.6856381556320588,18.0,11.413825086255159,0.5255517820990581,0.7268186478252949,0.0,0.7325362406644054,6000,52.263999939896166,66.66465853996056,66.97390385321276,-0.3092453132522053,0.0005154088554203422,0.0005154088554203422,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,replicator_motion_field,Replicator motion field,model_based,decentralized,baseline,replicator_target_congestion_field,sp4_population_motion_family,none,distributed_replicator_motion_field,local_target_obstacle_neighbor_scores,0,5,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,18.82,19.919999999999998,75.94780497301949,12.657967495503248,1.0261428900754408,708.7802819949497,0,0.0,0,1.6858498352319211,18.0,11.414365425198026,0.5247913555349603,0.7113544212758205,0.0,1.1125362406644055,6000,37.29170002043247,66.09168008598621,66.97390385321276,-0.8822237672265487,0.0014703729453775813,0.0014703729453775813,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,logit_motion_field,Logit motion field,model_based,decentralized,baseline,logit_softmax_motion_field,sp4_population_motion_family,none,distributed_logit_smoothed_motion_field,local_softmax_flow_scores,0,6,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,19.7,20.759999999999998,76.00043712093188,12.666739520155312,1.0254322612104547,709.2130662161338,0,0.0,0,1.6855292237693047,18.0,11.415533771530995,0.5251550381490597,0.6804259681768718,0.0,1.9925362406644058,6000,40.93049990478903,64.66777317123365,66.97390385321276,-2.3061306819791128,0.0038435511366318544,0.0038435511366318544,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,bnn_motion_field,BNN/Brown motion field,model_based,decentralized,baseline,brown_bnn_positive_excess_field,sp4_population_motion_family,none,distributed_bnn_positive_excess_motion_field,local_positive_excess_neighbor_scores,0,6,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,20.12,21.24,75.95542084921692,12.65923680820282,1.0260400010765476,708.7913421084422,0,0.0,0,1.6863980223105997,18.0,11.416189806035383,0.5248439804395855,0.6649617416273975,0.0,2.412536240664405,6000,40.12799996417016,64.00989399208784,66.97390385321276,-2.9640098611249215,0.004940016435208202,0.004940016435208202,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,primal_dual_motion_field,Primal-dual motion field,model_based,decentralized,proposed,primal_dual_barrier_motion_field,sp4_motion_proposed,none,distributed_primal_dual_barrier_motion_field,local_barrier_dual_prices,0,7,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,19.22,20.279999999999998,75.94761198257254,12.657935330428757,1.0261454976067355,708.7329225500325,0,0.0,0,1.68560673667375,18.0,11.414916196394957,0.5247900219912414,0.6958901947263463,0.0,1.5125362406644054,6000,68.5382999945432,65.45219613833372,66.97390385321276,-1.5217077148790423,0.002536179524798404,0.002536179524798404,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,pid_safety_motion,PID safety motion,model_based,decentralized,proposed,pid_damped_safety_motion,sp4_motion_proposed,none,distributed_pid_damped_safety_feedback,local_target_error_and_clearance,0,5,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,21.139999999999997,22.32,75.96352760332101,12.660587933886836,1.0259305030812318,708.7712066106437,0,0.0,0,1.6857141632628756,18.0,11.417512106957792,0.52489999725899,0.6340332885284488,0.0,3.432536240664406,6000,52.65199998393655,62.37631186116295,66.97390385321276,-4.597591992049814,0.007662653320083024,0.007662653320083024,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,tensor_flow_motion_field,Smooth tensor-flow motion,model_based,decentralized,proposed,smooth_tensor_flow_barrier_motion,sp4_motion_proposed,none,distributed_smooth_tensor_flow_motion_field,local_anisotropic_clearance_tensor,0,8,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,19.659999999999997,20.759999999999998,75.99599821073505,12.665999701789175,1.0254921564921486,709.2147456334822,0,0.0,0,1.6862532453166814,18.0,11.4155871722758,0.5251243657458203,0.6804259681768718,0.0,1.9525362406644053,6000,53.520699962973595,64.73273293730347,66.97390385321276,-2.2411709159092936,0.0037352848598488225,0.0037352848598488225,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5400,reference_time_expanded_cbf,Reference time-expanded CBF,model_based_reference,centralized,reference,time_expanded_safe_cbf_reference,sp4_motion_reference,none,centralized_time_expanded_cbf_reference,global_state_and_release_schedule,0,8,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,18.24,19.32,76.0912783244129,12.681879720735482,1.024208053880155,710.2014915416402,0,0.0,0,1.6855039767508364,18.0,11.413824120389943,0.5257827413240247,0.7422828743747693,0.0,0.5325362406644061,6000,43.1150000076741,66.97390385321276,66.97390385321276,0.0,0.0,0.0,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5401,direct_to_target,Direct to target,classic,decentralized,baseline,direct_single_integrator,sp4_motion_baseline,none,local_target_feedback,none,0,0,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,17.06,19.08,75.81849111696559,12.636415186160932,1.0255856982679885,581.1769344858665,0,0.0,0,1.6332053939499276,18.0,11.44386522940615,0.5238978103715146,0.8120343518122058,1.1102230246251565e-16,0.0,6000,16.38179994188249,70.21216260940892,68.79789890405817,1.4142637053507485,0.0,0.0,6,0,True
SP4_DIAG_wrench_market_motion_safety,open_field_arrival,open_field_arrival_v00,5401,priority_yield,Priority yield,classic,centralized,baseline,priority_release_yield,sp4_motion_baseline,none,centralized_priority_schedule,global_priority_order,0,2,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,19.14,21.24,75.80682507875389,12.634470846458981,1.0257435273543927,580.9226399532005,0,0.0,0,1.63115910877063,18.0,11.456180722352586,0.5238171992727609,0.7470716036672296,0.0,1.7042679253501642,6000,16.208500019274652,66.88927208314215,68.79789890405817,-1.9086268209160266,0.003181044701526711,0.003181044701526711,6,0,True
