id,metric,test,n_pairs,p_value,p_value_raw,p_value_holm,effect,effect_name,ci95_low,ci95_high,effect_size,effect_size_name,rank_biserial,alpha,reject_raw,reject_holm,reject,status,methods
H_DIAG_SP4_reference_collision_lower_than_direct,collision_rate,wilcoxon_signed_rank,90,6.854542463930744e-15,6.854542463930744e-15,2.056362739179223e-14,-0.04003512781308254,mean_paired_difference,-0.049735480980270995,-0.030595037611410685,-0.8499862900906634,cohens_dz,-1.0,0.05,True,True,True,ok,reference_time_expanded_cbf vs direct_to_target
H_DIAG_SP4_tensor_collision_lower_than_direct,collision_rate,wilcoxon_signed_rank,90,6.854542463930744e-15,6.854542463930744e-15,2.056362739179223e-14,-0.038207467539223466,mean_paired_difference,-0.04742294619805773,-0.029356549576173535,-0.861860365834266,cohens_dz,-1.0,0.05,True,True,True,ok,tensor_flow_motion_field vs direct_to_target
H_DIAG_SP4_primal_dual_gap_lower_than_apf,performance_gap_vs_reference,wilcoxon_signed_rank,90,3.434183726357172e-09,3.434183726357172e-09,3.434183726357172e-09,-0.07068530621995331,mean_paired_difference,-0.09528396166002574,-0.048674589736521945,-0.6233962105066835,cohens_dz,-0.7118601747815231,0.05,True,True,True,ok,primal_dual_motion_field vs apf_obstacle_avoidance
