scalar_feasible_rate,wrench_feasible_rate,false_positive_rate,false_positive_given_scalar_rate,assigned_loads,feasible_assigned_loads,infeasible_assigned_loads,feasible_available_loads,relative_feasibility,feasible_coverage,precision_given_assigned,fp_given_assigned,wrench_residual_norm,max_wrench_residual_norm,wrench_residual_feasible_available,max_wrench_residual_feasible_available,wrench_margin,torque_error_nm,force_error_n,slot_coverage_ratio,complementarity_gain,scalar_wrench_success_gap,slot_conflict_count,assignment_valid,travel_distance_m,mean_assigned_travel_distance_m,max_assigned_travel_distance_m,estimated_arrival_time_s,energy_proxy_wh,communication_messages,runtime_ms,score_value,oracle_score_value,signed_score_delta_vs_oracle,oracle_dominance_violation,optimality_gap_vs_wrench_oracle,captured_reward,oracle_reward,assigned_robots,idle_robots,world_id,seed,scenario,method,strict_score,runtime_s,raw_fp_given_assigned,raw_wrench_feasible_rate,raw_closed_distinct,iterations,messages,simplex_error,slot_violation,kkt_residual,complementarity_residual,consensus_error,potential_initial,potential_final,potential_gain,converged,qp_potential,qp_potential_gap,qp_success
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19095843205133237,0.0,0,True,1.0595915963446865,0.5297957981723432,0.5855245983416038,0.7647307214372728,6.9331805492867105,8,139.77880007587373,39.73381831056922,39.73381831056922,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460000,460000,point_load_degenerate,replicator_price_guarded,39.73381831056922,0.13977880007587373,0.0,0.0,True,500,0,1.1102230246251565e-16,0.0,0.04101433887051003,0.0,0.0,-0.6317874166454006,-0.024874582925112413,0.6069128337202881,False,-0.013571288674518782,0.011303294250593631,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19095843205133237,0.0,0,True,1.0595915963446865,0.5297957981723432,0.5855245983416038,0.7647307214372728,6.9331805492867105,8,138.7696999590844,39.73381831056922,39.73381831056922,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460000,460000,point_load_degenerate,erv_bnn_price_guarded,39.73381831056922,0.1387696999590844,0.0,0.0,True,500,0,0.0,0.0,0.05216999570647761,0.0,0.0,-0.6317874166454006,-0.03297686076270838,0.5988105558826923,False,-0.013571288674518782,0.019405572088189597,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18245669761332323,0.0,0,True,0.5969629865084104,0.2984814932542052,0.3181366956016209,0.45288507101463904,3.3894033288977568,8,9.036800125613809,39.741141742497454,39.741141742497454,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,wrench_oracle,39.741141742497454,0.009036800125613809,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18245669761332323,0.0,0,True,0.5969629865084104,0.2984814932542052,0.3181366956016209,0.45288507101463904,3.3894033288977568,8,0.7754000835120678,39.741141742497454,39.741141742497454,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,oracle_scalar_assignment,39.741141742497454,0.0007754000835120678,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18245669761332323,0.0,0,True,0.5969629865084104,0.2984814932542052,0.3181366956016209,0.45288507101463904,3.3894033288977568,8,7.794199977070093,39.741141742497454,39.741141742497454,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,cbba_slots,39.741141742497454,0.007794199977070093,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18245669761332323,0.0,0,True,0.5969629865084104,0.2984814932542052,0.3181366956016209,0.45288507101463904,3.3894033288977568,8,8.679000195115805,39.741141742497454,39.741141742497454,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,wrench_greedy,39.741141742497454,0.008679000195115805,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18245669761332323,0.0,0,True,0.5969629865084104,0.2984814932542052,0.3181366956016209,0.45288507101463904,3.3894033288977568,8,9.90170007571578,39.741141742497454,39.741141742497454,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,smith_wrench_pairs_guarded,39.741141742497454,0.00990170007571578,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19688699010919894,0.0,0,True,14.284334772749574,7.142167386374787,7.672719196297875,13.693256448170933,74.48183317965945,8,1.0602001566439867,39.54134706613718,39.741141742497454,-0.19979467636027692,False,0.005027401518930825,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,uniform_guarded,39.54134706613718,0.0010602001566439867,0.0,0.0,True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18245669761332323,0.0,0,True,0.5969629865084104,0.2984814932542052,0.3181366956016209,0.45288507101463904,3.3894033288977568,8,68.24380019679666,39.741141742497454,39.741141742497454,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,nash_pd_exact_unguarded,39.741141742497454,0.06824380019679666,0.0,0.0,True,273,0,2.220446049250313e-16,0.0,0.001365891361927808,0.0,0.0,-0.641374798912466,-0.010172939731592823,0.6312018591808731,True,-0.01014985117472569,2.3088556867133236e-05,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18245669761332323,0.0,0,True,0.5969629865084104,0.2984814932542052,0.3181366956016209,0.45288507101463904,3.3894033288977568,8,66.38169987127185,39.741141742497454,39.741141742497454,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,nash_pd_exact_guarded,39.741141742497454,0.06638169987127185,0.0,0.0,True,273,0,2.220446049250313e-16,0.0,0.001365891361927808,0.0,0.0,-0.641374798912466,-0.010172939731592823,0.6312018591808731,True,-0.01014985117472569,2.3088556867133236e-05,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18245669761332323,0.0,0,True,0.5969629865084104,0.2984814932542052,0.3181366956016209,0.45288507101463904,3.3894033288977568,8,179.11749985069036,39.741141742497454,39.741141742497454,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,nash_pd_ring_guarded,39.741141742497454,0.17911749985069036,0.0,0.0,True,500,80000,0.0,0.0,0.0052531663414445845,0.0,0.015379183077853624,-0.641374798912466,-0.010218379862206424,0.6311564190502595,True,-0.01014985117472569,6.852868748073379e-05,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18245669761332323,0.0,0,True,0.5969629865084104,0.2984814932542052,0.3181366956016209,0.45288507101463904,3.3894033288977568,8,175.28369999490678,39.741141742497454,39.741141742497454,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,smith_price_guarded,39.741141742497454,0.17528369999490678,0.0,0.0,True,500,0,1.1102230246251565e-16,0.0,0.048205666697416875,0.0,0.0,-0.641374798912466,-0.014897843222868749,0.6264769556895972,False,-0.01014985117472569,0.0047479920481430585,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18245669761332323,0.0,0,True,0.5969629865084104,0.2984814932542052,0.3181366956016209,0.45288507101463904,3.3894033288977568,8,128.44809982925653,39.741141742497454,39.741141742497454,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,replicator_price_guarded,39.741141742497454,0.12844809982925653,0.0,0.0,True,500,0,0.0,0.0,0.05225589979721648,0.0,0.0,-0.641374798912466,-0.021561884711015195,0.6198129142014508,False,-0.01014985117472569,0.011412033536289504,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.18245669761332323,0.0,0,True,0.5969629865084104,0.2984814932542052,0.3181366956016209,0.45288507101463904,3.3894033288977568,8,140.5998000409454,39.741141742497454,39.741141742497454,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460001,460001,point_load_degenerate,erv_bnn_price_guarded,39.741141742497454,0.1405998000409454,0.0,0.0,True,500,0,1.1102230246251565e-16,0.0,0.0657795954944831,0.0,0.0,-0.641374798912466,-0.03851894325215634,0.6028558556603096,False,-0.01014985117472569,0.028369092077430647,True
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.17621585381939178,0.0,0,True,1.8391208925756541,0.9195604462878271,0.9407788458577307,1.7056739554551807,10.216225977169406,8,9.243200067430735,39.722822436300504,39.722822436300504,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460002,460002,point_load_degenerate,wrench_oracle,39.722822436300504,0.009243200067430735,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.17621585381939178,0.0,0,True,1.8391208925756541,0.9195604462878271,0.9407788458577307,1.7056739554551807,10.216225977169406,8,0.6111999973654747,39.722822436300504,39.722822436300504,0.0,False,0.0,2.0,2.0,2,2,point_load_degenerate_seed460002,460002,point_load_degenerate,oracle_scalar_assignment,39.722822436300504,0.0006111999973654747,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.16424996075595655,0.0,0,True,8.454311231726649,4.2271556158633246,7.513532385868918,9.948037871210815,50.787680113952845,8,8.098300080746412,39.623154425162305,39.722822436300504,-0.09966801113819912,False,0.002509086842910689,2.0,2.0,2,2,point_load_degenerate_seed460002,460002,point_load_degenerate,cbba_slots,39.623154425162305,0.008098300080746412,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,,,
