regime,n_coalitions,n_robots,method,n,conflict_free_mean,conflict_free_median,conflict_free_std,global_conflict_pairs_mean,global_conflict_pairs_median,global_conflict_pairs_std,missed_conflict_pairs_mean,missed_conflict_pairs_median,missed_conflict_pairs_std,coordinated_fraction_mean,coordinated_fraction_median,coordinated_fraction_std,logical_throughput_per_sweep_mean,logical_throughput_per_sweep_median,logical_throughput_per_sweep_std,gap_vs_certified_oracle_mean,gap_vs_certified_oracle_median,gap_vs_certified_oracle_std,messages_per_agent_mean,messages_per_agent_median,messages_per_agent_std,bytes_per_agent_mean,bytes_per_agent_median,bytes_per_agent_std,runtime_ms_mean,runtime_ms_median,runtime_ms_std,runtime_ms_per_agent_mean,runtime_ms_per_agent_median,runtime_ms_per_agent_std,state_bytes_per_agent_mean,state_bytes_per_agent_median,state_bytes_per_agent_std,mean_version_lag_mean,mean_version_lag_median,mean_version_lag_std,max_version_lag_mean,max_version_lag_median,max_version_lag_std,missing_view_fraction_mean,missing_view_fraction_median,missing_view_fraction_std
harsh_combined,12,24,periodic_versioned_local,30,0.03333333333333333,0.0,0.18257418583505533,2.1333333333333333,2.0,0.8995528902176071,2.1333333333333333,2.0,0.8995528902176071,0.6444444444444446,0.6666666666666667,0.14992548170293454,0.38666666666666677,0.4,0.08995528902176074,1.0481105918991775,1.096134954086594,0.5434710346333337,54.95,52.5,14.966831143657584,1758.4,1680.0,478.9385965970427,3.481279999444572,3.4039000020129606,0.5712213556206843,0.290106666620381,0.28365833350108005,0.04760177963505702,28.933333333333337,28.0,5.701649959488604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harsh_combined,12,24,random_static,30,0.0,0.0,0.0,2.566666666666667,3.0,0.7279320417946062,2.033333333333333,2.0,0.7648904962570576,0.5722222222222223,0.5,0.12132200696576773,6.866666666666666,6.0,1.4558640835892125,1.5132484924384249,1.4854290945070492,0.4923479009457333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harsh_combined,16,32,event_driven_local,30,0.0,0.0,0.0,3.2333333333333334,3.0,1.0726484571581123,3.1666666666666665,3.0,1.0854312136382616,0.5958333333333333,0.625,0.13408105714476404,0.47666666666666674,0.5,0.10726484571581117,,,0.0,5.441666666666666,5.34375,1.190833946654926,174.13333333333333,171.0,38.10668629295763,2.4980600021081045,2.5215999921783805,0.372357136328984,0.15612875013175653,0.15759999951114878,0.0232723210205615,37.43333333333333,36.5,5.475231585927688,0.4022302041978761,0.4142156862745098,0.06590588728168904,2.0,2.0,0.3713906763541037,0.2350922756544852,0.21428571428571427,0.07749583485893817
harsh_combined,16,32,perfect_information_response,30,0.3,0.0,0.466091599699399,0.8,1.0,0.6102571532587293,0.6,1.0,0.6214554662658653,0.9,0.875,0.07628214415734118,5.5,4.666666666666667,1.3854747308720783,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79832666759224,2.6218999992124736,0.6569921293922146,0.174895416724515,0.1638687499507796,0.041062008087013414,128.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harsh_combined,16,32,periodic_versioned_local,30,0.0,0.0,0.0,3.1666666666666665,3.0,1.053183460893139,3.1666666666666665,3.0,1.053183460893139,0.6041666666666666,0.625,0.1316479326116424,0.4833333333333334,0.5,0.10531834608931394,,,0.0,77.2625,74.8125,14.372482913060182,2472.4,2394.0,459.9194532179258,5.8353266639945405,5.685449999873526,0.8903178188872206,0.3647079164996588,0.3553406249920954,0.05564486368045129,37.43333333333333,36.5,5.475231585927688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harsh_combined,16,32,random_static,30,0.0,0.0,0.0,3.533333333333333,3.0,0.9371024061116425,2.7666666666666666,3.0,1.0726484571581123,0.5583333333333333,0.625,0.11713780076395532,8.933333333333334,10.0,1.874204812223285,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harsh_combined,32,64,event_driven_local,30,0.0,0.0,0.0,6.4,6.0,1.4044264997156128,6.166666666666667,6.0,1.4162440207947151,0.6,0.625,0.0877766562322258,0.9599999999999999,1.0,0.14044264997156128,,,0.0,11.116666666666667,10.984375,1.5438091861240233,355.73333333333335,351.5,49.401893955968745,6.35664999911872,6.158699994557537,0.8306670600807772,0.19864531247246,0.19245937482992304,0.025958345627524287,65.85,65.75,6.727644974027072,0.41373551651707896,0.40089285714285716,0.03634020834003263,2.1666666666666665,2.0,0.3790490217894516,0.22918632068439876,0.22232380319148937,0.038686408974307335
harsh_combined,32,64,perfect_information_response,30,0.06666666666666667,0.0,0.2537081317024625,1.5333333333333334,1.5,0.8193072487266863,1.2333333333333334,1.0,0.7279320417946062,0.9041666666666667,0.90625,0.05120670304541788,8.955555555555556,9.333333333333334,2.2205645158017373,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91746000359611,10.121000013896264,2.299118943229261,0.34117062511237845,0.31628125043425825,0.0718474669759144,256.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harsh_combined,32,64,periodic_versioned_local,30,0.0,0.0,0.0,6.066666666666666,6.0,1.5070714541175851,6.066666666666666,6.0,1.5070714541175851,0.6208333333333333,0.625,0.09419196588234907,0.9933333333333334,1.0,0.1507071454117585,,,0.0,151.85625,151.59375,17.660068056821068,4859.4,4851.0,565.1221778182742,17.286036669005018,16.998299994156696,2.0097327212228957,0.5401886459064068,0.5311968748173967,0.06280414753821549,65.85,65.75,6.727644974027072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harsh_combined,32,64,random_static,30,0.0,0.0,0.0,7.3,7.5,1.5569643319724709,5.2,5.5,1.627352408689945,0.54375,0.53125,0.09731027074827943,17.4,17.0,3.1139286639449417,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harsh_combined,64,128,event_driven_local,30,0.0,0.0,0.0,13.166666666666666,13.5,2.3792686986193647,12.266666666666667,12.0,2.545223157120065,0.5885416666666666,0.578125,0.07435214683185515,1.8833333333333333,1.85,0.23792686986193642,,,0.0,23.158854166666668,22.875,2.343646130361203,741.0833333333334,732.0,74.99667617155849,19.679729997490842,19.46174999466166,2.2434988305959287,0.3074957812107944,0.3040898436665884,0.035054669228061386,130.11666666666667,129.25,11.929341784117799,0.40615565543509063,0.407057100866671,0.023372199294939028,2.3,2.0,0.5349830806219241,0.2279899574949039,0.2273213276025525,0.0234301743800405
harsh_combined,64,128,perfect_information_response,30,0.0,0.0,0.0,3.6666666666666665,4.0,1.2410599844719317,2.3333333333333335,2.0,1.0283342182227604,0.8854166666666666,0.875,0.03878312451474786,15.287936507936507,14.5,3.701751562579957,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.3278966662862,50.22344998724293,10.584710310499025,0.8019983854107219,0.7847414060506708,0.16538609860154727,512.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harsh_combined,64,128,periodic_versioned_local,30,0.0,0.0,0.0,12.2,12.0,2.171921126401773,12.166666666666666,12.0,2.1984843263788196,0.61875,0.625,0.0678725352000554,1.9800000000000002,2.0,0.21719211264017727,,,0.0,320.55625,318.28125,31.314522183309222,10257.8,10185.0,1002.0647098658951,59.82183666977411,60.174650003318675,6.4669811798149555,0.9347161979652204,0.9402289063018543,0.10104658093460868,130.11666666666667,129.25,11.929341784117799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harsh_combined,64,128,random_static,30,0.0,0.0,0.0,15.466666666666667,15.5,2.096521475885848,11.1,11.0,1.8448436995751347,0.5166666666666667,0.515625,0.06551629612143275,33.06666666666667,33.0,4.193042951771696,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
independent_loss,4,8,central_exhaustive_oracle,30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3186700011913975,0.3154500009259209,0.07405897073189519,0.07966750029784937,0.07886250023148023,0.018514742682973796,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
independent_loss,4,8,event_driven_local,30,0.7666666666666667,1.0,0.4301830671520762,0.23333333333333334,0.0,0.43018306715207627,0.0,0.0,0.0,0.8833333333333333,1.0,0.21509153357603814,0.17666666666666672,0.2,0.04301830671520764,0.6501016730530697,0.04667618843476155,1.334388971480831,4.4,4.5,0.9182066479153056,140.8,144.0,29.38261273328978,0.846000001183711,0.6762500124750659,0.3495673898016628,0.21150000029592775,0.16906250311876647,0.0873918474504157,32.0,32.0,0.0,0.24722222222222223,0.25,0.14759134669557197,1.0333333333333334,1.0,0.41384099339733366,0.15833333333333333,0.16666666666666666,0.12253312946339023
independent_loss,4,8,perfect_information_response,30,0.9666666666666667,1.0,0.18257418583505533,0.03333333333333333,0.0,0.18257418583505533,0.0,0.0,0.0,0.9833333333333333,1.0,0.09128709291752765,2.322222222222222,2.0,0.8861788189220065,0.1419421086497536,0.0,0.35221656000440976,0.0,0.0,0.0,0.0,0.0,0.0,0.43365000068054843,0.3942500043194741,0.15940186904523018,0.10841250017013711,0.09856250107986853,0.039850467261307546,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
independent_loss,4,8,periodic_versioned_local,30,0.9666666666666667,1.0,0.18257418583505533,0.03333333333333333,0.0,0.18257418583505533,0.0,0.0,0.0,0.9833333333333333,1.0,0.09128709291752765,0.19666666666666674,0.2,0.01825741858350554,0.14283113274498746,0.02640696005647793,0.28159765205706816,63.0,63.0,0.0,2016.0,2016.0,0.0,1.5416000028684114,1.3118500064592808,0.5370134170029676,0.38540000071710284,0.3279625016148202,0.1342533542507419,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
independent_loss,4,8,random_static,30,0.3333333333333333,0.0,0.47946330148538413,0.6666666666666666,1.0,0.47946330148538413,0.0,0.0,0.0,0.6666666666666666,0.5,0.23973165074269207,2.6666666666666665,2.0,0.9589266029707683,1.3741655139742062,1.3701075003356245,1.3180003121084911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
independent_loss,8,16,central_exhaustive_oracle,30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32674333654965,7.298850003280677,0.9656956169330202,0.9158429170687062,0.9123562504100846,0.12071195211662752,256.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
independent_loss,8,16,event_driven_local,30,0.4666666666666667,0.0,0.507416263404925,0.5666666666666667,1.0,0.5683207771559353,0.0,0.0,0.0,0.8583333333333333,0.75,0.14208019428898383,0.3433333333333335,0.3,0.056832077715593565,0.4244418850592987,0.575051751537257,0.38570708108299284,10.85,11.375,1.6665445357550974,347.2,364.0,53.32942514416312,1.7321366622733574,1.6542999946977943,0.3771639115817844,0.21651708278416967,0.2067874993372243,0.04714548894772305,64.0,64.0,0.0,0.2708333333333333,0.26785714285714285,0.06583440599285878,1.8666666666666667,2.0,0.507416263404925,0.1482142857142857,0.1517857142857143,0.05531839578326345
independent_loss,8,16,perfect_information_response,30,0.8333333333333334,1.0,0.3790490217894517,0.16666666666666666,0.0,0.3790490217894517,0.0,0.0,0.0,0.9583333333333334,1.0,0.09476225544736293,3.45,4.0,0.7843659127329995,0.19317722466197723,0.048209213956418154,0.253303855860586,0.0,0.0,0.0,0.0,0.0,0.0,0.9225733345374465,0.8820000075502321,0.2323124620738105,0.11532166681718081,0.11025000094377901,0.029039057759226314,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
independent_loss,8,16,periodic_versioned_local,30,0.8,1.0,0.4068381021724863,0.2,0.0,0.4068381021724863,0.0,0.0,0.0,0.95,1.0,0.10170952554312154,0.3800000000000001,0.4,0.04068381021724864,0.17185327156333777,0.0,0.27732092714943873,147.0,147.0,0.0,4704.0,4704.0,0.0,4.662569997405323,4.575500002829358,0.7667719162966066,0.5828212496756654,0.5719375003536697,0.09584648953707582,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
independent_loss,8,16,random_static,30,0.0,0.0,0.0,1.9,2.0,0.8030115728972382,0.0,0.0,0.0,0.525,0.5,0.20075289322430956,4.2,4.0,1.6060231457944765,1.5680564155639127,1.5806184268732473,0.5712620158504618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
independent_loss,12,24,central_exhaustive_oracle,30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.03515625,0.03515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.42034333385527,168.10280000208877,3.605271055869418,14.035028611154608,14.008566666840732,0.30043925465578475,2730.6666666666674,2730.6666666666665,9.250427460130737e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
