method,method_label,scenario,seed,n_robots,world_hash,target_reached,safe_transport_success,any_collision,timeout,numerical_failure,termination_reason,time_to_target_s,final_position_error_m,final_orientation_error_rad,min_clearance_m,raw_barrier_violation_rate,safe_barrier_violation_rate,exec_barrier_violation_rate,guard_intervention_norm,wrench_realization_rmse,saturation_fraction,positive_hamiltonian_delta_rate,mechanical_work_j,force_effort_n2s,messages,runtime_wall_s,steps,max_mechanics_residual,positions_repaired_after_integration
damped_hamiltonian_raw,Damped Hamiltonian (RAW),static_corridor,575101,12,695491f18a5e7fb34069ca615223616ec4d5a4c2920583b3d38cd2be6017acba,0,0,1,0,0,collision,45.0,10.58468181733227,0.12441592035204874,-0.053231894435250726,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,2.3487879696719396e-15,0.0,0.0,136.63274559919495,419.8579642013162,0,0.037255800009006634,36,4.3730950704072715e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,static_corridor,575101,12,695491f18a5e7fb34069ca615223616ec4d5a4c2920583b3d38cd2be6017acba,0,0,0,1,0,timeout,45.0,0.300596099761313,1.325737934854132e-05,0.08081558671498074,0.3466666666666667,0.0,0.0,2912.259300759712,9.165583087000659e-16,0.0,0.0,212.84167416904867,838.401142356931,7200,0.29134130000602454,300,1.502702346173435e-14,0
distributed_preview_cbf,Distributed preview-CBF,static_corridor,575101,12,695491f18a5e7fb34069ca615223616ec4d5a4c2920583b3d38cd2be6017acba,0,0,0,1,0,timeout,45.0,0.36387802310147077,0.00022037644930472666,0.08072589407635583,0.3566666666666667,0.0,0.0,2818.665831191452,7.170554997950414e-16,0.0,0.0,204.71458464301259,761.2885873160319,7200,0.30218209998565726,300,1.30402771781011e-14,0
centralized_preview_reference,Centralized preview reference,static_corridor,575101,12,695491f18a5e7fb34069ca615223616ec4d5a4c2920583b3d38cd2be6017acba,0,0,0,1,0,timeout,45.0,0.452143909222793,0.00018466551421747468,0.08071328826160712,0.37,0.0,0.0,2874.6040761800423,7.239367454867507e-16,0.0,0.0,197.00616772181132,724.8200370416744,39600,0.31543459999375045,300,1.0986160316453369e-14,0
pose_pd_raw,Pose PD (RAW),static_corridor,575102,12,1e98a097f36b3bbb6f8a7c9981e9b0f71feebd25d1fec39e0f18f88d0f7454d8,0,0,1,0,0,collision,45.0,10.582374451676131,0.22137366741914333,-0.07641173620562242,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,2.3689548515201857e-15,0.0,0.0,140.55637443220286,423.42598391282837,0,0.03568170001381077,35,4.501759284449558e-14,0
apf_wrench_heuristic,APF wrench heuristic,static_corridor,575102,12,1e98a097f36b3bbb6f8a7c9981e9b0f71feebd25d1fec39e0f18f88d0f7454d8,0,0,1,0,0,collision,45.0,10.580698567354997,0.1987726076249987,-0.07661459219673378,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.0,2.3737463721029953e-15,0.0,0.0,123.32737413011279,450.31194760194836,0,0.03460860002087429,36,4.6159650182837746e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,static_corridor,575102,12,1e98a097f36b3bbb6f8a7c9981e9b0f71feebd25d1fec39e0f18f88d0f7454d8,0,0,1,0,0,collision,45.0,10.64981310948068,0.22137366741914333,-0.0024509127366433847,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.0,2.3295542564723696e-15,0.0,0.0,129.65384697705872,408.8111674068224,0,0.0333511000208091,35,4.3295851141090056e-14,0
cbf_wrench_local,Local CBF wrench filter,static_corridor,575102,12,1e98a097f36b3bbb6f8a7c9981e9b0f71feebd25d1fec39e0f18f88d0f7454d8,1,1,0,0,0,target_reached,42.6,0.26900916209120257,0.0009329226063590212,0.0809370519771942,0.3767605633802817,0.0,0.0,2921.434560091007,1.0463675272551176e-15,0.0,0.0,221.43647541953112,881.0857010263807,6816,0.27239249998820014,284,1.4419228562316118e-14,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),static_corridor,575102,12,1e98a097f36b3bbb6f8a7c9981e9b0f71feebd25d1fec39e0f18f88d0f7454d8,0,0,1,0,0,collision,45.0,10.492559714783214,0.12441592035204874,-0.14216134216959303,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.0,1.8019127692186155e-15,0.0,0.0,134.30607437402895,412.67345343928645,0,0.03214910000679083,36,4.181415926167671e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,static_corridor,575102,12,1e98a097f36b3bbb6f8a7c9981e9b0f71feebd25d1fec39e0f18f88d0f7454d8,0,0,0,1,0,timeout,45.0,0.3544926602823759,1.325737934854132e-05,0.08069458576075889,0.37666666666666665,0.0,0.0,3204.2952640495323,7.652417407883444e-16,0.0,0.0,207.98482317012517,785.2007710640451,7200,0.29633840001770295,300,1.507288760336424e-14,0
distributed_preview_cbf,Distributed preview-CBF,static_corridor,575102,12,1e98a097f36b3bbb6f8a7c9981e9b0f71feebd25d1fec39e0f18f88d0f7454d8,0,0,0,1,0,timeout,45.0,0.42918633512054677,0.00022037644930472666,0.08066885916729089,0.38666666666666666,0.0,0.0,3101.2053974159426,8.043047837727435e-16,0.0,0.0,200.08297322714748,736.6475674610816,7200,0.2987641999789048,300,1.4400838045461714e-14,0
centralized_preview_reference,Centralized preview reference,static_corridor,575102,12,1e98a097f36b3bbb6f8a7c9981e9b0f71feebd25d1fec39e0f18f88d0f7454d8,0,0,0,1,0,timeout,45.0,0.5295813817070488,0.00018466551421747468,0.08060437360397149,0.39666666666666667,0.0,0.0,3163.0364911078555,8.317598450862701e-16,0.0,0.0,195.36431647725163,724.4644744248195,39600,0.3054280999931507,300,1.4703645528818136e-14,0
pose_pd_raw,Pose PD (RAW),static_corridor,575103,12,a044fbec6371e3b90d560a794b60a8fdee4b0a8a4c6c51c0c5212150a43b9d52,0,0,1,0,0,collision,45.0,10.502118296887629,0.22137366741914333,-0.16410492181327035,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,1.8080670627896515e-15,0.0,0.0,138.46552387229767,417.0906782266038,0,0.032768000004580244,35,4.4524234466416185e-14,0
apf_wrench_heuristic,APF wrench heuristic,static_corridor,575103,12,a044fbec6371e3b90d560a794b60a8fdee4b0a8a4c6c51c0c5212150a43b9d52,0,0,1,0,0,collision,45.0,10.651186305627492,0.22137366741914333,-0.014801416643456855,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,1.7520028908145308e-15,0.0,0.0,120.0543128175484,417.1923000850295,0,0.03716109998640604,35,4.2708823773282315e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,static_corridor,575103,12,a044fbec6371e3b90d560a794b60a8fdee4b0a8a4c6c51c0c5212150a43b9d52,0,0,1,0,0,collision,45.0,10.58095286717411,0.22137366741914333,-0.08173191536631957,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,1.8801191854481842e-15,0.0,0.0,126.3583655089058,401.15965920016106,0,0.032114500005263835,35,4.177272222813445e-14,0
cbf_wrench_local,Local CBF wrench filter,static_corridor,575103,12,a044fbec6371e3b90d560a794b60a8fdee4b0a8a4c6c51c0c5212150a43b9d52,1,1,0,0,0,target_reached,44.1,0.2660381869375814,0.0008427078238191221,0.08083291871763426,0.3979591836734694,0.0,0.0,3241.153134991052,7.722378272320744e-16,0.0,0.0,216.22411838599103,821.5431629943507,7056,0.2979332999966573,294,1.4238583238573986e-14,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),static_corridor,575103,12,a044fbec6371e3b90d560a794b60a8fdee4b0a8a4c6c51c0c5212150a43b9d52,0,0,1,0,0,collision,45.0,10.594748757888162,0.14608725512832343,-0.043715433325889286,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,1.971708522080841e-15,0.0,0.0,129.69643561382725,403.941468794291,0,0.031952799996361136,35,4.091473116340219e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,static_corridor,575103,12,a044fbec6371e3b90d560a794b60a8fdee4b0a8a4c6c51c0c5212150a43b9d52,0,0,0,1,0,timeout,45.0,0.4337109922243779,1.325737934854132e-05,0.08059326554007279,0.41,0.0,0.0,3556.0283557479033,8.351149570516307e-16,0.0,0.0,205.5114479070326,812.8789070241954,7200,0.3092459999897983,300,2.1482170038296686e-14,0
distributed_preview_cbf,Distributed preview-CBF,static_corridor,575103,12,a044fbec6371e3b90d560a794b60a8fdee4b0a8a4c6c51c0c5212150a43b9d52,0,0,0,1,0,timeout,45.0,0.5252491518909292,0.00022037644930472666,0.08061949730908596,0.42,0.0,0.0,3441.7691411192286,9.198659072629043e-16,0.0,0.0,198.63295448094524,754.3828892921364,7200,0.2990462000016123,300,1.4295603459064552e-14,0
centralized_preview_reference,Centralized preview reference,static_corridor,575103,12,a044fbec6371e3b90d560a794b60a8fdee4b0a8a4c6c51c0c5212150a43b9d52,0,0,0,1,0,timeout,45.0,0.6427628093409502,0.00018466551421747468,0.08057751480259273,0.43333333333333335,0.0,0.0,3511.019111907042,7.042258154327576e-16,0.0,0.0,191.1821198474632,701.521698622192,39600,0.3155634000140708,300,7.588599744428075e-15,0
pose_pd_raw,Pose PD (RAW),static_corridor,575104,12,d381b2537988f01bbf14fdd7db669d0a9e94657338989598d4a331e2f540a0d2,0,0,1,0,0,collision,45.0,10.613485112267815,0.22137366741914333,-0.05012792697708707,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.0,1.6677646809421327e-15,0.0,0.0,141.37115704808872,425.8947863411054,0,0.03830669997842051,35,4.412602326645539e-14,0
apf_wrench_heuristic,APF wrench heuristic,static_corridor,575104,12,d381b2537988f01bbf14fdd7db669d0a9e94657338989598d4a331e2f540a0d2,0,0,1,0,0,collision,45.0,10.602008725874365,0.1987726076249987,-0.058598393098277135,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.0,2.2490518712249126e-15,0.0,0.0,124.56255482376446,450.9361606084853,0,0.03433809999842197,36,4.613614567248325e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,static_corridor,575104,12,d381b2537988f01bbf14fdd7db669d0a9e94657338989598d4a331e2f540a0d2,0,0,1,0,0,collision,45.0,10.507331606234436,0.1987726076249987,-0.149273449822048,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.0,1.7655077886989307e-15,0.0,0.0,131.43655753472615,412.99839985099845,0,0.03848290001042187,36,4.412602326645539e-14,0
cbf_wrench_local,Local CBF wrench filter,static_corridor,575104,12,d381b2537988f01bbf14fdd7db669d0a9e94657338989598d4a331e2f540a0d2,1,1,0,0,0,target_reached,43.35,0.2675574280622817,0.000910923067609648,0.0808220349499143,0.38408304498269896,0.0,0.0,3071.7053272137655,8.609579583867546e-16,0.0,0.0,222.3978073165655,863.3473524043843,6936,0.2870868000027258,289,9.325873406851315e-15,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),static_corridor,575104,12,d381b2537988f01bbf14fdd7db669d0a9e94657338989598d4a331e2f540a0d2,0,0,1,0,0,collision,45.0,10.523406332951494,0.12441592035204874,-0.10672933250826205,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.0,1.595751162940386e-15,0.0,0.0,135.08288350306788,415.0721565681417,0,0.037489599984837696,36,4.4222602471331054e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,static_corridor,575104,12,d381b2537988f01bbf14fdd7db669d0a9e94657338989598d4a331e2f540a0d2,0,0,0,1,0,timeout,45.0,0.39236549703773327,1.325737934854132e-05,0.08069197426956604,0.3933333333333333,0.0,0.0,3369.3793152325943,7.390755804158257e-16,0.0,0.0,208.83526407096483,790.6055543799932,7200,0.312815999990562,300,8.379058453350832e-15,0
distributed_preview_cbf,Distributed preview-CBF,static_corridor,575104,12,d381b2537988f01bbf14fdd7db669d0a9e94657338989598d4a331e2f540a0d2,0,0,0,1,0,timeout,45.0,0.47509115459398416,0.00022037644930472666,0.08062805505154597,0.4033333333333333,0.0,0.0,3260.9782024829574,8.727053930973351e-16,0.0,0.0,200.88508573991484,749.9467620834575,7200,0.30123869999079034,300,8.263520563790825e-15,0
centralized_preview_reference,Centralized preview reference,static_corridor,575104,12,d381b2537988f01bbf14fdd7db669d0a9e94657338989598d4a331e2f540a0d2,0,0,0,1,0,timeout,45.0,0.583875093905905,0.00018466551421747468,0.0805777298265436,0.41333333333333333,0.0,0.0,3326.2428147248006,9.820434678447908e-16,0.0,0.0,196.13898948642026,715.6655885306214,39600,0.31054439998115413,300,1.4212589332811784e-14,0
pose_pd_raw,Pose PD (RAW),static_corridor,575105,12,54fdd73f5ea1d156e43b4e8585a7a085407608a0a5fa92d3442e2c57f54bfa32,0,0,1,0,0,collision,45.0,10.533076545616925,0.22137366741914333,-0.10095014816732445,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,1.6071960838802765e-15,0.0,0.0,139.2701690492136,419.52876407667037,0,0.03389599997899495,35,4.311844528359188e-14,0
apf_wrench_heuristic,APF wrench heuristic,static_corridor,575105,12,54fdd73f5ea1d156e43b4e8585a7a085407608a0a5fa92d3442e2c57f54bfa32,0,0,1,0,0,collision,45.0,10.54551520295694,0.1987726076249987,-0.0906323967798745,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.0,2.110938127396937e-15,0.0,0.0,121.488473741539,450.18017284872656,0,0.03565380000509322,36,4.271574971572196e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,static_corridor,575105,12,54fdd73f5ea1d156e43b4e8585a7a085407608a0a5fa92d3442e2c57f54bfa32,0,0,1,0,0,collision,45.0,10.602730660309117,0.22137366741914333,-0.018969456298830456,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,1.5860580043103123e-15,0.0,0.0,128.2714056587535,405.18418762878457,0,0.030372100009117275,35,4.271574971572196e-14,0
cbf_wrench_local,Local CBF wrench filter,static_corridor,575105,12,54fdd73f5ea1d156e43b4e8585a7a085407608a0a5fa92d3442e2c57f54bfa32,1,1,0,0,0,target_reached,40.949999999999996,0.2701633745430142,0.0007489841729872992,0.0810224775161677,0.3516483516483517,0.0,0.0,2578.9028029204405,8.452178680767234e-16,0.0,0.0,216.04248826868823,841.089909950783,6552,0.2730685000133235,273,1.0986160316453369e-14,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),static_corridor,575105,12,54fdd73f5ea1d156e43b4e8585a7a085407608a0a5fa92d3442e2c57f54bfa32,0,0,1,0,0,collision,45.0,10.625980063611346,0.14608725512832255,-0.015857848042810374,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.0,1.9813448857095018e-15,0.0,0.0,130.44804829372188,406.295128956869,0,0.03937210000003688,35,4.085620730620576e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,static_corridor,575105,12,54fdd73f5ea1d156e43b4e8585a7a085407608a0a5fa92d3442e2c57f54bfa32,0,0,0,1,0,timeout,45.0,0.2817410287573153,1.325737934854132e-05,0.08080298141685832,0.33666666666666667,0.0,0.0,2827.3643699091713,1.0910230228792366e-15,0.0,0.0,206.3747817695869,786.6723385983701,7200,0.29885980000835843,300,1.1374233532693354e-14,0
distributed_preview_cbf,Distributed preview-CBF,static_corridor,575105,12,54fdd73f5ea1d156e43b4e8585a7a085407608a0a5fa92d3442e2c57f54bfa32,0,0,0,1,0,timeout,45.0,0.3409983747681314,0.00022037644930472666,0.08080083085068718,0.35,0.0,0.0,2736.2977085539555,7.575464358417248e-16,0.0,0.0,198.56534745033463,728.2562585703924,7200,0.2967804000072647,300,1.464821375527116e-14,0
centralized_preview_reference,Centralized preview reference,static_corridor,575105,12,54fdd73f5ea1d156e43b4e8585a7a085407608a0a5fa92d3442e2c57f54bfa32,0,0,0,1,0,timeout,45.0,0.4246824111440067,0.00018466551421747468,0.08070165759395503,0.36,0.0,0.0,2790.5071423213835,9.140978609807746e-16,0.0,0.0,193.0630959027026,730.4861875055178,39600,0.31220340001164004,300,1.4238583238573986e-14,0
pose_pd_raw,Pose PD (RAW),mobile_crossing,575100,4,fba6b97f43cbb4b578559a66c89c33075a51dbda544788dd4b1412b49beaa512,0,0,1,0,0,collision,45.0,0.7838425563882937,0.029097731433178176,-0.005339277867778491,0.3219178082191781,0.3219178082191781,0.3219178082191781,0.0,5.316686487671862e-16,0.0,0.0,212.28044449302246,1433.466215822517,0,0.11902980000013486,146,4.80130063657974e-14,0
apf_wrench_heuristic,APF wrench heuristic,mobile_crossing,575100,4,fba6b97f43cbb4b578559a66c89c33075a51dbda544788dd4b1412b49beaa512,1,1,0,0,0,target_reached,37.8,0.26781893121319367,0.0008368465314227969,1.2151277579922173,0.0,0.0,0.0,0.0,4.65022978871588e-16,0.0,0.05555555555555555,242.52592750320505,1698.3054147725488,0,0.1859178000013344,252,4.80130063657974e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,mobile_crossing,575100,4,fba6b97f43cbb4b578559a66c89c33075a51dbda544788dd4b1412b49beaa512,1,1,0,0,0,target_reached,28.2,0.2659746728720106,0.0005036848439412545,0.4287120552405886,0.19680851063829788,0.19680851063829788,0.19680851063829788,0.0,4.765355101285239e-16,0.0,0.010638297872340425,217.16145180931542,1516.8222843464268,0,0.1468106000102125,188,4.80130063657974e-14,0
cbf_wrench_local,Local CBF wrench filter,mobile_crossing,575100,4,fba6b97f43cbb4b578559a66c89c33075a51dbda544788dd4b1412b49beaa512,1,1,0,0,0,target_reached,30.75,0.26840467705541826,0.004749127719527291,0.3840468647571547,0.14634146341463414,0.0,0.0,163.11404479796923,6.70737562366204e-16,0.0,0.0,214.02227443550134,1493.5203710337587,1640,0.17153270001290366,205,7.993605777301127e-15,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),mobile_crossing,575100,4,fba6b97f43cbb4b578559a66c89c33075a51dbda544788dd4b1412b49beaa512,0,0,1,0,0,collision,45.0,1.247979876936404,0.017784355485632286,-0.03911771769558808,0.3006993006993007,0.3006993006993007,0.3006993006993007,0.0,7.52135643745507e-16,0.0,0.0,196.71167634624882,1376.921899626602,0,0.11375429999316111,143,4.7106960487667916e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,mobile_crossing,575100,4,fba6b97f43cbb4b578559a66c89c33075a51dbda544788dd4b1412b49beaa512,1,1,0,0,0,target_reached,32.55,0.27294141405060257,0.0017720898376625271,0.3596490123727026,0.14746543778801843,0.02304147465437788,0.02304147465437788,303.56021449103116,5.318711214310832e-16,0.0,0.009216589861751152,202.4253258562959,1607.1805388122748,1736,0.1594413999991957,217,7.94721185223203e-15,0
distributed_preview_cbf,Distributed preview-CBF,mobile_crossing,575100,4,fba6b97f43cbb4b578559a66c89c33075a51dbda544788dd4b1412b49beaa512,1,1,0,0,0,target_reached,30.599999999999998,0.2739088436357466,0.0032790558799549174,0.7456514139745263,0.05392156862745098,0.014705882352941176,0.014705882352941176,491.78476927960185,9.348496541994768e-16,0.0,0.014705882352941176,216.39292576089255,2865.0073970420935,1632,0.14759780000895262,204,1.4214757307157084e-14,0
centralized_preview_reference,Centralized preview reference,mobile_crossing,575100,4,fba6b97f43cbb4b578559a66c89c33075a51dbda544788dd4b1412b49beaa512,0,0,0,1,0,timeout,45.0,5.684839999190862,0.00018466551421747468,0.3974391407145706,0.55,0.02666666666666667,0.02666666666666667,5923.1376988817665,1.2717732578733489e-15,0.0,0.4533333333333333,369.385999185375,8005.391718476507,3600,0.2550216000236105,300,2.842366092731745e-14,0
pose_pd_raw,Pose PD (RAW),mobile_crossing,575101,4,6a2e892ebc2290852c7b02e1893723cb5f9969cbca8d41ea3ae47840fe960f79,0,0,1,0,0,collision,45.0,0.8138314562122011,0.029338584516015676,-0.007587691248975792,0.32413793103448274,0.32413793103448274,0.32413793103448274,0.0,7.953628216709216e-16,0.0,0.0,217.4273146847082,1468.2971032961561,0,0.11644700000761077,145,4.4550802883181196e-14,0
apf_wrench_heuristic,APF wrench heuristic,mobile_crossing,575101,4,6a2e892ebc2290852c7b02e1893723cb5f9969cbca8d41ea3ae47840fe960f79,1,1,0,0,0,target_reached,37.8,0.2718191813808674,0.0008368465314227969,1.2047662783009159,0.0,0.0,0.0,0.0,6.470118380804907e-16,0.0,0.051587301587301584,249.09004415939282,1753.6580985880564,0,0.17716560000553727,252,4.4550802883181196e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,mobile_crossing,575101,4,6a2e892ebc2290852c7b02e1893723cb5f9969cbca8d41ea3ae47840fe960f79,1,1,0,0,0,target_reached,28.799999999999997,0.26633898732751143,0.001312966642245339,0.5161080443185657,0.046875,0.046875,0.046875,0.0,6.970537525916902e-16,0.0,0.015625,224.79629197323754,1608.390995131169,0,0.13668529997812584,192,4.4550802883181196e-14,0
cbf_wrench_local,Local CBF wrench filter,mobile_crossing,575101,4,6a2e892ebc2290852c7b02e1893723cb5f9969cbca8d41ea3ae47840fe960f79,1,1,0,0,0,target_reached,30.9,0.27192635313248603,0.004871279772581172,0.3836912046633652,0.1553398058252427,0.0,0.0,173.82362874605155,4.534475498712426e-16,0.0,0.0,219.31249977469585,1531.4560790749458,1648,0.18115829999442212,206,7.105427357601002e-15,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),mobile_crossing,575101,4,6a2e892ebc2290852c7b02e1893723cb5f9969cbca8d41ea3ae47840fe960f79,0,0,1,0,0,collision,45.0,1.289359575964778,0.018421066821496357,-0.011853022992666717,0.3028169014084507,0.3028169014084507,0.3028169014084507,0.0,6.114247147951606e-16,0.0,0.0,201.45587609382937,1410.2359696390718,0,0.1141537000075914,142,4.37737722704114e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,mobile_crossing,575101,4,6a2e892ebc2290852c7b02e1893723cb5f9969cbca8d41ea3ae47840fe960f79,1,1,0,0,0,target_reached,32.4,0.2727064366482633,0.0018836907105375111,0.3626412798836001,0.14814814814814814,0.027777777777777776,0.027777777777777776,320.21571417849253,4.948202307911105e-16,0.0,0.013888888888888888,208.23629290115758,1677.1944771683247,1728,0.1762524000077974,216,1.4211288389453755e-14,0
distributed_preview_cbf,Distributed preview-CBF,mobile_crossing,575101,4,6a2e892ebc2290852c7b02e1893723cb5f9969cbca8d41ea3ae47840fe960f79,1,1,0,0,0,target_reached,30.9,0.2742957581012564,0.003280808678488789,0.8592378733667969,0.05825242718446602,0.014563106796116505,0.014563106796116505,559.0478823715689,7.696718661361834e-16,0.0,0.014563106796116505,227.11380251108088,3408.3008489380404,1648,0.16240810000454076,206,8.140289677804162e-15,0
centralized_preview_reference,Centralized preview reference,mobile_crossing,575101,4,6a2e892ebc2290852c7b02e1893723cb5f9969cbca8d41ea3ae47840fe960f79,0,0,0,1,0,timeout,45.0,5.6849499539019535,0.00018466551421747468,0.39744126021789544,0.5666666666666667,0.03333333333333333,0.03333333333333333,5920.175855623235,1.255578215442732e-15,0.0,0.45,363.64127393975144,7050.1226845523415,3600,0.24534789999597706,300,2.842517866562357e-14,0
pose_pd_raw,Pose PD (RAW),mobile_crossing,575102,4,5fd7c10e11b3764c0972d876274e0f40a39b56624dc4ce3964e7f0a6f4a26984,0,0,1,0,0,collision,45.0,0.7864977270787815,0.029097731433178176,-0.011558576435977519,0.3287671232876712,0.3287671232876712,0.3287671232876712,0.0,8.115432977885547e-16,0.0,0.0,213.70804827871765,1443.1035976926644,0,0.12030159999267198,146,4.4012467058513894e-14,0
apf_wrench_heuristic,APF wrench heuristic,mobile_crossing,575102,4,5fd7c10e11b3764c0972d876274e0f40a39b56624dc4ce3964e7f0a6f4a26984,1,1,0,0,0,target_reached,37.8,0.26933467002942285,0.0008368465314227969,1.2139231593013453,0.0,0.0,0.0,0.0,6.508397415862743e-16,0.0,0.05555555555555555,244.3871980375752,1712.913810424756,0,0.19111580000026152,252,4.4012467058513894e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,mobile_crossing,575102,4,5fd7c10e11b3764c0972d876274e0f40a39b56624dc4ce3964e7f0a6f4a26984,1,1,0,0,0,target_reached,28.349999999999998,0.2668614089283519,1.4783766120629593e-05,0.4551675883035056,0.1693121693121693,0.1693121693121693,0.1693121693121693,0.0,7.236255980893903e-16,0.0,0.010582010582010581,219.31427392633523,1539.32160901662,0,0.144286299997475,189,4.4012467058513894e-14,0
cbf_wrench_local,Local CBF wrench filter,mobile_crossing,575102,4,5fd7c10e11b3764c0972d876274e0f40a39b56624dc4ce3964e7f0a6f4a26984,1,1,0,0,0,target_reached,30.75,0.2717396802307502,0.004749127719527291,0.38388820016900255,0.15609756097560976,0.0,0.0,166.98629290878515,6.69672839968722e-16,0.0,0.0,215.51212611103838,1507.5857961533243,1640,0.15967389999423176,205,7.993605777301127e-15,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),mobile_crossing,575102,4,5fd7c10e11b3764c0972d876274e0f40a39b56624dc4ce3964e7f0a6f4a26984,0,0,1,0,0,collision,45.0,1.2522072559738833,0.01778435548563273,-0.048047094734525675,0.3006993006993007,0.3006993006993007,0.3006993006993007,0.0,6.654406430363372e-16,0.0,0.0,198.03294840236984,1386.1505628537348,0,0.11179800002719276,143,4.2303430916421444e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,mobile_crossing,575102,4,5fd7c10e11b3764c0972d876274e0f40a39b56624dc4ce3964e7f0a6f4a26984,1,1,0,0,0,target_reached,32.4,0.27626744462996,0.0018836907105375111,0.36082612765584204,0.14351851851851852,0.027777777777777776,0.027777777777777776,309.2885008548984,5.796265590226051e-16,0.0,0.009259259259259259,203.9901845918656,1640.609920847305,1728,0.16587300001992844,216,1.4210854715202004e-14,0
distributed_preview_cbf,Distributed preview-CBF,mobile_crossing,575102,4,5fd7c10e11b3764c0972d876274e0f40a39b56624dc4ce3964e7f0a6f4a26984,1,1,0,0,0,target_reached,30.599999999999998,0.277315312953931,0.0032790558799549174,0.7836074218126803,0.05392156862745098,0.014705882352941176,0.014705882352941176,514.6009489298108,8.459703781139199e-16,0.0,0.014705882352941176,219.73123035055212,3029.3214540739104,1632,0.16937509999843314,204,2.842517866562357e-14,0
centralized_preview_reference,Centralized preview reference,mobile_crossing,575102,4,5fd7c10e11b3764c0972d876274e0f40a39b56624dc4ce3964e7f0a6f4a26984,0,0,0,1,0,timeout,45.0,5.684885941794256,0.00018466551421747468,0.397440045367993,0.56,0.02666666666666667,0.02666666666666667,5924.5422046567355,7.848525674080812e-16,0.0,0.45,366.915364849276,7670.014031916786,3600,0.2605877000023611,300,8.140289677804162e-15,0
pose_pd_raw,Pose PD (RAW),mobile_crossing,575103,4,3a5713f9a159cacad1a5fedce24b28ee3246b6fdf0a6d1b09c9508e5eeae57a3,0,0,1,0,0,collision,45.0,0.7805329709067623,0.029097731433178176,-0.0019405735033254934,0.3219178082191781,0.3219178082191781,0.3219178082191781,0.0,6.919291564265452e-16,0.0,0.0,210.50774104287618,1421.499155870193,0,0.11370129999704659,146,4.72741255285714e-14,0
apf_wrench_heuristic,APF wrench heuristic,mobile_crossing,575103,4,3a5713f9a159cacad1a5fedce24b28ee3246b6fdf0a6d1b09c9508e5eeae57a3,1,1,0,0,0,target_reached,37.8,0.2668538034917688,0.0008368465314227969,1.2193997780980368,0.0,0.0,0.0,0.0,5.642622168389098e-16,0.0,0.05555555555555555,240.41083830413837,1681.3673896617481,0,0.18402559999958612,252,4.72741255285714e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,mobile_crossing,575103,4,3a5713f9a159cacad1a5fedce24b28ee3246b6fdf0a6d1b09c9508e5eeae57a3,1,1,0,0,0,target_reached,30.299999999999997,0.27199097179992365,0.004270074339830732,0.7871624961566317,0.039603960396039604,0.039603960396039604,0.039603960396039604,0.0,5.992163886374913e-16,0.0,0.01485148514851485,224.1914119355443,2022.99714068327,0,0.14996569999493659,202,4.72741255285714e-14,0
