method,n,feasible,rate,rate_low,rate_high,gap_n,gap_median,gap_low,gap_high,gap_p95
capacity_cbba_rb,1159,878,0.7575496117342536,0.7320518126354915,0.7813457752054621,878,0.4025160562745528,0.37562839826338473,0.43653097685600983,1.274669794916836
weighted_grape,1159,1157,0.998274374460742,0.9937299961812227,0.9995266436115771,1157,0.2206424125477726,0.2081168140158467,0.2351284915476601,0.7839631581414379
weighted_pair_grape,1159,1159,1.0,0.9966964896275802,1.0,1159,0.1040025047540608,0.0918045778950211,0.1150386657042637,0.49341772740140527
