experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n_robots,world_size_m,obstacle_count,robot_radius_m,target_tolerance_m,safety_margin_m,dt_s,horizon_s,communication_radius,arrival_success_rate,timeout_rate,mean_arrival_time_s,max_arrival_time_s,travel_distance_m,mean_path_length_m,path_efficiency_ratio,energy_proxy_wh,collision_count,collision_rate,safety_violation_count,min_robot_clearance_m,min_obstacle_clearance_m,mean_clearance_m,mean_speed_mps,max_speed_mps,max_speed_violation_mps,congestion_delay_s,communication_messages,runtime_ms,score_value,reference_score_value,signed_score_delta_vs_reference,performance_gap_vs_reference,optimality_gap_vs_reference,arrived_robots,timed_out_robots,all_arrived
SP4_MC_motion_comparison,open_field_arrival,open_field_arrival_v00,5100,direct_to_target,Direct to target,classic,decentralized,baseline,direct_single_integrator,sp4_motion_baseline,none,local_target_feedback,none,0,0,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,16.7,17.759999999999998,75.67048892927643,12.611748154879406,1.0250327319518224,643.170910928765,0,0.0,0,1.6703966674798165,18.0,11.420636550234796,0.5228751307993122,0.800002037584062,1.1102230246251565e-16,0.0,6000,12.09440000820905,70.20078332627153,68.82175229361165,1.3790310326598814,0.0,0.0,6,0,True
SP4_MC_motion_comparison,open_field_arrival,open_field_arrival_v00,5100,priority_yield,Priority yield,classic,centralized,baseline,priority_release_yield,sp4_motion_baseline,none,centralized_priority_schedule,global_priority_order,0,2,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,18.74,20.279999999999998,75.63807089404271,12.606345149007119,1.0254720549914949,642.7265689624747,0,0.0,0,1.6706171443543334,18.0,11.428734182229178,0.5226511255807266,0.7360018745773369,0.0,1.693319320052905,6000,21.10270003322512,66.94835871368586,68.82175229361165,-1.8733935799257893,0.0031223226332096486,0.0031223226332096486,6,0,True
SP4_MC_motion_comparison,open_field_arrival,open_field_arrival_v00,5100,apf_obstacle_avoidance,APF obstacle avoidance,classic,decentralized,baseline,artificial_potential_field,sp4_motion_baseline,none,local_apf_feedback,local_obstacle_robot_neighbors,0,4,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,18.14,19.32,75.63807089404271,12.606345149007119,1.0254720549914949,642.7265689624747,0,0.0,0,1.6706171443543334,18.0,11.422094061652938,0.5226511255807266,0.7360018745773369,0.0,1.093319320052906,6000,33.968100091442466,67.90835871368586,68.82175229361165,-0.9133935799257955,0.0015223226332096592,0.0015223226332096592,6,0,True
SP4_MC_motion_comparison,open_field_arrival,open_field_arrival_v00,5100,velocity_obstacle_proxy,Velocity obstacle proxy,sota,decentralized,baseline,velocity_obstacle_proxy,sp4_motion_sota_proxy,none,local_velocity_obstacle_proxy,local_relative_state_neighbors,0,5,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,18.52,19.68,75.57496333877978,12.595827223129964,1.0263283575488757,642.0214630590096,0,0.0,0,1.6708000557952163,18.0,11.422464174726596,0.5222150590020722,0.7200018338256557,0.0,1.4733193200529058,6000,48.51079999934882,67.32129343487836,68.82175229361165,-1.500458858733296,0.0025007647645554935,0.0025007647645554935,6,0,True
SP4_MC_motion_comparison,open_field_arrival,open_field_arrival_v00,5100,cbf_safety_filter,CBF safety filter,sota,centralized,baseline,cbf_velocity_projection_proxy,sp4_motion_sota_proxy,none,centralized_cbf_velocity_projection_proxy,global_relative_state,0,6,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,17.74,18.84,75.6342570996445,12.605709516607417,1.0255237635654775,642.6864303763326,0,0.0,0,1.6704739646222468,18.0,11.421654828409233,0.5226247726619985,0.7520019153290182,0.0,0.6933193200529052,6000,39.85199995804578,68.54959913431489,68.82175229361165,-0.27215315929676365,0.00045358859882793943,0.00045358859882793943,6,0,True
SP4_MC_motion_comparison,open_field_arrival,open_field_arrival_v00,5100,smith_motion_field,Smith-QR motion field,model_based,decentralized,proposed,smith_qr_congestion_field,sp4_motion_proposed,none,distributed_smith_qr_motion_field,local_congestion_price_neighbors,0,6,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,17.74,18.84,75.6342570996445,12.605709516607417,1.0255237635654775,642.6864303763326,0,0.0,0,1.6704739646222468,18.0,11.421654828409233,0.5226247726619985,0.7520019153290182,0.0,0.6933193200529052,6000,62.38200003281236,68.54959913431489,68.82175229361165,-0.27215315929676365,0.00045358859882793943,0.00045358859882793943,6,0,True
SP4_MC_motion_comparison,open_field_arrival,open_field_arrival_v00,5100,energy_aware_smith_motion,Energy-aware Smith motion,model_based,decentralized,proposed,smith_qr_energy_congestion_field,sp4_motion_proposed,none,distributed_smith_qr_energy_motion_field,local_congestion_energy_neighbors,0,7,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,19.840000000000003,21.119999999999997,75.61152245613866,12.601920409356444,1.0258321149438663,642.3694030291765,0,0.0,0,1.670970698061021,18.0,11.423843365549162,0.5224676786632023,0.6720017115706121,0.0,2.7933193200529054,6000,81.643300014548,65.19777102935772,68.82175229361165,-3.6239812642539277,0.006039968773756546,0.006039968773756546,6,0,True
SP4_MC_motion_comparison,open_field_arrival,open_field_arrival_v00,5100,reference_time_expanded_cbf,Reference time-expanded CBF,model_based_reference,centralized,reference,time_expanded_safe_cbf_reference,sp4_motion_reference,none,centralized_time_expanded_cbf_reference,global_state_and_release_schedule,0,8,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,17.56,18.72,75.68441428080108,12.61406904680018,1.0248441337939014,643.1676564612106,0,0.0,0,1.6703779816632038,18.0,11.421691965099905,0.5229713535157614,0.7680019560806994,0.0,0.5133193200529055,6000,62.402799958363175,68.82175229361165,68.82175229361165,0.0,0.0,0.0,6,0,True
SP4_MC_motion_comparison,open_field_arrival,open_field_arrival_v00,5101,direct_to_target,Direct to target,classic,decentralized,baseline,direct_single_integrator,sp4_motion_baseline,none,local_target_feedback,none,0,0,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,17.919999999999998,20.759999999999998,75.32956152569625,12.554926920949375,1.02578169827998,540.9200958686952,0,0.0,0,1.6308534685910074,18.0,11.431843995075745,0.5205193582483162,0.7692836123365081,2.220446049250313e-16,0.0,6000,13.900100020691752,69.34629550565988,67.86632468081046,1.479970824849417,0.0,0.0,6,0,True
SP4_MC_motion_comparison,open_field_arrival,open_field_arrival_v00,5101,priority_yield,Priority yield,classic,centralized,baseline,priority_release_yield,sp4_motion_baseline,none,centralized_priority_schedule,global_priority_order,0,2,False,False,6,18.0,0,0.28,0.35,0.08,0.12,24.0,inf,1.0,0.0,20.099999999999998,22.56,75.38566290481897,12.564277150803163,1.025018320129084,541.1378709513642,0,0.0,0,1.6300764891006079,18.0,11.434798477636043,0.5209070128857032,0.7077409233495875,0.0,1.766407559552406,6000,17.06619991455227,65.84377545142618,67.86632468081046,-2.022549229384282,0.0033709153823071364,0.0033709153823071364,6,0,True
