instance_id,seed,n_robots,n_tasks,task_ratio,method,feasible,deficit,excess,social_cost,optimum_cost,regret,regret_per_task,social_welfare,welfare_efficiency,iterations,evaluations,runtime_s,converged,epsilon_cs_violation
N004_K002_S20660715,20660715,4,2,0.5,hungarian,True,0,0,0.2762061757928612,0.2762061757928612,0.0,0.0,1.8237938242071388,1.0,1,8,1.4400000509340316e-05,True,
N004_K002_S20660715,20660715,4,2,0.5,auction_eps,True,0,0,0.2762061757928612,0.2762061757928612,0.0,0.0,1.8237938242071388,1.0,147,588,0.0007984000039868988,True,0.0010000000000000009
N004_K002_S20660715,20660715,4,2,0.5,greedy,True,0,0,0.2762061757928612,0.2762061757928612,0.0,0.0,1.8237938242071388,1.0,2,8,1.4200006262399256e-05,True,
N004_K002_S20660715,20660715,4,2,0.5,potential_br,True,0,0,0.5991286072063012,0.2762061757928612,0.32292243141344,0.16146121570672,1.500871392793699,0.8229391792387364,2,24,0.0005902999982936308,True,
N004_K002_S20660715,20660715,4,2,0.5,potential_exchange,True,0,0,0.2762061757928612,0.2762061757928612,0.0,0.0,1.8237938242071388,1.0,3,34,0.0006210999927134253,True,
N004_K002_S20660715,20660715,4,2,0.5,no_exclusion,False,2,0,0.0,0.2762061757928612,,,0.722363815610924,0.3960775642635804,0,12,0.00027919999411096796,True,
N004_K002_S20660716,20660716,4,2,0.5,hungarian,True,0,0,0.5197946067837529,0.5197946067837529,0.0,0.0,1.5802053932162472,1.0,1,8,6.599999323952943e-06,True,
N004_K002_S20660716,20660716,4,2,0.5,auction_eps,True,0,0,0.5197946067837529,0.5197946067837529,0.0,0.0,1.5802053932162472,1.0,447,1788,0.00283839999610791,True,0.0010000000000000009
N004_K002_S20660716,20660716,4,2,0.5,greedy,True,0,0,0.5197946067837529,0.5197946067837529,0.0,0.0,1.5802053932162472,1.0,2,8,1.460000203223899e-05,True,
N004_K002_S20660716,20660716,4,2,0.5,potential_br,True,0,0,0.9174108130303349,0.5197946067837529,0.397616206246582,0.198808103123291,1.1825891869696652,0.7483768831864952,2,24,0.0005725000009988435,True,
N004_K002_S20660716,20660716,4,2,0.5,potential_exchange,True,0,0,0.5197946067837529,0.5197946067837529,0.0,0.0,1.5802053932162472,1.0,3,34,0.0005975000021862797,True,
N004_K002_S20660716,20660716,4,2,0.5,no_exclusion,False,2,0,0.0,0.5197946067837529,,,0.5112319075023413,0.3235224418908058,0,12,0.0004641999985324219,True,
N004_K004_S20670715,20670715,4,4,1.0,hungarian,True,0,0,0.6865440200801186,0.6865440200801186,0.0,0.0,3.5134559799198817,1.0,1,16,8.800001523923129e-06,True,
N004_K004_S20670715,20670715,4,4,1.0,auction_eps,True,0,0,0.6865440200801186,0.6865440200801186,0.0,0.0,3.5134559799198817,1.0,4,16,5.1700000767596066e-05,True,0.0010000000000000009
N004_K004_S20670715,20670715,4,4,1.0,greedy,True,0,0,0.7899506314268578,0.6865440200801186,0.10340661134673923,0.025851652836684808,3.4100493685731426,0.9705684055990088,4,16,1.4500001270789653e-05,True,
N004_K004_S20670715,20670715,4,4,1.0,potential_br,True,0,0,0.8319401774229281,0.6865440200801186,0.14539615734280953,0.03634903933570238,3.368059822577072,0.958617339117445,4,40,0.0009582000056980178,True,
N004_K004_S20670715,20670715,4,4,1.0,potential_exchange,True,0,0,0.6865440200801186,0.6865440200801186,0.0,0.0,3.5134559799198817,1.0,5,52,0.000992900000710506,True,
N004_K004_S20670715,20670715,4,4,1.0,no_exclusion,False,4,0,0.0,0.6865440200801186,,,2.0240995457263122,0.576099304301649,0,20,0.0004670999987865798,True,
N004_K004_S20670716,20670716,4,4,1.0,hungarian,True,0,0,0.9197827904101739,0.9197827904101739,0.0,0.0,3.2802172095898263,1.0,1,16,5.800000508315861e-06,True,
N004_K004_S20670716,20670716,4,4,1.0,auction_eps,True,0,0,0.9197827904101739,0.9197827904101739,0.0,0.0,3.2802172095898263,1.0,5,20,5.8099998568650335e-05,True,0.0010000000000000009
N004_K004_S20670716,20670716,4,4,1.0,greedy,True,0,0,1.2238781941166479,0.9197827904101739,0.30409540370647403,0.07602385092661851,2.976121805883352,0.9072941258836638,4,16,1.4899997040629387e-05,True,
N004_K004_S20670716,20670716,4,4,1.0,potential_br,True,0,0,1.2238781941166479,0.9197827904101739,0.30409540370647403,0.07602385092661851,2.976121805883352,0.9072941258836638,4,40,0.001021500000206288,True,
N004_K004_S20670716,20670716,4,4,1.0,potential_exchange,True,0,0,0.9197827904101739,0.9197827904101739,0.0,0.0,3.2802172095898263,1.0,5,52,0.0010550000006332994,True,
N004_K004_S20670716,20670716,4,4,1.0,no_exclusion,False,4,0,0.0,0.9197827904101739,,,1.2237656052718795,0.3730745639935548,0,20,0.0005059999966761097,True,
N008_K004_S21060715,21060715,8,4,0.5,hungarian,True,0,0,0.4873284353040806,0.4873284353040806,0.0,0.0,3.7126715646959196,1.0,1,32,7.700000423938036e-06,True,
N008_K004_S21060715,21060715,8,4,0.5,auction_eps,True,0,0,0.4873284353040806,0.4873284353040806,0.0,0.0,3.7126715646959196,1.0,656,5248,0.004549800003587734,True,0.0010000000000000009
N008_K004_S21060715,21060715,8,4,0.5,greedy,True,0,0,0.5608637164376229,0.4873284353040806,0.0735352811335423,0.018383820283385574,3.6391362835623773,0.9801934321816141,4,32,2.4599998141638935e-05,True,
N008_K004_S21060715,21060715,8,4,0.5,potential_br,True,0,0,1.0815361985368166,0.4873284353040806,0.594207763232736,0.148551940808184,3.1184638014631836,0.8399514331181073,4,80,0.0021147000006749295,True,
N008_K004_S21060715,21060715,8,4,0.5,potential_exchange,True,0,0,0.4873284353040806,0.4873284353040806,0.0,0.0,3.7126715646959196,1.0,8,190,0.0022248999957810156,True,
N008_K004_S21060715,21060715,8,4,0.5,no_exclusion,False,4,0,0.0,0.4873284353040806,,,0.8370105008647784,0.22544695545492788,0,40,0.001108700002077967,True,
N008_K004_S21060716,21060716,8,4,0.5,hungarian,True,0,0,0.5169735051066763,0.5169735051066763,0.0,0.0,3.683026494893324,1.0,1,32,8.800001523923129e-06,True,
N008_K004_S21060716,21060716,8,4,0.5,auction_eps,True,0,0,0.5169735051066763,0.5169735051066763,0.0,0.0,3.683026494893324,1.0,655,5240,0.00429219999932684,True,0.0010000000000000009
N008_K004_S21060716,21060716,8,4,0.5,greedy,True,0,0,0.5169735051066763,0.5169735051066763,0.0,0.0,3.683026494893324,1.0,4,32,2.9900002118665725e-05,True,
N008_K004_S21060716,21060716,8,4,0.5,potential_br,True,0,0,0.5169735051066763,0.5169735051066763,0.0,0.0,3.683026494893324,1.0,4,80,0.0024455000020680018,True,
N008_K004_S21060716,21060716,8,4,0.5,potential_exchange,True,0,0,0.5169735051066763,0.5169735051066763,0.0,0.0,3.683026494893324,1.0,4,102,0.0024704000024939887,True,
N008_K004_S21060716,21060716,8,4,0.5,no_exclusion,False,4,0,0.0,0.5169735051066763,,,1.3008741323541684,0.35320792130001966,0,40,0.0010168000007979572,True,
N008_K008_S21070715,21070715,8,8,1.0,hungarian,True,0,0,1.3095512635395923,1.3095512635395923,0.0,0.0,7.090448736460408,1.0,1,64,1.09999964479357e-05,True,
N008_K008_S21070715,21070715,8,8,1.0,auction_eps,True,0,0,1.3095512635395923,1.3095512635395923,0.0,0.0,7.090448736460408,1.0,10,80,9.839999984251335e-05,True,0.0010000000000000009
N008_K008_S21070715,21070715,8,8,1.0,greedy,True,0,0,1.468826657718594,1.3095512635395923,0.15927539417900172,0.019909424272375215,6.931173342281406,0.977536627074112,8,64,4.320000152802095e-05,True,
N008_K008_S21070715,21070715,8,8,1.0,potential_br,True,0,0,1.3543294286128216,1.3095512635395923,0.04477816507322929,0.0055972706341536616,7.045670571387179,0.9936847205674062,8,144,0.0035377999956835993,True,
N008_K008_S21070715,21070715,8,8,1.0,potential_exchange,True,0,0,1.3095512635395923,1.3095512635395923,0.0,0.0,7.090448736460408,1.0,10,228,0.003646099998150021,True,
N008_K008_S21070715,21070715,8,8,1.0,no_exclusion,False,8,0,0.0,1.3095512635395923,,,1.8900241332281649,0.26655917043858013,0,72,0.0018167999951401725,True,
N008_K008_S21070716,21070716,8,8,1.0,hungarian,True,0,0,1.5404724721994016,1.5404724721994016,0.0,0.0,6.859527527800599,1.0,1,64,9.000003046821803e-06,True,
N008_K008_S21070716,21070716,8,8,1.0,auction_eps,True,0,0,1.5404724721994016,1.5404724721994016,0.0,0.0,6.859527527800599,1.0,32,256,0.0002238000015495345,True,0.0010000000000000009
N008_K008_S21070716,21070716,8,8,1.0,greedy,True,0,0,1.5658854548936023,1.5404724721994016,0.02541298269420067,0.0031766228367750837,6.834114545106398,0.9962952284116937,8,64,8.86999987415038e-05,True,
N008_K008_S21070716,21070716,8,8,1.0,potential_br,True,0,0,1.5644670031791315,1.5404724721994016,0.02399453097972981,0.0029993163724662264,6.835532996820869,0.9965020140406925,8,144,0.0034696999937295914,True,
N008_K008_S21070716,21070716,8,8,1.0,potential_exchange,True,0,0,1.5404724721994016,1.5404724721994016,0.0,0.0,6.859527527800599,1.0,9,200,0.003543299993907567,True,
N008_K008_S21070716,21070716,8,8,1.0,no_exclusion,False,8,0,0.0,1.5404724721994016,,,2.423881291603103,0.3533598023740686,0,72,0.0020112999991397373,True,
